"","X12.D12.2.neg","X28.D12.3.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Mock","Mock","Mock","Xanthomonas","Xanthomonas"
"M413.091T89.817"," 0.01728003"," 0.26826746","-0.36433846"," 0.10039627"," 0.98200093"," 0.33612571","-0.07407348","-0.72688528","-0.30350578","-0.66250609"," 0.25087212"," 0.17636658"
"M990.329T838.789","-0.37481513","-0.04491635","-0.23926141"," 0.42758020"," 1.21297237"," 0.65827226"," 0.38858189","-0.60206103","-1.48780923","-0.29803611"," 0.15526820"," 0.20422433"
"M1229.54T895.369","-0.424925210","-0.046316085","-0.516104810"," 0.448642751"," 1.419646067"," 0.540867238"," 0.223577617","-0.519819019"," 0.016666440","-0.570020342","-0.566037360","-0.006177286"
"M593.926T757.244"," 0.004559898","-0.829184073","-0.014880561"," 0.747808334"," 1.414310636"," 0.452265273"," 0.497232468","-0.469744705","-0.047340000","-0.312741587","-1.503890229"," 0.061604546"
"M240.933T64.89"," 0.20164225"," 0.45803698"," 0.03186397"," 0.51295719"," 0.63817135"," 0.56649087"," 0.35326104","-0.07271844"," 0.05569538","-0.12935433","-1.86507234","-0.75097390"
"M548.979T106.308"," 0.04367576","-0.01921951","-0.54377033"," 0.29541709"," 1.10256630"," 0.59347033"," 0.04383597","-0.78382883","-0.60135844","-0.32440239"," 0.04152119"," 0.15209286"
"M630.629T315.233"," 0.37747769","-0.27421579","-0.55761469"," 0.58674065"," 0.74068733"," 0.39817491","-0.01687578","-0.61032079","-0.67791926","-0.29721412"," 0.07446795"," 0.25661190"
"M353.228T471.773","-0.1940427"," 0.2761812","-0.5996183"," 0.2894755"," 1.0991667"," 0.4124169"," 0.5159949","-0.5154018","-0.3305908","-0.9316639"," 0.3110618","-0.3329795"
"M1031.288T315.245"," 0.1381553","-0.2598079","-0.5307025"," 0.4242364"," 0.6814581"," 0.5235356"," 0.3831938","-0.6268040","-0.8939250","-0.1092393"," 0.1528637"," 0.1170359"
"M333.109T769.719"," 0.39685963"," 0.20457540"," 0.41839496"," 0.62133454"," 0.91841486"," 0.69661315"," 0.41202724","-1.02094781","-0.41568701","-0.03980068","-0.55092228","-1.64086200"
"M324.072T215.478"," 0.81212327"," 0.93330831"," 0.55497710","-0.19894582"," 0.33586272"," 0.16759332","-0.33457904","-0.09333978"," 0.38438958","-0.61966124","-0.37800093","-1.56372749"
"M830.24T316.247"," 0.005640522"," 0.018122527","-0.538410683"," 0.412352520"," 0.708013498"," 0.550926122"," 0.550695097","-0.886301897","-1.043521756","-0.128266280"," 0.187134263"," 0.163616066"
"M695.289T1193.403","-0.563495663"," 0.020652374","-0.183963612"," 0.391122099"," 1.094040397","-0.032759741"," 0.764461107","-0.107637625","-0.421417345","-0.693678011","-0.265729381","-0.001594599"
"M1087.412T876.684","-0.3592723","-0.1358399","-0.6085528"," 0.4955893"," 0.9504055"," 0.4887311"," 0.5024944","-0.7695050","-0.7516023","-0.1965320"," 0.0704209"," 0.3136631"
"M385.077T649.201","-0.03617914","-0.09299503","-0.39113510"," 0.33716988"," 1.23287270"," 0.22968023"," 0.24585930","-0.30054723","-0.24651092","-0.30989591","-0.31804890","-0.35026988"
"M549.205T845.853","-0.13164127","-0.12334950","-0.42815590"," 0.03083043"," 1.08426847"," 0.65751770"," 0.35691311","-0.94012803","-0.82456908","-0.11960289"," 0.21956483"," 0.21835214"
"M419.03T798.766","-0.2255936","-0.5051131","-0.3675857"," 0.1864500"," 1.3883568"," 0.2712101"," 0.6906628","-0.2113668"," 0.1487480","-0.5107762","-0.6954155","-0.1695768"
"M389.108T489.956","-0.51173461","-0.68813974","-1.00075554"," 0.30257471"," 0.52151463"," 0.84076720","-0.04681692","-0.45622489","-0.88265114"," 0.38779407"," 0.61514872"," 0.91852351"
"M632.847T316.374"," 0.2868006","-0.3027737","-0.3429264"," 0.5747249"," 0.7283215"," 0.2118297"," 0.4586490","-0.2956405","-1.2108201","-0.4227366"," 0.1207655"," 0.1938060"
"M341.535T617.585"," 0.5426353","-0.2428997"," 0.4549500"," 0.2617091"," 1.1234363"," 0.7808978"," 0.1598050","-0.9044642","-0.9052776","-0.9811180","-0.1501016","-0.1395725"
"M387.034T831.689"," 0.47332229"," 0.06610213"," 0.38894836"," 0.37921282"," 0.96867120"," 0.89495223"," 0.77079744","-0.84871810","-1.84124162","-1.04826144","-0.18129423","-0.02249107"
"M611.538T834.844","-0.09283974","-0.22944882","-0.53781620"," 0.78837202"," 0.86151057"," 0.57080558"," 0.42016019","-0.28023567","-1.23355363","-0.32955637","-0.36996707"," 0.43256914"
"M455.021T825.04"," 0.56363169"," 0.37308984"," 0.37815684"," 0.46908779"," 0.71875783"," 0.80838307"," 0.61769282","-0.93651900","-1.78999842","-0.89753063","-0.37667543"," 0.07192362"
"M1036.399T977.849","-0.586838395","-0.056079395"," 0.044392709"," 0.297376481"," 1.048752021"," 0.863598134"," 0.298913392","-0.162746939","-1.478256657","-0.323703816","-0.008052072"," 0.062644537"
"M305.082T1122.457","-1.060308073","-0.069212121","-0.666685720"," 0.750868212"," 0.958315832"," 0.225963073"," 0.320207252"," 0.006786472","-0.961817763","-0.198519378"," 0.083545057"," 0.610857156"
"M435.217T805.716","-0.31341667"," 0.03528540","-0.44182439"," 0.24781175"," 0.93526816"," 0.53615321"," 0.02246319","-0.47289849","-1.11787853","-0.22347477"," 0.08829641"," 0.70421474"
"M1136.545T907.7"," 0.004619723","-0.406703783"," 0.287263267"," 0.169810110"," 1.281926073"," 0.196580041"," 0.403096843","-0.278494789","-0.031504267","-0.130789560","-1.011771515","-0.484032145"
"M345.37T608.086"," 0.3378149","-0.4162273","-0.4493202"," 0.5014416"," 0.9389802"," 0.5808030"," 0.2605489","-0.6859131","-0.3243037","-0.4027770","-0.1370985","-0.2039488"
"M642.302T1183.207"," 0.65847221"," 0.09449914"," 1.03851843","-0.06143808"," 0.07167264"," 1.05040479"," 0.08627207","-0.73641485","-1.28364686","-0.82237834"," 0.42817973","-0.52414090"
"M1130.454T886.215"," 0.2228310","-0.5896704","-0.7170606"," 0.3624020"," 1.4416132"," 0.5118598"," 0.5297553","-0.4969978","-0.5099581","-0.2964324","-0.2924427","-0.1658993"
"M476.12T661.378","-0.75685495","-1.01417959","-0.99460647"," 0.69500934"," 0.64430440"," 1.14955913"," 0.65153345"," 0.06017217","-0.77981834"," 0.55670295","-0.90245333"," 0.69063124"
"M1163.579T906.602"," 0.42826660","-1.47298008","-0.10542645"," 0.03953313"," 0.68542781"," 0.42632430"," 0.76620503"," 0.37954438"," 0.70568190"," 0.33756823","-1.10629582","-1.08384903"
"M415.086T168.579","-0.5008035","-0.3450082","-0.3897072"," 0.4154702"," 1.2725547"," 0.4539977"," 0.3964378","-0.5173217","-0.4116359","-0.2840995","-0.2075723"," 0.1176880"
"M567.333T903.822"," 0.12512847","-0.88789082","-0.21947307"," 0.43678273"," 1.24493324"," 0.52290923"," 0.78913530","-0.17572739","-0.14472721"," 0.02173751","-0.97186858","-0.74093941"
"M524.849T67.744","-0.008552012"," 0.093728083","-0.681631271"," 0.505750827"," 0.620580602"," 0.422127653","-0.101898748","-0.487980187","-0.400812840","-0.225496823"," 0.055114492"," 0.209070223"
"M1163.56T905.015","-0.01291835","-1.23841205","-0.28937426"," 0.08055495"," 1.24873872"," 0.33285749"," 1.11063842"," 0.29615393"," 0.24453384"," 0.30650123","-1.13249999","-0.94677394"
"M401.18T764.21","-0.59739889","-1.23836619","-0.73883110"," 0.19465799"," 0.90540705"," 0.70766469"," 0.50263297"," 0.01035401","-0.66644298","-0.01337272"," 0.25227454"," 0.68142063"
"M1463.124T939.772"," 0.5995738","-0.1401701","-0.4527023"," 0.4939392"," 1.1593993"," 0.5198573"," 0.6661371","-0.6151897","-0.9122557","-0.3018445","-0.2572421","-0.7595023"
"M823.337T914.416","-0.01203715","-0.17144756"," 0.12566902"," 0.32603759"," 0.90002110"," 0.79824316"," 0.49709340","-0.49133280","-1.33437153","-0.41484315","-0.11344267","-0.10958941"
"M279.124T874.724"," 0.56944544"," 0.21459557"," 0.65411324"," 0.21738966"," 0.70534749","-0.10039036","-0.01003461","-0.76816824"," 0.03274560","-0.20029759","-0.23703787","-1.07770833"
"M397.259T1311.545","-0.22484491","-0.67464413","-0.42270730"," 0.32662766"," 1.23529114"," 0.55868432"," 0.32965992","-0.23053874","-0.52418814","-0.57554199"," 0.11968225"," 0.08251992"
"M443.191T791.98","-0.1869311","-0.1403474","-0.4623403"," 0.3749052"," 0.9646806"," 0.4773073"," 0.3762013","-0.4328554","-0.8902853","-0.3187991","-0.1935192"," 0.4319835"
"M413.167T733.785","-0.13927134"," 0.10793094","-0.29164256"," 0.05707544"," 1.00728468"," 0.21000051"," 0.27611898","-0.62181363","-0.65167396","-0.35180681","-0.18530117"," 0.58309892"
"M687.305T1181.604"," 0.60511089","-0.06808233"," 0.67086688","-0.15997631"," 1.02735427"," 0.67418619"," 0.06890506","-0.82809433","-1.18100688","-0.88897105"," 0.05182538"," 0.02788225"
"M341.259T618.637"," 0.324684759","-0.342189724"," 0.143372891"," 0.245331801"," 1.117243442"," 0.691366074"," 0.237263305","-0.856455370","-0.900365245","-0.704028921"," 0.039368421"," 0.004408568"
"M633.753T316.098"," 0.29293641","-0.55845152","-0.39831762"," 0.37685759"," 0.90310195"," 0.31263036"," 0.34130565","-0.32531404","-0.89366172","-0.23262396","-0.08485825"," 0.26639516"
"M919.334T939.971"," 0.37181704"," 0.33130221","-0.02333998"," 0.09927666"," 0.80801389"," 0.66082524"," 0.35745488","-0.92164898","-0.94724212","-0.47020612","-0.12376471","-0.14248801"
"M206.081T834.983"," 0.09567007"," 0.41107340"," 0.88526243"," 0.69798130"," 1.41084701"," 0.80670999","-0.03610988","-0.40772247","-1.62580757","-1.64479629"," 0.06661589","-0.65972387"
"M863.373T951.624"," 0.43306517"," 0.21658469"," 0.53245417"," 0.12757657"," 0.81376964"," 0.26493020"," 0.22176238","-0.44181967","-1.58153789","-0.43189817","-0.01516744","-0.13971965"
"M316.427T318.614","-0.08720565"," 0.03313218","-0.36512432"," 0.63946359"," 1.03318337"," 0.17810696"," 0.37172237","-0.39550116","-0.55677485","-0.70517830","-0.47818861"," 0.33236443"
"M618.794T905.184"," 0.02364126","-0.89637495"," 0.36258202"," 0.09834409"," 0.94814972"," 0.45849075"," 0.94007137"," 0.01699180"," 0.36499863"," 0.29581075","-1.49718490","-1.11552055"
"M419.228T901.259","-0.18911041","-0.17043654","-0.19116299"," 0.23610367"," 0.72737620"," 0.41906345"," 0.29433591","-0.46001416","-1.41423737"," 0.03600901"," 0.31832420"," 0.39374902"
"M316.385T321.843","-0.03730414","-0.06995332","-0.42749049"," 0.55444396"," 1.10232568"," 0.15306037"," 0.15799646","-0.37279837","-0.45523994","-0.68126487","-0.21800257"," 0.29422725"
"M524.981T106.871","-0.32180199","-0.75591211","-0.69651313"," 0.25805795"," 1.26915087"," 0.40724772"," 0.13406360","-0.32972973","-0.40860279","-0.09998304","-0.18239829"," 0.72642094"
"M950.342T882.081","-0.33163765"," 0.03187089","-0.17026885"," 0.28886028"," 0.84846937"," 0.93820812"," 0.24690625","-0.89876593","-1.36215738","-0.05588213"," 0.11072151"," 0.35367552"
"M822.313T886.782","-0.096322052","-0.391910049"," 0.002303158"," 0.615525788"," 1.182178157"," 0.876231223"," 0.172267280","-0.555544609","-1.251787127","-0.255410004","-0.137422872","-0.160108893"
"M1079.533T897.421","-0.15712266","-0.34992664","-0.62920148"," 0.60660631"," 1.16646335"," 0.76082384"," 0.23337230","-0.36470288","-0.20499876","-0.46980551","-0.55109173","-0.04041614"
"M1461.92T936.679","-0.263434006","-0.268754567"," 0.002085406"," 0.458530454"," 1.307726356"," 0.666370851"," 0.367401437","-0.571056659","-1.006753659","-0.239750303","-0.388579872","-0.063785438"
"M970.768T318.573"," 0.09822797","-0.30477999","-0.63784897"," 0.26630484"," 0.87676156"," 0.26503773"," 0.59295885","-0.42617963","-0.66789999","-0.35356639"," 0.18616132"," 0.10482269"
"M857.325T1034.658"," 0.31880747","-0.06510785"," 0.64166490"," 0.56597295"," 1.11004322"," 0.66428907"," 0.22500313","-1.02963821","-1.88907191","-0.26692038","-0.09068947","-0.18435293"
"M1005.392T917.562"," 0.1654999454"," 0.0263302964","-0.2456263727"," 0.3777584405"," 1.0108068365"," 0.4849422494"," 0.2913096850","-0.4915587850","-1.0536920375","-0.5466622748"," 0.0006086799","-0.0197166631"
"M654.601T316.399"," 0.1396435","-0.2878217","-0.5229553"," 0.3670332"," 1.1576397"," 0.3940020"," 0.1228909","-0.6202057","-0.4136792","-0.2280919"," 0.2128072","-0.3212626"
"M357.576T759.445","-0.3809701","-0.4043728","-0.3375571"," 0.3680163"," 0.9682867"," 0.7116304"," 0.4211463","-0.4941303","-0.5199272","-0.1127920","-0.2748101"," 0.0554801"
"M365.052T459.24"," 0.32696725"," 0.23923878"," 0.65891306"," 0.39903247"," 1.06432198"," 0.91997328"," 0.74908679","-0.91489510","-1.41136731","-0.80441682","-1.30165718"," 0.07480279"
"M271.021T88.704","-0.55174209","-0.29905833","-0.42360496"," 0.03452052"," 1.50373392"," 0.41189005"," 0.54509192","-0.16762607","-0.35490672","-0.10244207","-0.40000079","-0.19585537"
"M968.386T889.852","-0.2369840","-0.7414065","-0.1619362"," 0.2523554"," 1.0161207"," 0.8364666"," 0.4408771","-0.4793957","-0.8065484","-0.4574116"," 0.1442807"," 0.1935819"
"M593.686T850.456","-0.1917699","-0.7128997","-0.1737454"," 0.6020852"," 1.4818288"," 0.5348222"," 0.5572884","-0.3435827","-0.1744614","-0.5985505","-0.7580315","-0.2229836"
"M505.029T765.672"," 0.1211463","-0.7604128","-0.2150637"," 0.4818618"," 1.0341728"," 0.4456861"," 0.5230318","-0.6277285","-0.7255293","-0.8146792"," 0.2529516"," 0.2845631"
"M1035.367T890.845","-0.196052486","-0.095660115","-0.002076959"," 0.348835603"," 1.058122837"," 0.716260913"," 0.210368389","-0.553096285","-1.069338158","-0.584636875"," 0.069711848"," 0.097561288"
"M565.054T1199.484"," 0.21766071"," 0.16670436","-0.04824360"," 0.19892922"," 0.78288030"," 0.10403527"," 0.50802659","-0.58904071"," 0.01227056","-0.19487727","-0.40322791","-0.75511754"
"M728.286T863.521","-0.13437138","-0.38931792","-0.40613078"," 0.06787428"," 0.96204016"," 0.73522163","-0.13345891","-0.63949011","-0.77779414","-0.21915377"," 0.39082011"," 0.54376083"
"M538.221T942.724"," 0.33192278","-0.14067794"," 0.12216220","-0.01360290"," 0.78322746"," 0.78462906"," 0.20161238","-0.65725525","-1.54276870","-0.32412296"," 0.40269517"," 0.05217871"
"M969.4T973.77","-0.52578031","-0.37120808"," 0.07744836"," 0.39964787"," 1.14908186"," 0.83715644"," 0.17218366","-0.42342390","-1.48474336","-0.12300031"," 0.01750635"," 0.27513142"
"M333.135T1582.426","-0.28661528","-0.70705981","-0.76863777"," 0.36391853"," 0.95761063"," 0.32617813"," 0.04141348"," 0.13787125","-0.00422037"," 0.03194172","-0.19806186"," 0.10566133"
"M377.181T797.379","-0.1232567","-0.1100373","-0.4391188"," 0.3703984"," 1.0446900"," 0.5825122"," 0.1859972","-0.2170886","-0.7180524","-0.6739575","-0.1205867"," 0.2185002"
"M369.388T763.979","-0.21082723","-0.93959557","-0.50205592"," 0.39259130"," 1.21657542"," 0.57111064"," 0.48052581","-0.28084693","-0.11656058","-0.10940967","-0.44955558","-0.05195168"
"M870.809T67.494","-0.6742841","-1.0169827","-0.4570795"," 0.1501713"," 1.0841596"," 0.8492330"," 0.9694915"," 0.1451067","-0.3738846"," 0.5774968","-1.5491270"," 0.2956989"
"M1161.526T895.081","-0.44919924","-0.49790511","-0.28179449"," 0.44406689"," 1.47354734"," 0.48820148"," 0.29002957","-0.30206283","-0.01830628","-0.25279703","-0.60087378","-0.29290651"
"M266.946T113.686"," 0.08362366","-0.34972767","-0.22980735"," 0.49598583"," 1.22373366"," 0.47740203"," 0.40370395","-0.29074019","-0.44061322","-0.32382922","-0.66383201","-0.38589948"
"M696.3T853.355"," 0.106317811","-0.158366018","-0.092482051"," 0.233738086"," 1.232922354"," 0.651971203"," 0.119975454","-0.977799354","-1.094194659","-0.165597617","-0.009248577"," 0.152763369"
"M1007.373T920.82","-0.09164525","-0.10279600","-0.14627261"," 0.32237585"," 1.22818557"," 0.54271339"," 0.17910895","-0.48229131","-1.06726238","-0.44941873","-0.04831108"," 0.11561359"
"M589.773T907.878"," 0.01500530","-0.27230051"," 0.11015376"," 0.19465899"," 1.09489306"," 0.38219146"," 0.45898859","-0.30043713"," 0.06054492","-0.08286402","-1.15737018","-0.50346424"
"M387.165T771.864"," 0.22838435","-0.39166841"," 0.05483199"," 0.17852798"," 1.04097093"," 0.54318399"," 0.68574313","-0.76391599","-0.33239406","-0.17304474","-0.71467686","-0.35594230"
"M1164.559T899.737"," 0.042469326","-0.283868458","-0.167088321","-0.002416698"," 1.444923242"," 0.304276460"," 0.518335616","-0.611805604"," 0.058001736"," 0.255936051","-0.820814592","-0.737948758"
"M445.037T424.564","-0.1230898","-0.2081547","-0.1659519"," 0.4017215"," 1.1696904"," 0.3076049"," 0.4432074","-0.4028435","-0.3824727","-0.2861721","-0.4393280","-0.3142113"
"M988.804T68.066","-1.1860343","-0.4528947","-1.4355833"," 0.5336571"," 1.1354013"," 0.5588837"," 0.6968865","-0.2217665","-0.2105152"," 0.1612364","-0.2284300"," 0.6491592"
"M743.317T783.373"," 0.4018408","-0.3795729","-0.6096922"," 0.2979263"," 0.6359205"," 0.7202803"," 0.7236515","-0.6050051","-0.9836453","-0.1822271","-0.3413638"," 0.3218869"
"M1323.606T888.291","-0.22358699","-0.22362353","-0.85196328"," 0.45891776"," 1.35100182"," 0.63045504"," 0.66303416","-0.76187155","-0.04635065","-0.18297869","-0.44866162","-0.36437247"
"M688.263T861.089","-0.27274895","-0.56722641","-0.15896270"," 0.32003559"," 1.22731122"," 0.97483871"," 0.37931681","-0.45318513","-1.07603312","-0.52142120"," 0.11243176"," 0.03564341"
"M971.627T318.415","-0.15791066","-0.45439756","-0.51515356"," 0.50410061"," 0.94549255"," 0.49347020"," 0.01256701","-0.14113947","-0.63623549","-0.46288279"," 0.13985464"," 0.27223452"
"M1143.444T941.11","-0.04258950","-0.37392658","-0.41335603"," 0.52866245"," 1.11027947"," 0.74766474"," 0.15333927","-0.47519599","-1.26902165","-0.36120195"," 0.09422666"," 0.30111911"
"M1094.293T897.844","-0.16870575","-0.25000849","-0.14745094"," 0.40882838"," 1.16932816"," 0.92117721","-0.04118274","-0.15037385","-0.87311985","-0.43805475","-0.13841237","-0.29202501"
"M967.394T924.933","-0.32690578","-0.29767317","-0.21435371"," 0.29658273"," 0.90708259"," 0.79346441"," 0.26897833","-0.33405416","-1.22447172","-0.17725480"," 0.05283693"," 0.25576835"
"M560.837T67.188"," 0.22087875"," 0.16575272","-0.28855428"," 0.54358255"," 0.43821770"," 0.01371635","-0.01445251","-0.65041359","-0.34119560","-0.29826125"," 0.07789893"," 0.13283024"
"M702.255T837.404","-0.29457606","-0.30354155","-0.14119636"," 0.54951576"," 0.92268669"," 0.95014936"," 0.33668822","-0.64413528","-0.84659165","-0.40041138"," 0.04814296","-0.17673071"
"M379.067T781.128"," 0.20896931","-0.21254796"," 0.17235987"," 0.46716191"," 1.11312517"," 0.75361953"," 1.02710142","-0.64260793","-0.95656614","-0.87725800","-1.11127661"," 0.05791941"
"M569.181T807.905","-0.19396246","-0.02296322","-0.51321370"," 0.27625954"," 1.04288252"," 0.63274287","-0.02826100","-0.48001475","-0.88805325","-0.17001909"," 0.14207115"," 0.20253140"
"M714.253T913.384","-0.19275989","-0.06322561","-0.56236254"," 0.47583689"," 1.01751434"," 0.99054643"," 0.12042753","-0.52975380","-0.97249577","-0.47929863"," 0.11187297"," 0.08369808"
"M773.211T817.036","-0.09336339","-0.56098079","-0.52985005"," 0.37115395"," 0.81888719"," 0.60553724"," 0.10114282","-0.11234541","-0.78677251","-0.03417509"," 0.26112898","-0.04036293"
"M589.271T908.408"," 0.05124127","-0.25047203"," 0.06125983"," 0.25403040"," 1.10147344"," 0.31867970"," 0.31229041","-0.25384109"," 0.19289758"," 0.02849849","-1.13141876","-0.68463926"
"M795.27T865.806","-0.09626001","-0.33272797","-0.45147982"," 0.41397384"," 1.01946502"," 0.43261371"," 0.11909622","-0.75659735","-0.75080534","-0.24667349"," 0.13729588"," 0.51209933"
"M260.967T89.826"," 0.2356008"," 0.3081414","-0.1818531","-0.1437427"," 1.1494737"," 0.5017828","-0.1811289","-0.9295189","-0.6843390","-1.0123440"," 0.5242513"," 0.4136766"
"M264T169.106"," 0.12249300"," 0.11002662","-0.03827709"," 0.39872519"," 0.97027177"," 0.52116434"," 0.23011718","-0.55214881","-0.49706758","-0.19887195","-0.98618082","-0.08025186"
"M1095.906T894.31","-0.34404270","-0.20008813","-0.06912423"," 0.40955853"," 1.40260699"," 0.53303872"," 0.22061856","-0.32514236","-0.70839187","-0.84755101","-0.18745363"," 0.11597113"
"M625.024T106.841","-0.34728090","-0.87592569","-0.36898537"," 0.19162657"," 1.26406040"," 0.37401446"," 0.19595679","-0.43778592","-0.34308170","-0.44611160","-0.02046991"," 0.81398285"
"M311.065T863.883","-0.10937106","-0.51169668","-0.20397386"," 0.39935736"," 0.97736257"," 0.80557479"," 0.01897588","-0.06293436","-0.37343577","-0.94826245","-0.04109890"," 0.04950247"
