"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3"
"Label","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","Other","Other","Other","Other","Other"
"M1034.8T17.55","43678.85","42980.56","44868.70","45374.83","42402.83","42359.72","37823.13","41759.06","41496.60","41506.15","38861.75","71507.96","43183.16","42880.26","41267.43","43690.68","28475.14","34510.14","34510.14","33825.17","42162.12"
"M1034.8T12.55","33674.02","30797.41","32673.23","28443.07","33345.11","33635.22","31352.67","30683.67","31421.98","31674.74","33879.02","34360.40","33782.33","31769.02","33212.74","32730.88","33121.88","44015.65","44015.65","33223.37","33305.62"
"M1035.3T17.55","13986.15","12374.71","13010.92","13905.29","13388.26","14170.73","12491.36","11145.06","11257.76","14816.32","10954.95","11839.74","13723.05","12587.65","10284.39","14798.26","10442.97","11540.61","11540.61","14890.54","14055.71"
"M1035.46T17.56","10491.035","10695.992"," 8891.223"," 9113.258","10256.376","10611.245"," 7343.059","11259.947"," 7469.733"," 9374.886"," 6092.222"," 8791.569"," 7614.776"," 8399.122"," 9987.874"," 8820.460"," 5725.384"," 9806.227"," 9806.227"," 8176.456","11971.824"
"M1035.8T17.56","14017.399","12364.675","11652.536","16207.874","11865.348","16486.041","12950.736","14491.227","11147.637","14246.612","16369.674","24649.500","12710.816","11725.070","15061.048","14906.586"," 9953.244","11709.765","11709.765","14519.428","18209.448"
"M1035.8T12.55","10931.987"," 9713.987","13967.778"," 9614.758","12201.422","11130.865","10655.124","11056.873","10364.104","10276.738","11764.850","11096.387","11094.520","14826.346"," 9973.849","11481.775"," 9742.168","11872.766","11872.766","10395.092","12136.300"
"M1036.13T12.55","5585.901","4066.162","4011.000","4969.715","5836.457","5369.136","5548.902","5046.269","4670.907","5011.073","4108.647","5102.920","5835.604","3639.112","5491.464","4506.626","5897.544","7504.446","7504.446","5448.296","7383.841"
"M1036.3T17.55","4000.480","5560.992","5308.278","4852.923","5258.967","3733.195","4219.114","4133.813","4648.904","5528.903","5743.749","5057.558","5081.115","5356.504","4562.617","6342.601","3996.013","8044.920","8044.920","4904.670","6821.434"
"M1038.13T16.55","18275.11","20927.33","20103.37","19813.22","17434.44","20569.13","22069.62","19587.80","17080.48","17829.11","18265.65","18767.87","19523.27","13478.31","21323.66","12944.72","14904.64","14393.01","14393.01","19032.93","20154.40"
"M1038.14T13.55","12119.84","23476.22","15026.95","21036.07","20901.38","23453.82","20067.90","20807.64","20456.25","20460.10","21929.18","21746.66","12707.48","20699.48","21351.71","21842.63","18936.06","18897.28","18897.28","22102.11","23646.50"
"M1038.79T17.56","13313.712","17121.210","13665.106","16888.415","12748.130","12822.902"," 7312.110","12491.221","15885.591","13630.770","12649.836","12110.764","12206.242","15201.468","13402.086","13686.938"," 6977.735","14513.268","14513.268","16611.686"," 9518.103"
"M1040.8T12.55","23026.29","20852.67","21640.42","26612.31","23403.35","27896.19","21510.13","25955.33","23075.02","25016.83","23880.68","23962.02","27961.00","21772.20","20478.04","24204.77","22643.96","25171.29","25171.29","26936.57","22491.27"
"M1041.29T12.55"," 6480.094"," 8144.360","10025.985","10419.830"," 9623.765","11714.014","11203.485"," 7214.383","10102.353","13783.226","10802.310","12853.533"," 7802.043"," 9918.419","10377.602","11765.896"," 9774.410","14289.648","14289.648","11678.932","11214.529"
"M1041.47T12.55"," 7218.154"," 9223.588"," 8918.149"," 7849.918"," 8081.711","14879.159","14131.458","10180.764"," 7720.492"," 7075.756"," 7733.594"," 8338.380"," 7348.167"," 7380.536"," 7214.197"," 7846.348"," 7978.810"," 9657.603"," 9657.603"," 6972.856"," 8507.446"
"M1041.46T16.56"," 9345.501"," 6643.066"," 7700.325"," 6241.116"," 7519.925"," 6767.455"," 6059.254"," 8197.079"," 6706.431"," 9622.782"," 6512.891","15230.177"," 7115.943"," 6544.190"," 6465.161"," 6971.559"," 5031.456"," 8670.209"," 8670.209"," 9584.668"," 6767.253"
"M1044.8T12.55","34664.79","33462.09","40410.87","28978.68","32945.99","35482.01","65652.50","42289.48","31092.31","35022.75","34492.38","35654.18","41816.14","39730.84","40765.18","42569.22","33101.34","35522.25","35522.25","31273.54","42459.00"
