"","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X52.D12.4.neg"
"Label","Control","Control","Control","Drought","Drought","Drought"
"M1331.507T909.803","-0.24808901","-0.09474696","-0.03262944"," 0.39018996"," 0.23203202","-0.24675657"
"M507.209T930.4","-0.2306390","-0.9102609","-0.0889045"," 0.1014968"," 0.5893921"," 0.5389154"
"M238.892T97.993","-0.30702560","-0.49981743"," 0.04659497"," 0.46733023"," 0.31749551","-0.02457769"
"M1143.426T942.716","-0.1244238","-1.1155019"," 0.2967849"," 0.5360883"," 0.2547365"," 0.1523161"
"M387.02T108.554","-0.35662364","-0.46230444"," 0.08520278"," 0.29842444"," 0.56187395","-0.12657309"
"M711.218T782.65","-0.45342740","-0.69963488","-0.01204971"," 0.83462549"," 0.21527164"," 0.11521487"
"M890.319T900.562","-0.008613396","-0.885941857"," 0.084839900"," 0.405545929"," 0.320780585"," 0.083388841"
"M1007.203T89.251","-0.3491982","-0.2540617","-0.1816620"," 0.5472505","-0.1917408"," 0.4294123"
"M443.058T752.856"," 0.06887923","-0.38043583","-0.24408216"," 0.61135291","-0.23578746"," 0.18007331"
"M1129.441T885.407","-0.41268682","-0.37365657","-0.04659652"," 0.28714194"," 0.06215595"," 0.48364202"
"M869.171T823.716"," 0.5749351","-0.9693121"," 0.5326673"," 0.4417034","-0.7136099"," 0.1336162"
"M964.359T921.966","-0.4312205","-1.3416730"," 0.2403991"," 0.5845057"," 0.7225116"," 0.2254771"
"M1613.665T937.741","-0.8687286","-0.8574217"," 0.2312917"," 0.3671333"," 0.2818727"," 0.8458526"
"M420.999T106.905"," 0.09123825","-0.04738678"," 0.47803680"," 0.26720664","-0.11925947","-0.66983543"
"M708.241T861.396"," 0.1170488","-0.6962037","-0.1825532","-0.1046426"," 0.3435178"," 0.5228330"
"M1136.99T908.053","-0.07477298","-0.03987787"," 0.06918489"," 0.62124498"," 0.11460685","-0.69038587"
"M851.276T990.376"," 0.1164348","-1.0651142","-0.3321923"," 0.4285835"," 0.2878416"," 0.5644466"
"M537.08T758.19","-0.1736156","-0.4531067"," 0.3520102","-0.2637957"," 0.3431963"," 0.1953116"
"M569.775T895.343","-0.1942452"," 0.3492401"," 0.3584778","-0.4553280","-0.3285311"," 0.2703864"
"M591.465T1235.608","-0.75831114"," 0.27629236","-0.60583793"," 0.29038252"," 0.73475485"," 0.06271934"
"M645.252T899.393","-0.25776131","-0.60484298","-0.15164513"," 0.22205003"," 0.03328872"," 0.75891067"
"M397.074T474.916"," 0.07883634","-0.16994165"," 0.28555776","-0.59698950"," 0.28235912"," 0.12017794"
"M848.315T857.496","-0.2403650","-1.1612110"," 0.4756167"," 0.2512370"," 0.2298795"," 0.4448428"
"M1397.968T984.092","-1.25796062"," 0.50871620","-0.13807306"," 0.48217192","-0.03178251"," 0.43692807"
"M781.183T974.609","-0.1517243836","-0.4396624840","-0.0932192016","-0.0005062206"," 0.2218567786"," 0.4632555112"
"M1130.437T924.326","-0.02883282","-1.08107243","-0.12057739"," 0.57883470"," 0.43471183"," 0.21693611"
"M693.278T872.306","-0.31332927","-0.70396636","-0.07359310"," 0.63320987","-0.04259182"," 0.50027068"
"M432.997T107.064","-0.46346194","-0.32002040"," 0.15078987"," 0.43267893"," 0.26002276","-0.06000922"
"M545.298T995.647","-0.08631182","-0.37956510","-0.38002850"," 0.55003889"," 0.28399348"," 0.01187306"
"M723.538T832.745"," 0.32326014","-0.94854895"," 0.03821155"," 0.68345737"," 0.21937513","-0.31575524"
"M366.994T111.318","-0.3347389","-0.2585293","-0.1413631"," 0.6085991","-0.1108979"," 0.2369301"
"M1192.04T901.764","-0.01332808"," 0.32328312"," 0.49722092"," 0.35094019","-0.76882177","-0.38929439"
"M1014.782T1351.411"," 0.14103739","-0.04023857"," 0.03989227","-0.11438737"," 0.47687872","-0.50318246"
"M375.129T729.569","-0.1974057504"," 0.1534587279","-0.0001129743"," 0.7496855421","-0.4936554376","-0.2119701077"
"M503.126T874.193","-0.5372452","-0.1920332","-0.2177125"," 0.3001812","-0.1906855"," 0.8374951"
"M901.161T984.095","-0.92228004"," 0.26433757","-0.21432195"," 0.33487779"," 0.05204956"," 0.48533707"
"M420.95T86.132","-0.72632191","-0.08211050"," 0.03213274"," 0.46761227"," 0.38675073","-0.07806332"
"M596.277T932.512","-0.072473832","-0.699308265","-0.167832123"," 0.619169612","-0.007768108"," 0.328212716"
"M425.165T761.881","-0.463135843","-0.006678106"," 0.167585416"," 0.243239123"," 0.494175296","-0.435185885"
"M516.992T825.04","-0.8785242","-0.8799842","-0.8986635"," 0.9950687"," 0.8285201"," 0.8335830"
"M447.151T677.76","-0.29370247","-0.24805074"," 0.04557017"," 0.61738652","-0.25468287"," 0.13347938"
"M1162.522T896.44"," 0.14576951"," 0.30978404"," 0.33423011","-0.22703359"," 0.02571526","-0.58846533"
"M379.565T877.71","-0.2642893","-1.3775160","-0.6368712"," 0.8770162"," 0.4846941"," 0.9169663"
"M433.038T831.69","-0.2816424","-1.3972687","-0.5070902"," 1.0836797"," 0.5289922"," 0.5733293"
"M349.056T728.324","-0.588741772","-0.577084956","-0.042855360"," 0.394251712"," 0.002366496"," 0.812063880"
"M391.065T766.545"," 0.1207757","-0.1773401"," 0.1938742"," 0.3873705","-0.2764082","-0.2482721"
"M861.166T878.352","-0.03340951","-0.09108817"," 0.82055819","-0.33617160","-0.32783694","-0.03205197"
"M531.009T876.272","-0.3123555","-1.4194346","-0.5352034"," 0.7499775"," 0.7492419"," 0.7677742"
"M409.045T138.763","-0.15335232","-0.49025339"," 0.03274293"," 0.48900485"," 0.17085296","-0.04899502"
"M395.189T761.387","-0.53450140","-0.40780268"," 0.18221202"," 0.39132800"," 0.45535525","-0.08659119"
"M306.936T1813.234","-0.13039454","-0.06809717","-0.30561111","-0.07361093"," 0.51356998"," 0.06414377"
"M335.137T198.47","-0.28540678","-0.61953778"," 0.08579512"," 0.48916031"," 0.19203325"," 0.13795586"
"M661.226T856.483"," 0.47696643","-0.90609434"," 0.18376569","-0.05980874"," 0.01282121"," 0.29234976"
"M727.414T1292.189","-0.47826530"," 0.01751372","-0.07673461"," 0.27836531"," 0.36118905","-0.10206817"
"M465.141T849.089"," 0.06399989","-0.72203865"," 0.25238986"," 0.59796116"," 0.23488044","-0.42719270"
"M471.117T721.976"," 0.5931903"," 0.3161149","-1.0736615"," 0.5499972"," 0.7838777","-1.1695186"
"M676.835T65.732","-0.29156909","-0.30661693"," 0.35909432"," 0.31487006"," 0.07995387","-0.15573222"
"M351.13T801.057","-0.07046365","-0.64165376"," 0.08948297"," 0.39015039"," 0.16609181"," 0.06639225"
"M361.323T326.759","-0.02051515","-0.80685975","-0.22018676"," 0.46531382"," 0.72631979","-0.14407196"
"M661.142T919.275","-0.6330109","-0.8743427","-0.1656166"," 0.1639795"," 0.9087129"," 0.6002779"
"M409.075T617.585","-0.68313269","-0.47848876","-0.51649806"," 0.79336230","-0.03340414"," 0.91816134"
"M402.187T763.436"," 0.01479719","-0.49062243"," 0.57402163"," 0.20498214"," 0.13442024","-0.43759877"
"M426.882T91.046","-0.24938261","-0.22999821","-0.06741622"," 0.38601714"," 0.41857141","-0.25779151"
"M1015.483T980.936","-0.0288706","-1.4773957"," 0.1126652"," 0.3984203"," 0.3833257"," 0.6118551"
"M545.846T78.22","-0.68171381","-0.04518150","-0.05961948"," 0.34751174"," 0.42247938"," 0.01652367"
"M365.528T823.98","-0.5293428","-1.3094575","-0.5773252"," 0.9648046"," 0.7545803"," 0.6967406"
"M937.388T970.431","-0.02061237","-0.78443927"," 0.10960773"," 0.02800253"," 0.53369313"," 0.13374825"
"M942.309T937.647","-0.3505343","-1.0678935"," 0.2282056"," 0.3933036"," 0.3049890"," 0.4919297"
"M408.906T66.13","-0.33138463"," 0.36213181","-0.03728517"," 0.25462470","-0.06931199","-0.17877472"
"M333.191T983.058","-0.9939509"," 0.2261274"," 0.2693836"," 0.1507342"," 0.5446233","-0.1969177"
"M365.136T768.138","-0.7666659","-0.4651641","-0.3961968"," 0.4869107"," 0.3380272"," 0.8030890"
"M461.152T871.999","-0.1676226","-0.4129995"," 0.1030935"," 0.3619853","-0.3328671"," 0.4484104"
"M481.183T807.444","-0.28624544","-0.74850293"," 0.30616776"," 0.09618675"," 0.57579969"," 0.05659418"
"M405.177T839.252","-0.68017222","-0.38653428","-0.18386993"," 0.55550610"," 0.09356533"," 0.60150499"
"M1204.491T868.846","-0.3999269","-0.4231345"," 0.3404842"," 0.4013417","-0.1869500"," 0.2681855"
"M333.041T419.397","-1.0264642","-0.4710336","-0.8101985"," 1.0257128"," 0.3075956"," 0.9743879"
"M367.103T818.837"," 0.3570235","-0.5142138","-0.1626134"," 0.4980492"," 0.2118018","-0.3900473"
"M601.172T845.875","-0.46589246","-0.32551588"," 0.28534726"," 0.32588341"," 0.24347767","-0.06330001"
"M610.849T834.902"," 0.30131278","-1.17566340"," 0.34706753"," 0.64600734"," 0.08712052","-0.20584478"
"M310.974T92.682","-0.1970353","-0.2599622","-0.1119452"," 0.7388637"," 0.1380164","-0.3079374"
"M1162.945T896.606"," 0.36467366"," 0.02958273"," 0.38227287"," 0.26920770","-0.12786905","-0.91786791"
"M776.814T66.22","-0.007763258","-0.005234234"," 0.628469736","-0.164701880","-0.377240014","-0.073530349"
"M779.158T89.251","-0.05849415"," 0.07835724"," 0.25819191","-0.51164753"," 0.31075083","-0.07715830"
"M806.159T933.966","-0.027723007","-0.894259235"," 0.365354344"," 0.489466404"," 0.064684319"," 0.002477174"
"M806.921T938.616","-0.009326823","-1.006178668","-0.270608626"," 0.535407674"," 0.207014614"," 0.543691829"
"M287.076T110.312","-0.43111855","-0.31776776"," 0.09026767"," 0.22080079"," 0.31518734"," 0.12263050"
"M871.351T913.248","-0.2719109","-0.6628809","-0.3479324"," 0.1736066"," 0.3202326"," 0.7888849"
"M807.113T936.925","-0.320053742","-0.326079404","-0.197879164"," 0.005939854","-0.037029087"," 0.875101542"
"M505.3T1291.082","-0.7279035","-0.1048573","-0.3016911"," 0.3988649"," 0.5105748"," 0.2250122"
"M204.975T113.721","-0.17433021","-0.40487506"," 0.15691279"," 0.42509845","-0.05252832"," 0.04972236"
"M613.854T887.38","-0.4105236"," 0.0428962","-0.2890959"," 0.3798469"," 0.5711370","-0.2942606"
"M333.06T88.804"," 0.05113804","-0.52270177","-0.50084581"," 0.78899165"," 0.36078091","-0.17736302"
"M1197.439T886.215","-0.43766493","-0.76620545"," 0.08123975"," 0.31280648"," 0.23123622"," 0.57858794"
"M267.196T1364.412","-0.4201021"," 0.1962366"," 0.2819578"," 0.2922543"," 0.3219112","-0.6722579"
"M593.934T851.064","-0.03179027","-0.99506600"," 0.15313027"," 0.69875584","-0.11335372"," 0.28832388"
"M310.969T105.491"," 0.266595180","-0.164473797"," 0.002762446"," 0.185786524","-0.610878745"," 0.320208392"
"M232.059T185.959","-0.5163772","-0.2696986","-0.4795382"," 0.5076110"," 0.5204365"," 0.2375665"
"M401.144T790.222","-0.22816801","-0.59626069"," 0.03947738"," 0.41555405"," 0.20687445"," 0.16252283"
"M712.22T783.012","-0.65024109","-0.35653022","-0.29778656"," 0.90963752"," 0.08454426"," 0.31037608"
"M469.036T876.272","-0.3824501","-0.6108138","-1.4879142"," 0.7982560"," 0.7978009"," 0.8851212"
"M884.8T66.979"," 0.3036340"," 0.1386232"," 0.7578924","-0.1640587","-1.2624250"," 0.2263342"
"M489.187T785.097","-0.03863016","-0.37169922","-0.56587226"," 0.55195079"," 0.44888226","-0.02463142"
"M333.926T91.902","-0.40503593","-0.06072161"," 0.01983026"," 0.51611426"," 0.55699545","-0.62718243"
"M473.173T881.847","-0.22258098","-0.68581579","-0.07036997"," 0.33128329"," 0.26009667"," 0.38738678"
"M621.037T758.225","-0.47836836","-0.12142774","-0.27937767"," 0.38796945"," 0.08311205"," 0.40809226"
"M461.037T823.98","-0.20012530","-1.24809285"," 0.07747288"," 0.45283614"," 0.42019963"," 0.49770949"
"M567.171T792.05","-0.10208693","-0.47278502"," 0.01265709"," 0.54929655"," 0.26720740","-0.25428908"
"M476.876T67.016","-0.19939706","-0.46735473"," 0.14083354"," 0.21480039"," 0.35094593","-0.03982807"
"M431.759T791.911"," 0.4114373","-0.5503410"," 0.3626231"," 0.1244921","-0.3261086","-0.0221029"
"M609.054T106.871","-0.478972491","-0.142032667","-0.129035147"," 0.381771274"," 0.005421785"," 0.362847246"
"M657.266T958.998","-0.2594386","-0.3447910","-0.3222272"," 0.2898137"," 0.3525393"," 0.2841039"
"M508.215T930.69","-0.33019432","-0.65737185","-0.00631104","-0.01895433"," 0.54784941"," 0.46498212"
"M957.274T935.63","-0.0625440","-1.8210810"," 0.3193717"," 0.5448061"," 0.3866027"," 0.6328444"
"M915.823T68.606"," 0.7554112"," 0.3602188"," 0.5061836","-0.2369032","-0.3304137","-1.0544967"
"M1130.433T884.599","-0.46916798","-0.66782390"," 0.02913879"," 0.36523280"," 0.36285377"," 0.37976652"
"M619.26T816.529"," 0.009490369","-0.425802531","-0.132524226"," 0.412960449"," 0.240046047","-0.104170107"
"M645.848T67.545"," 0.43480252","-0.36818153"," 0.02817923"," 0.27774851"," 0.09088364","-0.46343237"
"M806.073T940.272"," 0.1829133","-0.8341039"," 0.0984653"," 0.4613831","-0.2223867"," 0.3137289"
"M522.878T65.745","-0.3027649","-0.2877667"," 0.1476754"," 0.3929749"," 0.2712109","-0.2213295"
"M255.115T921.266","-0.02022441","-0.65225740"," 0.03538358"," 0.24416170"," 0.83568280","-0.44274627"
"M989.364T928.413","-0.04111327","-1.15056963"," 0.40861569"," 0.49237524"," 0.26902026"," 0.02167173"
"M1093.54T895.081","-0.04170393"," 0.45770239"," 0.31344658","-0.48577993","-0.26657466"," 0.02290955"
"M617.247T870.852","-0.008649125","-0.503827528","-0.418836475"," 0.304497034"," 0.342555644"," 0.284260449"
"M626.212T761.224","-0.3811529","-0.2200831"," 0.5096989"," 0.2510554","-0.3908124"," 0.2312941"
"M329.088T425.59","-0.1070729","-0.4646264"," 0.1872417"," 0.5371031","-0.2748124"," 0.1221670"
"M495.025T292.616","-0.5335111","-0.7067774"," 0.3554290"," 0.3778760"," 0.2894625"," 0.2175210"
"M547.234T852.079","-0.2958078","-0.7785199"," 0.4134914"," 0.2832991"," 0.2445290"," 0.1330082"
"M274.971T109.977"," 0.05992131","-0.05717766","-0.09782967"," 0.16360923"," 0.39400787","-0.46253108"
"M491.126T414.484","-0.3591470","-0.9505170","-0.1571985"," 0.7103596"," 0.1678565"," 0.5886463"
"M409.002T109.878","-0.18444657","-0.37280271","-0.30939073"," 0.41893656"," 0.39389458"," 0.05380887"
"M413.104T602.912","-0.13459723"," 0.02265465"," 0.27963241"," 0.40651276","-0.29998338","-0.27421922"
"M807.744T937.741"," 0.1178644","-0.8293763","-0.1694711"," 0.2412253"," 0.2495064"," 0.3902513"
"M597.052T106.853","-0.078649996","-0.059157057"," 0.340120732","-0.006619938"," 0.171091519","-0.366785260"
"M209.025T89.634","-0.05431182"," 0.38493398"," 0.24667204"," 0.22311712","-0.45198902","-0.34842230"
"M941.306T938.915","-0.16657797","-0.91505875"," 0.07833060"," 0.02763037"," 0.41469375"," 0.56098200"
"M180.971T1182.798","-0.2786408","-0.1856737","-0.1286534"," 0.5957688"," 0.1437265","-0.1465274"
"M808.342T938.944","-0.2844222","-0.8959269"," 0.1076516"," 0.2861279"," 0.1940067"," 0.5925628"
"M732.876T67.374"," 0.4637378","-0.1168242"," 0.7228822","-0.1820227","-0.1042425","-0.7835307"
"M289.056T250.757"," 0.3452693","-0.3122236","-0.6094130"," 0.1342838"," 0.1308029"," 0.3112806"
"M851.338T916.834","-0.1879534","-0.7804658","-0.1809816"," 0.4324712"," 0.4283650"," 0.2885645"
"M621.221T884.304","-0.193296452","-0.551121542"," 0.158341037"," 0.603713444","-0.008100159","-0.009536328"
"M705.205T926.435","-0.40543424","-0.93890965"," 0.44237196"," 0.72741767"," 0.06601845"," 0.10853580"
"M699.004T983.059","-0.85144544"," 0.01469492"," 0.11728778"," 0.26127618","-0.20488951"," 0.66307607"
"M805.362T924.937"," 0.17885849","-0.26461514"," 0.37721708"," 0.08862008"," 0.03812383","-0.41820434"
"M467.156T971.498"," 0.004480997","-0.860726434","-0.264939957"," 0.220202916"," 0.839860422"," 0.061122055"
"M359.098T671.316"," 0.09629361","-0.55305454","-0.17237040"," 0.42867983"," 0.27664604","-0.07619455"
"M431.769T791.594"," 0.4950319","-0.3349207"," 0.4941161"," 0.3290799","-0.3907981","-0.5925092"
"M643.245T933.361","-0.3136989","-0.5800596","-0.3150552","-0.1117346"," 0.3947744"," 0.9257739"
"M287.077T663.979","-0.02443203","-0.27039357"," 0.30551236"," 0.04955309","-0.36495770"," 0.30471785"
"M850.805T68.208"," 0.28426190","-0.00511699"," 0.78514193","-1.09604751","-0.45516296"," 0.48692363"
"M619.189T858.982"," 0.002865577","-0.334988299"," 0.323486448"," 0.301956342","-0.517404146"," 0.224084076"
"M397.002T110.368","-0.40997542","-0.05709458"," 0.36736241"," 0.37423402","-0.28644225"," 0.01191582"
"M1432.595T1048.493","-0.48175536","-0.52752029","-0.19735839"," 0.03382887"," 0.16755560"," 1.00524955"
"M627.173T806.181","-0.41996187"," 0.09676595"," 0.06342228"," 0.54089013","-0.06942980","-0.21168670"
"M564.68T1183.74","-0.01037595"," 0.28903745"," 0.37832911"," 0.06522000"," 0.23735876","-0.95956937"
"M503.143T589.731","-0.25831739","-0.96618460","-0.13023552"," 0.63684759"," 0.02513974"," 0.69275019"
"M799.852T67.938"," 0.4199516","-0.0884554"," 0.4332362"," 0.1210027","-0.3050230","-0.5807122"
"M927.368T972.44","-0.13887833","-0.97985536"," 0.12770873"," 0.70129319","-0.03447444"," 0.32420621"
"M371.09T764.993"," 0.20584647"," 0.02267686"," 0.01666128"," 0.28566552","-0.28317586","-0.24767426"
"M811.459T986.188","-0.56578702"," 0.33297215","-0.50525977"," 0.70281526"," 0.04865699","-0.01339759"
"M561.217T921.818"," 0.3438737","-0.5204107","-0.3416455"," 0.5013954"," 0.1614857","-0.1446985"
"M463.02T875.074","-0.4783367","-0.9266464","-0.6732356"," 0.7457204"," 0.4665341"," 0.8659641"
"M289.12T769.482","-0.4514986","-0.5284474","-0.3951316"," 0.6434228"," 0.1736056"," 0.5580493"
"M942.303T939.917"," 0.3060932","-0.8544001"," 0.4830351"," 0.3388826"," 0.7212948","-0.9949057"
"M723.346T899.128","-0.2092886","-0.1299782","-0.1043616"," 0.4988286"," 0.5814997","-0.6366999"
"M655.655T928.688","-0.29785229"," 0.08340777","-0.04269058"," 0.08414319"," 0.64394732","-0.47095541"
"M427.197T838.449"," 0.1815908","-0.5592479"," 0.1739591"," 0.1909876"," 0.5619776","-0.5492672"
"M999.727T1404.686","-0.28434490"," 0.02327589"," 0.12691561","-0.25002384"," 0.54513880","-0.16096157"
"M293.177T1099.499","-0.80398888","-0.25992032"," 0.04995534"," 0.29079833"," 0.57567951"," 0.14747602"
"M429.25T1071.941","-0.326665984","-0.248787150","-0.170230338"," 0.265875653"," 0.484045555","-0.004237735"
"M975.202T831.412","-0.1928145","-1.1528975","-0.2070694"," 1.0484966"," 0.1399869"," 0.3642980"
"M341.088T439.204","-0.3119372","-0.4906383","-0.2399304"," 0.5813780"," 0.1867184"," 0.2744095"
"M1031.347T966.014","-0.03170478","-0.81692913","-0.01936336"," 0.52819698"," 0.16841901"," 0.17138128"
"M630.879T67.545"," 0.45790153","-0.28886634"," 0.46271159"," 0.09744399","-0.07578577","-0.65340500"
"M693.424T1336.51","-0.68018307"," 0.07613804","-0.03519886"," 0.34956372"," 0.49885775","-0.20917758"
"M806.978T940.468","-0.07131318","-1.14308797","-0.09725073"," 0.14021351"," 0.40730598"," 0.76413239"
"M471.897T67.543"," 0.4071389","-0.2227071"," 0.3203446"," 0.1972287","-0.2535765","-0.4484286"
"M429.141T889.195","-0.2276538","-0.5065374","-0.8994530"," 0.7350464"," 0.4802957"," 0.4183021"
"M798.851T67.54"," 0.1594983"," 0.1701561"," 0.8050133","-0.4262074","-0.8551235"," 0.1466633"
"M413.179T861.909","-1.5189354"," 0.2550794","-0.1834500"," 0.1344952"," 0.5365105"," 0.7763003"
"M807.007T938.915"," 0.04741691","-0.82765742","-0.16267017","-0.15625715"," 0.68952520"," 0.40964263"
"M359.022T90.408","-0.18644370","-0.29137456"," 0.20574254"," 0.16667093"," 0.17255605","-0.06715126"
"M359.061T194.361","-0.23234231"," 0.16494091"," 0.51559328"," 0.03271302","-0.43678311","-0.04412179"
"M385.113T791.317","-0.27596806","-0.24045554","-0.08137238"," 0.61852966","-0.05392832"," 0.03319465"
"M203.083T418.775","-1.0422819","-0.3800515","-0.8272846"," 1.0525843"," 0.2570321"," 0.9400016"
"M341.465T625.973","-0.6874803","-0.4906138","-0.3914711"," 0.8034850","-0.1281049"," 0.8941850"
"M280.987T110.997"," 0.04698723","-0.12566929"," 0.04846932"," 0.23693488"," 0.13186309","-0.33858522"
"M367.058T823.98"," 0.2533869","-1.3296709"," 0.2358736"," 0.4096558"," 0.3632787"," 0.0674759"
"M576.861T67.042","-0.2738498","-0.2026105"," 0.1944813"," 0.2425525"," 0.2500148","-0.2105882"
"M868.801T68.637"," 0.39057490","-0.18278515"," 0.73567480","-0.36180520"," 0.03134614","-0.61300550"
"M487.146T735.656","-0.4337644","-0.5060311"," 0.6220025"," 0.2807881","-0.8262824"," 0.8632874"
"M373.167T930.605","-0.6679438","-0.3021291","-0.5159733"," 0.7814346"," 0.1995807"," 0.5050310"
"M365.143T832.741","-0.3296062","-0.7843509","-0.5158438"," 1.0979544"," 0.1297179"," 0.4021286"
"M408.822T1801.685","-0.21148467","-0.42740271","-0.15925250"," 0.14265359"," 0.68588032","-0.03039403"
"M526.316T1188.04"," 0.1037680"," 0.2205133"," 0.4953122"," 0.3379908","-0.8567857","-0.3007985"
"M357.108T784.337","-0.2675437","-0.5506268","-0.2105202"," 0.7504726"," 0.1597698"," 0.1184483"
"M349.072T1165.294"," 0.05587575","-0.19150948"," 0.61801397"," 0.29737027","-0.20520323","-0.57454728"
"M527.309T1189.176","-0.4257318"," 0.1072762"," 0.3091713"," 0.4287386","-0.2974184","-0.1220360"
"M1103.384T928.554","-0.1027141","-0.9435583"," 0.1835474"," 0.4130513"," 0.3268272"," 0.1228464"
"M553.164T782.325"," 0.01273270","-0.41053429"," 0.13224479","-0.23324624"," 0.51638312","-0.01758007"
"M521.022T764.729","-0.15473833"," 0.29797902"," 0.18037667"," 0.36488165","-0.61809057","-0.07040845"
"M559.276T958.275","-0.3986829","-0.8557564","-0.1094879"," 0.3724279"," 0.5025600"," 0.4889393"
"M173.008T106.871","-0.04432909","-0.20992179","-0.37188051"," 0.18687422"," 0.36425595"," 0.07500122"
"M429.486T320.767","-0.1809333","-0.1695239","-0.1176372"," 0.3655927"," 0.3455847","-0.2430830"
"M1396.865T985.147","-0.91708678","-0.18803025","-0.01481023"," 0.77370331","-0.17024208"," 0.51646602"
"M469.095T760.602","-0.34377958","-0.28223193"," 0.34301843"," 0.04099213","-0.03688677"," 0.27888772"
"M937.334T882.127","-0.3496026","-0.9109326","-0.1272911"," 0.1780275"," 0.6557075"," 0.5540913"
"M728.269T963.544","-0.08180176","-1.26476961","-0.05957131"," 0.55313567"," 0.24524018"," 0.60776684"
"M433.122T384.02","-0.86286162","-0.44008903","-0.89678545"," 1.12762651"," 0.08075288"," 0.99135672"
"M951.343T881.927","-0.09076206","-0.89013718"," 0.23062487","-0.15540275"," 0.14965083"," 0.75602630"
"M715.392T322.783"," 0.07981053","-0.21194882","-0.75513361"," 0.59357132"," 0.18428525"," 0.10941533"
"M245.094T862.962"," 0.09003435","-0.22597135","-0.73562092"," 0.33454364","-0.20677573"," 0.74379001"
"M665.182T815.828","-0.07424289","-0.95977494"," 0.25593281"," 0.38274166"," 0.27780424"," 0.11753912"
"M447.959T106.92","-0.74495842","-0.19152090"," 0.42879146"," 0.40509105","-0.08002676"," 0.18262356"
"M732.379T69.273"," 0.68080183"," 0.04778138"," 0.82157903","-1.54986280"," 0.12797320","-0.12827266"
"M349.057T865.046","-0.47807507","-0.70303657","-0.35833385"," 0.53041615","-0.03211884"," 1.04114818"
"M1014.811T1344.847"," 0.22825790","-0.05261557","-0.02138027","-0.09507604"," 0.40774275","-0.46692878"
"M521.224T935.29","-0.1898124","-0.8764647","-0.1597521"," 0.3891096"," 0.3791835"," 0.4577361"
"M1390.547T1005.094"," 0.415439709","-0.001519884"," 0.351887116","-0.065947872","-0.151585759","-0.548273311"
"M313.275T1417.53","-0.81021530","-0.05507002","-0.11824180"," 0.41671195"," 0.47733157"," 0.08948361"
"M477.088T1628.76","-0.5251302"," 0.1485433"," 0.2379698"," 0.3439770"," 0.1617941","-0.3671541"
"M577.255T863.306"," 0.005396987"," 0.011885965"," 0.219274211"," 0.243124766","-0.645704908"," 0.166022979"
"M613.564T887.981","-0.50524772","-0.11153340","-0.03049736"," 0.47345589"," 0.40391400","-0.23009142"
"M395.28T1470.273","-0.4887790","-0.6899330","-0.2243024"," 0.7075429"," 0.3328932"," 0.3625782"
"M285.243T1390.408","-0.7434255","-0.1461557","-0.0421598"," 0.1539837"," 0.6177497"," 0.1600076"
"M1463.523T939.044"," 0.10186671","-1.53144438"," 0.36718913","-0.04463072"," 0.53701232"," 0.57000694"
"M481.224T887.168","-0.3702196","-0.2666315"," 0.1391066"," 0.3188268"," 0.4144776","-0.2355600"
"M343.103T489.112","-0.001532849","-0.406237417"," 0.835828806"," 0.074670353","-0.336897663","-0.165831229"
"M444.872T67.426","-0.346635366","-0.056309581","-0.153057442","-0.004090906"," 0.652715960","-0.092622665"
"M463.182T861.112","-0.78907782","-0.06693107"," 0.01922677"," 0.65522410"," 0.11212148"," 0.06943653"
"M323.042T818.446"," 0.2129952","-0.1018258"," 0.6358240","-0.5209743","-0.3653712"," 0.1393520"
"M333.062T954.304","-1.055898072","-1.057539403","-0.005949462"," 0.794374938"," 0.724813225"," 0.600198774"
"M415.161T821.344","-0.19113439","-0.68045592","-0.03781218"," 0.23984674"," 0.18415911"," 0.48539663"
"M609.153T789.212","-0.10892231","-0.51520985"," 0.05437255","-0.18263244"," 0.36622817"," 0.38616389"
"M454.975T107.571","-0.4407271813","-0.0006318748","-0.1849089768"," 0.2344642179"," 0.5704801528","-0.1786763377"
"M328.886T98.013","-0.87222017"," 0.16771078","-0.07200816"," 0.28574058"," 0.65825022","-0.16747324"
"M317.064T416.942","-0.6271744","-0.4997032","-0.6853139"," 0.8631441"," 0.2437864"," 0.7052609"
"M759.145T875.232","-0.05514576","-1.28191043","-0.43828042"," 0.22861677"," 0.48652447"," 1.06019537"
"M1117.54T932.512"," 0.22202478","-0.66874349"," 0.04988922","-0.25679281"," 0.51303362"," 0.14058868"
"M1132.537T923.907","-0.42124614","-0.52566916","-0.18300628"," 0.38053072"," 0.65744087"," 0.09194999"
"M824.341T916.725","-0.6139238","-0.3810241","-0.8117255"," 0.2448821"," 0.4960309"," 1.0657604"
"M345.082T140.774","-0.13267741","-0.34224132","-0.09113132"," 0.67861123","-0.07145977","-0.04110141"
"M279.164T1571.945","-0.554805151"," 0.123898552","-0.002040232"," 0.327373388"," 0.486437649","-0.380864205"
"M540.867T1245.744","-0.37792397"," 0.26318599","-0.42115456"," 0.24343481"," 0.36755699","-0.07509927"
"M238.069T801.926","-0.7192613","-0.6804777","-0.4223516"," 0.7013516"," 0.5839670"," 0.5367721"
"M418.896T66.885","-0.266469285","-0.007690801","-0.670035130"," 0.485087689"," 0.585523533","-0.126416005"
