"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X34.F9.2.neg","X36.F9.3.neg","X46.F9.4.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg","X15.C15.4.neg","X31.C15.3.neg","X47.C15.1.neg","X50.C15.2.neg","X04.D15.4.neg","X06.D15.2.neg","X35.D15.1.neg","X37.D15.3.neg","X17.F15.3.neg","X25.F15.1.neg","X30.F15.2.neg","X51.F15.4.neg","X08.X15.4.neg","X11.X15.3.neg","X29.X15.1.neg","X42.X15.2.neg"
"M575.867T66.858","14034.7604","9112.8669","11674.7758","6484.9777","10437.9407","3398.6945","11964.4244","14222.6903","16529.8537","904.0039","4456.6001","1380","7836.0801","15589.646","8541.4302","7870.0514","2621.9741","9124.9692","6725.8875","8052.0569","7752.0602","8413.8587","12928.7702","6324.9479","5686.1649","695.6861","6493.6546","6563.3837","3110.4131","18326.7631","14790.1734","694","2412.0782","13892.8453","2833.1819","10703.7764","5632.9181","8120.233","775.1231","18600","726.2756","767.3379","138.8","934.3404","4353.9362","5081.2513","10589.4245","12127.9414","17318.9167","138.8"
"M576.861T67.042","4275.7512","5152.7188","4703.2384","4783.2298","5615.8954","2114.9033","7712.1224","5658.8469","4967.6268","1478.146","3823.5093","2390","4666.7552","7039.8764","5786.478","5738.5268","3083.8381","5562.1806","5236.0261","5726.406","4684.7596","4899.1355","6437.3531","4243.0431","4206.976","2144.14593","6180.3204","6193.6239","3250.5121","9151.2025","5561.8716","2230","4709.611","12149.0987","2922.5104","6030.0019","4637.5704","5521.3657","1900.2008","5040","2265.7249","1818.9907","1509.9087","2828.2064","1832.8515","13755.2092","4843.6232","6379.9581","17436.8406","3030"
"M998.816T1403.341","1808.145","9857.8059","6020.2428","5009.0105","5267.8671","6125.0072","5090.4143","6712.497","5682.4679","168.5901","5401.6437","26.06132","8781.7006","7228.6504","3670.6482","5880.5083","160.0699","8276.6603","9041.3025","10064.6098","4470.0469","7189.0739","4456.6116","7357.8286","5589.9917","26.06132","11145.7931","8441.2727","6282.0762","2178.6024","5178.6153","26.06132","6258.8599","7312.6304","6183.4281","6860.1614","5236.4508","8175.2079","26.06132","3670","130.3066","26.06132","26.06132","150.619","4809.6287","8636.4623","7906.7114","9063.5981","7912.0589","149"
"M412.846T95.439","11044.1683","4919.7905","3807.7995","4383.0205","5510.2563","8121.6526","8110.5047","4804.8165","11049.9294","2844.2171","8029.1162","2840","5287.2762","6516.1004","8261.8996","6332.3838","2451.0745","9213.5447","9878.5077","12122.7316","2399.3788","7337.7844","12328.668","6418.2518","4427.5784","2789.75403","8333.5717","9685.7114","4230.0648","9423.9052","2986.922","2620","3965.0828","12203.9361","9271.574","8022.1216","6307.8892","2005.9069","2142.5433","6950","2250.7528","2461.4496","2254.9814","2606.7613","4255.3951","401.18138","3228.8722","5267.9887","5571.0391","3010"
"M1702.305T908.08","1167.0088","1122.8482","1616.2798","27197.092","949.8766","1191.4891","5295.5442","2708.334","3299.399","50.43976","1464.481","511","1615.4779","1367.5288","3752.0132","2441.4181","748.417","2759.3484","4629.0874","6083.9635","5887.1586","9326.4336","7027.8345","5030.0085","1879.4878","50.43976","5152.891","4598.351","50.43976","3993.7192","6398.5571","50.43976","1802.7025","1251.4615","583.342","1495.5949","252.1988","6318.0039","50.43976","811","50.43976","1164.3618","552.9909","50.43976","4325.1974","22679.9765","7619.0766","691.7564","2140.1301","871"
"M868.801T68.637","14271.278","4049.0125","23747.7264","2354.5269","5392.4824","4613.09","4839.9689","14493.8194","13107.407","179.545","1204.1512","35.909","3038.6321","23958.0465","4760.3932","6025.3598","1255.9652","3247.7386","4422.2318","2204.1736","7559.3008","3935.2106","11738.2959","2142.9922","3317.4665","35.909","3048.419","11996.3132","4247.9523","13933.3426","24847.6468","35.909","2023.2293","16826.5023","35.909","5046.4846","688.9355","4619.6344","35.909","27500","460.4531","35.909","35.909","35.909","35.909","20102.931","17638.9633","10604.1911","25168.0286","35.909"
"M338.196T1226.316","31.5533","31.5533","31.5533","31.5533","170.7537","222.9233","1216.416","31.5533","356.4622","31.5533","1900.3043","31.5533","31.5533","175.3924","31.5533","31.5533","31.5533","2454.5643","2689.5731","2673.4799","173.3643","5097.5895","309.8589","1353.0483","31.5533","31.5533","31.5533","31.5533","314.0329","965.2097","31.5533","31.5533","616.066","699.1261","2028.9639","14903.008","304.681","31.5533","31.5533","65300","31.5533","31.5533","31.5533","31.5533","31.5533","157.7665","327.7874","526.7485","1026.944","31.5533"
"M1131.537T924.362","15700.6123","17639.996","7938.8915","16794.6349","13486.9918","28427.03","12446.5027","14125.6427","9975.1557","794.23104","20743.9998","794.23104","13780.3657","12192.8387","7845.8413","11571.563","794.23104","10843.3264","17770.4296","20216.0146","10108.2611","14225.7111","12267.7398","13478.3144","19809.2095","794.23104","10832.5023","11713.2888","9931.4236","15296.1879","12951.9035","794.23104","13888.0826","10006.1195","11013.2317","3971.1552","20249.457","17602.9523","794.23104","12500","794.23104","794.23104","794.23104","794.23104","7837.9757","16495.5003","21913.7598","9406.4956","4359.0577","794.23104"
"M755.604T807.443","3438.0087","3478.9414","10919.0124","3870.5083","1702.5199","6735.7848","3972.1531","7936.0282","6696.4228","40.8","8434.7447","40.8","6400.9678","5115.3695","1422.5929","4579.3238","40.8","9311.2902","6682.4269","4823.7023","11284.8926","2739.7997","5881.1749","3956.9168","3799.7187","40.8","3555.7674","10974.9538","10710.001","3169.375","1854.7844","40.8","3656.734","6366.5391","2956.6614","6010.4366","2286.8888","21718.3252","40.8","204","40.8","40.8","40.8","40.8","6985.0959","4370.3777","5010.2063","3516.303","1161.9473","40.8"
"M1107.431T863.874","872.9118","191.0449","812.7311","449.5176","1411.4026","38.20898","3362.4457","4132.4033","1907.6471","38.20898","2189.8312","38.20898","935.5139","406.273","2488.8281","3063.3093","38.20898","1013.5135","1367.6372","1072.6481","1680.5481","1608.2423","1379.8905","1096.6924","38.20898","38.20898","6637.281","2080.5061","1474.9453","38.20898","2732.5129","38.20898","2421.5443","2320.7245","38.20898","38.20898","677.7246","619.684","38.20898","1650","38.20898","38.20898","38.20898","38.20898","38.20898","573.1561","724.4956","2177.3872","3582.5635","38.20898"
"M1193.356T907.422","1401.5859","702.2442","4346.9604","57.5961","3573.7397","7783.7867","57.5961","11313.189","3926.919","57.5961","14019.4717","57.5961","4423.7586","3351.2595","3259.8015","5759.702","57.5961","4356.6431","3026.4109","4603.631","4063.6104","2035.6251","5776.0594","3291.2271","3092.087","57.5961","2792.406","9102.0161","1292.5041","8987.879","3558.1401","57.5961","2331.4133","3458.562","3229.5982","3811.9512","2453.2227","4253.6593","57.5961","57.5961","57.5961","287.9805","57.5961","57.5961","12674.845","6707.889","5315.8315","3334.2819","57.5961","57.5961"
"M487.146T735.656","2262.8973","2433.799","2534.959","3951.0829","7388.3624","3208.7898","1230.3343","1105.7966","964.2935","44.40108","9168.5097","44.40108","8019.5294","2789.4758","3843.2238","3541.7473","44.40108","3202.9948","2941.0939","3323.3853","622.1967","557.1001","3431.5694","1285.2438","222.0054","44.40108","6098.0728","1652.4727","1042.6343","2101.2399","3107.5053","44.40108","4749.536","4675.8101","2179.4788","2067.3798","4461.276","6804.0593","44.40108","1950","44.40108","44.40108","44.40108","44.40108","9216.2335","11045.0127","4819.106","25155.02","10527.348","44.40108"
"M613.315T879.972","2391.4033","41.77866","864.7971","6267.8032","5643.5609","1339.8767","1387.0295","3893.0631","41.77866","41.77866","1997.4287","41.77866","3091.7828","5336.6085","4492.8838","1261.4515","41.77866","2652.8944","3815.3343","2229.2364","4144.5961","41.77866","5053.4954","3400.0818","2512.2966","41.77866","3774.7403","2202.372","1970.0859","1492.5762","7393.1396","41.77866","1982.383","2035.1339","41.77866","3709.3876","2812.6243","5586.6507","41.77866","4450","41.77866","208.8933","41.77866","41.77866","1865.246","41.77866","41.77866","2628.9415","5150.4276","41.77866"
"M182.994T112.283","13919.0797","13992.7257","51829.6238","19904.7478","20550.7617","18093.0617","43957.7471","46046.82","26315.8965","196.9012","36518.6613","34.04524","25195.2263","16772.8383","29197.7009","17764.9368","34.04524","19789.8071","23645.2688","24987.3091","21911.2311","23389.2692","25373.5721","31131.45","10413.26","34.04524","31110.2179","17666.002","23691.9181","17980.4416","31603.8213","34.04524","15200.0669","11327.175","21113.2365","21645.6837","30097.3831","29606.1195","239.2681","20800","170.2262","34.04524","34.04524","220.9018","39961.4248","66248.8262","28780.4286","11154.6862","14697.8505","34.04524"
"M698.83T984.108","9003.4342","9341.4386","7985.3546","10720.5418","7353.8868","8734.1797","20996.4612","8730","6094.6963","47.9301","17576.507","652","8032.5057","5009.0487","20023.3143","5935.6328","345.1091","15157.1968","17760.2522","14949.1686","2950.733","18989.648","21818.778","9588.6981","9575.2416","433.26973","13533.8747","20197.8217","11992.1472","14913.131","14094.9738","346","10230.0067","12680.9411","3108.3127","12005.2444","9330.3737","22745.6337","239.6505","10500","47.9301","431.3782","47.9301","420.8965","17649.4527","11748.0606","10308.7809","6509.0711","10358.1661","833"
"M350.951T91.708","8299.157","8139.3715","3415.7113","9079.0869","7223.2305","8459.6629","7068.1164","8321.4386","7163.6596","1246.8924","9926.7477","620","8371.9619","6349.9722","7185.2322","7733.5149","4616.1276","6380.4166","7508.7281","7480.0333","3239.8565","8324.0524","7718.1045","7928.0787","10700.0101","414.98311","7196.0716","7456.0001","7344.9506","6346.378","4347.2698","1150","11627.7121","8692.3823","6008.291","7017.1337","10122.18","2778.1229","559.9198","3530","785.4295","1639.0608","72.23752","361.1876","7624.7121","2925.6946","6834.5528","8674.0043","4076.58","418"
"M684.885T67.374","6494.9232","770.424","16732.421","1699.9532","3354.746","1455.8004","3432.3655","15575.8296","13138.5614","49.071236","992.9787","49.071236","2280.6057","16303.8626","3804.316","1160.5932","861.8953","2988.021","3660.6299","1992.2504","8572.4056","1513.8103","6668.6048","1005.4895","2008.83","245.35618","3031.0132","3114.053","9395.1963","16966.894","34279.5444","49.071236","381.989","6480.3273","2808.0141","4796.9982","746.8192","4092.4911","49.071236","16100","49.071236","49.071236","347.7521","463.3745","49.071236","21487.4142","29875.978","5903.787","12632.1912","49.071236"
"M373.167T930.605","3361.7773","1279.52","645.1732","2193.4961","4895.0173","3698.2292","2721.2247","4315.454","2935.9907","46","3319.3698","46","4667.8715","2761.2653","2294.7593","3196.9744","46","4213.6167","3180.0833","2842.0352","2165.7775","3555.6323","2780.2859","10220.2368","4609.7268","46","13358.158","3821.16","2535.5787","4314.5078","4494.631","46","5848.4742","3196.3058","1096.5904","46","2953.8461","4124.6954","46","6840","46","46","46","46","4270.6238","3392.6723","4164.8373","11815.8254","6210.49","230"
"M391.216T1235.608","1649.6041","825.0715","1958.0462","3698.8865","3172.0128","2525.8447","2791.2152","1248.82","978.5317","42.59786","5253.1528","42.59786","3542.7527","1637.29","982.4331","1219.7161","42.59786","1347.0582","2459.1375","2251.6084","1184.7034","3459.7563","1343.7213","2695.6433","3562.2227","42.59786","2378.148","983.4268","589.8281","1026.8647","1434.4032","42.59786","1482.7572","931.6455","2162.921","2001.8934","3643.8959","4761.0613","42.59786","1400","42.59786","212.9893","42.59786","42.59786","4834.944","4238.4127","1384.8607","4945.5385","2562.5369","42.59786"
"M340.944T66.846","18634.1823","11817.6872","22994.9571","4747.7724","6412.356","6760.6065","19068.4963","16099.0051","19009.4067","6647.2123","3036.2137","7850","6773.888","22223.9009","16905.9209","19862.5689","4519.8071","16036.6706","6643.637","18063.1219","19045.6308","9109.776","21084.31","13428.9125","12245.9314","7033.57168","22699.3509","16276.2918","9359.0262","23626.7085","23889.4243","5530","3712.2916","22365.8076","6795.6877","8898.6667","9692.2111","11637.7817","6949.6397","24300","6421.033","8044.0709","6163.778","7734.3723","4177.1664","23281.062","27419.0867","24199.7489","30687.0864","6680"
"M365.143T832.741","2740.8266","183.6962","1967.9538","423.7894","7695.0084","4693.876","2086.4644","41038.045","3476.3079","36.73924","54962.993","36.73924","19130.0953","611.8958","36.73924","64041.4901","228.6057","10483.5454","96110.3265","84610.6287","5572.3446","2717.168","4338.4365","35986.9751","7645.112","36.73924","22624.2275","6677.9793","8289.1727","60204.8535","39691.4962","36.73924","1284.0674","5236.0169","1219.1614","1241.4825","3231.8432","1634.194","36.73924","18000","36.73924","36.73924","36.73924","267.7544","2351.9981","2900.4862","956.9751","289684.051","71643.2056","36.73924"
"M303.911T67.938","3740.4128","419.2013","14744.5359","813.4877","2033.5637","30.47562","892.8853","5326.864","8548.8366","416.6943","30.47562","943","2017.2915","25071.5987","2404.1379","574.77","231.0786","802.0363","797.4216","848.5064","4574.2085","854.5574","25362.72","30.47562","519.7025","195.08517","361.5708","4531.4989","11666.5299","10511.7239","15330.15","30.47562","152.3781","47077.8048","30.47562","4710.9704","340.4617","3142.4521","30.47562","13300","30.47562","391.7609","167.3265","645.2602","993.3024","23092.0343","32554.632","771.8633","19989.828","248"
"M555.17T790.902","4784.9716","2005.6049","6138.9786","6572.7652","7479.0278","5207.3926","6204.5832","6854.4","6549.5609","55.31724","4973.9745","55.31724","4541.7688","9390.7734","6617.3614","4798.0446","276.5862","7278.9309","6864.8849","5394.4295","6260.0725","5410.8176","5615.9205","8236.709","7697.583","55.31724","11014.6979","4577.8701","7106.2582","7228.1727","9571.7832","55.31724","8400.814","8781.9389","2472.5281","4648.6468","2772.2814","4351.8546","55.31724","8730","55.31724","55.31724","55.31724","55.31724","1459.8326","8636.5914","8908.8357","7757.5469","8169.7424","334"
"M408.822T1801.685","9863.0231","9115.6509","6283.396","8461.6704","10376.5016","10561.5457","6378.1986","10594.5623","8356.7517","10230.3913","3400.3057","8620","8432.6809","8637.6362","4649.3774","283.98476","8167.9184","9182.5838","11915.8503","5820.2931","7699.3181","6376.1584","8437.8164","7072.0128","11312.5959","2768.47439","11498.9958","8548.0754","9090.1759","11201.0026","9277.6146","7230","8609.7554","5935.9569","6833.1526","5586.0513","1419.9238","6726.886","9259.4348","6130","9452.9523","11736.1389","7980.7705","12293.6432","9026.0115","6642.5064","5275.3296","5843.2999","10311.1511","9010"
"M1084.663T1198.774","28.50952","28.50952","1270.4645","2190.5138","445.1281","888.8871","401.1253","239.21","28.50952","28.50952","2484.7318","28.50952","607.9491","28.50952","160.6187","404.6552","28.50952","416.9507","344.6159","755.6761","142.5476","557.9666","547.3472","744.4908","373.9464","28.50952","1085.9492","187.6941","257.8464","320.4869","487.7338","28.50952","28.50952","28.50952","1067.2217","28.50952","846.9893","1286.8623","28.50952","159","28.50952","28.50952","28.50952","28.50952","7214.6969","638.2328","166.3867","28.50952","471.2879","28.50952"
"M454.144T914.383","2513.3584","2896.7216","3167.412","3128.0242","7235.4731","5320.5454","4283.3862","9863.8733","3548.7089","56.64356","17297.1654","56.64356","6246.94","3092.801","3302.006","5154.8933","56.64356","7779.368","6663.9488","5799.6545","4007.3024","1307.417","5375.9967","6963.617","13250.3967","56.64356","3062.1735","10873.5008","6449.5149","14450.4854","5929.3899","56.64356","3470.1498","8343.0616","1208.8658","3056.8612","9321.5432","6255.8803","56.64356","27200","56.64356","56.64356","56.64356","283.2178","3132.061","8387.86","2480.8648","5088.1396","1434.8681","498"
"M886.794T67.143","4747.6151","947.1684","4403.2724","654.6537","2373.9003","56.35904","3233.3554","23783.254","5722.9317","56.35904","1417.8918","56.35904","1064.1376","8743.7141","2284.8726","2425.0871","738.5388","1198.6955","1546.1462","1840.2961","2130.23","760.1537","4397.1928","399.5613","665.276","56.35904","1712.5904","2109.9386","8908.5925","9433.0866","6010.5635","56.35904","281.7952","4663.9775","56.35904","1880.5134","2378.8388","632.0773","56.35904","11600","56.35904","56.35904","56.35904","56.35904","56.35904","4987.751","5976.1978","2182.7619","8649.1452","56.35904"
"M526.316T1188.04","14733.95","7814.0564","9151.1457","13265.0274","8442.954","8405.5972","8855.07","2643.1208","16391.5216","54.62342","9410.6384","54.62342","8064.8013","5336.856","7170.6202","10152.7375","294.9206","15153.076","8526.0825","9124.1822","8092.7383","9284.088","13273.4314","7101.3982","1777.9121","54.62342","6466.4725","6806.2714","2133.6328","14713.7095","8311.2331","54.62342","6634.2673","6969.536","4953.1879","7291.6108","15328.4956","10699.148","54.62342","7930","54.62342","273.1171","54.62342","54.62342","16555.2427","22987.636","8127.652","10369.32","17065.0607","54.62342"
"M631.877T67.938","10611.7709","1650.6252","26748.285","2555.7257","4200.3158","2497.9833","5050.3715","12507.0851","11581.3925","37.90302","1568.9484","234","3318.3366","14755.7815","5149.4591","4383.5153","1192.3762","4352.9264","1994.1409","5540.7801","14589.9088","2115.1622","10571.6108","3293.6707","1553.5512","456.32855","6390.7952","9336.089","5608.9165","20519.5004","32784.2177","223","2202.0744","9600.614","2845.113","3493.0723","3389.2158","9909.7908","37.90302","19100","228.0414","513.6596","281.5047","189.5151","1943.9926","24246.5123","9115.2973","3600.6103","20567.0821","386"
"M1192.357T906.767","4634.4658","389.684","11412.0567","1542.5414","6606.3691","3084.2426","2325.1714","14584.8515","5812.5864","623.5814","9018.3004","314","5798.147","6771.8603","7025.8542","9691.6221","60.24944","9274.8616","9230.463","10318.1882","7375.7011","7500.5337","13085.1797","7992.2398","3033.4764","427.08889","11133.5054","7047.1344","4029.386","8220.9732","16514.5463","60.24944","4635.7269","4887.6667","5520.9335","7294.3033","5510.8198","20650.9476","805.725","7000","60.24944","506.7252","796.215","301.2472","5004.158","14255.1","10577.895","4603.4288","10023.7602","60.24944"
"M455.927T66.684","7347.789","3301.4936","17713.368","2616.4684","4980.3286","1794.6504","5470.0496","25092.582","11317.8442","1593.9869","261.3102","2040","4979.0324","11925.8904","5166.0718","4005.7045","2066.7526","3816.2107","4543.0879","3754.4728","5932.669","3515.0938","20834.1743","3435.2697","2686.9267","1479.47197","3720.6079","3016.6712","4563.2653","14708.5871","19029.7987","1310","198.3003","6505.877","3127.1375","6389.6432","2027.3945","9527.3151","1875.18","10100","1979.5317","1389.4837","1664.6217","1730.0296","1722.5624","15640.0029","24022.5613","6456.8041","12547.6867","1790"
"M429.211T843.933","62049.838","24489.0188","50641.8563","70891.4889","102589.6141","31132.5","26045.4843","79268.9461","60071.9556","652.0714","60931.6089","224","49442.0362","67052.9794","94043.2775","57713.4827","1089.4005","91356.3208","37370.2154","59563.0248","76027.5451","16801.1952","60204.3863","59252.6585","103983.2301","405.84104","70850.3325","43149.75","33577.7175","47505.6187","70042.683","659","71421.3459","88183.8528","27217.901","70290.2139","46951.3044","62743.4182","261.6597","33600","766.2642","843.4203","918.038","494.7447","8651.047","78954.6124","115964.3071","71698.5714","191551.5414","1080"
"M562.511T1245.744","2621.7931","291.0586","456.494","3765.9906","5274.2161","3408.6136","1864.4531","1754.352","1097.2338","56.4449","3313.8901","56.4449","845.6297","1315.5381","2580.8965","2353.3357","56.4449","4352.0348","2236.2231","4675.3841","2097.968","2361.9971","5513.5236","2690.567","56.4449","56.4449","4401.7456","1702.3561","282.2245","2525.9225","1295.0977","56.4449","3914.415","1431.9153","3497.0691","2059.5073","2643.7438","56.4449","56.4449","879","56.4449","56.4449","56.4449","56.4449","3194.8984","2713.6343","846.1176","1481.0399","922.7605","56.4449"
"M1009.386T967.414","7677.2454","34.69204","4354.0973","8905.8604","13021.8654","13806.7817","4905.5826","18057.2227","4989.1794","34.69204","8176.6624","34.69204","7559.5781","2690.6615","13240.8567","1440.1674","34.69204","4982.6039","8810.9525","11326.9388","3444.1271","946.3583","10443.6719","17996.6372","6471.5843","34.69204","17093.8796","12176.6357","6263.1898","9241.3564","5108.2535","34.69204","9389.3356","5896.9684","173.4602","7932.481","2747.2946","5563.7515","34.69204","32800","34.69204","34.69204","34.69204","34.69204","34.69204","7863.7842","2955.5079","3500.8316","7138.7715","34.69204"
"M542.861T66.722","18779.0169","15275.8635","21307.6314","8733.27","10595.5566","5416.7067","30574.39","15828.7877","16477.2265","2890.4176","6428.8123","2560","14854.1502","19073.2747","22439.3105","20800.0128","6424.449","22379.2885","19069.8778","11791.2583","22984.23","18200.328","25600.1306","18076.5773","9907.5024","3671.41347","21957.4046","20851.0074","6373.5407","14416.9586","27852.0628","3290","9973.9423","44015.4","9114.2774","23375.5048","7554.456","22370.0733","2144.7843","19100","3137.2868","3425.9222","1986.0245","3073.419","4581.0548","22849.32","16455.5078","33643.8417","15390.3409","2720"
"M431.497T89.496","7109.4245","36788.5343","1583.0832","15252.4041","2019.2562","8911.8733","5457.5132","4827.8263","4288.7585","188.6574","16817.6407","33.89714","7104.335","5758.3777","5020.5501","5736.5974","33.89714","5160.3927","5470.7313","8724.5668","33.89714","11200.4372","5701.5464","8670.3597","13140.2935","33.89714","5083.6345","7946.4751","7215.9134","4732.8303","1757.2799","279","15489.976","10914.3579","11366.3874","13085.0668","18032.4859","424.3914","33.89714","488","33.89714","33.89714","169.4857","33.89714","41804.693","1484.3921","12736.03","17998.3573","1004.9354","33.89714"
"M357.108T784.337","12112.2756","4694.8944","11593.1457","9344.2185","13517.0187","7125.4501","12103.5194","16494.624","10821.7063","279.2036","9716.4673","41.08694","13517.8087","7009.0625","9477.6709","12628.7349","205.4347","8747.4067","13791.0301","6511.7001","8909.1686","6657.1013","9890.9766","17238.3736","9201.5517","41.08694","16930.3068","9556.9129","11035.8107","15142.3164","17871.3414","615","6950.6664","7957.3427","7684.6422","5998.5367","7765.8764","7737.5034","208.3996","13700","425.8234","41.08694","593.9659","41.08694","16192.5028","4714.7859","7337.1797","29041.5629","37612.5786","41.08694"
"M349.072T1165.294","3052.1606","5218.6066","3062.9375","5502.6662","3065.8917","3829.3642","3006.6684","2081.0477","817.0317","4239.495","5621.2138","2870","4544.6388","4687.1526","3004.5199","4336.0827","1672.7838","2443.9692","3916.9271","5092.0255","3569.6261","2819.1675","6432.7251","3023.5207","1835.661","24464.41325","2466.7122","4955.2702","4420.6073","3711.4914","4198.3795","21100","3491.3813","5551.8101","3850.2914","3419.0769","3650.132","3721.5579","49944.55","3070","17848.0991","36387.0853","6329.0645","95219.6086","3818.6683","3117.7081","2476.9073","3558.4517","5550.0396","19200"
"M327.643T975.837","734.2335","3250.285","3738.5718","5099.6143","7408.1386","4394.4151","3325.4786","4270.759","1114.8193","146.8467","4902.6482","146.8467","6600.2347","2234.2221","1948.0334","5791.1283","146.8467","5590.1692","4840.6","5522.863","5083.1483","1704.2399","5026.9483","2159.7602","5793.2235","146.8467","4879.1761","866.2661","1454.3252","1949.9787","1968.1256","146.8467","6412.5327","1888.4644","146.8467","2388.776","5487.4215","4648.0201","146.8467","2350","146.8467","146.8467","146.8467","146.8467","3672.1989","5723.4902","5158.323","10563.4614","4229.8315","146.8467"
"M527.309T1189.176","2789.2416","3203.5982","5176.464","5325.2672","4971.9111","4506.7787","4996.7917","4150.6025","5348.923","26.2","5767.7993","26.2","5211.5389","3077.2873","5128.6034","6242.0018","26.2","5833.4119","5374.4688","5464.1101","3140.9761","4778.8021","5834.6672","4105.809","2298.4961","26.2","5063.2496","3856.7283","2243.0574","4811.4941","3515.2221","481","5809.6662","4883.4144","2911.7615","4100.0685","3562.6699","4862.6037","26.2","3170","26.2","277.0642","26.2","26.2","4422.8481","8957.018","5446.2803","5770.3899","6876.5539","131"
"M1103.384T928.554","7716.1826","1967.4598","7559.2601","9829.5507","12832.959","10800.181","9922.4851","26127.3844","15949.789","189.5993","19647.0005","189.5993","8816.9036","12927.5705","14901.7739","15961.3039","189.5993","10598.1997","14211.8483","13982.9497","13296.2325","5112.1601","19282.4892","16057.379","14367.0004","189.5993","21867.5446","18186.1574","13027.01","20722.411","18041.8727","189.5993","22266.9961","21991.2179","9916.7838","11259.0322","6620.8799","7982.8299","189.5993","26400","189.5993","189.5993","189.5993","189.5993","947.9965","12926.5244","8670.7277","14321.9297","28863.5085","189.5993"
"M1222.302T834.324","2043.5435","662.74","2154.2864","154.9676","212.7345","789.9601","4108.0283","8299.5625","1779.4629","30.7343","4306.049","30.7343","2688.3987","30.7343","3685.7825","1079.9914","30.7343","225.4096","2026.6206","2331.1837","2078.4732","30.7343","2295.8103","1636.0366","30.7343","30.7343","153.6715","4130.3469","889.5909","1999.1206","4034.9395","30.7343","509.3745","3857.5022","371.3908","1018.9054","1152.2948","633.6069","30.7343","608","30.7343","301.4357","30.7343","30.7343","8756.1562","2442.0953","752.5165","333.5243","30.7343","30.7343"
"M809.838T69.273","20958.4654","7106.4981","12700.4822","919.4108","6932.6964","30.04908","12441.4645","17438.9467","5341.2556","30.04908","4660.7155","30.04908","7797.2741","9001.819","12362.4487","5095.1969","1517.2942","4979.5585","1554.0224","9217.2578","11722.8219","9298.4194","19941.763","5453.8796","3788.229","30.04908","9614.5252","23611.1052","30.04908","7947.6799","13986.69","30.04908","12508.4141","27604.2399","30.04908","2047.9208","7463.1535","7651.5499","30.04908","10300","30.04908","30.04908","30.04908","150.2454","30.04908","16834.4827","18887.506","17950.3766","9978.5961","30.04908"
"M683.887T67.591","5789.622","962.3999","16396.8863","861.548","3048.2317","32.16708","2298.6786","29149.776","8544.0952","32.16708","395.3737","32.16708","2146.0652","14528.8004","1586.7037","1794.1082","774.2449","2665.463","2966.9897","2346.4283","9293.0622","1927.4551","5715.2349","836.4443","426.9035","229.52675","1782.8157","2482.1534","6113.7399","14014.3782","19073.7872","32.16708","440.4355","6076.1779","1732.8736","3488.5212","224.8528","5396.2936","32.16708","11600","32.16708","32.16708","160.8354","319.4956","32.16708","18460.7046","17347.5573","4859.5645","20613.296","32.16708"
"M553.164T782.325","4212.8093","2132.3232","3582.0381","2847.4777","3958.4558","1973.7506","6121.2659","9921.591","4449.3085","41.03722","3389.6808","41.03722","5631.2291","2535.484","2691.4859","4942.1085","41.03722","2335.7915","5402.8144","1352.2277","4162.9239","3061.7156","4754.4367","2330.603","3987.6032","41.03722","5176.9191","3652.1744","4042.3616","4335.7564","3603.1616","41.03722","7056.214","3261.2036","1482.114","3921.2688","4469.6817","4131.3137","205.1861","4980","41.03722","41.03722","41.03722","41.03722","630.813","2049.8511","3679.6582","4196.0949","7416.4823","41.03722"
"M1013.416T975.546","186.81382","186.81382","3912.819","2282.4965","10007.1932","5059.2998","1101.731","10005.933","186.81382","186.81382","4330.9444","186.81382","5723.6442","4871.5366","186.81382","12563.1218","186.81382","11837.133","9694.6623","7727.0508","3727.2795","186.81382","6808.1152","186.81382","12550.5786","186.81382","16219.3242","186.81382","4999.6449","7428.6127","5830.0023","186.81382","9004.1631","6853.3359","186.81382","5607.8661","5596.386","6363.3545","186.81382","10400","186.81382","186.81382","186.81382","186.81382","934.0691","4324.2743","20341.4185","27228.6406","27853.9987","186.81382"
"M644.846T66.885","11229.5702","13773.1044","18148.572","14609.8113","15860.1209","4752.0109","19302.9499","30889.804","17453.6875","3291.3061","10472.9458","5080","15434.9833","18077.4375","15842.0484","15522.7262","7314.1495","13960.6036","16065.8877","15024.1218","15704.4719","13820.7322","20887.2633","12230.136","11934.7621","2171.60414","16911.5517","12574.3269","6576.012","25181.1694","30787.554","1900","8830.8251","20454.9666","5758.3742","17376.1537","12376.9327","31057.7433","1167.6529","21200","2945.6527","3764.3564","3582.0291","2748.8063","6487.8308","7774.3204","14124.548","21247.6136","28673.3138","2550"
