"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas"
"M330.262T1591.258"," 0.077196216"," 0.137826125"," 0.215712325","-0.067937218","-0.008860790"," 0.131790441","-0.751064860"," 0.067539122"," 0.007635993"," 0.160324225"," 0.061562936"," 0.008144541"," 0.100826601","-0.168901582"," 0.028205926"
"M668.509T1456.373","-0.06664098","-0.07433645"," 0.25226342"," 0.38121641"," 0.17951583"," 0.02714738"," 0.02167678","-0.08349629","-1.11154727"," 0.10126348","-0.84428402"," 0.60976259"," 0.24752015","-0.07575358"," 0.43569255"
"M514.252T1322.055","-0.22398231","-0.24147421"," 0.16366337","-0.05582233"," 0.38085126"," 0.30650759","-0.50139577","-0.30643799","-0.22697121"," 0.36436242","-0.60939023"," 0.36538481"," 0.13492814"," 0.09849522"," 0.35128122"
"M863.507T1099.137","-0.09833554","-0.01154017"," 0.06220489"," 0.46223185","-0.15686488"," 0.21456535"," 0.49962504","-0.54224612","-0.49372018"," 0.06891118","-0.52584991"," 0.39419972"," 0.05213620"," 0.11422588","-0.03954329"
"M775.529T1416.7"," 0.08049774"," 0.19247662"," 0.36802472","-0.02973630"," 0.15596620"," 0.31665049","-0.65158214","-0.06687149"," 0.23417671","-0.19952617","-0.94635503"," 0.26465076"," 0.10541938"," 0.11771920"," 0.05848933"
"M645.449T1440.08","-0.19067185","-0.41180260"," 0.08800961"," 0.29584172"," 0.21953873","-0.02082005"," 0.13901186","-0.43665694","-0.12670686","-0.02073666","-0.39908717"," 0.51663085","-0.13218305","-0.08657039"," 0.56620278"
"M937.594T1308.231","-0.17986354"," 0.03121124"," 0.52121887"," 0.15511387","-0.09644172","-0.04790948"," 0.62297846","-0.22685370","-0.10338074","-0.51742051","-0.67761073"," 0.45634610"," 0.44552030","-0.23674882","-0.14615959"
"M826.525T1272.551","-0.0685288998","-0.0712122712"," 0.2898968209"," 0.4024358841","-0.2112832831","-0.2605683954"," 0.3784074176","-0.2934623091"," 0.0639188599"," 0.0008386585","-0.8129682857"," 0.6371008483"," 0.1860603824","-0.0833226123","-0.1573128153"
"M333.203T1120.498"," 0.15624842","-0.08448616","-0.30620714","-0.54019308"," 0.17900014"," 0.25104841","-0.71360388"," 0.85587988","-0.02717575"," 0.19516961","-0.11208704","-0.66254743"," 0.10972140"," 0.16643279"," 0.53279983"
"M618.492T1624.789","-0.40652883","-0.33232169","-0.02682484"," 0.11573135"," 0.10924560","-0.16046115","-0.46139364"," 0.02913479"," 0.34199779","-0.29489484","-0.77889616"," 0.80318617"," 0.11526951"," 0.45586551"," 0.49089040"
"M590.444T1439.586","-0.55219594"," 0.11847462"," 0.26713454"," 0.17677127","-0.26043227"," 0.02494239"," 0.35481100","-0.03353716","-0.01662022","-0.56517203","-0.24046201"," 0.20793889"," 0.27826622","-0.05164187"," 0.29172256"
"M839.557T1356.291"," 0.05010392"," 0.22018057"," 0.12809594"," 0.31603920"," 0.16413934"," 0.11765458","-0.86375426","-0.26421402","-0.08116096"," 0.13026145","-0.32639092"," 0.40164117"," 0.05360669","-0.21591049"," 0.16970781"
"M558.473T1423.364","-0.37538435"," 0.61192142"," 0.02690478"," 0.22057342","-0.12630810","-0.24544048","-0.44885855","-0.08451678"," 0.38933288","-0.51801960","-0.79412726"," 0.49446870"," 0.35999877","-0.14496174"," 0.63441688"
"M986.572T1421.54","-0.018944324","-0.179985638"," 0.212363504"," 0.139515613"," 0.225394674"," 0.153008905","-0.278022987","-0.219497889","-0.001372281"," 0.056012150","-1.071824729"," 0.424223872"," 0.235397769"," 0.230739280"," 0.092992083"
"M933.56T1145.906"," 0.312471044","-0.332111350","-0.117450493","-0.359858833"," 0.468722671"," 0.166296864"," 0.573540946","-0.347975599","-0.414375628"," 0.242912539","-0.720763130"," 0.007015222","-0.023195150"," 0.248630151"," 0.296140746"
"M933.558T1114.912"," 0.26788583","-0.32849578","-0.10675036","-0.28894739"," 0.41392867"," 0.13947751"," 0.65336353","-0.34029352","-0.41269246"," 0.28291379","-0.74411186"," 0.02726769","-0.06342206"," 0.21857645"," 0.28129995"
"M987.596T1238.129","-0.03355049","-0.26158440"," 0.39212892"," 0.16289635","-0.05192575"," 0.16330895","-0.85333208","-0.05842027","-0.14642245"," 0.25059036","-0.62370158"," 0.42929942"," 0.43924673"," 0.09243159"," 0.09903472"
"M773.52T1456.872"," 0.18796433"," 0.22514298"," 0.37672590"," 0.08628131"," 0.16489855"," 0.32548039","-0.94301530","-0.15564634"," 0.30110258","-0.13915428","-0.96526494"," 0.18199432"," 0.13922353"," 0.09913958"," 0.11512740"
"M642.504T1347.309","-0.35305307","-0.42344739","-0.14194114","-0.06094634"," 0.05619561"," 0.25663247"," 0.56383029"," 0.43401430","-0.07262265"," 0.03128995","-0.28778854"," 0.13692694","-0.77048089"," 0.38275906"," 0.24863142"
"M773.519T1472.663"," 0.19340517"," 0.22339620"," 0.37345326"," 0.09289197"," 0.17402166"," 0.32115373","-0.97713763","-0.15293305"," 0.29690816","-0.14854040","-0.94549531"," 0.18417511"," 0.14142373"," 0.11231061"," 0.11096679"
"M773.52T1405.986"," 0.18865314"," 0.22626975"," 0.37561002"," 0.08629205"," 0.17063348"," 0.32559043","-0.98321451","-0.15063728"," 0.30355136","-0.14366329","-0.95411815"," 0.19848538"," 0.14119514"," 0.11076339"," 0.10458909"
"M631.469T1456.902","-0.33019035","-0.33276474","-0.02763346"," 0.43886219"," 0.17186649"," 0.09222812","-0.70071106","-0.27745198"," 0.10237491","-0.17793361","-0.84164804"," 0.66645703"," 0.09466741"," 0.21675274"," 0.90512435"
"M660.517T1313.696","-0.46894462","-0.29954226","-0.33572882","-0.20128554"," 0.18943423"," 0.06797596"," 0.82863766"," 0.03874515","-0.19273889","-0.36016888","-0.30071752"," 0.38045201","-0.08695780"," 0.14493371"," 0.59590562"
"M979.612T1358.969","-0.04081804","-0.29758103","-0.13417388","-0.08338503"," 0.29852228"," 0.12348525","-0.05489914"," 0.22257360"," 0.09935987","-0.39828303","-0.86743374"," 0.35464200"," 0.36314643"," 0.50190343","-0.08705898"
"M680.472T1423.013","-0.09612382","-0.33196057"," 0.07314751"," 0.25914872"," 0.22585989"," 0.12250721"," 0.61946734","-0.18974484","-0.33130292","-0.25703688","-0.48295176"," 0.18845948","-0.06102333","-0.03671790"," 0.29827189"
"M333.204T1139.313"," 0.176924221","-0.027474127","-0.232712435","-0.414183249"," 0.200689780"," 0.261499751","-1.233655257"," 0.804980146"," 0.009340197"," 0.212916685","-0.062451245","-0.536530897"," 0.150253545"," 0.165598467"," 0.524804419"
"M664.46T1406.422","-0.01184676","-0.36308074","-0.19726752"," 0.03954933"," 0.27737240"," 0.19879662"," 0.02276750","-0.18196253","-0.26420530","-0.02505297","-0.19590432"," 0.36634983","-0.35760876"," 0.24228267"," 0.44981053"
"M986.584T1323.28"," 0.01431463","-0.21376311"," 0.23485681"," 0.16584385"," 0.19459996"," 0.14920816","-0.23441641","-0.23246203","-0.05912492"," 0.06883168","-1.06512839"," 0.44889738"," 0.18104423"," 0.22364015"," 0.12365801"
"M676.511T1297.075","-0.23166401"," 0.14258241"," 0.02411091","-0.34952874","-0.43068007"," 0.13889277"," 1.22481444","-0.10483031","-0.30838093","-0.31205893","-0.80184556"," 0.34503535"," 0.44042070","-0.10563464"," 0.32876661"
"M607.446T1439.489","-0.15280672","-0.28990420","-0.19780120"," 0.08978038","-0.08131936"," 0.05193029"," 0.60184676","-0.33996298"," 0.04857456","-0.21507791","-0.73973074"," 0.50993007"," 0.01670573"," 0.17264051"," 0.52519480"
"M770.485T1321.424","-0.438061356","-0.100961903"," 0.206015748"," 0.226639670","-0.073665398"," 0.191448067","-0.042078046"," 0.003653531","-0.337959050","-0.040898534","-0.758533205"," 0.492759456"," 0.333912304"," 0.152990300"," 0.184738417"
"M650.482T1423.013","-0.09529717","-0.14386517","-0.23327199"," 0.21469166"," 0.22128813"," 0.04287372"," 0.05593098","-0.31375862","-0.29989469","-0.16441721","-0.74944048"," 0.70361951","-0.11335597"," 0.12099391"," 0.75390338"
"M592.477T1456.705","-0.20205863","-0.17955132","-0.34198795"," 0.30133161"," 0.14797131","-0.15753807"," 0.24186362","-0.02705353"," 0.08334508","-0.28190200","-1.00348740"," 0.65834128","-0.03372116"," 0.08195882"," 0.71248834"
"M863.512T1152.355","-0.01918192"," 0.30903698"," 0.13519999"," 0.52676515","-0.25943229"," 0.13645658"," 0.29524268","-0.53733301","-0.28938835"," 0.13880323","-0.60744051"," 0.36904100"," 0.04015920","-0.02217835","-0.21575038"
"M333.203T1105.19"," 0.173414779","-0.043404006","-0.239143510","-0.460960644"," 0.190826894"," 0.270412434","-1.129991767"," 0.821178367"," 0.006297181"," 0.213269254","-0.081386301","-0.573077421"," 0.136077061"," 0.188971563"," 0.527516116"
"M393.189T1440.567","-0.36204285"," 0.18159284"," 0.07985512","-0.13922334","-0.07878954"," 0.45042433"," 0.20985713","-0.11959128","-0.04064049","-0.16905446","-0.15728696","-0.01353903","-0.03139118","-0.11906693"," 0.30889662"
"M512.261T1189.341","-0.10551191","-0.16568077"," 0.31317920"," 0.22840084","-0.09834446"," 0.20910562","-0.30489522","-0.47821839"," 0.32852002","-0.06247536","-0.67003165"," 0.35845136"," 0.29444866","-0.19382128"," 0.34687335"
"M646.454T1406.122","-0.24011258","-0.14958935"," 0.08638191"," 0.39887924"," 0.23487437"," 0.08546178","-0.16376529","-0.39019655","-0.05194411","-0.05242251","-0.59381797"," 0.48429901"," 0.12046109"," 0.05824594"," 0.17324500"
"M555.368T1312.999","-0.16654406"," 0.18003496","-0.12876906","-0.10839558"," 0.12197774","-0.31580764"," 0.88742346","-0.36374006","-0.12464549","-0.20482620","-0.61305496"," 0.40289438","-0.13427601"," 0.03496148"," 0.53276704"
"M512.262T1169.348","-0.38521370","-0.13972133"," 0.18788749"," 0.16513014"," 0.28200676","-0.04851112"," 0.24667719","-0.38870293"," 0.02850367","-0.29293080","-0.61008164"," 0.49395691"," 0.26872329"," 0.16429612"," 0.02797997"
"M967.561T1163.004"," 0.16939806","-0.29759761","-0.23263350","-0.08378498","-0.10732202","-0.08490011"," 0.98516576","-0.17729941","-0.13389304"," 0.47929326","-0.11521001","-0.01229238","-0.10283060","-0.21750086","-0.06859256"
"M629.464T1456.367"," 0.02445056","-0.20498077","-0.03730892"," 0.09300091"," 0.17064767","-0.11917378"," 0.28201129","-0.45223021"," 0.15059338","-0.11322772","-0.73601279"," 0.38261067","-0.07238328"," 0.07062321"," 0.56137978"
"M565.397T1373.252","-0.331726051","-0.204267300","-0.148467598"," 0.478641250"," 0.344505524","-0.200587673"," 0.563451038","-0.248973589","-0.309073085","-0.439556925","-0.470149512"," 0.683845415","-0.018541409"," 0.002782672"," 0.298117243"
"M293.211T1204.461"," 0.06175503"," 0.08265650","-0.35436694","-0.31877775"," 0.06058336"," 0.45107403","-0.59612135"," 0.56058309","-0.15841037"," 0.02966208","-0.20555092","-0.73343590"," 0.35677130"," 0.13769078"," 0.62588706"
"M571.45T1291.55","-0.1548912254","-0.0451695478"," 0.0809708735"," 0.1233054821","-0.2644471878"," 0.1994315451"," 0.8079674119","-0.0005453848","-0.0534501652","-0.5051059477","-0.5558269347"," 0.1270669475","-0.1794170911","-0.0219526563"," 0.4420638808"
"M993.569T1356.685"," 0.13396990","-0.31098743"," 0.22837349","-0.03919795"," 0.32904954"," 0.19962797","-0.91397684","-0.17687707","-0.14411408"," 0.35231647","-0.68514557"," 0.32937333"," 0.20297922"," 0.28336268"," 0.21124634"
"M729.452T1207.169"," 0.27323101","-0.29174841","-0.01958851"," 0.17430918"," 0.21087070","-0.10025767"," 0.82794882","-0.53762682","-0.22638835","-0.04100446","-0.54365410"," 0.27667906"," 0.09522667","-0.19332275"," 0.09532564"
"M949.6T1341.992"," 0.21109248","-0.20407286","-0.05362432"," 0.18090871"," 0.32086960"," 0.30454706","-1.75064421","-0.28733893"," 0.20877770"," 0.23245960","-0.31959458"," 0.42509915"," 0.16410436"," 0.34328386"," 0.22413238"
"M723.451T1338.726"," 0.247618488"," 0.181040675","-0.133162857","-0.005798267"," 0.087658622","-0.077387082"," 0.547874158","-0.127238338","-0.035114260","-0.027874524","-0.583705021"," 0.057854606","-0.193889902","-0.122746665"," 0.184870368"
"M986.593T1340.539"," 0.02065081","-0.21060607"," 0.24300398"," 0.17260642"," 0.20163567"," 0.15581273","-0.23145554","-0.22948260","-0.05449911"," 0.07467282","-1.07005767"," 0.37879580"," 0.18795118"," 0.23095167"," 0.13001990"
"M393.201T1439.586","-0.41390173"," 0.20598258"," 0.09894506","-0.18370036","-0.14560943"," 0.37261808"," 0.31327125","-0.13218650","-0.08064142"," 0.05551051","-0.22150708"," 0.00817986"," 0.04795246","-0.12783875"," 0.20292546"
"M973.671T1456.538","-0.3973836758"," 0.0204430130","-1.8770859351","-0.7158942425"," 0.9359252493","-0.0125574442"," 0.0008630209"," 0.4337437283","-0.3314961466"," 0.2885331544"," 0.3524523732","-0.0805851910"," 0.5451392885"," 0.0456929132"," 0.7922098944"
"M293.21T1109.944"," 0.07399898"," 0.04253424","-0.32869627","-0.39556192"," 0.08073737"," 0.37129606","-0.33744970"," 0.60671661","-0.20081300"," 0.12271357","-0.18964097","-0.82676120"," 0.27965718"," 0.11357493"," 0.58769413"
"M555.454T1439.586","-0.242771195","-0.004515779"," 0.080238836"," 0.155733819","-0.003034448","-0.306834506"," 0.354268722","-0.269054790","-0.096193358","-0.301104948","-0.471714579"," 0.623507409","-0.027683952","-0.057850496"," 0.567009263"
"M539.282T935.356","-0.02757178","-0.55640400"," 0.48067790","-0.15892825","-0.13479962","-0.18723936","-0.17238262"," 0.43227302","-0.49968085"," 0.73527321"," 0.30670739","-0.23788356"," 0.47112162","-0.26169559","-0.18946750"
"M504.266T1201.385"," 0.28845635","-0.45635255"," 0.13210420","-0.22994104"," 0.31317529","-0.08032732"," 0.32808704","-0.12037162","-0.07713241"," 0.05422642","-0.74205877"," 0.18694646"," 0.05759267"," 0.19448088"," 0.15111440"
"M592.477T1439.652","-0.23594312","-0.16960230","-0.33056794"," 0.30677389"," 0.11862993","-0.14770773"," 0.36298832","-0.05513322"," 0.05738800","-0.31304499","-0.98733332"," 0.66153349","-0.05512414"," 0.08989183"," 0.69725129"
"M989.551T1288.291"," 0.06563380","-0.43364643","-0.02318141"," 0.06696534"," 0.16707786"," 0.07515852","-0.37574039"," 0.13749314"," 0.26362316"," 0.30925919","-0.86709623"," 0.40512107","-0.02982950"," 0.14249925"," 0.09666263"
"M841.523T1305.07"," 0.25291391","-0.01285335"," 0.09989302"," 0.31911924","-0.07831612","-0.08423645"," 0.30825358","-0.59289120"," 0.09603370"," 0.45555196","-0.61320201"," 0.36657163","-0.07075060","-0.23650732","-0.20958000"
"M889.305T842.452","-0.84518326","-0.74153356"," 0.05076873","-0.02452125","-0.17590169"," 0.09896585","-0.07549479"," 0.29632751"," 0.09341383"," 0.61517507"," 0.22842717","-0.06645232"," 0.06082271"," 0.47365140"," 0.01153461"
"M555.365T1404.858","-0.337721354"," 0.043022753"," 0.003431957"," 0.027199462"," 0.168655707","-0.265265669"," 0.571719729","-0.375637454","-0.070873959","-0.258505951","-0.432224596"," 0.560441796","-0.063515210","-0.131217773"," 0.560490565"
"M933.558T1239.033"," 0.37328238","-0.16099353"," 0.05096563","-0.13887623"," 0.48026086"," 0.19777744","-1.00760085","-0.16796512","-0.20106054"," 0.36363519","-0.62594864"," 0.20996799"," 0.12387024"," 0.20430628"," 0.29837892"
"M713.458T1120.063","-0.12925633","-0.34473716","-0.09750725","-0.02018103"," 0.45899780","-0.09736934"," 0.66172131","-0.38241208","-0.08768122"," 0.10021532","-0.48969037"," 0.21938691","-0.04161157","-0.10847944"," 0.35860445"
"M438.207T1136.982"," 0.22667708","-0.27695786","-0.39309205","-0.07798108","-0.17768201","-0.38696853","-0.34259360"," 0.69731471"," 0.65970132"," 0.50963667"," 0.70828042","-0.17277729","-0.41348452","-0.24784723","-0.31222603"
"M607.448T1423.334","-0.10154527","-0.19709272","-0.10925760"," 0.16209211","-0.04340762","-0.73996673"," 0.65247126","-0.26259088"," 0.05061076","-0.15146752","-0.57759536"," 0.53257487"," 0.03909670"," 0.16030634"," 0.58577167"
"M985.569T1283.896"," 1.755979e-01","-1.460378e-01"," 2.442219e-01"," 7.439709e-05"," 1.226069e-01"," 1.505442e-01"," 1.431172e-02"," 5.256225e-02","-6.179714e-02"," 3.440611e-01","-8.651439e-01"," 1.147601e-01"," 2.553499e-02"," 6.694073e-02","-2.382374e-01"
"M577.494T1463.866","-0.246256511","-0.519540795","-0.123321991"," 0.009093205","-0.100044585","-0.250619828"," 0.331432718"," 0.064552377"," 0.193033742","-0.158365286","-0.826094808"," 0.486912429","-0.139755660"," 0.651941810"," 0.627033181"
"M967.385T975.822","-0.44434995","-1.17707600","-0.08533078","-0.01462285"," 0.07159497","-0.27160899"," 0.12749069"," 0.15957278","-0.10295567"," 0.59618800"," 0.07160158"," 0.36754934"," 0.23175210"," 0.22343259"," 0.24676218"
"M933.605T1376.163"," 0.37207511","-0.04288252"," 0.22219401","-0.05988938"," 0.39486358"," 0.10630702","-1.32048383"," 0.04173195"," 0.09245918"," 0.36573032","-0.69076253"," 0.17794871"," 0.31537335","-0.10600140"," 0.13133641"
"M967.562T1198.781","-0.01932184","-0.22591715"," 0.16418404"," 0.04612849","-0.02091866","-0.22006745"," 0.65900018","-0.23657136","-0.11981494"," 0.36851182","-0.66403343"," 0.44245830"," 0.12954425","-0.22875431","-0.07442792"
"M659.432T1373.551"," 0.159478919"," 0.039149188"," 0.206915284"," 0.198209173"," 0.148566917"," 0.008931581","-0.123621677","-0.145425594","-0.248653118"," 0.090267910","-0.907283009"," 0.354516349"," 0.245368881","-0.211662426"," 0.185241621"
"M513.307T1059.952"," 0.31345839","-0.31721372"," 0.56498686","-0.15241589"," 0.03062157"," 0.01064503","-0.64008444","-0.49643238","-0.72417736"," 0.44326441"," 0.47443234","-0.09163521"," 0.34890007"," 0.14292519"," 0.09272514"
"M951.567T1355.083","-0.1091004","-0.1943424"," 0.2052846"," 0.1722361"," 0.2388562"," 0.2549031","-1.1896155","-0.1484301","-0.2482477"," 0.4286540","-0.6733545"," 0.5556770"," 0.3380685"," 0.1702467"," 0.1991644"
"M565.403T1389.183","-0.31626860","-0.10837634","-0.10206297"," 0.49273015"," 0.34114998","-0.18869317"," 0.50993809","-0.25864498","-0.40843731","-0.42835182","-0.46625136"," 0.73262579","-0.04013395","-0.04535844"," 0.28613493"
"M639.422T1384.421","-0.06563638","-0.55456682","-0.15327975"," 0.01781470"," 0.21263560","-0.20187576"," 0.53210878","-0.03983847","-0.03855717","-0.08476929","-0.65723263"," 0.45069780"," 0.15072934","-0.16546362"," 0.59723367"
"M841.499T1306.17"," 0.253964531"," 0.009056796"," 0.115156360"," 0.288975267","-0.081100442","-0.105766956"," 0.337595805","-0.566525484"," 0.067612393"," 0.439838973","-0.618966469"," 0.369391055","-0.056963821","-0.239738360","-0.212529647"
"M826.572T1358.969","-0.08628278"," 0.02783264"," 0.41554339"," 0.36652322","-0.02478248","-0.28346817"," 0.15329688","-0.44455892"," 0.16997632"," 0.04948189","-0.68849743"," 0.62896505"," 0.18669791","-0.24510434","-0.22562318"
"M826.525T1256.824","-0.014080507","-0.307931994","-0.172266918"," 0.257947122","-0.045845780","-0.124180491"," 0.784669870","-0.200312676","-0.115178963"," 0.207554084","-0.773968041"," 0.392455291"," 0.001447359"," 0.042836567"," 0.066855077"
"M571.455T1406.584","-0.20706727","-0.03519109"," 0.20451214"," 0.26883720"," 0.01733700"," 0.18886639"," 0.37301933","-0.31054086","-0.05499927","-0.49167110","-0.48585621"," 0.13364878","-0.13474718"," 0.05585683"," 0.47799531"
"M787.311T955.77","-0.47641588","-0.76820716","-0.06761570","-0.07325498","-0.01364845","-0.35365609","-0.24126313"," 0.22768662"," 0.10912109"," 0.51016552","-0.10782183"," 0.27603896"," 0.25148288"," 0.39714017"," 0.33024799"
"M555.366T1352.626","-0.02288214"," 0.09499369","-0.18148811","-0.05235436","-0.04351421","-0.37920611"," 0.63429524"," 0.62052432","-0.24637113","-0.20414196","-0.63333319"," 0.35291898","-0.17657785","-0.26084229"," 0.49797910"
