"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15"
"M770.485T1321.424",-0.0011812,-0.0063423,0.03201,0.016598,-0.0069687,0.029653,-0.0066521,0.0035708,0.018872,0.004349,-0.0037739,-0.014419,0.015161,-0.0082814,-0.00031517
"M650.482T1423.013",0.0031618,-9.7075e-05,0.028189,0.032869,0.025126,0.023282,-0.0016551,0.028923,-0.019957,0.012173,0.0081699,0.0030326,0.018987,-0.0091448,0.0029999
"M592.477T1456.705",0.0046769,-0.00033658,0.038155,0.02904,0.019201,0.0039539,0.015999,0.034915,-0.019931,0.034391,-0.0032404,-0.018142,0.0075798,-0.0018532,-0.0040191
"M863.512T1152.355",-0.005539,0.013867,0.022514,0.02226,-0.0041877,0.0111,-0.024327,-0.035268,0.0055342,-0.0052001,0.013878,-0.022058,-0.0014038,0.011418,-0.0091748
"M333.203T1105.19",-0.0070388,-0.029845,-0.02395,-0.012962,0.023382,0.031974,0.037013,0.018031,0.021731,0.042625,-0.0064605,-0.022226,0.0043896,-0.00028559,-0.0052401
"M393.189T1440.567",-0.00084447,0.008466,0.0068265,0.0042419,0.0037742,0.013986,-0.0050234,0.020187,0.037726,0.014094,-0.018239,0.024914,-0.0010278,-0.0014274,-0.00026583
"M512.261T1189.341",-0.0044425,-0.0061551,0.018181,0.034697,-0.0048554,0.0052853,0.012855,0.0032488,0.02925,0.0031905,0.017337,0.014974,-0.040751,4.0207e-05,0.010856
"M646.454T1406.122",-0.0024522,-0.0063041,0.024521,0.026996,0.0051518,0.010888,-0.0098478,-0.00060592,-0.0044222,-0.0094807,-0.0050034,0.0045927,-0.01883,-0.0010329,0.0041653
"M555.368T1312.999",0.007589,0.01878,0.033459,0.0085441,0.015944,0.00096951,0.00031822,0.018952,-0.021446,0.030277,0.020504,0.032638,0.014659,-0.003011,0.0014735
"M512.262T1169.348",0.00027525,-0.00082375,0.036454,0.013679,9.9769e-05,0.00030779,-0.0053919,0.0041173,-0.00026447,-0.016773,-0.0032841,0.021666,-0.018691,-0.019186,0.0041558
"M967.561T1163.004",0.02225,0.019528,0.0041469,-7.2676e-05,-0.0017921,0.0016772,-0.00021499,-0.028583,-0.016519,0.017113,0.0073565,-0.0039185,-0.0069588,-0.0068506,0.00051138
"M629.464T1456.367",0.0062088,0.0033348,0.026646,0.025408,0.019687,7.0397e-05,0.01466,0.011125,-0.0087801,0.011223,0.020869,0.020102,-0.013364,0.0057302,0.0039611
"M565.397T1373.252",0.0056191,0.0087339,0.036325,0.019021,0.0040634,0.0071828,-0.01231,0.030885,-0.042973,-0.01443,-0.018944,0.0022301,0.0046539,-0.0043698,-0.00052452
"M293.211T1204.461",-0.0047978,-0.013858,-0.013235,-0.015764,0.024079,0.042965,0.028071,0.028714,0.034327,0.040762,-0.0027239,-0.032181,-0.027031,0.001897,-0.0022464
"M571.45T1291.55",0.0065639,0.019954,0.025916,0.0085663,0.0045021,0.0053655,0.01947,0.03135,0.021621,0.0045853,-0.010282,-0.004113,0.021241,0.026396,0.0005135
"M993.569T1356.685",-0.0046038,-0.02676,0.0092847,0.024726,0.016413,0.030626,0.011516,-0.026544,0.0083986,-0.0065704,0.018854,0.0075153,-0.0017429,-0.017333,-0.0002474
"M729.452T1207.169",0.011941,0.018595,0.023979,0.015985,0.004838,0.011085,0.011781,-0.01516,-0.030284,-0.01585,0.01599,0.010205,-0.028308,-0.012461,0.0022519
"M949.6T1341.992",-0.016712,-0.040506,-0.0089907,0.036939,0.024992,0.011967,-0.0025101,-0.0082177,0.010253,-0.015357,0.017689,-0.011653,-0.020013,-0.027048,-0.00083197
"M723.451T1338.726",0.0023329,0.015691,0.015104,0.0070083,0.015314,0.0028346,0.01959,-0.011473,-0.015311,0.024196,0.0051758,0.0016921,0.002918,0.004896,-0.0016905
"M986.593T1340.539",-0.002386,-0.010529,0.030408,0.0249,0.012217,0.020388,0.018203,-0.025611,0.011571,-0.0034588,0.0086037,-0.0042489,-0.0065916,-0.0042096,0.000926
"M393.201T1439.586",0.001667,0.0090126,0.0093424,0.0022473,-0.0017622,0.015317,-0.010858,0.0052787,0.037863,0.024873,-0.011169,0.023809,-0.00044913,-0.0056085,0.0062098
"M973.671T1456.538",0.014836,-0.010475,-0.010278,-0.026651,0.04796,0.032555,-0.028131,0.067436,-0.057643,0.09163,-0.029353,-0.020648,-0.055524,-0.12903,0.015376
"M293.21T1109.944",0.00014375,-0.0095906,-0.012795,-0.021634,0.023002,0.042524,0.030664,0.021431,0.02914,0.04484,-0.0041591,-0.025639,-0.022318,0.0088322,0.0093929
"M555.454T1439.586",0.0022566,0.0065339,0.028862,0.021011,-0.00019777,0.0024917,-0.0014796,0.033307,-0.019709,0.013361,0.018602,0.0232,0.019356,0.0051753,0.0085702
"M539.282T935.356",0.012747,-0.014236,-0.013932,-0.013455,-0.040529,0.036845,0.0036868,-0.030267,-0.0068664,-0.00085367,0.015286,0.0018032,0.0029379,0.007778,-0.0032819
"M504.266T1201.385",0.011177,-0.0011381,0.022666,0.0077655,0.015593,0.012366,0.035208,-0.021001,-0.010093,-0.0082612,0.016889,0.014785,0.0024879,-0.016128,0.0047365
"M592.477T1439.652",0.0057696,0.0026463,0.039817,0.027925,0.018414,0.0032138,0.013432,0.035877,-0.018496,0.032074,-0.0042252,-0.016774,0.0098965,-0.0003327,0.0056873
"M989.551T1288.291",0.0043675,-0.017962,0.016676,0.024745,0.011693,0.0022992,0.026549,-0.024893,0.0039811,0.018477,-0.0089267,-0.018724,0.0070442,-0.010866,0.0052154
"M841.523T1305.07",0.0034423,0.009886,0.014528,0.028259,-0.0026156,-0.005384,-0.0028419,-0.053451,-0.011882,0.0081124,0.020923,-0.00054418,-0.019638,0.0027791,0.0027155
"M889.305T842.452",0.022145,-0.022071,0.0020762,-0.0081341,-0.011814,3.2936e-05,-0.03278,0.0014599,0.037472,0.0070854,-0.022202,-0.0070394,0.0087043,0.024556,0.00080485
"M555.365T1404.858",0.005104,0.011204,0.029511,0.017197,0.004248,0.0016106,-0.005965,0.031166,-0.021761,0.019951,0.0086665,0.042667,0.0068877,-0.0044025,0.0085394
"M933.558T1239.033",-0.0076716,-0.025025,0.00060203,0.022694,0.027799,0.035118,0.017879,-0.026674,-0.0052957,0.0014778,0.02131,0.0094347,-0.0055522,-0.024378,-0.0012535
"M713.458T1120.063",0.015385,0.0083666,0.023167,0.012106,0.013528,0.010627,0.0047392,-0.0006094,-0.025307,0.0096315,-0.0053469,0.037172,-0.026002,-0.0060739,0.00087626
"M438.207T1136.982",0.0086088,-0.012735,-0.03712,-0.0084646,-0.012373,-0.045602,0.011085,-0.010045,-0.025068,0.034537,-0.021735,-0.031756,0.017768,0.0085039,-0.014741
"M607.448T1423.334",0.011665,0.0065901,0.035436,0.014051,0.0040474,-0.012077,0.0050159,0.027015,-0.038893,0.02312,0.04549,0.0056486,0.00907,0.015161,0.011923
"M985.569T1283.896",0.0015249,-0.0041648,0.017631,0.010451,0.0042579,0.015325,0.024537,-0.05318,0.0094582,0.0066094,-0.0054569,-0.0097003,0.0075267,-0.0028604,0.0019172
"M577.494T1463.866",0.015491,-0.0075024,0.037145,0.014468,0.02159,-0.0094799,0.016284,0.028591,0.0071295,0.015105,0.019583,-0.015213,0.03844,0.016472,0.0037054
"M967.385T975.822",0.031487,-0.020517,0.0092485,0.00624,-0.013683,0.0089214,-0.013106,0.00817,-0.016132,-0.0013935,0.002649,-0.0031852,0.0021395,-0.0085598,0.0025896
"M933.605T1376.163",-0.01617,-0.030869,-0.0028564,0.024847,0.0089624,0.026613,0.032659,-0.033216,-0.0015467,0.016437,0.015197,0.0039225,-0.021878,-0.023628,0.0022814
"M967.562T1198.781",0.012327,0.0094808,0.025946,0.015183,-0.013278,0.007114,0.0058828,-0.035153,-0.016224,0.01758,0.013694,0.0095398,0.00057872,-0.013454,-0.0032113
"M659.432T1373.551",-0.0060631,-0.00166,0.022482,0.023541,-0.00032196,0.029533,0.020308,-0.021188,-0.011434,0.014076,0.012648,-0.0023512,-0.0077279,-0.0068267,-0.0024896
"M513.307T1059.952",0.00060618,-0.014112,-0.018647,0.0027406,-0.0084599,0.044554,-0.019547,-0.020606,-0.003015,-0.052662,0.064286,0.036814,-0.0046768,0.0023071,-0.0028254
"M951.567T1355.083",-0.0099606,-0.031721,0.010314,0.032958,0.0055416,0.038066,-0.0072347,-0.021734,0.0091103,0.0023429,0.011222,-0.0043276,-0.00034058,-0.02339,-0.0031334
"M565.403T1389.183",0.0029157,0.009475,0.035448,0.020529,0.0025711,0.01177,-0.015198,0.028428,-0.045537,-0.014144,-0.018423,0.0047674,0.012043,-0.0048049,0.0060471
"M639.422T1384.421",0.016457,0.0028327,0.027733,0.01858,0.003824,0.012608,0.025596,0.024618,-0.026238,0.01918,0.0040045,0.0073438,-0.0097215,-0.015633,0.0088889
"M841.499T1306.17",0.0032588,0.010509,0.015276,0.026694,-0.0035468,-0.0044005,-0.0017668,-0.0531,-0.012794,0.0090143,0.021971,0.00049746,-0.016496,0.0012199,0.0049196
"M826.572T1358.969",-0.004355,0.002769,0.029306,0.027058,-0.020674,-0.010367,0.00055127,-0.030761,-0.012075,-0.00077056,0.015094,0.014179,-0.012978,-0.0032803,0.0061413
"M826.525T1256.824",0.015504,0.011629,0.030896,0.01606,0.0039281,0.0040473,0.0032935,-0.019906,-0.015736,0.0137,0.005404,-0.023694,0.00053129,-0.00095026,-0.0034864
"M571.455T1406.584",9.6107e-05,0.010494,0.024211,0.015619,0.010387,0.0087838,0.0067336,0.029256,0.01487,-0.013215,-0.0059237,0.017243,-0.0031599,0.03469,0.0020209
"M787.311T955.77",0.019214,-0.026556,0.010855,0.0036492,-0.006154,0.0009846,-0.0099433,0.011238,-0.0017464,0.0202,0.016143,-0.0066303,0.0060263,0.0013681,-0.00072695
"M555.366T1352.626",0.0056387,0.011628,0.022955,0.0017113,-0.0017907,0.011671,0.032616,0.026829,-0.035665,0.055495,-0.010563,-0.01523,0.058299,0.0050792,0.00093114
"M438.219T1156.388",0.010638,-0.0091908,-0.034994,-0.010042,-0.011438,-0.049563,0.010252,-0.0099495,-0.028759,0.038499,-0.022665,-0.032235,0.020846,0.009426,-0.014009
"M592.48T1325.086",0.013287,0.012518,0.039648,0.021458,0.024643,-0.00064458,0.0096974,0.039513,-0.0072548,0.051573,-0.014409,-0.018611,0.011621,0.0043109,0.011515
"M813.466T1256.694",0.0026967,0.0037897,0.024802,0.029616,-0.0084209,0.0097327,0.035806,-0.016873,-0.01116,0.011324,-0.034139,-0.0077455,-0.0080906,-0.0048769,-0.0036641
"M513.25T1338.968",-0.012141,-0.027583,0.015235,0.022017,-0.019072,0.035455,-0.0041854,-0.034743,-0.0097823,0.014867,0.0053689,-0.022056,0.026467,-0.011588,-0.0026707
"M791.523T1408.532",0.0042451,0.0034781,-0.057986,0.030676,0.0018976,0.015012,-0.024441,-0.029779,-0.026955,-0.00028512,0.05318,-0.0051556,0.0032472,0.017217,-0.0076113
"M676.501T1423.01",0.010316,0.012772,0.026622,0.01723,0.00024443,0.018405,0.013154,0.022448,-0.0058711,0.031226,0.013156,-0.0071761,0.010951,-0.033968,-0.004749
"M645.455T1406.122",0.0086264,0.00077432,0.021584,0.029652,0.0049879,0.011466,-0.0047273,0.018554,-0.019031,-0.0038047,0.0018592,0.023904,-0.015855,0.014122,0.0029601
"M603.415T1456.538",-0.0095715,-0.0077011,0.013866,0.010364,0.011451,0.0089622,-0.017456,0.030845,-0.011845,-0.018781,0.013412,0.0082866,-0.0027256,-0.00012546,-0.001975
"M592.476T1352.626",0.014749,0.01558,0.041379,0.016704,0.022986,-0.0028717,-0.00073245,0.03831,-0.0056328,0.045502,-0.014568,-0.011934,0.02241,0.011024,0.009
"M630.465T1474.173",-0.0042179,-0.0090434,0.024556,0.032448,0.020367,0.0067639,0.0057446,0.020055,0.0031082,0.0079606,0.016202,0.00726,-0.0097535,0.0015292,0.0041141
"M440.221T1305.648",-0.022004,-0.023585,0.00051251,0.028635,-0.0075152,-0.00029016,0.0018282,-0.018511,0.0095626,-0.008549,0.0038606,-0.016834,-0.010371,0.0010823,-0.0043473
"M329.158T1625.781",-0.022868,-0.030186,-0.023195,0.018511,-0.0011905,0.0096215,-0.0046717,0.0076748,0.018171,-0.0039498,0.017321,-0.0095095,0.00064886,0.010684,-0.0088475
"M853.581T1456.932",-0.00069984,-0.016236,0.021773,-0.031027,0.010491,0.012894,-0.021542,0.026777,0.019389,0.0081072,-0.00083664,-0.0090389,-0.039413,0.018873,0.00031277
"M786.512T1300.456",-0.0018232,0.0056908,0.021903,0.02334,0.019713,0.019799,-0.0058146,-0.0256,0.014015,0.012408,0.0055429,-0.019695,0.015968,-0.008611,0.0012644
"M698.269T891.807",0.035326,-0.01186,0.018761,-0.0072182,-0.0070654,0.024122,0.014854,0.0081484,0.00062164,-0.01239,-0.03648,0.0018834,0.013153,-0.0056709,0.012315
"M487.304T1423.366",0.0025038,0.013933,0.043185,0.023139,-0.032601,0.025945,-0.014685,0.014968,-0.059965,0.044699,0.0035529,0.0092825,-0.026297,-0.028311,0.01179
"M1029.422T872.624",0.034572,-0.0093167,0.016624,-0.0099885,0.0042272,-0.0011125,-0.013415,-0.016557,0.0050794,-0.025573,-0.015637,-0.013986,0.020524,0.0012122,-0.0042551
"M660.517T1423.005",0.0007018,-0.010253,0.020756,0.027775,0.021774,0.0061701,0.0019115,0.028693,0.0039593,0.043562,-0.017999,0.0040336,0.013553,-0.026474,0.0056313
"M745.448T1339.004",0.0043738,7.9847e-05,0.023039,0.01443,0.016019,-0.0049518,0.0115,-0.031884,-0.0010975,-0.015136,0.0051996,0.012926,-0.014898,-0.0055075,0.0056057
"M639.424T1423.012",0.012171,-0.0069669,0.028936,0.024601,0.0061243,0.016429,0.023099,0.044891,-0.010799,0.018538,0.0079033,0.020842,0.00019093,-0.013835,0.012081
"M870.334T843.183",0.044127,-0.013072,0.018948,-0.00052507,-0.0085572,-0.0008831,-0.0083314,0.001758,0.0011409,-0.019959,0.022349,0.017462,-0.0033474,-0.016461,0.0017177
"M354.284T1347.637",0.0063446,-0.0045203,-0.04713,-0.00063412,0.0071299,0.010256,0.0071852,-0.025371,-0.045323,0.02521,-0.011864,-0.0051428,0.020355,-0.003514,-0.00097393
"M670.537T1352.626",0.01449,0.015161,0.032496,0.012445,-0.00040642,0.005031,-0.0051254,0.045714,-0.018771,-0.01243,-0.017019,0.0031659,-0.0026068,-0.0028937,-0.00132
"M599.418T1423.366",-0.008819,-0.0093582,0.019651,-0.0027696,-0.0062012,-0.0085265,0.0026868,0.0053637,-0.0061842,0.028551,0.0013829,0.0058852,0.011367,-0.0015985,0.00051071
"M807.525T1306.532",0.0059407,0.0030061,0.018196,0.017679,-0.0041368,0.0045873,0.0031432,-0.048341,0.0054944,-0.00689,0.0078769,0.031704,-0.0090131,0.0037641,0.00033618
"M670.538T1472.8",-0.007845,-0.015419,0.01466,0.028641,0.0023366,0.02132,0.00062661,0.031696,-0.032425,-0.012804,-0.025835,0.0098206,-0.0026412,-0.0026309,0.005869
"M555.447T1456.772",-0.0099472,-0.011264,0.011286,0.029938,0.00067638,0.0057212,-0.0047937,0.0352,-0.0084294,0.011727,0.016894,0.01948,0.026809,8.677e-05,-0.0040177
"M933.559T1255.703",-0.0044127,-0.020789,0.0039265,0.021476,0.029798,0.034969,0.018326,-0.028774,-0.0067864,0.0023798,0.020281,0.0090082,-0.0073565,-0.025906,0.0022638
"M677.441T1317.16",0.03111,0.01572,-0.034282,-0.011233,0.02107,0.0094102,0.013157,-0.019474,-0.011379,0.0024406,-0.0376,-0.0117,0.012566,-0.016006,0.0026389
"M513.251T1355.541",-0.01,-0.024047,0.015995,0.028606,0.012829,0.02876,0.0020637,-0.023411,0.014028,0.014315,0.0071403,0.0081698,0.0056139,-0.028892,-0.0030601
"M504.265T1239.89",0.0069327,-0.0076844,0.018813,0.012918,0.016449,0.016748,0.031721,-0.023249,-0.011846,-0.0075968,0.018948,0.01634,0.0037287,-0.017988,0.0018121
"M521.363T1439.751",0.0096905,-0.0016225,0.031015,0.023018,0.013905,0.0051604,0.0089764,0.027758,-0.01103,0.00074927,0.010963,0.0082591,0.023726,0.0047868,-0.004074
"M889.582T1376.163",0.013719,-0.013652,0.01127,-0.030431,0.013495,0.026706,-0.022731,0.022132,0.0068405,0.023441,-0.015743,0.015223,0.019409,0.024972,-0.0025671
"M841.485T1289.594",0.0016769,0.003723,0.01098,0.025292,0.0013281,-0.0020866,-0.00039635,-0.056611,-0.0067168,0.0095491,0.026864,0.0087005,-0.024642,-0.0032662,0.0040384
"M967.568T1289.006",0.00094701,-0.015651,0.0067825,0.036076,0.0025661,0.01279,0.025458,-0.036163,-0.02749,-0.007031,0.035489,-0.0045431,-0.0023228,-0.013623,-0.0076736
"M555.448T1352.626",0.011102,0.023549,0.02832,0.0056617,0.01438,-0.0080836,0.0045447,0.017399,-0.033877,0.023717,0.022444,0.018659,0.01158,0.0045347,-0.00021107
"M787.312T881.272",0.019835,-0.018272,0.021056,-0.0068685,2.5216e-05,-0.0037959,-0.014654,0.0017217,0.0012716,0.02442,0.026133,0.013888,0.020729,0.0047817,0.0065143
"M991.561T1287.599",0.0092723,-0.011332,0.019968,0.026497,0.020703,0.036614,0.00033259,-0.026854,-0.0060125,-0.0030561,0.013841,0.0040233,0.003579,-0.025147,0.0048776
"M713.457T1306.323",0.0099613,0.0053057,0.019614,0.014742,0.015952,0.011541,0.0075434,-0.0073917,-0.034985,0.0086827,-0.0085853,0.022384,-0.030325,-0.010947,0.0053828
"M864.518T1223.69",-0.013671,-0.0032009,0.01263,0.032285,-0.0052517,0.0074,-0.010835,-0.025549,0.01752,0.01848,-0.0017916,-0.024457,-0.02421,0.0052298,-0.0029528
"M650.482T1439.948",0.0019186,-0.0030191,0.028044,0.036248,0.023304,0.0012637,0.0070773,0.028903,-0.010695,0.017998,0.0012625,0.012362,0.004628,-0.0080901,0.0050874
"M882.48T1339.403",-0.015871,-0.014335,0.013892,0.051478,-0.023254,-0.008726,-0.022537,-0.025172,0.015283,-0.008965,0.023457,0.00028292,0.0064315,0.014269,-0.0074799
"M555.451T1436.867",0.00018754,0.0093509,0.023614,0.0042359,0.0071081,0.0044908,0.0056934,0.02215,-0.011788,0.0051822,0.011037,0.02335,-0.026383,0.048033,0.0054119
"M354.339T1389.852",0.027496,0.0060552,-0.03566,0.025928,-0.014303,-0.02423,-0.022835,-0.018676,-0.040466,-0.017014,0.12327,-0.0025583,-0.029003,0.034413,-0.003506
"M624.432T1423.013",0.00018532,-0.0048843,0.023686,0.026433,-0.00024084,0.034509,0.013474,0.036006,-0.0053773,-0.0019339,0.041698,-0.0055984,0.012518,0.029886,0.0016321
"M838.564T1490.054",0.005779,-0.014151,-0.035879,0.0089128,0.0040152,0.0085232,-0.011044,-0.013229,-0.013377,0.040758,0.080412,0.022558,0.0015988,0.012428,0.0011429
"M791.348T1042.058",0.047864,-0.0080951,0.02438,-0.0073729,-0.01823,0.009007,-0.0037459,0.017364,-0.008714,0.0012903,0.015636,0.0055482,-0.038394,-0.007603,0.003299
"M381.31T1573.977",-0.023169,-0.025543,-0.0024706,0.038314,-0.013144,-0.0014449,-0.014284,0.015201,-0.010928,-0.0010216,0.015503,0.014681,0.0099374,-0.0037795,-0.0014762
"M1038.388T940.951",0.030116,-0.010236,0.0081628,-0.0097868,0.018383,-0.010959,-0.012387,-0.0069605,-3.6286e-05,0.016573,0.0020972,0.025933,0.037099,-0.02445,-0.0051782
"M623.428T1439.576",0.0086277,-0.004442,0.032505,0.022188,0.016092,0.013491,0.015859,0.029356,-0.0099318,0.030257,0.010465,-0.0028972,0.027037,-0.010043,-0.00092311
"M655.208T834.347",0.004351,-0.027821,-0.0024594,0.010735,-0.01968,0.010906,-0.031484,0.0018476,0.010366,-0.0028943,0.012522,0.011306,0.024337,0.018069,0.00072123
"M565.41T1416.7",0.0065465,0.012625,0.034745,0.018118,0.0057425,0.012929,-0.011993,0.022136,-0.047292,-0.008475,-0.017192,0.0074829,0.0060887,-0.009413,0.0056278
"M839.506T1306.415",-0.0080526,-0.0013584,0.012747,0.030451,-0.021243,0.0046653,-0.0091393,-0.036428,-0.016539,-0.0070623,0.0063118,0.0016468,-0.0073542,-0.017903,-0.0006763
"M841.479T1256.766",0.00083051,0.0073336,0.014053,0.030569,-0.0025982,-0.0041498,-0.0018565,-0.050133,-0.011351,0.0046985,0.021956,0.00086169,-0.018109,0.0031035,0.0080497
"M789.329T927.31",0.039026,-0.028065,-0.0084598,-0.0040794,0.023173,0.0014067,0.0046727,0.0016895,-0.0076345,0.016993,-0.018148,0.00017115,0.00033191,-0.0052693,0.0063362
"M557.469T1325.086",-0.014808,0.020095,0.051857,0.0054107,-0.005797,0.00097712,-0.0095384,0.026752,-0.0070274,0.05187,0.037807,-0.0015574,-0.0007546,0.0038406,0.012603
"M431.232T1239.816",0.005035,0.015465,0.020348,0.0089197,0.012708,0.0048942,-0.0082169,-0.011891,-0.017088,-0.029903,0.011135,0.0034855,0.023708,-0.0017726,0.00059927
"M575.477T1491.784",0.0070284,-0.015782,0.052485,0.03369,0.024098,-0.0096871,0.057523,0.0051327,0.0084175,0.037086,0.014864,-0.021593,-0.013491,0.014484,0.00097146
"M970.603T1291.55",0.0045048,-0.0012282,0.034305,0.016333,-0.0075809,0.018441,0.032274,-0.026178,0.018589,0.014505,0.0051028,0.0066251,0.0062111,-0.012891,0.0054348
"M564.206T918.312",0.032538,-0.022503,0.0060757,-0.006112,-0.016106,0.0076238,-0.0062484,-0.00073989,0.013925,-0.0053445,0.0043739,0.009089,0.02052,-0.018329,-0.0038304
"M565.417T1439.955",0.0039913,0.0093018,0.034821,0.021938,0.0055903,0.010188,-0.01233,0.026141,-0.045771,-0.010838,-0.021058,0.0091357,0.0053502,-0.0057057,0.0018755
"M564.208T942.149",0.032372,-0.025148,0.0034707,-0.003423,-0.01632,0.0083323,-0.0019222,0.0023916,0.013846,-0.0084197,0.0030718,0.0058095,0.017857,-0.012499,-0.0065212
"M513.265T1237.158",0.0041177,-0.02428,0.01061,0.010826,0.00089643,0.025043,0.018988,-0.017389,0.001906,0.014365,-0.0058653,-0.0075148,0.012911,-0.01053,-0.0009143
"M607.458T1423.366",0.01466,0.011349,0.031669,0.025131,0.02068,0.0023932,0.0081098,0.023288,0.00099731,0.011773,0.010719,-0.0059545,0.0014189,0.00031462,0.006808
"M343.224T1621.712",-0.023859,-0.035541,-0.02102,0.019722,-0.0073857,0.013517,0.0092365,0.0023509,0.0022623,0.0052013,0.0011679,-0.0029952,-0.0017768,0.0041972,-0.0048773
"M401.214T1557.26",-0.017349,-0.015228,-0.0089352,0.0019964,0.0096846,0.015886,-0.0045083,0.0094768,0.010149,0.028655,0.0020464,0.019113,0.046937,-0.039807,0.0049336
"M753.499T1355.744",-0.0031721,-0.0074831,0.0098666,0.019068,0.0079935,-0.0017605,-0.010078,-0.033621,-0.01097,0.00081839,0.019473,0.0093449,-0.012455,-0.0077985,-0.0013684
"M798.336T1042.058",0.033293,-0.032274,0.0086932,-0.00050443,0.0054235,0.0072767,0.0026143,0.016943,-0.01593,0.020401,0.036782,0.0044101,-0.013447,0.0062614,0.0095953
"M569.418T1387.824",0.013478,-0.0024675,0.0073424,0.0097505,0.028204,0.0048176,0.015396,-0.015771,-0.025576,0.0061837,0.0073074,0.013767,0.018226,-0.007481,0.005691
"M795.328T924.482",0.039487,-0.030731,-0.0013291,0.0050676,-0.01174,0.0061069,0.010784,0.013162,0.0013272,-0.030474,0.0047995,0.0029468,-0.0414,-0.0084413,0.0023209
"M645.453T1423.012",0.010787,0.000538,0.018099,0.028493,0.0075122,0.009651,0.0019313,0.02313,-0.016714,-6.5963e-05,-0.0071419,0.020596,-0.010748,0.012101,0.0042623
"M555.366T1440.123",0.0060376,0.010394,0.028453,0.015678,0.00042196,0.0015473,-0.010242,0.031875,-0.0194,0.022347,0.0019622,0.040501,0.0035193,-0.0029915,0.0012115
"M1003.334T806.646",0.021107,-0.0089587,0.0098754,0.007551,-0.016467,0.014722,-0.025848,-0.024215,0.0076631,0.00046978,0.017879,-0.00091874,0.014993,-0.021835,0.0010749
"M609.455T1145.906",0.031732,0.025001,0.037135,-0.031206,0.029085,-0.016491,0.002416,-0.012051,-0.00064695,-0.029876,0.02154,-0.019672,0.038324,0.032469,-0.0098694
"M512.377T1621.712",-0.020442,-0.030503,-0.022192,0.017514,0.00057939,0.0012525,-0.0014412,0.0080523,-0.0013229,-0.0083716,0.01209,-0.0039361,-0.016064,0.011552,-0.0050249
"M664.461T1422.743",0.0045635,-0.010857,0.0045918,0.019283,0.027395,0.019188,-0.0031153,0.012849,-0.0108,-0.012363,-0.0069641,0.0050843,0.024195,-0.012025,0.0026082
"M555.365T1456.26",0.0046169,0.008101,0.027924,0.017806,-0.00086817,0.0012437,-0.012507,0.032913,-0.017434,0.022833,0.0029141,0.03906,0.0068039,-0.0049023,0.0080367
"M1005.544T1254.622",0.0040949,-0.012863,0.028351,0.023513,-0.00078306,0.011865,0.02103,-0.031774,0.010896,0.014281,0.01346,-0.001978,-0.0083313,0.012551,0.0037542
"M512.178T893.689",0.026752,-0.020714,-0.0056225,-0.010152,0.0021024,0.0023717,0.0022685,0.0061746,0.011929,0.030749,0.005119,0.0047114,0.0054782,0.0017566,-0.001892
"M839.501T1289.163",-0.010505,0.00071226,0.017922,0.029578,-0.016434,-0.0036453,-0.012264,-0.040427,-0.0014774,0.0067361,-0.0085933,-0.012395,0.001756,-0.005601,-0.0028917
