"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4","QC.1","QC.2","QC.3","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M672.565T1621.712","-0.02076413"," 0.34750522"," 1.26366214"," 0.10097960"," 0.56443403"," 0.11970824","-0.79643473","-0.27402103"," 0.39352452","-0.77604774","-0.74604366"," 0.36587699","-0.25605947"," 0.06411121","-0.66109613"," 0.75614778"," 0.30757972","-0.67117894"," 0.50225626","-0.82512268","-0.31998385"," 0.87133546"," 0.05922941"," 0.27937146"," 0.21047058","-0.59173516"," 0.25363277","-0.39192879","-0.59917023"," 0.46976117"
"M966.708T1619.342"," 0.006196258","-0.171020028"," 0.134705319","-0.233510118","-0.662048718","-0.406869450","-1.141466499","-0.081519666"," 1.092369477"," 0.202204923","-0.355807352","-0.460231383","-0.028046258"," 1.377285007","-0.379918328"," 0.423474364"," 0.325444591","-0.190548652","-0.669631640"," 0.258832225"," 0.273719286","-0.402599367"," 1.577341906","-1.167277009","-0.047025283","-0.574253550"," 0.462034685","-0.133114391"," 0.329178377"," 0.642101273"
"M897.572T1523.593","-0.71529593"," 0.66031405"," 0.14697409","-0.12903856"," 0.95592938","-1.00124743","-0.80932452"," 0.76815564"," 0.15303457","-0.51418368","-0.66904818","-0.19316182"," 0.74360350"," 1.26926097","-0.62346190"," 0.36526245","-0.43164330","-0.70235027","-0.02379013","-0.16837269","-0.72607236"," 0.77784316"," 1.79662973","-0.70431909","-0.30818464","-0.60573910"," 0.70725744","-0.39217021","-0.11275918"," 0.48589801"
"M943.585T1584.638","-0.59114804"," 0.51616745","-0.17663490","-0.07820550"," 0.62255131","-0.66599284","-0.45634047"," 0.43244424"," 0.25149437","-0.44522476","-0.81941687","-0.95173713"," 0.78268174"," 1.27485647","-0.31771735"," 0.57914811","-0.39245285"," 0.12726675"," 0.38938616","-0.41877083","-0.91130564"," 0.45739429"," 1.52782502","-0.62195851","-0.14322407"," 0.01744962"," 0.60528604","-0.94410561","-0.01262905"," 0.36291285"
"M1009.698T1619.342","-0.75693715"," 0.13744459"," 0.45691059","-0.22552265"," 0.27078591","-2.63862682","-0.50789331"," 0.42233421"," 0.13336533"," 0.11929404"," 0.50935174"," 0.01019698"," 0.53278061"," 0.86081418","-0.28854293"," 0.58113798","-0.09181974","-0.02605109","-0.06212482"," 0.10227740","-0.73797853"," 0.33236779"," 1.12746761","-1.71121281"," 0.00918101"," 0.30903806"," 0.57075502","-0.36956055"," 0.11454304"," 0.81622431"
"M385.291T1372.761"," 0.580346120","-0.056693564","-0.524187841","-0.171849950"," 0.663024034"," 0.453296179","-0.464396152"," 0.053356072","-0.130936426"," 0.665270667"," 0.533494919","-0.198547844","-0.464094141"," 0.562850719"," 0.488339700","-0.181517974","-0.459326640","-0.003749405"," 0.684962697","-0.228242816","-0.314007540","-0.059661863","-0.518962784"," 0.276505052","-0.347690587","-0.603848960"," 0.214758367","-0.141428367","-0.544596366"," 0.237534692"
"M336.324T1558.832"," 0.21606348","-0.28506138"," 0.21796869","-0.49285703"," 0.48997107","-0.27201024","-1.62993869"," 0.59112590"," 0.38385926","-0.30748685"," 0.83059371","-0.55016763","-0.07973807","-0.35486111","-0.38399067"," 0.64072771","-0.18900915"," 0.65891168"," 0.03927967","-0.51426012"," 0.54725007","-0.36371655"," 0.77618906"," 0.19254021","-0.29986364","-0.14037880","-0.13960880","-0.41560698"," 0.36952959"," 0.46454560"
"M377.324T1406.262"," 0.802948315"," 0.337347955","-0.672536824","-0.246513092"," 0.541183824"," 0.338161541","-1.069735137"," 0.100975546"," 0.263259826"," 0.620322644"," 0.745609251","-0.566995102","-0.691598929"," 0.426265260"," 0.369949463","-0.016744265","-0.641298356"," 0.515743402"," 0.503583871","-0.406901374"," 0.379530990","-0.208650306","-0.161181448"," 0.692332268","-0.580668763","-0.371459248","-0.001998306","-0.432319795","-0.475797137","-0.092816074"
"M672.566T1593.359","-0.16383412"," 0.26032155"," 1.12400335"," 0.01442794"," 0.55239331"," 0.08798883","-0.58298330","-0.36627151"," 0.41083619","-0.78633038","-0.80284963"," 0.26985669","-0.33981763"," 0.19600226","-0.53350664"," 0.59370079"," 0.27818617","-0.56312839"," 0.61679256","-0.79396295","-0.33680519"," 1.09509568"," 0.04229760"," 0.28078963"," 0.21471437","-0.45781454"," 0.15811499","-0.48513044","-0.54057894"," 0.55749173"
"M297.239T1372.882"," 0.072456245"," 0.059776566","-0.010846799"," 0.005003871"," 0.581807551"," 0.500218671","-0.249154428","-0.333623374","-0.492324886"," 0.560603774"," 0.056097570","-0.140555113","-0.152393507"," 0.606381113"," 0.346765707","-0.422184615","-0.061643953","-0.385189679"," 0.665332005","-0.137911543","-0.448909620","-0.042053841","-0.349459730","-0.284589845","-0.146175412","-0.329262531"," 0.610199179","-0.126025712","-0.295481790"," 0.343144129"
"M383.32T1400.494"," 0.036009712"," 0.337436276","-0.153936435","-0.057056103"," 0.241834285"," 0.116295774","-0.290809173","-0.091821224","-0.180138153"," 0.491037025","-0.459790145","-0.236869536","-0.210550781"," 0.428078313"," 0.387874277","-0.388020621","-0.035663555","-0.031663767"," 0.346392196"," 0.044519432","-0.241216653"," 0.041987432"," 0.018899193","-0.066778455","-0.188153176","-0.080865957"," 0.221650634"," 0.004531053","-0.067178958"," 0.063967089"
"M874.548T1573.977","-1.471015953"," 0.252626059"," 0.187347438","-0.302957380"," 0.325599601","-0.372942635","-0.557602444"," 0.326887405"," 0.255175517"," 0.089722026"," 0.006428433","-0.331446629"," 0.308818822"," 0.438320260","-0.406929569"," 0.500210120","-0.181225329","-0.125697010","-0.016691072"," 0.092506197","-0.279428652"," 0.509401652"," 0.632064800","-0.499338700","-0.151772661","-0.234647415"," 0.635639804","-0.158454080","-0.131111765"," 0.660513158"
"M433.101T1293.719","-0.3175038512"," 0.0921601425"," 0.2968922884","-0.1105695132"," 0.1498954963","-0.5098050871","-0.3334671503"," 0.3203645790","-0.0462502889","-0.2835935669","-0.0805781128"," 0.0063520123"," 0.2548400785"," 0.0381631303","-0.4210406503"," 0.5853000212"," 0.0000505739","-0.2736529796"," 0.3048453130","-0.2118027271","-0.3361373092"," 0.5398557496","-0.1212759180","-0.2032569183","-0.1218235677","-0.4048389029"," 1.0304676454","-0.3028158353","-0.0864759689"," 0.5457013176"
"M747.513T1691.813","-0.71402709"," 0.04073546"," 0.41060057","-0.43503649"," 0.06213340","-0.33893029","-0.84491685"," 0.73465843","-0.12684212","-0.37142424","-0.41049128","-0.23171731"," 0.70446964"," 0.40074747","-0.35970523"," 0.95651822","-0.19323440","-0.40203643"," 0.09794605","-0.22892851","-0.28432358"," 0.94180541"," 0.45162808","-0.20841924","-0.02169331","-0.25942337"," 0.22325840","-0.30712423","-0.09597016"," 0.80974299"
"M606.449T1440.513","-0.11082140","-0.15953357","-0.66912509"," 0.04777199"," 0.12869488"," 0.54183361","-0.28234189","-0.63073809"," 0.68198818","-0.12490013","-0.42743855"," 0.08367895","-0.44462423"," 0.69402678"," 0.62564556","-0.34958537"," 0.57618930","-0.30735793"," 0.01503464"," 0.17860594","-0.11415144"," 0.08870046","-0.31686283","-0.14573770"," 0.12044359"," 0.02846440"," 0.13698636"," 0.51907039","-0.21629708","-0.16761971"
"M569.45T1658.237","-0.21629301","-0.19772559"," 0.10398705","-0.24599652"," 0.80823899","-0.26863909","-1.15659882"," 0.16154683","-0.05164322","-0.19621270"," 0.01133338"," 0.01350501"," 0.02861529"," 0.51591796","-0.07593916"," 0.58888884","-0.01116645","-0.36798077","-0.18741058","-0.35810212","-0.20351195"," 0.21321952","-0.49022669","-0.24311450","-0.07094794","-0.05189596"," 1.53733596"," 0.02592057","-0.10239597"," 0.48729162"
"M671.547T1376.163","-0.50137137"," 0.63497508"," 1.31688910","-0.33382862"," 0.76255107","-0.48242393","-0.17683466"," 0.03371059","-0.35814623","-0.56551918","-0.49173949","-0.36868910"," 0.07590806","-0.44339842","-0.50936535"," 0.46784086","-0.31944650","-0.39231835"," 1.14513954","-0.39645102","-0.37748119"," 1.57473045","-0.41100175","-0.24196926","-0.28019717","-0.22402689"," 0.48463931","-0.21635961","-0.35379770"," 0.94798171"
"M267.266T1423.012","-0.227281760"," 0.425576380"," 0.069672328"," 0.179278826","-0.386179796"," 0.016565103","-1.095138705","-0.006597074"," 0.445454993","-0.086768819"," 0.016105609"," 0.346199602"," 0.522265042"," 0.257549589","-0.299601444"," 0.194721456"," 0.211996268","-0.402302578"," 0.168407355","-0.262857246","-0.246242322"," 0.467629003","-0.337964424","-0.258694948"," 0.139183773","-0.271086886"," 0.312087504"," 0.098626616","-0.248256371"," 0.257652924"
"M389.258T1456.786","-0.02633505"," 0.03039952","-0.03213339","-0.10111013","-0.05610413"," 0.20955518","-0.54732448","-0.19269779","-0.25911947"," 0.23130703","-0.28983335"," 0.13686280"," 0.09797214","-0.04763905"," 0.04175134"," 0.14461857"," 0.30699647","-0.33757053","-0.02083195"," 0.18291352","-0.18211492"," 0.29249352","-0.07322461"," 0.01427672"," 0.08873223"," 0.06169738"," 0.19186861"," 0.24289263","-0.19257331"," 0.08427450"
"M993.706T1608.07","-0.29263889","-0.08374995"," 0.10783135","-0.36463415","-0.05850578","-0.35845000","-1.07948218"," 0.57303465","-0.16483352"," 0.58950280"," 0.37004120","-0.33905908"," 0.54717151"," 0.58694139","-0.92624497"," 0.37147027","-0.23423773","-0.78272519","-0.12348942"," 0.67902851","-0.35198608"," 0.67835730"," 1.09209992","-0.75901753","-0.34753520","-0.03440412"," 0.51749750","-0.97303938"," 0.64078843"," 0.52026834"
"M997.698T1423.395","-6.657751e-01","-1.228087e-01"," 3.376350e-01"," 5.057702e-05"," 1.204288e-01","-6.334270e-01","-2.553265e+00"," 3.847774e-01","-1.518790e-02"," 1.538363e-01"," 5.046167e-01","-3.666475e-01"," 3.879228e-01"," 2.102533e-01"," 5.036780e-02"," 6.215780e-01","-3.490172e-02"," 1.603755e-01"," 3.076882e-01"," 2.481191e-01","-5.733627e-01"," 4.458085e-01"," 8.501598e-01","-1.393327e+00","-2.264710e-01"," 4.593968e-01"," 5.231465e-01","-8.708791e-04"," 1.259024e-01"," 6.939806e-01"
"M495.275T1540.43"," 0.05419603"," 0.20046526"," 0.04873217","-0.10588852"," 0.11663703","-0.09452613","-0.61777541"," 0.04648588"," 0.05544918","-0.11310490","-0.29069904"," 0.47929657","-0.34828106"," 0.14985296"," 0.15955890"," 0.27723464"," 0.21641749"," 0.23725272","-0.40036615"," 0.04651838"," 0.14877902"," 0.35349327","-0.39429478","-0.33714575","-0.06847223"," 0.27152308"," 0.14794756"," 0.06092990","-0.14634121","-0.15387486"
"M903.583T1523.593","-0.37787620"," 0.10589298","-0.23595245","-0.61448706"," 0.32651978","-0.33226204","-0.67068900"," 0.26357964","-0.16100326","-0.05051351"," 0.02536571","-0.07040384"," 0.32210018"," 0.87178487","-0.48891835"," 0.25292370","-0.34789999","-0.36984939","-0.20817031"," 0.25872663","-0.08570046"," 0.08175202"," 1.22915152","-0.58795393","-0.45012516"," 0.28797569"," 0.48285513","-0.27853429"," 0.26508871"," 0.55662267"
"M658.506T1373.389"," 0.34948400","-0.23898273","-0.70957777","-0.25658914"," 0.28868996"," 0.45030412","-0.56398072","-0.14867679","-0.63823507"," 0.27435884","-0.04511069","-0.23933661","-0.45382397"," 0.17057755"," 0.43046910","-0.29569160","-0.17593908"," 0.21054538"," 0.45356993","-0.07227562"," 0.26781935"," 0.14778727","-0.34318477"," 0.67071625","-0.02279272"," 0.01380077"," 0.41482503"," 0.18869825","-0.42721995"," 0.29977140"
"M297.24T1355.686"," 0.09287809"," 0.02743390","-0.22694135"," 0.02903299"," 0.60268993"," 0.50857632","-0.14594839","-0.38026193","-0.54465800"," 0.59990841"," 0.06737387","-0.05295658","-0.16636879"," 0.61373273"," 0.37520785","-0.39229856","-0.13232505","-0.44979660"," 0.66009876","-0.07957305","-0.45743021","-0.08428715","-0.37988635","-0.25275181","-0.12980933","-0.30076045"," 0.58161248","-0.00120809","-0.34739050"," 0.36610685"
"M297.24T1406.34"," 0.07103315"," 0.02051094","-0.18058267"," 0.01666718"," 0.57351969"," 0.47401616","-0.27932555","-0.36759089","-0.45433527"," 0.52463700"," 0.05987094","-0.02613380","-0.17886172"," 0.57117842"," 0.31766588","-0.37644724","-0.11028687","-0.41219855"," 0.63722209","-0.11453029","-0.37674100","-0.08214380","-0.39926583","-0.27396150","-0.12470479","-0.18837250"," 0.61281325"," 0.02800546","-0.30961980"," 0.34796188"
