"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third"
"M1132.772T17.119"," 0.064931761"," 0.119914247"," 0.162069181"," 0.231906885"," 0.149594545"," 0.047825513","-0.178122007","-0.003793894","-0.120925081"," 0.023162280"," 0.019483581"," 0.088023985"," 0.418607690","-0.334996811","-0.026838616","-0.243268945"," 0.057371795"," 0.371779508"," 0.133694424"," 0.033631294","-0.008138629"," 0.060333592"," 0.513196118","-0.142835637","-0.157877443","-0.646306473","-0.435823340"," 0.436068862","-0.081809491","-0.264085100"," 0.028840902"," 0.128618251"," 0.283178672"," 0.164116202","-0.509045633"," 0.080323175","-0.453706017"," 0.261778735"," 0.147649216"," 0.425610479"," 0.134451870"," 0.069218230","-0.164830940","-0.113915967","-0.475317820","-0.293743148"
"M1135.108T13.112"," 0.220683124","-0.018440832"," 0.134608618","-0.184233975"," 0.106598798"," 0.235929437"," 0.053388388"," 0.016806630"," 0.102627853"," 0.077443003","-0.021480504"," 0.120095313","-0.114876033"," 0.177607590"," 0.113650725","-0.858039113","-0.029977825"," 0.011163345"," 0.132971016"," 0.042814340","-0.084311221"," 0.174385577"," 0.261267484"," 0.074256439"," 0.024602329","-0.029020472"," 0.225089207"," 0.087656735","-1.107144645","-0.169749188","-0.026407854"," 0.093904386"," 0.020156070","-0.114322155","-0.045004043"," 0.131231365","-0.051350838"," 0.070428066"," 0.050367190"," 0.045325197"," 0.176397398"," 0.041461170"," 0.001097038"," 0.090951508","-0.188487951","-0.072118689"
"M1135.776T16.118"," 0.57192623","-0.05525167"," 0.04078408","-0.05097424","-0.13667263"," 0.03589318","-0.17329827","-0.14611465","-0.38899463","-0.05600662"," 0.13569131","-0.11129364","-0.03617076","-0.14467812","-0.13158198","-0.16291216"," 0.58858471","-0.30053589","-0.02904217","-0.17170835","-0.01867125","-0.14688530","-0.03879204","-0.03947679","-0.11993935","-0.50430631"," 0.45722252","-0.14776148","-0.08626234"," 0.61263750","-0.11223849","-0.09130822"," 0.62160723","-0.23603129"," 0.64131066"," 0.07469104","-0.11670374","-0.10255125","-0.02165694","-0.51787944"," 0.53407697","-0.06428550"," 0.61075695"," 0.11350145","-0.38375086","-0.19494748"
"M1136.785T12.106"," 0.334182220","-0.232723739","-0.331667204","-0.221191564","-0.131973811"," 0.394401092"," 0.239457780","-0.300865413","-0.285726222"," 0.268007209"," 0.350041222"," 0.047613029","-0.103627242","-0.157210669","-0.146535658"," 0.036069367","-0.383853097","-0.291887471","-0.173009250"," 0.105027962","-0.484727933"," 0.285184805"," 0.168039789","-0.394437556","-0.045577638"," 0.095397321"," 0.135589846","-0.005636310"," 0.274295638","-0.452232472","-0.346699978"," 0.419423736"," 0.057742853"," 0.007132034"," 0.153818969"," 0.292207358"," 0.032836545"," 0.195134487","-0.484712782"," 0.178278787"," 0.137807224","-0.060852425","-0.133122223"," 0.087538393"," 0.492653962"," 0.380389029"
"M1138.768T17.128","-0.087394272","-0.340557378"," 0.118421105"," 0.296450915","-0.126949747"," 0.246817029","-0.234181866"," 0.140452518","-0.252291265"," 0.332517108","-0.017238276"," 0.083601950"," 0.458233072","-0.218205203"," 0.378422909","-0.395403638"," 0.069043374","-0.364023810"," 0.066867324"," 0.466000980","-0.147249299"," 0.101661220"," 0.192360316"," 0.323287786"," 0.016976664","-0.390038297","-0.445454431"," 0.252595329"," 0.345914309","-0.138569168","-0.003530247"," 0.019588006","-0.643319103","-0.425202614","-0.152577814","-0.045034190","-0.159628794"," 0.182857566","-0.006854317"," 0.075577732","-0.108738031"," 0.448469452"," 0.336059734"," 0.194093070","-0.721341979"," 0.277514270"
"M1140.278T13.107","-0.017848633","-0.302351598","-0.106370846"," 0.136996541","-0.183955461"," 0.112378011","-0.010602384"," 0.275936243","-0.311152858","-0.265032416"," 0.073157427"," 0.165067826","-0.372381699"," 0.071218016"," 0.329053472"," 0.034998222"," 0.025553803"," 0.040113190"," 0.080587896","-0.227596410","-0.056070315"," 0.151880351"," 0.108510747","-0.062901839"," 0.198325382","-0.187019770","-0.387277754","-0.023684281"," 0.068749307","-0.140142358","-0.235522583"," 0.479950291"," 0.241645616"," 0.180661322","-0.005732030","-0.136800776","-0.127084044"," 0.057222381","-0.196787104"," 0.238099140"," 0.253567304","-0.084463189"," 0.007816268","-0.017639953"," 0.067634487"," 0.059295058"
"M1141.769T17.122"," 0.2519045999"," 0.3818468403"," 0.3453188770","-0.3046144699"," 0.0722535968"," 0.0509869687","-0.3816364689"," 0.1094148655","-0.0876002414"," 0.1508413753"," 0.2141315509","-0.0614337087"," 0.0011375407","-0.0612244920","-0.0303488353","-0.0528344512"," 0.2654494874","-0.1043109967"," 0.1846167350"," 0.0622980584","-0.1094229609"," 0.1924093462"," 0.0042149920"," 0.1439353781","-0.2006822853","-0.4556062607"," 0.0397121361","-0.0922137819"," 0.2471764344"," 0.0435289029","-0.0544665590"," 0.3382381534","-0.1567157332","-0.6635976931","-0.3944312462"," 0.0623304894","-0.2171674932"," 0.0002558692"," 0.2782194620"," 0.1126919412","-0.0274189360"," 0.3277710567"," 0.0022563237","-0.0901243488","-0.3232955396","-0.0137944793"
"M1141.772T16.116"," 0.14311739"," 0.20352929"," 0.21737770","-0.28458708"," 0.14280603","-0.01083352"," 0.78371254"," 0.03391868","-0.11752247","-0.09180065"," 0.08167784","-0.09737862","-0.18273449","-0.09721755","-0.15549359","-0.09075863"," 0.89936278","-0.13038695"," 0.24964950","-0.02358489","-0.16063298","-0.32431357","-0.04684011"," 0.06072119","-0.20457670","-0.40082548","-0.01951325","-0.12107412"," 0.14019952"," 0.29111431","-0.43915026"," 0.20831588","-0.17072982","-0.56094406","-0.35373096","-0.19651355","-0.21726755"," 0.08179514"," 0.16409745"," 0.21075987"," 0.73458627"," 0.20170681","-0.04834796","-0.11553609","-0.29896838"," 0.11281508"
"M1141.778T12.108","-0.06054242","-0.11892607","-0.07005632","-0.69626864"," 0.09092247"," 0.04248850","-0.05982685","-0.31907385","-0.18823143","-0.21411800"," 0.04408576"," 0.90042357"," 0.05597029","-0.06983623"," 0.03058677"," 0.09540925","-0.05891768","-0.02085524","-0.03063895","-0.19110002","-0.16831201","-0.07654530","-0.09097754"," 0.02774020"," 0.04214669"," 0.11168425"," 0.08642136","-0.54211841"," 0.27899194","-0.22375287","-0.01055919"," 0.04834551","-0.08938630"," 0.96233114","-0.18272774","-0.21535869"," 1.01094399"," 0.01523904","-0.16401826","-0.19516759","-0.09194699"," 0.04120980"," 0.10031294"," 0.35892779"," 0.27151198","-0.46643069"
"M1146.766T17.123","-0.049818362"," 0.443445332"," 0.361079744"," 0.060977668","-0.095799354"," 0.009386572","-0.172364916"," 0.289279507","-0.054132218"," 0.240798057","-0.282671141","-0.329390987"," 0.012826003","-0.091284203","-0.203522158"," 0.228291048","-0.054380918","-0.217367138"," 0.357793985"," 0.037718678","-0.161738653","-0.024836465"," 0.444638000"," 0.352927860","-0.209541264","-0.672446591","-0.630650100"," 0.147027829"," 0.055442949","-0.018865260"," 0.170965055"," 0.434880847","-0.151976884"," 0.372485024","-0.193927224"," 0.227246314","-0.112617472"," 0.050393389"," 0.016512543","-0.074454575","-0.184817392"," 0.072517543"," 0.011421212"," 0.020281046","-0.544901165"," 0.113168235"
"M1146.77T17.121"," 0.12977254","-0.13725349","-0.04566322"," 0.15927865","-0.15668551","-0.07260381","-0.22051616","-0.26092633"," 0.89066378","-0.29145011"," 0.09076646"," 0.77410071","-0.06270132"," 0.06367390"," 0.09949653","-0.13032670"," 0.80413871","-0.25713971","-0.06297777","-0.04961511","-0.21186833","-0.10090000"," 0.02487177"," 0.20697574","-0.23757069","-0.62749085","-0.59347618"," 0.03941091"," 0.23141191"," 0.20352204","-0.15697665"," 0.02274765","-0.20392405","-0.07678325","-0.23806392"," 0.30484007"," 0.75932833","-0.01650102","-0.06680458","-0.14083512","-0.23065019"," 0.21705105"," 0.13001212","-0.06373771","-0.52369229"," 0.08507122"
"M1147.27T16.128","-0.296821006","-0.441066227"," 1.023167879"," 0.317828642","-0.134762877","-0.079433209"," 0.079133716","-0.022248907","-0.069094063","-0.022397653"," 0.074718896","-0.092420700"," 0.355024549"," 0.294690298","-0.090120953","-0.353335038","-0.085536078","-0.152886351","-0.029509745","-0.159676493"," 0.131849832","-0.088151880","-0.045910341"," 0.387398560"," 0.190248562","-0.460241468","-0.013971636"," 0.239857728"," 0.247188154","-0.248592167","-0.080037911","-0.343847254","-0.193359023","-0.034102556","-0.369979171","-0.023994729"," 0.032591828"," 0.276784760"," 0.251487471"," 0.105330072","-0.198990570","-0.206063486","-0.255123335"," 0.004713305"," 0.711614275","-0.131953701"
"M1151.783T12.61"," 0.075969682"," 0.362407816"," 0.270164626","-0.078492715"," 0.063589688","-0.008244628","-0.023275407","-0.010795712","-0.312735708"," 0.099085934","-0.199789341"," 0.087739276"," 0.028816628","-0.188495964"," 0.122388224","-0.275145276","-0.101798492"," 0.121641952"," 0.177478717"," 0.045160943","-0.311526919"," 0.233812922","-0.008675740","-0.039975704"," 0.268319859","-0.185054707","-0.022277797"," 0.079209157"," 0.000191431","-0.038578579"," 0.237966616"," 0.236466895"," 0.044784985","-0.325930754","-0.077206587"," 0.005972462","-0.227314723"," 0.015258712"," 0.057936858","-0.378164056"," 0.141171239"," 0.113173015","-0.074245719"," 0.187276153"," 0.029424513","-0.217683778"
"M1152.772T12.109","-0.097474737"," 0.663579778","-0.275650544","-0.395349536","-0.052432599"," 0.799921183","-0.062276263","-0.108522876"," 0.105710008","-0.119852147","-0.056597976","-0.160156241","-0.347939643","-0.253764439","-0.291456774"," 0.080439607","-0.170640108","-0.074780055","-0.141298898","-0.041375467","-0.279815947"," 0.105328528","-0.041803408","-0.262615669","-0.067365317"," 0.264690745"," 0.662289400","-0.256952737","-0.188476971"," 0.705598744","-0.379679510"," 0.083653571","-0.100217159","-0.150346010"," 0.617478663","-0.184230782","-0.118542718"," 0.020462030","-0.194757782"," 0.071045217","-0.177044144","-0.244505068"," 0.521140437","-0.092015829"," 0.689030019","-0.002430579"
"M1153.768T17.12"," 0.014503747"," 0.189300841"," 0.267429837"," 0.143026212"," 0.103247313"," 0.084963713","-0.462136875","-0.321996645","-0.178203385","-0.259325986","-0.026750358"," 0.028442143","-0.405040406"," 0.176612121"," 0.177983864"," 0.064459551"," 0.042423861","-0.093987314","-0.162264917","-0.004850549","-0.040507760","-0.049760595"," 0.204506895"," 0.782654041","-0.010791020","-0.514779152","-0.138493612","-0.073957072"," 0.118885440"," 0.908850117"," 0.031000908"," 0.151459921","-0.422807633","-0.292988874"," 0.770925952","-0.189392290","-0.335960706","-0.276643448"," 0.010350528"," 0.162494221","-0.278652566"," 0.001375250"," 0.086107631"," 0.128728005","-0.230400125"," 0.119959175"
"M1154.769T17.115"," 0.3118618806"," 0.3543765276"," 0.5355915559"," 0.3026922853","-0.3197242850"," 0.2995615751","-0.6167188902","-0.0288698473","-0.0106481115","-0.1313001042","-0.1193631046","-0.0008745732","-0.0068439774"," 0.0007709390"," 0.2241934513"," 0.2334448122"," 0.2078192990","-0.3134971127"," 0.1342151658","-0.2105248466","-0.1940225812","-0.3143744735","-0.2851676362"," 0.1647156972"," 0.2176019938","-0.2576850420"," 0.0566613371","-0.0090459213"," 0.1619977326","-0.0067918139"," 0.0285100578"," 0.1446562741","-0.1389138966","-0.0114112640","-0.4911989313"," 0.2627968955","-0.2680911983"," 0.1264726684"," 0.1986758547","-0.0182047929"," 0.0154334790"," 0.2382868729","-0.1238021309"," 0.0464629829","-0.2740407123","-0.1156840910"
"M1154.774T12.107"," 0.45045288","-0.27032376","-0.32326870","-0.21163695","-0.16954049","-0.02184654"," 0.32731810","-0.28339332"," 0.20339959","-0.03537832"," 0.10512433","-0.45470629","-0.11878060","-0.08837427","-0.22774477","-0.09148570","-0.31609409","-0.21603007"," 0.18802965"," 0.60509619"," 0.25802693","-0.14013017"," 0.28527541","-0.09186331"," 0.06540605"," 0.20469821"," 0.07804361","-0.09819315"," 0.25782840","-0.31948873","-0.32493251","-0.07003727","-0.12805583"," 0.10003907"," 0.09243546"," 0.38155945"," 0.36324476","-0.17582692","-0.29815640"," 0.19306301"," 0.16523689"," 0.18457727","-0.07985017"," 0.03139926"," 0.30345574","-0.28857195"
"M1155.781T12.608"," 0.001548292","-0.120156676","-0.133901806","-0.197988699"," 0.100184513","-0.027854038"," 0.739390467","-0.241315001","-0.169578086","-0.085118931"," 0.071659787","-0.061495992"," 0.136382083","-0.055408898","-0.022811473"," 0.084568465","-0.069022200"," 0.021044941"," 0.325632382"," 0.125609342","-0.243719109"," 0.181342237"," 0.015762771","-0.049038221"," 0.031997703"," 0.189620858"," 0.255761430"," 0.334586813"," 0.091189759","-0.150345549"," 0.047351383"," 0.262546426"," 0.206168544","-0.444973595","-0.270956065","-0.654997133","-0.326118070"," 0.205282668","-0.132500021","-0.170938011","-0.062249244"," 0.085680583"," 0.130525903"," 0.100898257"," 0.265901309","-0.320150097"
"M1157.276T13.111","-0.499016931"," 0.148282245"," 0.073006601","-0.031918012","-0.039178863"," 0.206542119","-0.081873960","-0.015344444"," 0.070249934","-0.040764949"," 0.233731321"," 0.246697702"," 0.151628967","-0.201256591"," 0.100437698"," 0.111609859"," 0.230743520"," 0.123144241"," 0.004574293"," 0.005845117"," 0.016358331"," 0.107244182"," 0.086761895"," 0.068502043","-0.004969323"," 0.137504321"," 0.212107551"," 0.196019978"," 0.208489839"," 0.010874207","-0.024654497","-1.450213686"," 0.298380963"," 0.076501337","-0.013028570"," 0.285127715","-0.059798867","-0.350748267"," 0.031894069","-0.520742264"," 0.168649953"," 0.140384184"," 0.072488162","-0.579693391"," 0.120977467","-0.031557199"
"M1157.439T14.055","-0.350194203"," 0.101898428","-0.121223840","-0.029010875"," 0.028112146"," 0.103178893"," 0.013158778","-0.079640015","-0.117894836","-0.025575284"," 0.172034889"," 0.063428337"," 0.063664875"," 0.067194975"," 0.209894204"," 0.161196866"," 0.025057871","-0.266424861"," 0.181624954"," 0.123828395"," 0.179018605","-0.213623784"," 0.053404957","-0.878531849"," 0.001919979","-0.345215063","-0.364387109"," 0.096921737"," 0.149820195"," 0.077451292"," 0.128883075"," 0.339638256","-0.026419370"," 0.117694119","-0.266547769"," 0.256993894","-0.088091792"," 0.295452832"," 0.162719702"," 0.084059740"," 0.004563169"," 0.087387456"," 0.148811954"," 0.114455655","-0.133998268","-0.306691307"
"M1158.097T16.12","-0.20097443"," 0.50908419","-0.65892139","-0.07173108","-0.11861301"," 0.33938045","-0.04040379","-0.34369180"," 0.17068547","-0.33751390"," 0.20637502"," 0.06650044","-0.12854404"," 0.29932438"," 0.49956565","-0.15940789","-0.22912618"," 0.34771562","-0.05711235","-0.13495338","-0.25483893"," 0.25427803"," 0.24162535"," 0.11072573","-0.33377856","-0.51470964","-0.12247853","-0.12400866"," 0.09681513"," 0.15562724","-0.05929469"," 0.24410649","-0.14676819","-0.01819351","-0.34484805"," 0.20874844","-0.13397462"," 0.43425994"," 0.23199904","-0.17557370"," 0.08850641"," 0.12981631"," 0.02272020"," 0.33167159","-0.40482510"," 0.12475427"
"M1160.766T17.121","-0.229697869"," 0.181684829","-0.117694570"," 0.030948560"," 0.006948137"," 0.089536011","-0.411514361","-0.140541787"," 0.100001403"," 0.070574152","-0.141545405"," 0.175156351"," 0.082283373","-0.202658036","-0.223395460","-0.023864219"," 0.784507811"," 0.021595730"," 0.031679455"," 0.096557237","-0.343531980","-0.125471685","-0.257742311"," 0.085119850"," 0.134631652","-0.382944061","-0.345705655"," 0.069699929"," 0.137916320","-0.218363615"," 0.288487776","-0.094864754","-0.550458753"," 0.072592762"," 0.788347223"," 0.212436010"," 0.768738715"," 0.172491032","-0.139736476"," 0.101645031","-0.196034918"," 0.173500098"," 0.069235884","-0.219379252","-0.273268144","-0.107902018"
"M1161.43T14.053"," 0.045415979"," 0.086489643"," 0.132739681","-0.057012517"," 0.047149629","-0.641649136"," 0.349090087","-0.433227451"," 0.112463031"," 0.225994384"," 0.191925220"," 0.055533095","-0.268484768","-0.858435413"," 0.077864463"," 0.027751297","-0.028965641"," 0.093209238"," 0.200281492"," 0.413314311"," 0.126874097","-0.146864129"," 0.154498275","-0.009054749"," 0.144593074"," 0.015925006"," 0.229498391","-0.078296834"," 0.144274802"," 0.143815643","-0.350521490","-0.318543022"," 0.061928941"," 0.100003972"," 0.114269867"," 0.191795562"," 0.255845025"," 0.111170861"," 0.161698152"," 0.162991734"," 0.063500298"," 0.402893015"," 0.101401399","-1.165226236"," 0.090806785","-0.480725061"
"M1162.766T16.122"," 1.992278e-01"," 3.336219e-01"," 1.038939e-02"," 1.784301e-01"," 1.243926e-01"," 2.003014e-01"," 1.705992e-01","-3.386218e-01"," 1.091091e-01","-2.338565e-01"," 6.124822e-01","-3.160560e-01","-1.629474e-01","-1.531255e-01"," 1.647850e-01","-1.557950e-01"," 6.380044e-01"," 2.602214e-01"," 3.383130e-02"," 4.059178e-05","-1.316034e-01"," 2.062698e-01","-3.879055e-01","-9.762749e-02","-2.161559e-01","-2.053435e-01","-1.148845e-01"," 1.123029e-01","-3.740277e-01"," 1.069892e-01","-1.381059e-01"," 2.735172e-01","-5.227449e-01"," 1.566710e-02","-3.947475e-02"," 8.721028e-02"," 1.389638e-01"," 3.364654e-01"," 4.970714e-01","-4.290222e-01"," 8.348237e-02","-4.453066e-01","-1.335913e-01","-4.250612e-02","-3.073521e-02","-2.239384e-01"
"M1163.774T15.006"," 0.171028728"," 0.313674063","-0.119819571"," 0.044192563"," 0.022373427","-0.056542501","-0.358846570"," 0.199509358","-0.070464176","-0.005113749","-0.076923088"," 0.032769968","-0.013694474","-0.055020908"," 0.188364693","-0.107690341"," 0.148934544","-0.260651348"," 0.012129296","-0.596612722","-0.326245625"," 0.003314746","-0.120780146","-0.427669643"," 0.026540658","-0.303466083","-0.140868365"," 0.249183565"," 0.202205187","-0.101909863"," 0.326729230"," 0.315813689"," 0.082291298","-0.013724579","-0.124014317"," 0.159845158"," 0.843829923"," 0.176621013"," 0.036903776","-0.239778636","-0.118802484"," 0.152584508"," 0.020071081","-0.081490080","-0.202802580"," 0.194021379"
"M1164.775T13.111","-0.05083330"," 0.04720267"," 0.12565288","-0.06911080"," 0.08006898"," 0.11936616"," 0.04806662","-0.16105192","-0.03111119","-0.02993434"," 0.09729101"," 0.11497667","-0.02794629","-0.18839016"," 0.24544051"," 0.11792494","-0.16021049","-0.03939664"," 0.30634202"," 0.10749193","-0.39843020"," 0.10560707"," 0.16279248","-0.14440690"," 0.06698114","-0.18527507","-0.08011669"," 0.09396317"," 0.13784440","-0.24289771"," 0.06298227"," 0.05309021","-0.03336302","-0.04089691","-0.01423282","-0.02493677"," 0.04928599"," 0.12257255","-0.03006100","-0.14228963","-0.06802961"," 0.08245378"," 0.05856328"," 0.08916219","-0.17924987","-0.15295157"
"M1165.777T13.111","-0.0005087298"," 0.0186700849","-0.0114627110","-0.0813215834"," 0.0083527466"," 0.2194928738"," 0.0175348749","-0.1007630120","-0.2504252038","-0.0297367535"," 0.2003327346"," 0.0818852625","-0.0104226450"," 0.0106473247","-0.0106043512"," 0.1004081547","-0.1259015680"," 0.0491130329"," 0.0995790694","-0.1008956433","-0.2051249671","-0.1136490473","-0.0059866878","-0.0711832952","-0.0806884346"," 0.0012775972"," 0.0586751729"," 0.4125691925"," 0.3651314186","-0.0742496280"," 0.3432321045"," 0.2984546705"," 0.1140586066","-0.4404748423","-0.1296222667","-0.1922447728","-0.2500872383","-0.0990057671"," 0.0171457586"," 0.0942674999"," 0.0558762063"," 0.1453069535","-0.0628913327","-0.2369167502"," 0.0513555962","-0.0791997053"
