"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46"
"M1097.792T13.11",0.0085557,-0.018637,-0.030276,0.010169,-0.0021684,0.018192,-0.031126,-0.011795,0.030155,-0.034759,0.0058959,0.00109,-0.0056008,0.0069508,-0.011631,-0.0069279,-0.021018,-0.013293,-0.051567,-0.0057013,-0.020532,-0.0058293,0.018233,-0.036219,-0.0087026,0.037447,0.025,-0.029222,0.015063,0.0042657,0.085396,-0.014878,0.01229,0.014629,-0.043305,-0.024061,-0.019235,0.002396,0.046631,-0.0022714,0.03308,0.0012662,0.027804,0.015663,0.00033224,0.0087771
"M1098.786T12.1",-0.014658,0.027994,-0.086457,-0.003179,0.032588,0.039534,0.12767,0.064879,-0.061548,-0.073553,0.0029161,-0.053638,0.045288,0.035647,0.024237,0.018553,0.015206,-0.002043,0.025617,0.0041794,-0.012439,-0.02742,-0.0032537,-0.033723,-0.017802,-0.0079987,-0.055081,0.031,0.017153,0.02487,0.015096,-0.0093882,-0.030587,-0.00095781,0.010248,-0.032496,-0.060715,-0.011339,-0.01597,0.0024045,-0.024757,-0.09474,0.069656,0.038025,-0.05323,0.00805
"M1100.789T13.111",-0.007362,-0.0089186,-0.058088,-0.0083529,0.033108,-0.002223,-0.0057452,0.01718,-0.033421,0.0001224,0.010016,0.06543,0.018886,0.068039,-0.083215,-0.0067109,0.013976,0.0017817,0.087542,-0.035883,-0.032375,0.038148,0.060336,0.097069,0.037298,-0.034894,-0.066083,0.057961,-0.080902,-0.0054087,0.05474,-0.039889,0.009377,0.036793,0.14205,0.019241,0.15557,-0.012208,0.012574,0.07452,0.014234,0.033835,-0.030739,-0.030923,-0.03369,-0.026313
"M1101.782T16.121",-0.0023927,-0.04205,0.020254,-0.076354,0.096994,-0.014761,-0.00039133,-0.0025352,-0.099408,0.041753,0.018461,0.013391,0.040938,0.013486,-0.015039,-0.018995,0.043122,0.041546,-0.063145,0.044089,0.08517,0.037409,-0.046868,-0.091371,0.076609,-0.031963,-0.074525,0.077883,-0.022329,-0.0063763,-0.038579,0.078002,-0.0269,0.0161,0.045428,-0.0076751,0.019942,0.0044337,0.05571,-0.075441,0.017598,-0.0065609,-0.019619,0.060307,0.030545,8.5437e-06
"M1102.787T15.091",-0.028545,0.01841,0.06049,-0.032353,0.069455,-0.082305,0.032352,0.0034115,-0.051739,-0.029037,-0.097816,0.073633,-0.080217,0.022046,-0.05826,0.059477,0.041581,0.074378,0.040206,-0.022845,-0.043602,-0.099087,-0.063274,-0.09257,-0.04777,0.025035,-0.016799,-0.027453,0.069321,0.021826,-0.073391,0.0085007,0.045185,0.058746,-0.018093,-0.0064886,0.051416,-0.0039038,0.07283,0.0096637,-0.09973,-0.12979,0.12553,-0.058577,0.0054532,-0.035699
"M1103.284T17.121",0.010182,-0.093024,0.020803,0.0042094,-0.0091073,0.0050225,-0.027456,0.0075148,0.0076536,-0.01724,-0.016403,-0.021274,0.025293,0.034226,-0.028761,0.0024241,0.0024524,0.033064,-0.0058202,0.016059,-0.0071595,0.010833,-0.066749,-0.01432,-0.0089479,-0.019333,-0.014276,-0.0049364,-0.003355,0.020495,-0.018939,0.036147,0.00017241,0.0062089,0.040196,-0.045227,0.0041168,-0.040475,-0.0021019,0.014152,-0.057668,0.01642,-0.028495,-0.010999,-0.0035419,-0.0019099
"M1103.78T17.122",0.0096841,-0.078792,-0.02074,-0.028165,0.041684,0.050862,-0.023644,0.025884,0.002859,0.0045034,-0.0011073,0.02433,-0.018347,-0.014499,0.011326,0.0044503,-0.01915,0.01367,-0.059694,0.001049,-0.025293,0.042629,-0.0097862,0.015585,-0.017339,-0.035067,-0.029284,-0.053015,0.0011776,0.026162,0.0015662,0.079463,0.016648,-0.020473,-0.010757,-0.045821,0.032632,0.009105,0.0087923,0.0076867,0.010731,0.0050787,-0.00013436,-0.0028492,0.020092,-0.0090003
"M1105.455T13.111",0.0085155,-0.018445,-0.094687,0.011356,-0.015579,0.029762,0.0062757,0.015022,0.021658,-0.00088525,0.092703,0.013878,-0.067154,0.001193,-0.0087507,0.016671,-0.019115,-0.015467,0.07102,-0.009585,-0.0014511,-0.034311,-0.05013,0.03274,0.0032535,0.026252,0.054065,-0.032164,-0.077533,-0.048532,0.0026019,0.043586,-0.045735,-0.04803,-0.0060148,0.012176,-0.0091912,-0.011862,-0.054071,-0.016502,-0.014868,0.0041652,0.024418,0.01131,-0.076058,-0.0002297
"M1106.779T17.121",0.0087283,-0.08041,0.014179,0.030485,-0.0041985,0.05132,-0.00962,0.039128,0.064238,0.021107,-0.04019,-0.044879,0.088195,0.067862,-0.017409,-0.057254,0.022759,-0.11775,0.0088922,0.079048,-0.029357,-0.016529,0.010979,0.10909,-0.030409,0.022443,-0.0075619,0.10367,-0.036839,-0.0044062,-0.093252,0.029602,0.036259,-0.070481,0.068895,-0.054613,0.0067409,-0.036864,0.048543,0.0092471,-0.058186,0.029004,-0.032715,0.024572,-0.00073718,0.0080378
"M1107.445T13.643",-0.024441,0.036025,0.0085496,0.013467,0.065002,0.050124,0.0042023,-0.0091714,0.012988,0.0045644,0.0087861,0.044682,-0.0010256,-0.10188,-0.081618,-0.068277,-0.0009999,-0.091522,0.038311,-0.075721,0.056927,-0.076586,-0.068565,0.036444,-0.10731,-0.015228,-0.019187,0.02577,-0.00058774,-0.00010703,0.012614,-0.073533,0.030207,0.076597,-0.037096,0.011722,-0.035635,-0.055478,-0.0051236,0.046354,-0.049577,-0.087161,-0.038327,0.057422,-0.026018,0.005859
"M1108.781T17.122",-0.0178,-0.052389,0.0016757,0.013898,-0.091679,-0.026688,0.068184,-0.072478,0.034357,0.0052828,0.0033563,0.00073759,0.014165,-0.062845,-0.003124,-0.030945,0.0019025,0.053241,0.041446,0.024207,-0.043808,0.024254,-0.023272,0.049737,-0.0077466,0.037095,-0.072951,-0.01223,0.046657,-0.038585,0.08201,0.0064518,0.029408,-0.042656,-0.00070322,0.068358,0.011579,-0.027479,0.05945,0.018852,0.0038782,0.00056139,-0.036237,0.03449,0.054485,-0.021181
"M1109.452T15.512",-0.0048733,-0.011274,-0.028717,-0.0020507,0.0027808,0.030457,-0.022352,0.0032283,0.003272,-0.10977,0.0040133,0.0054111,-0.04714,0.091951,-0.055194,-0.023364,0.034433,0.070288,-0.081615,0.03301,0.055432,0.037426,-0.0096801,-0.0031533,0.010085,-0.022208,0.039296,-0.055794,-0.039595,0.063553,-0.048364,-0.025108,0.12842,0.010482,-0.02691,-0.02064,0.079002,-0.025919,0.086549,-0.032289,-0.10539,-0.0007874,0.021395,0.036539,-0.052132,0.0010102
"M1110.119T13.109",0.0045039,-0.018974,-0.030486,0.014517,-0.0014827,0.03023,-0.047243,-8.0374e-06,0.015648,-0.016763,-0.006737,0.036002,0.0070557,0.0085434,-0.022628,-0.02895,-0.0058384,0.018233,-0.0083432,-0.015631,0.0068327,-0.0075854,-0.012397,0.044171,-0.02552,0.024694,-0.023312,-0.00021531,0.039955,0.03242,-0.019628,0.011163,0.06683,-0.021887,-0.0075856,0.030429,0.019752,-0.012229,-0.030575,0.035999,0.021469,0.0078213,0.022495,0.047633,-0.066538,0.020279
"M1110.456T13.116",-0.011061,0.003518,-0.038909,-0.022608,-0.00082417,0.0038136,-0.018396,0.027288,-0.018196,0.055361,0.010088,-0.024687,0.037151,-0.034375,0.015296,-0.040671,-0.004249,-0.021981,-0.0088101,-0.027061,-0.026888,0.011157,0.030843,0.00066425,-0.080413,0.021777,-0.052119,-0.011239,-0.039538,-0.0043216,0.06403,-0.021143,-0.041454,-0.0085339,-0.076343,0.031272,-0.033947,-0.0041256,0.0095747,0.059558,-0.0035064,0.050239,-0.024033,0.051857,-0.0091637,-0.026407
"M1112.289T13.11",0.0015116,-0.01901,-0.03149,0.011118,0.015774,0.0049227,0.0041043,-0.038396,-0.013438,0.034356,-0.017496,-0.002615,-0.0022124,-0.011486,0.0036983,0.012239,-0.0063492,-0.013491,0.011773,0.0083226,-0.039182,0.0202,-0.011351,-0.081627,0.0054044,0.051618,-0.017696,-0.0057382,-0.017788,-0.030605,0.03866,-0.042987,0.042623,-0.039814,0.027737,0.0037243,0.028921,-0.015381,-0.037605,-0.02369,-0.043985,0.0067447,-0.01304,0.011833,0.0048722,0.010621
"M1112.777T17.122",-0.043066,-0.064417,0.02545,0.022827,-0.10279,-0.083121,-0.010788,0.0063424,-0.088515,0.044917,0.056618,-0.0013064,0.015223,0.0010337,-0.066914,-0.017282,0.011153,0.01552,-0.02434,0.04088,-0.0077444,-0.024362,-0.018201,-0.0010575,0.036916,0.031923,0.043401,0.0073613,0.027644,-0.022363,0.051312,0.042939,0.0095626,-0.025781,0.015648,-0.024596,-0.0069707,0.036507,0.020437,-0.0032986,-0.017157,-0.019631,-0.018842,-0.0080919,-0.045259,0.018838
"M1113.279T14.053",-0.00044266,-0.0019566,-0.011112,0.034251,0.020105,-0.055838,0.020507,-0.017721,-0.076203,-0.053617,-0.050671,-0.040691,-0.11769,0.043042,-0.024064,0.096701,0.077596,-0.016051,-0.061054,-0.08686,-0.11506,-0.0021567,0.039,0.036801,-0.033312,0.029259,0.01325,-0.018294,-0.0029611,-0.0021879,0.061957,0.023719,-0.070607,-0.064599,0.019959,-0.063331,0.091997,-0.011731,0.067674,0.084857,-0.022479,0.025828,0.019454,0.0051547,-0.0209,0.007417
"M1113.777T15.116",-0.010623,-0.0015154,-0.050391,-0.011254,-0.016963,0.0086669,-0.046524,-0.0056281,-0.0029277,0.038343,-0.051494,-0.084497,0.012856,-0.042214,-0.08243,0.038347,-0.0077092,0.036548,-0.050466,0.01388,-0.046407,-0.13016,0.11368,-0.12709,0.058282,-0.021273,-0.025273,0.084258,0.022511,-0.042049,0.082194,-0.028751,0.020045,-0.091795,-0.046176,0.007257,0.019695,-0.046636,-0.00036362,0.05897,-0.043455,-0.022272,-0.017301,0.041025,0.022167,-0.016652
"M1116.11T13.109",-0.0050198,0.012938,-0.014296,-0.02975,2.6384e-05,-0.010754,-0.070451,-0.026361,0.031498,0.0033277,0.011674,-0.030135,-0.012221,0.023166,-0.028772,0.13364,0.044147,0.082089,-0.00612,-0.023659,0.047042,-0.032913,-0.017859,-0.014021,-0.086041,0.11362,-0.046088,0.076235,-0.049389,-0.0049318,-0.029969,-0.041171,0.043953,-0.0026519,-0.031969,0.040106,-0.0063314,0.10099,-0.020562,0.00029008,-0.026021,-0.079124,-0.015257,0.041018,0.080537,-0.0296
"M1116.775T17.12",-0.027906,-0.075972,0.021164,-0.0095529,-0.00018809,0.020089,-0.05128,-0.027589,-0.1191,0.045139,0.040373,-0.017186,0.012153,0.044064,0.0014061,-0.022535,0.021337,-0.0094863,-0.079091,-0.056088,0.0031859,-0.040897,-0.053139,0.070837,-0.027968,0.067208,0.062096,0.052996,-0.033994,0.019139,0.05727,-0.038681,-0.035782,-0.017023,-0.074895,0.092714,-0.062775,0.047861,0.020409,0.041209,0.002968,-0.012341,0.0048519,-0.045626,0.031133,0.0060071
"M1117.282T13.111",0.0042833,-0.016977,-0.042877,-0.021353,0.012263,-0.0027254,-0.0070054,0.0084497,0.0083232,0.014311,-0.064722,0.034904,0.018942,-0.022153,-0.021954,0.00016287,0.019239,0.040218,-0.041962,0.0090862,-0.039161,-0.017248,0.014555,-0.025394,0.038566,0.0072476,0.052103,0.020395,-0.0054286,-0.028343,0.0087473,0.00081604,0.0082667,-0.011786,0.010562,-0.014771,0.076219,-0.0030919,0.02757,0.0048852,-0.030881,-0.047976,0.015008,0.028227,-0.0058835,-0.0099732
"M1117.784T13.112",-0.00185,0.004924,-0.019075,-0.055191,-0.018386,0.021913,0.0022628,-0.017041,0.011159,-0.019085,-0.0089348,-0.012492,-0.037982,0.015443,0.029381,-0.0060866,0.060692,0.048209,-0.0030483,-0.069387,-0.00032117,-0.050025,-0.014402,-0.051706,-0.048264,0.066153,0.057148,0.052398,-0.084769,-0.016237,-0.053089,0.061647,-0.077698,0.00043422,0.093823,0.16752,0.10076,0.059439,-0.017345,0.023688,-0.0038884,-0.084023,-0.0059762,0.041054,-0.00898,0.0005316
