"","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M395.255T1390.374","45743.157","67955.7988","72900","51948.532","65277.0727","94125.445","77417.571","62660.233","68400","65040.5","57100","58000","66216.259","22868.6151","54800.413","62943.605","50481.787","70600"
"M566.424T1474.624","51742.1888","146519.7594","134000","120360.705","709423.2804","100929.076","111860.935","150312.636","152000","92906.36","104000","256000","145908.759","57012.324","1009514.184","173937.386","115992.661","228000"
"M623.265T920.434","7877.4449","88642.9285","1e+05","76947.5","4759.213","58501.431","81223.394","113566.513","71600","95926.267","106000","71600","117379.78","14045.023","89219.125","88612.626","125107.592","84400"
"M878.315T828.514","5981.3522","43692.504","33800","22916.705","2876.1403","21764.875","53721.659","57669.928","43200","22016.627","53200","18700","34731.699","1837.5","33426.437","36750.039","32028.632","33900"
"M855.591T1523.593","26634.7824","149336.5531","70800","49297.446","127600.2052","52384.772","186676.292","71939.155","84800","163110.671","27000","52000","49593.95","42494.8745","108167.413","72497.781","186153.092","274000"
"M471.315T1439.847","192721.7559","367088.9666","261000","358846.771","140435.1174","283942.568","340202.041","429669.738","325000","250682.454","341000","401000","358360.224","162574.7819","305599.646","443830.17","295231.681","277000"
"M819.483T1052.14","301.34038","26896.1048","37200","36726.073","3624.395","57789.98","35409.141","37506.612","24500","46884.958","26000","32100","27425.121","1506.7019","27395.293","24224.256","39992.324","27000"
"M858.336T973.898","14651.9471","108018.8113","110000","115403.025","13039.8881","75286.835","101529.556","149154.579","102000","99763.88","157000","97500","134710.166","15886.7056","117344.287","93780.239","101195.997","121000"
"M542.478T1573.977","3359.1357","56845.2864","64400","46201.986","9044","29286.757","15302.819","60094.731","55400","99626.698","60200","108000","109751.451","671.82714","79386.131","69384.993","68707.273","73800"
"M873.589T1438.489","14116.7168","92258.3352","29100","77061.151","84778.4221","47468.49","153475.986","62792.293","104000","160334.036","39500","26900","75975.282","34898.339","102242.817","75650.464","102380.056","121000"
"M432.221T1406.201","8273.8941","179288.3203","125000","233344.835","19286.696","207480.474","118961.58","170123.837","92500","187394.831","204000","147000","177726.065","2485.148","176487.921","130455.788","163574.402","187000"
"M965.537T1163.004","10768.2767","149686.2218","143000","140541.782","11895.3537","234283.138","208042.193","157106.112","130000","202244.345","139000","161000","176930.582","9376.7858","202393.5","138903.163","182500.296","162000"
"M256.263T1593.285","88065.0335","102029.9146","90600","86470.642","89286.2884","90373.596","52460.213","83383.127","1e+05","71528.927","101000","96800","103708.125","99270.0332","81779.923","97950.228","86892.644","113000"
"M579.488T1406.122","39229.302","84297.2605","52400","47167.301","51545.1675","48844.781","47890.19","41149.176","48300","40563.223","48300","35500","57319.4","33011.9467","54020.188","45311.181","52509.872","35900"
"M522.261T1109.944","18615.3622","90833.0683","71300","77331.426","5867.8096","154053.761","181417.946","76183.448","113000","87559.793","74200","75300","73667.373","19380.7157","75303.924","58708.411","90665.459","121000"
"M785.299T924.482","8062.9279","106586.4987","81800","109379.453","10696.5605","43949.285","99247.484","145321.995","90900","66721.147","116000","88000","120067.928","1730.1082","100141.763","90426.606","103048.515","87700"
"M469.321T1405.986","77625.8911","121925.288","124000","139165.127","67279.1987","155930.957","127982.667","160767.295","183000","101506.939","133000","197000","125107.137","63715.0707","150115.935","155261.016","127860.452","105000"
"M403.243T1438.94","108437.5254","187543.2509","181000","221852.935","88098.953","182167.869","146207.079","255830.793","217000","166267.027","196000","206000","206667.787","98212.1058","182071.425","227882.187","160240.775","168000"
"M455.152T813.875","6274.6316","97277.4319","72600","78858.798","1027.9353","57393.778","84502.261","161000.396","57600","53811.504","111000","62200","79139.413","1492.9483","106475.638","61412.67","57163.61","91000"
"M662.261T828.514","20950.4384","57839.3038","64000","57917.152","7527.0319","46926.813","76921.458","87812.409","88000","52093.389","80600","65800","91764.326","10634.4126","68684.654","53890.455","57729.201","63200"
"M913.569T1358.969","5812.9542","51733.1873","24300","26883.003","37230.5986","52968.399","31090.587","17297.833","72200","220468.319","11900","31100","19280.222","2921.6491","131558.671","18454.614","59270.246","54600"
"M1001.706T1624.867","454","20846.8073","12300","9794.531","46888.525","13717.057","16852.803","10732.726","11800","334509.611","454","2270","9830.77","4302.6738","29921.001","9066.497","19091.781","20000"
"M385.183T1403.322","190591.912","228833.3537","282000","235146.988","206655.6824","187597.533","402262.633","255445.35","545000","201161.32","199000","490000","301904.447","206082.7045","316254.15","651686.926","220087.53","584000"
"M387.251T1439.586","192956.9482","369249.652","393000","355059.475","187071.3867","401776.078","356222.321","449831.92","451000","301133.401","380000","499000","476477.641","197398.9317","530898.872","481100.687","379545.141","649000"
"M677.475T1440.046","288317.135","262654.5245","312000","337310.286","229664.4326","281187.875","294027.578","361647.11","439000","262285.917","545000","430000","286736.344","198579.7778","409740.26","537445.425","297277.154","411000"
"M547.407T1473.551","124851.0075","198585.6201","180000","183674.529","157016.7812","153002.131","144365.339","193244.535","194000","134551.786","172000","231000","189683.349","150437.0507","201536.517","258752.688","154802.933","189000"
"M981.368T973.898","4259.7853","80950.7651","51100","80886.558","3247.0994","23253.007","52894.873","113137.389","90100","38811.145","105000","71400","71692.309","6148.8802","109799.285","63462.651","63780.217","70100"
"M852.321T857.905","2182.2039","82437.698","76100","72517.162","2513.6562","43089.692","81807.113","107685.689","73900","67851.964","111000","55500","115836.553","436.44078","86739.42","81667.011","67629.232","51700"
"M562.399T1338.646","150746.3143","66598.0938","259000","129102.936","106626.5846","94084.771","373114.07","172678.767","185000","185660.003","118000","282000","239953.181","351862.9552","84261.491","397300.133","260652.246","122000"
"M938.336T754.756","9301.5252","55985.344","68200","62895.564","4842.2466","45087.505","76600.974","102495.979","79200","47411.965","80400","58500","88328.998","13289.7275","48044.773","81621.96","69476.719","52000"
"M824.546T1389.363","24857.0522","375847.934","294000","416346.52","48733.7661","386022.723","328809.614","381257.87","236000","369694.238","437000","295000","289924.84","32088.1488","392148.093","278464.139","341092.12","378000"
"M293.132T1011.058","42226.4814","160255.2766","148000","170530.418","31186.7016","175029.503","142923.155","168964.345","162000","174794.813","140000","104000","119729.86","43497.014","231862.438","132552.509","196962.991","249000"
"M419.164T891.807","12202.1389","93028.6916","96800","104482.204","5043.9015","77367.553","95107.578","102297.581","97400","84208.082","143000","87700","115316.301","3434.1709","130850.648","85607.289","96878.172","102000"
"M341.156T1442.696","127668.9148","130797.3026","147000","121818.005","126650.3291","145409.366","141851.135","140970.574","152000","112108.695","120000","146000","131820.007","112746.416","146687.064","146775.745","150482.908","127000"
"M641.452T1372.182","61844.9926","363356.9059","211000","213553.144","272750.6329","229249.834","213375.34","216689.374","251000","222552.89","209000","251000","220484.385","65555.7469","519553.842","220060.06","208682.047","215000"
"M921.307T891.652","9175.9865","60206.2021","69400","73624.722","13620.3901","51510.349","72324.596","112897.747","69300","42999.638","95000","67100","68025.298","3226.7014","77906.525","73747.397","51817.741","72000"
"M589.432T1330.445","368679.7309","435056.8728","397000","316407.898","309355.1703","250652.749","391832.312","338604.077","328000","375347.76","290000","281000","361234.511","297102.6623","401955.444","289951.835","400186.806","416000"
"M943.585T1341.992","2116.5695","35193.0452","31400","25032.771","12070.1561","54125.439","35001.516","48047.353","16500","135065.993","17300","25400","38375.295","2451.8146","44271.135","41117.522","39233.304","38000"
"M439.231T1187.316","47663.2519","161239.8938","120000","144163.916","8084.9547","185459.405","170669.235","140286.677","122000","161662.526","140000","170000","133336.505","15814.2309","183043.885","120545.421","114809.781","150000"
"M734.269T909.479","10215.2504","176512.6778","93800","144100.524","15810.7728","65241.316","97157.756","206177.968","95100","134462.111","175000","1e+05","150180.015","9181.9672","114533.419","99842.96","102380.702","108000"
"M652.499T1471.536","27934.4149","113846.7985","202000","96917.772","49380.2518","87571.986","141856.864","131177.113","135000","114295.75","105000","173000","133881.188","28221.3413","160049.749","175369.429","107656.628","133000"
"M719.539T1371.072","43384.8572","85440.1387","81500","90782.716","124316.2285","89657.033","78104.979","92380.538","104000","102842.657","71700","97300","55142.709","44445.6392","347779.138","95649.637","92922.401","108000"
"M795.538T1390.404","85886.804","82536.7505","131000","85703.249","62608.6289","67947.013","124081.074","76269.415","135000","128051.807","37100","122000","71803.766","52285.9397","86360.013","109753.301","106585.208","119000"
"M990.389T957.42","10485.8041","97449.3781","93900","97862.218","2454.4802","34954.158","84053.198","141567.686","83800","70807.949","184000","62100","99156.026","3188.2504","95373.623","68489.656","64571.626","89700"
"M351.177T1540.43","277517.6374","333255.0295","288000","351515.792","265239.0273","281456.478","277631.272","293868.785","341000","301173.493","350000","279000","303481.774","262724.3351","324270.189","292040.015","257624.326","334000"
"M349.193T1607.528","98439.4503","110683.9854","97600","120727.333","72777.5348","91743.83","100771.388","116027.773","92400","88392.924","128000","123000","111461.062","117784.0219","98000.125","131503.175","99890.998","97600"
"M425.215T1355.365","279098.2759","442896.3333","280000","383134.881","214667.2112","312005.001","301813.579","364219.686","294000","321482.766","311000","302000","305736.751","259515.8335","295044.325","250842.71","273266.363","269000"
"M605.427T1490.314","205621.9622","276919.1232","1060000","247904.699","168167.6138","191591.976","237539.332","268498.53","265000","221955.81","283000","369000","358048.858","219694.5914","309230.791","365409.484","289207.307","288000"
"M993.379T943.327","10294.8768","95833.9504","1e+05","122353.696","6033.2699","64558.855","102026.012","125761.581","91200","69810.011","177000","77700","98036.118","6285.3409","113328.815","89050.954","85980.005","87700"
"M944.365T940.951","26968.4688","151606.0112","403000","146002.22","17065.1359","57379.69","560376.013","254581.094","1430000","144244.532","227000","412000","189909.502","21010.5857","426239.959","518472.274","237179.605","492000"
"M734.266T813.875","8771.7091","80106.0978","58300","67803.745","9490.7074","39248.471","74438.837","90106.177","60800","67928.129","91300","58800","72519.706","2234.1306","68782.533","62140.046","60131.442","53100"
"M539.369T1423.012","110476.5836","226466.5749","3e+05","204844.864","86354.6687","198702.549","232097.424","302713.315","301000","198387.768","254000","373000","355984.978","180913.1844","275888.869","427474.99","287871.429","213000"
"M1025.562T1190.664","4729.4123","34912.1309","29500","48171.398","417.41092","51747.91","40993.142","26779.33","48900","53068.206","41200","27600","28930.437","2087.0546","65600.29","24840.823","30673.277","96100"
"M522.254T1237.452","13826.5011","125593.8262","175000","145794.791","15475.9416","164582.527","188839.055","122236.004","189000","125195.263","123000","125000","120787.25","2765.30022","163766.109","118656.516","131703.419","240000"
"M387.249T1423.063","120325.0586","301684.7606","301000","268061.375","122762.2313","331715.3","299155.518","373561.198","368000","249545.724","311000","413000","385260.633","126405.5367","423310.368","394119.213","295374.721","560000"
"M803.494T1321.954","33167.1938","444599.4044","432000","466948.603","20892.056","512645.559","505970.057","341661.726","315000","528168.618","362000","458000","430363.793","37184.6943","512251.994","401540.874","473258.51","457000"
"M847.319T941.78","7112.9322","132899.4071","128000","123660.41","4667.1043","38011.535","119662.382","234652.669","110000","101188.993","211000","110000","192138.673","9735.7305","115020.156","105351.497","82869.971","104000"
"M721.498T1439.586","105759.3652","191649.5934","98100","126540.305","90418.6049","122130.763","115417.627","186637.156","184000","168603.62","157000","147000","110505.968","71923.2657","273926.058","182379.13","182430.883","205000"
"M451.141T834.347","25919.8334","100135.0518","115000","112598.322","12773.1518","70385.696","112214.551","164403.175","128000","111492.872","146000","103000","143611.217","22699.8437","98387.779","116685.278","121205.64","95800"
"M385.183T1369.501","122286.3984","158676.3489","199000","152819.462","145284.5756","233587.528","379141.16","171734.283","454000","159519.926","141000","301000","187956.868","125797.7373","242873.824","490971.749","167548.489","456000"
"M533.359T1187.622","29148.0761","82975.5621","66400","123477.263","22803.6037","177144.711","54331.343","73204.769","48100","51084.391","150000","61700","40121.722","12043.4258","143075.65","86839.593","60251.45","177000"
"M425.216T1422.743","267368.6389","439880.6475","277000","374692.622","227297.9667","309714.839","309390.951","377001.238","309000","313474.662","316000","296000","296628.576","255004.1119","305590.427","241632.111","267781.632","293000"
"M860.602T1524.995","27821.5682","83952.0264","44200","106400.091","85529.2749","61526.866","64594.851","87635.149","83100","345356.724","30800","56200","100327.474","68404.8229","83794.59","117317.511","51350.828","55500"
"M821.503T1322.584","12027.4211","198756.0476","232000","225247.701","8526.3275","276669.664","266904.427","173030.855","193000","262411.222","186000","243000","243589.8","4301.4357","326220.048","191745.514","231085.067","247000"
"M622.23T911.332","621.25016","91359.4733","169000","88220.444","621.25016","45989.334","100234.96","121386.68","93600","118669.172","103000","89400","155371.335","3106.2508","89628.238","131631.376","225359.365","54700"
"M818.326T857.905","20736.9224","170805.4539","102000","160148.056","11602.5334","60303.703","100819.515","354133.588","98200","100853.842","309000","88000","165599.804","18539.4319","66380.371","97929.175","131996.801","99800"
"M653.412T1258.482","23195.1037","143660.6152","138000","140074.725","19085.3778","135177.639","149758.372","160775.707","138000","127405.776","146000","185000","143856.105","19291.7287","147664.815","163223.819","157346.258","154000"
"M725.552T1574.274","64987.1019","103066.4606","102000","87013.172","198253.7341","75698.527","93127.617","93647.939","128000","77809.458","77600","113000","91131.168","80217.3292","192033.499","117996.217","101619.087","81400"
"M469.3T1440.275","130674.0094","160054.5992","179000","186902.421","113168.1338","191084.752","212894.125","200179.642","226000","143152.984","176000","255000","189416.244","123725.8334","192368.705","224794.941","163925.375","159000"
"M503.18T942.609","15903.3897","127289.4056","110000","139348.308","5028.8254","61501.295","122147.046","175692.464","92700","120477.501","171000","88500","142459.423","6136.0152","116790.032","109611.851","102778.99","105000"
"M815.515T1474.31","45717.9102","267592.226","214000","231410.314","57480.3755","309672.364","230031.707","189994.069","221000","350394.665","258000","226000","170381.667","24422.9762","322571.123","193036.472","230613.299","314000"
"M605.221T880.56","1495.3177","91266.9031","72400","87470.189","698.2679","46010.117","62302.029","121458.772","50400","115811.34","99600","61100","141323.36","1259.8582","90437.614","73390.139","104766.542","76000"
"M885.576T1456.932","21249.7348","77424.6357","43400","32893.916","83855.6194","45822.7","55044.669","49471.567","137000","245136.95","28300","48900","44099.828","13692.2141","108344.248","78218.358","75326.413","103000"
"M788.544T1540.701","17675.8436","128494.4125","162000","81989.444","32727.5512","69752.973","62440.43","86438.667","104000","238268.285","80100","93400","128608.446","76263.8732","131732.12","109697.893","86218.956","298000"
"M757.24T725.919","38194.1874","691128.608","142000","847263.28","12414.5296","325637.014","166332.039","947952.824","201000","133802.271","1120000","105000","155083.661","20959.5154","196971.42","163636.365","123848.544","166000"
"M303.176T1424.513","217622.4417","238351.9308","258000","245751.155","198433.0839","198636.013","274792.297","273091.006","337000","217030.068","215000","217000","217245.688","175945.689","238833.822","238453.52","266231.648","272000"
"M475.412T1607.605","25983.5593","58074.3031","39800","40194.546","33636.3167","29122.145","12141.735","42608.113","50700","55928.277","33300","52900","54371.933","36194.638","66108.413","43617.621","53087.707","60000"
"M651.489T1439.586","47788.3118","217748.1675","407000","220048.104","63484.4155","198161.58","270427.835","327516.946","340000","267242.745","227000","386000","334634.453","52292.0738","401815.4","383686.93","240818.188","293000"
"M877.503T1170","14527.3209","139172.6843","144000","145198.594","4593.2901","187861.156","203063.625","138303.995","148000","194573.918","121000","166000","150387.481","7402.1341","184553.411","139437.858","170641.728","164000"
"M846.506T1146.934","7681.2106","243671.6674","282000","275885.166","12014.3455","408234.196","410133.314","198561.681","241000","461266.075","266000","242000","196671.878","10229.5471","245018.762","161864.436","311139.712","293000"
"M1037.391T940.951","7109.9258","64242.212","70200","67163.463","5511.6198","25470.928","56801.495","81805.971","46800","53132.283","66400","44400","68787.868","2182.5632","56372.335","49050.462","63908.195","80000"
"M571.411T1441.156","68986.6132","129246.3185","113000","111761.501","61901.1999","106656.268","104548.988","126881.903","129000","108161.258","114000","164000","131035.296","82431.4288","117711.166","163110.028","109743.235","133000"
"M451.243T1439.78","85358.8208","156365.0189","158000","126383.359","92350.4532","159339.429","152481.981","128772.314","153000","137735.608","129000","146000","135917.379","88757.9135","157859.146","141288.217","159513.033","137000"
"M854.583T1456.932","21683.0859","46501.9153","40600","36531.415","55922.2029","32351.254","34708.797","29429.853","60200","141012.355","24400","26200","29012.211","15396.9052","52496.763","50973.758","54711.565","44900"
"M653.413T1377.63","30567.0668","138299.4139","133000","125614.856","35834.4817","124807.531","135234.216","161604.022","125000","101088.931","140000","174000","144679.772","30026.8467","142662.19","210781.897","163588.229","156000"
"M285.297T1471.68","189888.7444","155610.9892","463000","163624.467","172731.6022","236002.747","667544.674","166910.255","585000","183090.123","153000","780000","270991.007","218170.9638","508863.733","867506.641","290493.34","850000"
"M651.489T1456.786","66376.6123","217622.7579","510000","253713.173","79809.8451","230578.378","339072.004","339370.397","349000","299542.207","241000","426000","342520.821","58960.9453","423027.161","398716.208","260980.998","320000"
"M409.225T1456.762","189385.0865","242078.58","236000","203341.71","233900.9476","200233.871","199831.01","175257.461","246000","237597.394","174000","215000","214035.712","210825.6576","229654.898","181504.847","228243.123","255000"
"M481.366T1325.086","93733.3023","174095.5726","176000","181191.14","87415.9545","123274.992","182113.192","238196.55","188000","120432.446","196000","239000","234919.096","49476.9964","138980.35","174385.073","179884.955","142000"
"M538.393T1458.161","39755.45","74294.2998","376000","79409.715","46948.946","81801.854","80143.353","99005.706","92100","107514.289","83300","103000","87220.278","45217.7311","71343.371","102388.36","77920.875","61200"
"M609.489T1506.592","52186.2176","134713.2648","101000","69000.707","75817.1417","115951.315","95483.15","133580.281","111000","96474.863","116000","205000","162642.878","45620.1986","149729.584","139803.848","56251.271","119000"
"M609.485T1523.905","56885.02","111574.6233","121000","74118.79","88656.1042","90273.42","88390.341","124149.66","107000","104588.468","107000","177000","153497.393","57345.2763","142372.08","128296.297","63973.455","128000"
"M767.537T1356.112","44331.517","161604.7374","86800","93233.798","73110.5618","100390.106","85145.974","105880.561","98400","82814.279","95800","111000","76899.022","31363.1089","176451.029","102160.308","96726.442","158000"
"M727.264T942.609","8220.9977","93436.0694","85600","93938.244","6778.9237","65747.029","152531.665","111538.01","151000","80090.102","112000","158000","90929.965","1355.78474","86114.061","130316.585","100596.176","101000"
"M854.586T1475.069","21676.133","57903.0708","40600","39451.794","58499.1338","44352.246","37447.02","32491.358","63400","148751.166","24400","32700","34491.493","19240.8015","52461.67","55509.716","59531.494","53400"
"M355.282T1278.929","554586.2098","975795.6291","217000","1435815.417","90306.183","2060368.922","522620.867","1116093.328","771000","423019.843","1450000","166000","263177.033","96337.5178","389255.412","211641.168","265211.408","605000"
"M330.263T1492.022","135806.3923","157056.408","128000","144902.555","146481.4689","176199.229","177938.484","135283.934","121000","128550.539","140000","125000","132584.786","143946.0237","126797.13","140695.51","135165.686","131000"
"M421.346T1406.262","64808.8615","87801.0845","132000","87281.086","107873.255","109011.74","103703.599","122096.114","146000","119861.76","111000","119000","103182.742","139138.7883","108739.795","90635.824","102893.409","134000"
"M775.259T825.968","28297.4188","145249.1075","171000","91437.098","2162.5422","97020.327","97405.817","175449.948","175000","129142.545","199000","84000","170404.323","14109.9327","94284.716","114461.623","173173.622","114000"
"M923.341T843.183","4097.4423","46670.2193","48100","40972.317","6734.8872","38445.515","65424.635","68269.392","37200","36964.306","74900","49100","56731.527","9858.7509","43400.068","39169.474","36277.647","37800"
"M809.538T1490.286","49202.8328","243323.2953","140000","171290.07","70846.3756","217779.32","127380.8","171284.109","151000","220634.127","177000","130000","130170.556","64904.7501","191424.52","168347.156","163158.57","263000"
"M512.41T1575.482","112969.4731","190999.0631","122000","126303.617","137950.1905","100785.684","109819.452","123362.938","115000","114174.173","116000","127000","125484.909","138045.6819","346133.073","137124.829","125139.784","126000"
"M423.148T959.199","19958.6755","2268906.762","633000","2300254.904","16786.7592","251178.675","294088.766","3649352.232","415000","1242254.021","3140000","367000","2204821.825","28536.5986","470185.324","215939.085","894160.333","350000"
"M369.19T1418.277","230460.0689","227720.8716","249000","216110.695","203946.1586","226836.75","219786.109","247580.379","212000","205931.277","218000","250000","203054.972","227662.1261","213679.812","240491.546","233822.449","222000"
"M935.358T959.199","9209.7159","95733.6717","91800","93483.876","8370.0997","43949.912","82809.618","123931.852","85700","76632.311","122000","99500","104747.689","6461.0544","84509.399","81913.516","94751.552","105000"
"M423.145T941.689","19958.6755","2268906.762","630000","2300254.904","17990.7127","251178.675","294088.766","3649352.232","415000","1237474.272","3160000","365000","2204821.825","29252.5794","470185.324","215939.085","896735.247","350000"
"M437.323T1509.101","212339.3074","234709.273","212000","223001.871","150920.3906","250223.139","238453.696","230004.292","222000","241609.935","205000","245000","240500.418","164184.9455","235150.649","288607.278","224112.192","249000"
"M439.317T1473.604","183677.1855","291739.6638","248000","343156.52","168416.2771","219022.669","297716.87","325910.8","331000","164426.522","325000","379000","352227.211","171393.754","344407.804","363420.619","267360.041","259000"
"M1022.363T909.479","42196.0779","102592.0078","111000","101190.631","17484.6005","71398.389","138122.199","159673.172","138000","131096.03","150000","116000","131979.651","22015.7848","100206.941","123405.518","137712.15","122000"
"M847.317T919.58","7211.6894","140671.746","131000","126616.517","4605.1996","38011.535","119716.259","234626.852","112000","101166.349","215000","117000","192092.365","9753.3292","114978.227","110827.529","94969.166","110000"
"M409.264T1339.403","20619.727","50961.2695","47100","34045.547","28949.2367","108310.258","59676.762","56711.996","68900","48123.905","51800","65000","34666.976","12956.8024","67970.496","66567.06","60610.108","48000"
"M860.602T1570.854","31008.4098","83972.1338","51900","122629.464","92879.5287","67946.357","67897.389","108327.902","90000","368630.957","30900","64800","120277.109","81116.3439","90990.27","139075.502","56164.278","65700"
"M744.276T1008.897","4878.0914","136394.8642","92500","177994.91","2556.1543","44459.04","111138.323","229237.347","82400","74572.728","307000","91000","140297.361","7078.0257","99988.596","115502.02","94761.021","89000"
"M609.269T1439.891","30169.7278","262688.0499","786000","205982.201","28510.6777","762512.138","3372546.524","216022.779","1820000","308339.271","188000","453000","200121.344","35218.3311","963820.783","1119614.349","429484.115","2350000"
"M674.519T1442.536","35693.9859","52116.3829","217000","46954.779","37290.8083","33593.544","72482.192","74789.254","81300","91432.973","66300","87900","73811.289","39629.023","53852.954","103067.888","81764.88","65600"
"M439.318T1571.719","122794.6661","126614.8909","142000","157984.386","109443.6423","93133.358","123092.682","143191.897","172000","69345.876","155000","192000","184099.017","116459.7346","187639.167","178229.328","151241.909","139000"
"M737.173T1002.572","7755.7674","343593.7256","589000","411520.289","8652.5349","266887.894","750112.265","431837.466","679000","329950.382","596000","752000","422697.599","21806.6727","266041.863","612206.917","368914.328","357000"
"M569.435T1691.217","24171.0884","35536.5341","29200","17004.375","18914.6422","20600.628","23283.222","25543.844","27700","11800.209","20100","28100","31616.356","29536.533","91456.168","39192.938","33234.663","36600"
"M886.576T1523.593","11393.3247","79846.7407","50700","27164.152","80407.9136","54863.305","55192.188","44000.233","108000","215595.045","28700","60600","42880.699","23373.6675","107381.396","61326.941","68335.517","84800"
"M311.311T1540.43","389015.1437","1773953.757","216000","1935291.463","63314.2344","83354.048","57841.832","2423075.254","120000","831251.365","1800000","122000","405187.552","75237.7056","313643.859","118780.127","872186.958","253000"
"M455.313T1352.626","90543.5936","267285.6756","3e+05","290336.544","88556.2948","417144.627","337474.984","341773.854","362000","250569.689","327000","356000","342235.146","88061.6778","317295.553","395425.44","303032.254","285000"
"M471.218T918.479","5428.2805","148170.3025","128000","126748.019","9163.6971","56988.966","100253.093","186584.377","110000","126107.207","142000","108000","136517.86","1924.8036","119243.087","154445.679","112813.482","101000"
"M497.351T1457.506","221400.5491","352726.5799","315000","345433.146","292448.1378","324174.818","301415.083","357148.117","340000","290102.238","353000","327000","304740.818","214124.3503","354952.373","336200.941","300303.67","282000"
"M503.174T828.514","7289.5009","57037.1161","63700","62979.522","4231.5011","31668.233","101629.533","111169.537","62700","77140.05","72900","70600","77849.631","846.30022","44632.001","79550.593","56848.742","55600"
"M693.269T926.987","6210.5009","134032.0936","148000","128026.003","10107.4181","61606.694","150478.84","223485.603","141000","126937.287","235000","126000","174005.294","8584.5646","140642.877","116983.856","179949.336","113000"
"M671.411T1339.403","27451.2798","111559.1446","130000","101433.421","19773.511","140785.39","137802.537","124760.317","174000","112446.639","101000","136000","120092.74","25767.2489","99160.556","146320.096","150981.627","110000"
"M629.463T1474.173","103705.5945","343314.113","433000","285791.716","192573.1383","287930.169","303186.438","366995.413","353000","339980.927","276000","468000","364847.883","116945.4012","489047.742","415905.687","323758.719","404000"
"M1143.432T957.42","9136.9196","69896.5424","104000","69973.934","1972.5446","45045.134","105579.072","112806.944","72900","106343.294","96400","99900","116569.137","1531.2326","79738.818","79084.829","95448.639","84000"
"M556.438T1591.725","83047.6303","90494.9786","98400","81631.799","78898.0872","70294.861","83801.069","89836.482","97200","99002.205","112000","134000","94794.622","88563.4316","84952.395","123691.15","87328.41","105000"
"M440.239T1021.299","9136.5619","92615.9725","92000","44544.256","2182.0109","120857.026","183904.258","92187.662","67300","86216.29","99100","104000","156814.054","8889.5679","74982.536","84736.809","109537.091","88700"
"M757.232T831.535","55600.3107","705737.2216","168000","1018456.931","21261.5138","344267.819","138210.904","940524.21","207000","185735.405","1160000","143000","159655.302","41663.5891","245173.378","193535.678","182631.364","184000"
"M511.254T1186.899","66848.6154","129489.3624","132000","154081.674","167516.4758","238201.05","222877.214","128818.569","183000","234627.808","167000","155000","204238.96","51190.7511","245001.513","151971.561","215350.725","210000"
"M909.347T843.183","6838.3098","53324.8933","57200","57440.179","8867.8818","33635.049","73605.807","92932.185","66300","42586.887","84900","60900","75938.508","2922.5209","59529.371","52771.336","63203.008","60300"
"M424.207T1477.169","198709.0645","280985.5662","246000","292311.885","220256.2024","336802.727","251163.801","266695.143","250000","298861.748","251000","245000","256397.287","218423.502","305413.779","213904.843","238065.519","290000"
"M475.409T1390.36","31891.9374","58091.0094","82400","69536.667","53264.8979","22518.629","114547.275","77804.165","109000","67501.115","75400","129000","118744.304","27607.3337","99079.995","111865.539","95213.235","292000"
"M424.206T1605.092","197301.2068","232700.7804","221000","234526.971","221710.9919","226575.453","176022.021","207819.311","203000","226317.65","195000","215000","225175.95","231967.1866","271546.95","186599.629","186710.153","238000"
"M753.276T940.951","5911.2646","82187.1521","79900","144190.995","3758.6565","39755.19","93413.047","166776.49","101000","75070.285","86100","80700","121405.417","751.7313","129546.36","103164.639","96099.453","145000"
"M519.308T1473.566","62474.312","82946.8285","75200","66112.051","108147.3295","88155.662","111483.755","79757.662","104000","74581.124","70000","102000","59121.865","59896.4826","93824.353","94289.094","94563.878","94100"
"M299.11T1456.862","184519.7578","205739.9306","211000","178685.04","253918.6082","237789.343","216813.456","186033.786","220000","175714.125","178000","199000","193626.965","178195.4604","244781.128","198785.771","177420.06","227000"
"M547.382T1348.634","129700.419","170180.5753","182000","185383.494","105950.9423","194446.231","232561.24","229381.941","162000","168428.375","191000","260000","184206.006","121532.0926","187594.422","306749.211","180029.891","179000"
"M692.263T843.183","12218.4701","78647.153","110000","83679.367","12825.5393","59620.23","126187.323","130446.178","120000","74460.341","128000","110000","116648.374","7513.2942","84406.553","110567.186","110451.304","103000"
"M551.445T1525.109","95216.0605","144744.873","138000","141046.818","108856.9964","115882.527","137471.981","244223.011","148000","125440.796","155000","180000","146959.845","160755.8453","184398.502","168002.259","152025.877","118000"
"M447.35T1507.107","69448.0106","68686.5427","84300","64065.731","76515.0103","116777.742","199474.338","69949.354","85000","81049.611","78700","86300","94581.533","68236.5698","75445.921","120724.187","57278.375","80000"
