"","QC.1","QC.2","QC.3","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M807.348T918.929"," 0.68040449","-0.09823735"," 0.73203166","-1.09364111","-0.47505762"," 1.21393319","-0.13663449"," 0.27809128"," 1.20000854","-0.34854375","-0.92921129","-0.07505830","-0.68944268"," 0.18412725","-0.44276981"
"M641.443T1389.187"," 0.449790156","-0.198177567","-0.225686349","-0.045512665","-0.114702845","-0.189181755"," 0.076069544","-0.031554312","-0.219212253"," 0.002665029","-0.063824967"," 1.083054683","-0.117609656","-0.261511308","-0.144605734"
"M803.498T1269.605","-0.045139495","-0.009938963"," 0.015451170"," 0.281115474"," 0.286998104","-0.453334774","-0.470325880"," 0.354703726","-0.350434599","-0.006297938"," 0.032265423"," 0.315323020","-0.116994734"," 0.153528119"," 0.013081347"
"M488.187T973.898","-0.249721833"," 0.141637374"," 0.335821847","-0.713645496","-0.250729537"," 0.351887011","-0.415853362","-0.207087833"," 0.466317795"," 0.134636663"," 0.290488610"," 0.172117812","-0.120947864"," 0.069066405","-0.003987592"
"M610.257T918.479","-0.32818813"," 0.19171431","-0.15835578","-0.59583385"," 0.35315353"," 0.03892129"," 0.24760635","-0.11828537"," 0.09189368"," 0.09739163"," 0.38743176","-0.15005330","-0.12752013"," 0.04535907"," 0.02476492"
"M906.636T1393.418"," 0.18957140","-0.41629444","-0.15990969"," 0.28462308"," 0.36664798"," 0.24443873"," 0.63631658"," 0.80839650","-1.20035682","-0.07315189","-1.04773997"," 0.26242522","-0.40758794"," 0.42379895"," 0.08882230"
"M481.361T1422.828","-0.05314880"," 0.07302064"," 0.12904164","-0.45826376","-0.14819227"," 0.33816858","-0.10615155","-0.54610650"," 0.24946390"," 0.30459356"," 0.50443736","-0.12910505"," 0.11162698"," 0.01198997","-0.28137470"
"M815.507T1358.969","-0.019127117","-0.365935053"," 0.047255124"," 0.228622392"," 0.059516828","-0.166366912","-0.392445247"," 0.273230853"," 0.051625326","-0.357662931","-0.109196815"," 0.559715093","-0.282584405"," 0.004599911"," 0.468752953"
"M367.199T1319.161","-0.045164210","-0.192583227","-0.117204976"," 0.157862099"," 0.687745118"," 0.103902090"," 0.359413273"," 0.113099697","-0.297329677","-0.328914403","-0.061402295","-0.339803025"," 0.007607955"," 0.077019355","-0.124247775"
"M519.181T769.174"," 0.04511490"," 0.24829557","-0.43072267","-0.67573090"," 0.35709721"," 0.47408129"," 0.33795789","-0.41207537"," 0.25468791","-0.34596181"," 0.17036682","-0.26687875"," 0.04756582"," 0.09188934"," 0.10431274"
"M821.327T902.328"," 0.113883714","-0.054042477","-0.058391280","-1.368609699"," 0.071406278"," 0.688766889"," 0.036928123","-0.082320342"," 0.560070979","-0.082920766"," 0.510559938"," 0.196438267","-0.393682348","-0.140461666"," 0.002374389"
"M837.318T945.789"," 0.03946033","-0.06689779","-0.01917594","-1.25618820","-0.08304230"," 0.42129168","-0.06588492","-0.22542191"," 0.42960423","-0.07609482"," 0.64195901"," 0.55102057","-0.14853748","-0.12778339","-0.01430907"
"M967.614T1358.969","-0.02237202","-0.38460144","-0.04471809"," 0.25978279","-1.06138586","-0.04994765","-0.23891015"," 0.24339007"," 0.33827704"," 0.09489509","-0.06947102"," 0.39612984"," 0.29425388"," 0.15940206"," 0.08527546"
"M395.255T1390.374"," 0.013146082"," 0.202304333","-0.423571369"," 0.596233489"," 0.306482690","-0.105676129"," 0.114444631"," 0.032725074","-0.249420199","-0.232947252"," 0.091725680","-0.121468308","-0.007782581","-0.389401289"," 0.173205150"
"M566.424T1474.624","-0.10408337","-0.13974164","-0.27233776","-0.38872316","-0.28857799","-0.07622068","-0.02541742","-0.44185634","-0.38442526"," 0.37246221","-0.04447885"," 1.63874422"," 0.09471221","-0.26145273"," 0.32139657"
"M623.265T920.434","-0.07444555"," 0.16420782","-0.27918796","-0.61459446","-0.12533672"," 0.28871165","-0.29814226"," 0.11762375"," 0.19589669","-0.37018369"," 0.43147101"," 0.12211211"," 0.01562730"," 0.48347662","-0.05723630"
"M878.315T828.514"," 0.225684842","-0.006908859","-0.493126082","-0.507745852"," 0.512344450"," 0.541942545"," 0.275629594","-0.472817624"," 0.456547143","-0.709822327"," 0.053845555"," 0.074532182"," 0.104265052","-0.066281206"," 0.011910588"
"M855.591T1523.593"," 0.39642438","-0.17117777","-0.50522282","-0.42474338"," 0.61952420","-0.19047626","-0.01723392"," 0.51350130","-0.98297939","-0.45533013","-0.43779904"," 0.24146465","-0.13855122"," 0.61385067"," 0.93874873"
"M471.315T1439.847"," 0.097119014","-0.380150335"," 0.056397398","-0.261399115"," 0.057484109"," 0.364725079","-0.009134394","-0.431256464","-0.004499764"," 0.249865584"," 0.179314009"," 0.013184633"," 0.508669719","-0.179508638","-0.260810836"
"M819.483T1052.14","-0.31547410"," 0.17348802"," 0.09144102"," 0.73870034"," 0.11448712"," 0.13198986","-0.36413764"," 0.48972492","-0.34541904","-0.07512647","-0.19152204","-0.11799705","-0.36943550"," 0.26919939","-0.22991883"
"M858.336T973.898","-0.0993318835"," 0.0002948808","-0.0020835204","-0.5950408141","-0.1150457337"," 0.4041647511","-0.1008481024","-0.1351834010"," 0.4880523809","-0.2468887729"," 0.3514289520"," 0.2277700487","-0.2178819166","-0.1264449563"," 0.1670380873"
"M542.478T1573.977","-0.09326178"," 0.06481628","-0.28606305","-0.66994436","-1.25241537","-0.03534072","-0.06513917"," 0.47415143","-0.03029963"," 0.50212548"," 0.58033559"," 0.33487718"," 0.14853743"," 0.12465215"," 0.20296854"
"M873.589T1438.489"," 0.14872060","-0.81966568","-0.01085005","-0.40122423"," 0.63925503","-0.18146990"," 0.30284185"," 0.68130549","-0.58379831","-0.92469473"," 0.04416064"," 0.35381548"," 0.03073741"," 0.28134631"," 0.43952009"
"M432.221T1406.201"," 0.07569023","-0.34546727"," 0.42647302"," 0.32024519","-0.40590877"," 0.01515781","-0.73755921"," 0.21030536"," 0.26409079","-0.18334244"," 0.16425785"," 0.23135744","-0.26592859"," 0.01624494"," 0.21438364"
"M965.537T1163.004","-0.217889065","-0.215742236","-0.315300373"," 0.502949049"," 0.349313554","-0.134810860","-0.343984905"," 0.313686121","-0.311612707","-0.100858736"," 0.142378332"," 0.427431565","-0.234467549"," 0.148003581","-0.009095774"
"M256.263T1593.285"," 0.139629775"," 0.029833970","-0.117469970"," 0.008976002","-0.800268661","-0.158193958"," 0.195149404","-0.318661442"," 0.141146607"," 0.067782774"," 0.279035926"," 0.002372460"," 0.174596361","-0.033658789"," 0.389729540"
"M579.488T1406.122"," 0.737026600"," 0.124100825","-0.097304424"," 0.007652086"," 0.001774239","-0.278650407"," 0.020672220","-0.229636595","-0.044015389","-0.492387380"," 0.291938891"," 0.288595909","-0.060302172"," 0.127575318","-0.397039722"
"M522.261T1109.944","-0.04176704","-0.27134306","-0.23402641"," 0.62263126"," 0.83353682","-0.24012696"," 0.28166266","-0.01905040","-0.26679201","-0.25584443","-0.20044807","-0.10753220","-0.48070352"," 0.01195033"," 0.36785303"
"M785.299T924.482"," 0.10988910","-0.16392653"," 0.13946172","-0.95986024"," 0.08511006"," 0.50939301","-0.01957679","-0.40924080"," 0.23043191","-0.12410254"," 0.35380848"," 0.19707035","-0.01696829"," 0.12715130","-0.05864073"
"M469.321T1405.986","-0.25907257","-0.16078399","-0.05964097"," 0.17398031","-0.10530837"," 0.17693421"," 0.45096285","-0.45451825","-0.10847731"," 0.48642803","-0.10483160"," 0.26243098"," 0.20976106","-0.11319729","-0.39466707"
"M403.243T1438.94","-0.11303053","-0.09272928"," 0.17620673","-0.10090561","-0.45761993"," 0.44211831"," 0.24010622","-0.22552125","-0.01656647"," 0.06086860"," 0.18695988"," 0.06512742"," 0.33828931","-0.30487380","-0.19842957"
"M455.152T813.875"," 0.20748918","-0.08352649","-0.04418377","-0.37534701"," 0.10181313"," 0.81360579","-0.34701067","-0.42807801"," 0.37714348","-0.31593461"," 0.05138783"," 0.47066657","-0.26237556","-0.36653966"," 0.20088979"
"M662.261T828.514","-0.25359284","-0.04215728","-0.25505550","-0.50023475"," 0.22637953"," 0.35203796"," 0.42482285","-0.32290819"," 0.23520977","-0.06165915"," 0.51067382"," 0.17894965","-0.26368729","-0.18865108","-0.04012748"
"M913.569T1358.969"," 0.1671342","-0.3501438","-0.3125366"," 0.2106641","-0.1669247","-0.6273186"," 0.4516462"," 1.2664375","-0.8976891","-0.2002422","-0.4989756"," 0.9447013","-0.5390018"," 0.3010960"," 0.2511530"
"M1001.706T1624.867"," 0.265335565","-0.003218365","-0.158205861"," 0.051517704"," 0.175328192","-0.101613471","-0.021271970"," 1.847974420","-1.867344008","-0.970886737","-0.113069144"," 0.540893344","-0.164485325"," 0.242714154"," 0.276331503"
"M385.183T1403.322","-0.3503013529","-0.0947583109","-0.3255051862","-0.5126493737"," 0.2642416263","-0.2331164712"," 0.5719950711","-0.4230478185","-0.4785997332"," 0.4153056375"," 0.0008057013"," 0.1039814138"," 0.7576981632","-0.3418154617"," 0.6457660952"
"M387.251T1439.586","-0.26025752","-0.10294222","-0.31997779","-0.08717620","-0.23764510"," 0.03404661"," 0.10809308","-0.47282424","-0.20301606"," 0.18068771"," 0.21343032"," 0.45067342"," 0.21141789","-0.15252268"," 0.63801279"
"M677.475T1440.046","-0.44935042","-0.16098153","-0.12351803","-0.31232333","-0.23305866","-0.01905858"," 0.30016399","-0.37756600"," 0.52512875"," 0.20636292","-0.23578790"," 0.30847362"," 0.57580417","-0.22410524"," 0.21981625"
"M547.407T1473.551"," 0.06349734","-0.01688583","-0.06295501","-0.28986250","-0.35664522"," 0.03227115"," 0.11534533","-0.46050358","-0.14497095"," 0.31021154"," 0.10881728"," 0.29365365"," 0.57965163","-0.25346712"," 0.08184230"
"M981.368T973.898"," 0.14180173","-0.27898458"," 0.13857665","-1.09266244","-0.23920317"," 0.49048660"," 0.30833312","-0.55027659"," 0.41822519"," 0.01969328"," 0.09414160"," 0.58656468","-0.04138051","-0.05276282"," 0.05744725"
"M852.321T857.905"," 0.05259513"," 0.01177852","-0.10963416","-0.70858756"," 0.10722420"," 0.39369459","-0.01323459","-0.11973119"," 0.43598869","-0.43181837"," 0.56792152"," 0.27930907"," 0.11997562","-0.13440526","-0.45107620"
"M562.399T1338.646","-0.89277756"," 0.35981104","-0.30488418","-0.55269241"," 0.68922443","-0.03695001"," 0.06810126"," 0.07096993","-0.37299881"," 0.39872585"," 0.31628371","-0.56576085"," 0.75588445"," 0.36577623","-0.29871308"
"M938.336T754.756","-0.27215048"," 0.05277456","-0.12062807","-0.51197817"," 0.21315659"," 0.54136509"," 0.26372585","-0.41862969"," 0.22363729","-0.20616045"," 0.43309356","-0.30048779"," 0.31345072"," 0.07786627","-0.28903529"
"M824.546T1389.363"," 0.082325370","-0.235956379"," 0.242634691"," 0.182935144","-0.049261589"," 0.117117340","-0.573612103"," 0.145651416"," 0.341939701","-0.296936482","-0.214158061"," 0.361512247","-0.296570198"," 0.002844901"," 0.189534001"
"M293.132T1011.058","-0.06398959","-0.10708638"," 0.01547593"," 0.10113937","-0.14748694"," 0.01620547"," 0.02530374"," 0.12590612","-0.22882483","-0.63120086","-0.35226383"," 0.60206579","-0.23170546"," 0.27331113"," 0.60315033"
"M419.164T891.807","-0.17474132","-0.03746699"," 0.00497494","-0.40909524","-0.05820210","-0.01296864","-0.01316563","-0.24366723"," 0.52219575","-0.25891004"," 0.28263272"," 0.57230090","-0.20556123","-0.03566479"," 0.06733892"
"M341.156T1442.696","-0.17593088"," 0.15091931","-0.32246931"," 0.10706575"," 0.08883053","-0.01181820"," 0.23595757","-0.37170412","-0.32551887"," 0.05471953","-0.01147630"," 0.31514951"," 0.18076381"," 0.19827586","-0.11276416"
"M641.452T1372.182"," 0.459844894","-0.169187983","-0.216685604","-0.078150585","-0.149279621","-0.185823954"," 0.062453242","-0.090412391","-0.226879677","-0.001694029","-0.078557546"," 1.079791220","-0.095009293","-0.182763694","-0.127644978"
"M921.307T891.652","-0.23850739"," 0.01920704"," 0.03225902","-0.40187665"," 0.08156665"," 0.62772881"," 0.02977231","-0.62060359"," 0.39776218","-0.08309316"," 0.02947933"," 0.29172259"," 0.12440806","-0.37818594"," 0.08836074"
"M589.432T1330.445"," 0.28185095"," 0.21336566","-0.21296890","-0.51306675"," 0.20012179","-0.09332028","-0.06691899"," 0.14052568","-0.32655632","-0.38353796"," 0.11024466"," 0.36282344","-0.24584260"," 0.22621138"," 0.30706824"
"M943.585T1341.992","-0.06993370","-0.13163271","-0.38628759"," 0.36026509","-0.02733005"," 0.22401756","-0.71655001"," 1.22201875","-0.71457345","-0.36539679"," 0.07877855"," 0.26309802"," 0.13223453"," 0.07407049"," 0.05722131"
"M439.231T1187.316"," 0.09018296","-0.31313061","-0.09552397"," 0.37604826"," 0.26642577","-0.12393424","-0.27133163"," 0.18540278","-0.12119416"," 0.18541853","-0.09717279"," 0.51007200","-0.27896786","-0.38441819"," 0.07212315"
"M734.269T909.479"," 0.42725361","-0.28134446"," 0.17867330","-0.73451818","-0.23328003"," 0.62435954","-0.25353223"," 0.16551884"," 0.43031644","-0.25399170"," 0.32204674"," 0.06284528","-0.18575529","-0.17492969","-0.09366217"
"M652.499T1471.536","-0.23721819"," 0.57891507","-0.45206752","-0.53493149"," 0.12000727","-0.04112834"," 0.06100996","-0.15839798","-0.32896150"," 0.32062009"," 0.07419859"," 0.38389181"," 0.41467814","-0.24831222"," 0.04769630"
"M719.539T1371.072","-0.16568812","-0.16576464","-0.10610846","-0.07961287","-0.20464528","-0.07828002"," 0.09285826"," 0.08106786","-0.33353451","-0.02696481","-0.53698020"," 1.40389365"," 0.01475143","-0.03134092"," 0.13634863"
"M795.538T1390.404","-0.19192022"," 0.36824448","-0.15310552","-0.36631148"," 0.31350735","-0.27066828"," 0.41146281"," 0.35294474","-1.05951386"," 0.24435220","-0.26302087"," 0.00274322"," 0.19167822"," 0.14166708"," 0.27794015"
"M990.389T957.42"," 0.095056978"," 0.105884989"," 0.097059775","-0.972341116","-0.008771993"," 0.505982464","-0.006972386","-0.189108155"," 0.792870981","-0.384945223"," 0.194376814"," 0.213855206","-0.216785811","-0.297782917"," 0.071620395"
"M351.177T1540.43"," 0.088603746","-0.117444731"," 0.194903097","-0.188546511","-0.184489464","-0.158237219"," 0.253996070","-0.005706197"," 0.214057782","-0.270024565"," 0.049195883"," 0.306107943","-0.053999805","-0.349174403"," 0.220758373"
"M349.193T1607.528","-0.006290164","-0.157892516"," 0.156529698","-0.298562761","-0.087562992"," 0.098847387","-0.245677740","-0.331782110"," 0.295295140"," 0.208061928"," 0.151134857"," 0.012834715"," 0.448504668","-0.112534481","-0.130905630"
"M425.215T1355.365"," 0.574738066","-0.183321983"," 0.303286470","-0.004376513","-0.036769754"," 0.228006809","-0.076468523"," 0.087562103","-0.056180999","-0.120273271"," 0.029471277"," 0.068804197","-0.355548236","-0.227561430","-0.231368214"
"M605.427T1490.314","-0.14654234"," 1.30963114","-0.26502480","-0.49483798","-0.25316747","-0.17114658","-0.13360658","-0.31973105","-0.11210705"," 0.16030988"," 0.20101908"," 0.10707744"," 0.21075837","-0.05128705","-0.04134504"
"M993.379T943.327","-0.07367571"," 0.04560970"," 0.24807726","-0.55115012"," 0.07829105"," 0.29761361","-0.06466332","-0.42058634"," 0.75710528","-0.34504478"," 0.05587205"," 0.32439368","-0.08667714","-0.15484392","-0.11032131"
"M944.365T940.951","-0.5045341"," 0.2593605","-0.5343765","-1.2019232"," 0.5084689","-0.1126407"," 1.2102829","-0.4998971","-0.1953351"," 0.2449491","-0.2809456"," 0.3641374"," 0.4594632","-0.1355501"," 0.4185404"
"M734.266T813.875"," 0.22446054","-0.16675080","-0.02000824","-0.75484834"," 0.19306035"," 0.40522553","-0.09275038"," 0.06701996"," 0.42964893","-0.21428450"," 0.18860108"," 0.19443687","-0.05068943","-0.12155367","-0.28156791"
"M539.369T1423.012","-0.28520744"," 0.14806291","-0.42075581","-0.41026245","-0.18463243"," 0.10750892"," 0.16459575","-0.38599945","-0.11910019"," 0.38081648"," 0.41021924"," 0.14900181"," 0.63713368"," 0.09404297","-0.28542398"
"M1025.562T1190.664","-0.192755997","-0.319749367"," 0.141786276"," 0.256958476"," 0.029418304","-0.462643521"," 0.218964544"," 0.304241428","-0.007729994","-0.432807302","-0.311317234"," 0.605367721","-0.482443159","-0.278570271"," 0.931280096"
"M522.254T1237.452","-0.27614625"," 0.24280017","-0.07510495"," 0.14351251"," 0.35323339","-0.30312426"," 0.36081712","-0.20380150","-0.28947776","-0.27480582","-0.22729348"," 0.26765930","-0.26681539","-0.14606286"," 0.69460977"
"M387.249T1423.063","-0.24371209","-0.18131869","-0.41134046","-0.06164751","-0.18358692"," 0.06376841"," 0.11096248","-0.42970670","-0.18593539"," 0.20100001"," 0.20022563"," 0.41039855"," 0.21646467","-0.20709075"," 0.70151876"
"M803.494T1321.954","-0.04565744","-0.01604281"," 0.02950492"," 0.24168785"," 0.24574965","-0.45782786","-0.50986403"," 0.32188758","-0.35870153"," 0.01137109"," 0.02221265"," 0.39441711","-0.10722456"," 0.13138496"," 0.09710240"
"M847.319T941.78"," 0.078775561"," 0.088493577"," 0.003246294","-1.154946553"," 0.024720569"," 0.663240903","-0.055968679","-0.141046187"," 0.559203314","-0.107340606"," 0.528668929"," 0.065733637","-0.092385429","-0.352378489","-0.108016842"
"M721.498T1439.586"," 0.18568209","-0.57486817","-0.32434492","-0.32076902","-0.37074283"," 0.16234936"," 0.20474727"," 0.09757138","-0.04434508","-0.13136670","-0.39572953"," 0.78286931"," 0.20284849"," 0.18345151"," 0.34264684"
"M451.141T834.347","-0.250820187"," 0.021725457","-0.081996951","-0.715718929","-0.007657097"," 0.488312699"," 0.192550541","-0.010756467"," 0.319420168","-0.200986281"," 0.388538485","-0.083326220"," 0.067322317"," 0.099412613","-0.226020146"
"M385.183T1369.501","-0.42774358","-0.16124233","-0.46669027","-0.01596107"," 0.47108986","-0.34349497"," 0.65118214","-0.36803085","-0.53194813"," 0.20151250","-0.19002011"," 0.11515295"," 0.73455209","-0.32850063"," 0.66014240"
"M533.359T1187.622","-0.03731688","-0.20158320"," 0.33208599"," 0.70538345","-0.38489197","-0.14752097","-0.49439694","-0.43844146"," 0.52661798","-0.30893700","-0.64679350"," 0.59508430"," 0.06472287","-0.29211297"," 0.72810030"
"M425.216T1422.743"," 0.5481756843","-0.2088910602"," 0.2514923138","-0.0256690607"," 0.0009121341"," 0.2805050417"," 0.0071465509"," 0.0327274939","-0.0344152083","-0.1634653509","-0.0338838566"," 0.1241654590","-0.4278133107","-0.2699749785","-0.0810118517"
"M860.602T1524.995"," 0.04005794","-0.48415396"," 0.24695273","-0.20225366","-0.14555328"," 0.08445504"," 0.08074884"," 1.33680432","-0.83447296","-0.30884843"," 0.26308623"," 0.15449617"," 0.39131045","-0.35160701","-0.27102242"
"M821.503T1322.584","-0.28035455"," 0.01967677","-0.09784862"," 0.26495793"," 0.23476987","-0.47542927","-0.24028454"," 0.21598291","-0.36241941"," 0.02696790"," 0.13311752"," 0.65205632","-0.23913565"," 0.01429733"," 0.13364549"
"M622.23T911.332","-0.17683904"," 0.50686399","-0.21538389","-0.84829068","-0.02779008"," 0.12419602","-0.09366026"," 0.15098799","-0.04152756","-0.19331985"," 0.44850119","-0.06068958"," 0.26589874"," 0.80433547","-0.64328245"
"M818.326T857.905"," 0.2691488","-0.1758409"," 0.2056915","-0.6856949","-0.1826098"," 0.9688675","-0.2031685","-0.1781615"," 0.8428980","-0.3554426"," 0.3106991","-0.5036598","-0.1988629"," 0.0693883","-0.1832524"
"M653.412T1258.482","-0.159130242","-0.144090931","-0.219062961","-0.212973371"," 0.042943361"," 0.100898802","-0.124147749","-0.298033902","-0.099978520"," 0.401462736"," 0.005714869"," 0.185794463"," 0.255540047"," 0.141014286"," 0.124049113"
"M725.552T1574.274","-0.007727724"," 0.039509408","-0.228485148","-0.358231291","-0.071696680","-0.121430631"," 0.343295043","-0.297185955","-0.358333987"," 0.117937949","-0.069942854"," 0.961691810"," 0.248036420"," 0.035127200","-0.232563560"
"M469.3T1440.275","-0.34402770","-0.07968776","-0.09017526"," 0.01044449"," 0.21609841"," 0.04016401"," 0.32319963","-0.43646733","-0.16763691"," 0.43974863"," 0.06014135"," 0.18052098"," 0.32643718","-0.22538438","-0.25337533"
"M503.18T942.609"," 0.07114752","-0.05687448"," 0.18530752","-0.82431652"," 0.08463831"," 0.49813705","-0.26657930"," 0.07243685"," 0.46790845","-0.39219452"," 0.31371261"," 0.13014098","-0.04008963","-0.14438487","-0.09898998"
