"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","C12.1","C12.4","X12.1","X12.2","X12.3"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point"
"M519.185T891.73","-0.350684807","-0.688653638","-0.001646788"," 0.044953669"," 0.174435143"," 0.207409855"," 0.143292140"," 0.137337065","-0.150904241","-0.024091580"," 0.427272551"," 0.073879121","-0.048739429"," 0.288236020","-0.177987984"," 0.072828801"," 0.200841143"," 0.041936419"," 0.254334833"," 0.521297507"," 0.021488491","-0.057995590"," 0.087595227"," 0.167817947"," 0.243239910","-2.811188492"," 0.387293184"," 0.281843844"," 0.209054644"," 0.325505036"
"M427.165T783.656","-0.18709399","-1.06538681","-0.07593776","-0.49120927","-0.29201426","-0.06766888"," 0.53941489"," 0.05651727","-0.05717410","-0.23021985"," 0.72575897"," 0.06962479"," 0.15825480"," 0.56843930"," 0.36980794"," 0.27236915"," 0.27003084"," 0.13943815"," 0.61094282"," 0.16886457","-0.14338316"," 0.74500460","-0.31064599"," 0.27970262"," 0.20073416","-2.71577392"," 0.29593203"," 0.08829676"," 0.18348051","-0.10610618"
"M970.4T881.272","-0.383361115","-1.483917052","-0.408041061","-0.311384030","-0.216451925","-0.086592646"," 0.476545557"," 0.288095325"," 0.163732997","-0.193956456"," 0.205920080","-0.012840087","-0.058247978"," 0.687884479"," 0.213462365"," 0.258309343","-0.003590395"," 0.422544739"," 0.650352066"," 0.356710619","-0.110005068"," 0.725544479"," 0.061715239"," 0.277834760"," 0.431223186","-2.359649598"," 0.127769452"," 0.199895813","-0.113226904"," 0.193723819"
"M1147.442T940.951","-0.359607072","-0.670141475","-0.175142427","-0.185512679","-0.107927751","-0.085229774"," 0.102511892","-0.152779803"," 0.035540151","-0.220649804","-0.144263392"," 0.338505052","-0.118604544"," 0.648938868"," 0.045277083"," 0.166023420"," 0.128294281"," 0.393270420"," 0.643582359"," 0.143234286"," 0.092080562"," 0.776385079","-0.036403930"," 0.379502157"," 0.368066876","-2.472671924"," 0.062459664"," 0.207607639"," 0.188304209"," 0.009350576"
"M346.253T1607.605","-0.072020325","-0.017485448"," 0.198736754"," 0.008383731","-0.083858272","-0.281442150","-0.214811254"," 0.061792952"," 0.030048998"," 0.060006527","-0.992136950","-0.052855882"," 0.207515783","-0.039962788","-0.050339115"," 0.036997729"," 0.154083445"," 0.146761386","-0.032554112"," 0.038382789","-0.045915765","-0.171102239","-0.005680862"," 0.255643481"," 0.258559136"," 0.025072115"," 0.063799886"," 0.291240217"," 0.158594785"," 0.064545447"
"M652.416T1356.524"," 0.026085761","-0.280481388"," 0.076744107"," 0.202507453"," 0.223576866"," 0.019449810"," 0.060408562"," 0.155401985"," 0.052396099"," 0.124407842","-0.437936327","-0.016496958"," 0.142157522"," 0.329061026","-0.465331042"," 0.058212295","-0.105711218"," 0.196151335","-0.054439718","-0.035181254"," 0.071550509","-0.007490366"," 0.213736146"," 0.371620700"," 0.403376016","-1.955702633"," 0.149592086","-0.014803515"," 0.208689767"," 0.288448534"
"M874.349T992.353","-0.295873705","-1.053264966","-0.038797218","-0.167153917","-0.018493141"," 0.059792656"," 0.036833772"," 0.097341703","-0.110830124","-0.077702500","-0.232912833"," 0.060907772"," 0.006732959"," 0.402194496"," 0.040341563"," 0.334252016"," 0.262602442"," 0.270548330"," 0.343810874"," 0.034980076"," 0.063790656"," 0.459425745"," 0.118651768"," 0.495293673"," 0.334710236","-2.043640314"," 0.095173302"," 0.078255808"," 0.183626384"," 0.259402486"
"M958.387T951.54","-0.51180079","-1.12847928","-0.14109613","-0.03701878"," 0.07575389"," 0.11869981"," 0.24868251"," 0.19845275"," 0.03594140","-0.05742423","-0.08780432"," 0.20606093","-0.03830060"," 0.41870922","-0.12352369","-0.04317187"," 0.17941010"," 0.10830468"," 0.45202898"," 0.34486807","-0.02658795"," 0.41786724"," 0.19314604"," 0.38162016"," 0.44531477","-2.70134439"," 0.22454625"," 0.31898390"," 0.14710503"," 0.38105629"
"M901.354T973.898","-0.179344413","-1.105085271","-0.272993470","-0.137393694","-0.078099388","-0.009293592"," 0.110067116"," 0.145941756"," 0.057652830","-0.376185342","-0.112604874","-0.015970145","-0.057407722"," 0.666699048"," 0.087997651"," 0.095632184"," 0.061862918"," 0.195624750"," 0.453128559"," 0.334785967"," 0.136587892"," 0.449650775"," 0.140671828"," 0.408126573"," 0.180817721","-1.679579644"," 0.129579082"," 0.029127376"," 0.147294386"," 0.192709142"
"M993.368T827.274","-0.15568262","-0.46129949","-0.10225935","-0.17812849","-0.02517549","-0.03199176"," 0.24208205"," 0.07252762"," 0.13277637","-0.13909448"," 0.56092505"," 0.03380156"," 0.03161383"," 0.36668758"," 0.13998558"," 0.04047990"," 0.21814243"," 0.17447292"," 0.25153698"," 0.28056215","-0.04256529"," 0.44133615","-0.17720106"," 0.25370467"," 0.14966167","-2.47606712"," 0.36270435"," 0.08560768"," 0.04987673","-0.09902014"
"M1072.353T784.45","-0.468784768","-0.725839954"," 0.133712060"," 0.001686284"," 0.087153976"," 0.175259674"," 0.241092352"," 0.079022427","-0.266221972","-0.140649736"," 0.474720964"," 0.114547382"," 0.122015141"," 0.251492758"," 0.194302248"," 0.041315767"," 0.149016495"," 0.084704553"," 0.482773489"," 0.311731110"," 0.003927559"," 0.371961874","-0.311034674"," 0.247823401","-0.168574527","-1.978858445"," 0.106069745"," 0.359585349"," 0.138718181","-0.112668713"
"M889.313T769.174","-0.559328231","-0.751603707"," 0.022912323"," 0.060089735"," 0.007010214","-0.073038421"," 0.492790175"," 0.036951298","-0.170975062","-0.022452943"," 0.717924564"," 0.099571793"," 0.125713633"," 0.495443674"," 0.216998788"," 0.065820634"," 0.099606187","-0.184639543"," 0.453222027"," 0.392904977"," 0.039917352"," 0.386892716","-0.106588712"," 0.197469309","-0.366940738","-2.085630390"," 0.237346231"," 0.040620987"," 0.152685834","-0.020694704"
"M319.223T1240.387","-0.29594565"," 0.92137664"," 0.20309940"," 0.43970847"," 0.13268748"," 0.87788456","-0.11010261","-0.11973433","-0.35374220","-0.15954828","-0.24445160","-0.02924754","-0.35964700","-0.44086091","-0.41652620","-0.12458796"," 0.48725820","-0.07005689","-0.16324220"," 0.85569732"," 0.31616639","-0.37942963","-0.20749364","-0.26412724","-0.46053158","-0.85670398"," 0.61292360","-0.15343446"," 0.22262020"," 0.13999164"
"M423.198T1436.378"," 0.085412171"," 0.115867340"," 0.096881216","-0.087461686"," 0.113291586","-0.389278853"," 0.172960170"," 0.083528388"," 0.045283336","-0.057350642"," 0.122393881","-0.272005669","-0.007182974","-0.119863143","-0.096466262","-0.069261273"," 0.079478793","-0.038953758","-0.069224584"," 0.094846614"," 0.234391409","-0.154876435","-0.049985908"," 0.183734563"," 0.434241199","-0.113857124"," 0.151221959","-0.209832950","-0.281084432"," 0.003153067"
"M919.363T957.42","-0.484774951","-1.012441944"," 0.005375343","-0.134866912"," 0.026217646"," 0.150115045"," 0.200973817","-0.036018130","-0.166271950","-0.388688158","-0.576712017"," 0.100103094","-0.048148076"," 0.323834878","-0.136225679"," 0.258133050"," 0.137191226"," 0.243537988"," 0.337510426"," 0.106947812"," 0.322677921"," 0.543784661","-0.002073109"," 0.431031885"," 0.248185289","-1.410972296"," 0.098874210"," 0.275352095"," 0.296260287"," 0.291086547"
"M576.483T1456.027","-0.45728941","-0.62602344","-0.24726707","-0.28524442"," 0.38057251","-0.18553445"," 0.26069649"," 0.41682222","-0.08395719","-0.39752171","-0.07264737","-0.26781707"," 0.68975366","-0.52874508","-1.10147086"," 0.18260378"," 0.64243261","-0.07078703"," 0.22701227"," 0.42530184"," 0.30326787"," 0.15347665"," 0.35274250"," 0.37654710","-0.18239567","-1.06893931"," 0.08206992"," 0.57634987"," 0.17527290"," 0.33071790"
"M861.498T1154.618"," 0.226396381"," 0.285153166","-0.073066494"," 0.305621578"," 0.232421110","-0.066974122"," 0.231873038"," 0.068692785"," 0.176607493"," 0.304069049"," 0.795755178"," 0.042732349","-0.001466847"," 0.385311074","-0.162115375","-0.102415326","-0.233250845"," 0.125357068","-0.248670150","-0.078431209"," 0.095741855"," 0.048503981","-0.145511442","-0.231966969"," 0.307049550","-2.920572815"," 0.348355392","-0.117062019"," 0.023357668"," 0.378504898"
"M449.365T1540.699","-0.289100711","-0.250936221","-0.130720468","-0.060994839"," 0.456730263","-0.076690681"," 0.149292749"," 0.195819605","-0.232596339","-0.220127742","-0.232466748","-0.249731621","-0.146960567","-0.211631947","-0.513828030","-0.173144050"," 0.205050501","-0.038290451"," 0.007057226"," 0.180843014","-0.270389627","-0.078231191"," 0.697272055"," 0.502112878"," 0.775675644","-0.392920895"," 0.041715332"," 0.062701780"," 0.063527821"," 0.230963262"
"M608.261T1390.374","-0.395364643"," 1.143784048","-0.211013688"," 0.615322844"," 0.004153357"," 0.446946361","-0.324183896","-0.192976319","-0.602454633"," 0.367086968"," 1.836152689","-0.098725512","-0.528143231","-0.759623364","-0.233577423","-0.328199399","-0.027469634","-0.315906518","-0.305934257"," 0.865254991","-0.065358061","-0.472441729","-0.238551907","-0.683190708","-0.211569418","-2.041622319"," 2.136140312"," 0.217028765","-0.073842332"," 0.478278655"
"M862.51T1288.291"," 0.036027464"," 0.091859882","-0.001261006"," 0.399792513"," 0.406154574","-0.096548909"," 0.044200950","-0.088408224","-0.031345258"," 0.257120721"," 0.284348011","-0.063828828"," 0.035423381"," 0.192395353","-0.329843601","-0.102484784"," 0.002032602"," 0.073425891","-0.243364615","-0.104354672"," 0.165790054"," 0.016302242"," 0.112697177","-0.019972178"," 0.510381327","-2.168011618"," 0.340813822"," 0.039966441","-0.023582635"," 0.264273921"
"M861.315T941.124","-0.548082013","-1.260703759","-0.240446693","-0.098010648","-0.008659335"," 0.088586521"," 0.035591268"," 0.133081603"," 0.047171442","-0.167151697","-0.450173767"," 0.182202472"," 0.095810730"," 0.594696040"," 0.122827147"," 0.290303996"," 0.049405583"," 0.199567545"," 0.493808263"," 0.170985769"," 0.148420077"," 0.508722732"," 0.181871280"," 0.540127933"," 0.440251784","-2.252820567"," 0.135432600"," 0.192700480"," 0.173399693"," 0.201083521"
"M809.525T1340.052","-0.002578624","-0.163079277"," 0.538316772"," 0.631935710"," 0.422192621"," 0.099842590","-0.058683430","-0.244232620"," 0.096499029"," 0.140636930","-1.136417172"," 0.544041362"," 0.214242156"," 0.124011390","-0.296589344"," 0.531208634"," 0.004420845","-0.120824241"," 0.043873330"," 0.106137283"," 0.306973038","-0.201342771"," 0.007827151"," 0.033888031"," 0.045363333","-1.928184869","-0.026229482"," 0.023019119"," 0.089119057"," 0.174613449"
"M537.533T1295.888","-0.144819005"," 0.393405105","-0.017217507","-0.127071753"," 0.031146611"," 0.006274609"," 0.865385872"," 0.153372718"," 0.388029672"," 0.344933014"," 1.671443209"," 0.157194118"," 0.069880060"," 0.142879774"," 0.056010943"," 0.050785249"," 0.061622774","-0.442584623","-0.390024975"," 0.620388447"," 0.004094536","-0.164825318","-0.528980581","-0.447901018","-2.021309206","-0.511730059"," 0.905668075","-0.641672671","-0.141282840","-0.343095229"
"M561.396T1195.638","-0.39939627","-0.08434981","-0.20727115","-0.23301619","-0.31054924","-0.28342019"," 0.90632645"," 0.06826760","-0.24498580","-0.15475940"," 2.07348582","-0.25297717","-0.35879026","-0.07839881","-0.11514317","-0.15767635","-0.12854059","-0.00532730"," 0.08967066","-0.15232526"," 0.09193324","-0.14754516","-0.07799533","-0.25114184","-0.29221913","-0.92784960"," 1.84864665"," 0.02673958","-0.16839000","-0.07300197"
"M393.235T1355.605","-0.231858385","-0.207934454"," 0.122123111"," 0.332823512"," 0.026001285"," 0.317663845"," 0.089801127"," 0.072955777"," 0.183376072","-0.277454224"," 0.362176479","-0.022346380","-0.153645610","-0.075261438","-0.046116544","-0.058310735","-0.173562385"," 0.115512628","-0.464087007"," 0.089605656"," 0.153934122","-0.270841299"," 0.006273082","-0.249608877"," 0.173617187","-0.420392821"," 0.503347267"," 0.160803568"," 0.235321767","-0.293916325"
"M903.354T957.42","-0.39843503","-0.95559586","-0.30473121","-0.31888892"," 0.08957893"," 0.02125653"," 0.12826703","-0.01295752","-0.12010675","-0.26791975"," 0.24328491"," 0.17830079","-0.09923427"," 0.61111775","-0.01580678"," 0.08027926"," 0.17059139"," 0.09285439"," 0.56292326"," 0.22527582","-0.05976911"," 0.53036314"," 0.02661985"," 0.42608067"," 0.22065948","-1.69681233"," 0.18285352"," 0.17137056"," 0.09503471"," 0.19354551"
"M576.484T1418.277","-0.57814494","-0.66944423","-0.27506232","-0.22304520"," 0.33546014","-0.17752763"," 0.27845685"," 0.39273897","-0.12254459","-0.46137169"," 0.08210769","-0.26740694"," 0.59357912","-0.52660618","-1.07441774"," 0.19293478"," 0.62741020","-0.07292177"," 0.17483149"," 0.42585055"," 0.31289534"," 0.09880005"," 0.32523377"," 0.35102862"," 0.44914957","-1.26135939"," 0.12468670"," 0.55603480"," 0.13239538"," 0.25625859"
"M1077.401T940.951","-0.652641987","-2.088403604","-0.005555568"," 0.035047056"," 0.228431886"," 0.152973374"," 0.298211717"," 0.115790104"," 0.180085445","-0.485282480","-0.068895899"," 0.142874732"," 0.104816449"," 0.345108059"," 0.046954384"," 0.109266269"," 0.249855659"," 0.153590303"," 0.421798271"," 0.331337074"," 0.153883445"," 0.356390391"," 0.128800352"," 0.616585413"," 0.315600655","-2.047941752"," 0.279973093"," 0.178891543"," 0.235360110"," 0.167095507"
"M735.275T891.807"," 0.04125530","-0.88776947","-0.04642957","-0.18031752"," 0.02797905","-0.02206364"," 0.28921864"," 0.26407608"," 0.22784493"," 0.24817365"," 0.17047020"," 0.06335985","-0.07993187"," 0.25919287"," 0.18445105"," 0.07110649"," 0.03540399"," 0.18187047"," 0.26918330"," 0.17829458"," 0.17464505"," 0.41745810"," 0.09592430"," 0.22575450"," 0.35524168","-3.36417356"," 0.15638783"," 0.13204418"," 0.22373520"," 0.28761434"
"M530.218T901.604","-0.683473930","-0.995594022"," 0.129094956","-0.074171638"," 0.308007680"," 0.148455118"," 0.242747350"," 0.153996455","-0.035837674","-0.201255846","-0.318839955"," 0.084897067","-0.001117287"," 0.368198387","-0.384117350"," 0.144240951"," 0.312932035"," 0.047417510"," 0.201601951"," 0.401057226"," 0.076466862"," 0.130755475"," 0.315314031"," 0.558007981"," 0.605007795","-2.703000994"," 0.183041805"," 0.333670832"," 0.272546445"," 0.379950781"
"M903.341T917.809","-0.385156981","-0.973313815","-0.210474754","-0.369782772"," 0.092245468"," 0.016372299"," 0.149113371","-0.028004703","-0.252264043","-0.283788665"," 0.415662200"," 0.191250637","-0.149938613"," 0.580600803"," 0.001830773"," 0.003551948"," 0.174760938"," 0.081530004"," 0.497142300"," 0.266168058","-0.029985042"," 0.582532803"," 0.037672931"," 0.426236402"," 0.160235556","-1.628262841"," 0.213226501"," 0.177340385"," 0.144943173"," 0.098555680"
"M495.181T880.56","-0.09875067","-0.94385629","-0.22255297","-0.17442597","-0.03719785","-0.23509983"," 0.23195914"," 0.14101770"," 0.03003271","-0.09726714"," 0.13453636"," 0.33227110"," 0.14253703"," 0.47136009"," 0.02090954"," 0.18120165"," 0.04065288"," 0.29429676"," 0.40319164"," 0.07010301","-0.03192576"," 0.58507554","-0.01948048"," 0.13218010"," 0.41280704","-2.51423812"," 0.05810327"," 0.26331081"," 0.14860734"," 0.28064138"
"M825.34T905.493","-0.530229880","-1.004335716","-0.032065213","-0.395607244","-0.108531834"," 0.209308964"," 0.130691393"," 0.028630862","-0.199220139","-0.275285067","-0.343046623"," 0.141919077"," 0.134172532"," 0.522011287"," 0.006427331"," 0.202428288"," 0.225013005"," 0.196689388"," 0.731665071"," 0.284956521"," 0.129805648"," 0.507431806"," 0.119522215"," 0.699814937"," 0.150574275","-2.192210747"," 0.134924601"," 0.097368291"," 0.186031241"," 0.241145730"
"M967.56T1352.622"," 0.33289369","-0.12703007"," 0.14566604","-0.04243728"," 0.38655987","-0.05895432"," 0.01055443","-0.01198218"," 0.22480109","-0.03975115","-0.95856776"," 0.12339696"," 0.18666728"," 0.36420165","-0.71875784"," 0.06317111","-0.06255555"," 0.15362118"," 0.09506736","-0.07742807"," 0.12600017"," 0.37400071"," 0.15655319"," 0.09940879"," 0.40782601","-2.05622627"," 0.18481341"," 0.29564578"," 0.26056282"," 0.16227896"
"M855.342T925.437","-0.425173088","-1.488875405","-0.144260980","-0.257745435","-0.046203649"," 0.090360938"," 0.261976906"," 0.184337695","-0.026330342","-0.168577382","-0.008933902"," 0.119350667"," 0.032540229"," 0.505633960"," 0.155984976"," 0.159269400"," 0.166762853"," 0.229718873"," 0.506598351"," 0.241236448","-0.028761663"," 0.551364734"," 0.165913846"," 0.411786200"," 0.416654798","-2.132569808"," 0.204612186"," 0.018043475"," 0.068867919"," 0.236417200"
"M806.333T841.952","-0.55220882","-0.95240500","-0.26950507","-0.45234878","-0.02768936"," 0.06498247"," 0.29339502"," 0.12919000","-0.01322870","-0.17094825"," 0.72577104"," 0.05864621"," 0.09354060"," 0.46425423","-0.18811501"," 0.17608424"," 0.07144932"," 0.22327486"," 0.57260591"," 0.30062581","-0.04797961"," 0.52604050"," 0.10913095"," 0.46147962"," 0.13938839","-2.47845638"," 0.36944680"," 0.04187750"," 0.18112303"," 0.15057847"
"M950.358T940.951","-0.55266459","-1.09252083","-0.11070383","-0.11250798"," 0.08819499","-0.07485649"," 0.06407295"," 0.15047924","-0.13885163","-0.21937448","-0.02015395","-0.11609487","-0.10140103"," 0.38317272"," 0.03879171"," 0.14394945"," 0.24481698"," 0.03746139"," 0.41610148"," 0.51301745"," 0.03519188"," 0.39864647"," 0.14701266"," 0.45915346"," 0.34498868","-1.86953196"," 0.21320681"," 0.15408680"," 0.20712218"," 0.36919434"
"M826.526T1130.872"," 0.1794399271","-0.3147953903","-0.3614229550"," 0.1734678839"," 0.1845536437","-0.1083309902"," 0.0856924210"," 0.0948011152"," 0.0960713948"," 0.0724978636"," 1.2753460778"," 0.1037087904","-0.0676804645"," 0.2013669819","-0.3140227821"," 0.0712249172","-0.0840462776"," 0.0278965394"," 0.1831249890","-0.0491291140"," 0.1660754219"," 0.2378235312"," 0.0840141903"," 0.0006994142"," 0.0444827508","-2.4271547384"," 0.3411287194"," 0.0031789149"," 0.0713129589"," 0.0286742655"
"M771.505T1209.593"," 0.43078487"," 0.07533422","-0.09082819"," 0.04191145"," 0.12378735","-0.23879460"," 0.21931274"," 0.22820660"," 0.35037929"," 0.28736070"," 0.32458223","-0.04521059"," 0.23362484"," 0.32927210","-0.19474106"," 0.20962632","-0.20308707"," 0.27126921"," 0.12249063","-0.18253251"," 0.50953437"," 0.14727565","-0.28715775","-0.28239251"," 0.43812379","-2.82048150"," 0.10538226","-0.31453618","-0.06787050"," 0.27937383"
"M566.199T909.479","-0.057307324","-0.707630326","-0.349257300","-0.094636140"," 0.040518591","-0.009714775"," 0.035832838"," 0.152115956"," 0.225337855","-0.167916816"," 0.112863727"," 0.208451755"," 0.131488918"," 0.416596687"," 0.123136470"," 0.249413505","-0.025769182"," 0.379172777"," 0.529096085"," 0.020408306"," 0.262797331"," 0.655196026","-0.016495420"," 0.251684906"," 0.401155390","-3.032448138","-0.004007910"," 0.078558287"," 0.089205511"," 0.102152408"
"M850.319T858.821","-0.604162870","-1.037132138","-0.412496314","-0.407528258"," 0.109176005"," 0.025268978"," 0.228432810","-0.051966320","-0.045802088","-0.029007434"," 0.422249857"," 0.118677961","-0.008811312"," 0.684989452","-0.179164148"," 0.330322565"," 0.110497992"," 0.221629923"," 0.527151224"," 0.096238533","-0.030951532"," 0.354957997","-0.179927236"," 0.517783211"," 0.220118358","-1.978477998"," 0.332393743"," 0.167473455"," 0.241880635"," 0.256184950"
"M975.373T872.624","-0.329395187","-1.151385771","-0.228285682","-0.126372956"," 0.128093754"," 0.047326850"," 0.138500615","-0.033229797","-0.047901037","-0.131403879"," 0.205588800"," 0.082925173"," 0.038370191"," 0.422459810","-0.020608490"," 0.217130605"," 0.001895284"," 0.266501636"," 0.428096947"," 0.296357406"," 0.048302547"," 0.459149073"," 0.129008694"," 0.362674122"," 0.292984588","-2.347323556"," 0.211809704"," 0.189418829"," 0.222457397"," 0.226854328"
"M908.359T973.898","-0.409534835","-0.828491053","-0.071613427","-0.206123069"," 0.025158705"," 0.002416864"," 0.130868050"," 0.169158238","-0.065526035","-0.281956517","-0.249541035"," 0.002151591"," 0.008792889"," 0.384868420","-0.194359556"," 0.067476746"," 0.352839394"," 0.252482305"," 0.372949021"," 0.105402820"," 0.197449817"," 0.475483608"," 0.163898829"," 0.516980674"," 0.389214739","-1.770833999"," 0.100742577","-0.028120059"," 0.162262251"," 0.225502046"
"M886.334T992.353","-0.33883482","-0.97754293","-0.06455928","-0.08134745"," 0.19489647"," 0.43711206","-0.09465919"," 0.18881905","-0.04782980","-0.16651165","-0.35681954","-0.10369038"," 0.20254847"," 0.49353183","-0.16808498"," 0.26108551","-0.03854222"," 0.16588728"," 0.66852974"," 0.20763696"," 0.23418318"," 0.27243565"," 0.10194715"," 0.39548966"," 0.56062928","-1.96179127"," 0.06564236","-0.12702369","-0.04109786"," 0.11796041"
