"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","BLANK.2","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","C12.1","C12.3","C12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","F15.1","F15.2","F15.3","F15.4","D15.1","D15.2","D15.3","D15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point"
"sodium_formate","4070413","3874278","3824226","4055654","3999488","3978044","3825768","4040031","3969364","3963523","3748519","4093395","3922085","4081197","3906272","4398137","3680698","4066642","3879396","4076296","4036646","3843867","3845185","4021608","4043455","3773975","3345591","3565070","3985225","3922751","3861917","3815932","3878103","3825451","3977822","3907525","3448104","4002206","4242376","4078873","4313778","3963971","4056292","3963081","4082963","4193594","3742876","3939109","3533826","4923007"
"M828.315T926.75"," 41921.639","  8223.669"," 50506.804"," 54275.121"," 73000.834"," 54221.554"," 84800.000"," 82500.000"," 55229.599"," 59959.796"," 45913.922","102873.379"," 75125.109","140000.000"," 60851.584","  4661.878","  8673.448"," 95456.477"," 80100.000","100214.218","185820.808"," 72100.000"," 84310.960","172000.000"," 87500.000","125039.470","     0.000"," 86887.905","  3669.628"," 27490.071"," 61858.721"," 77294.229","107040.815"," 89800.000"," 31237.159"," 59061.154"," 43583.532"," 21964.902","  4408.986"," 10300.000","  2918.826"," 60893.972","  5096.321","140537.630","  2449.463","  3562.352","168424.303"," 67700.000","181261.005"," 34567.021"
"M796.542T1269.605"," 38555.88"," 88874.49","118866.54","143972.75","103286.82","125380.51"," 58300.00","115000.00","101998.94","129742.65"," 84200.39"," 89227.43"," 98782.77","133000.00"," 80091.45"," 89210.48"," 86509.29","114767.66","126000.00"," 53264.99","104448.32","128000.00","105969.54","108000.00","128000.00"," 91647.43"," 96046.50","119594.29","110980.12","128063.39","144101.38","112914.06"," 83516.82"," 61300.00","122075.57","145705.41","123554.48","136422.94"," 89421.38","132000.00"," 77361.53","113149.11"," 82620.21"," 57596.25"," 19074.27"," 76486.33","157844.23","174000.00","134152.18"," 85345.59"
"M866.584T1473.64"," 13864.700"," 24072.936"," 20605.527"," 19798.786"," 10503.723"," 36940.995"," 85100.000"," 26200.000"," 56061.203"," 17918.070"," 16646.589"," 46563.784"," 16575.726"," 20100.000","  6006.385","  7671.899","  9854.772"," 26004.017"," 15000.000"," 28465.806"," 47051.120"," 68200.000","234956.464"," 14600.000"," 22300.000"," 27724.030","  8225.444"," 36028.753"," 87391.024"," 33883.665"," 23940.240"," 20948.078"," 32211.309"," 42400.000"," 38615.673"," 25003.418"," 59689.535"," 49514.411"," 16091.002","170000.000"," 13670.069"," 13500.929","  9299.327"," 32757.907","  9048.275"," 39555.171","421287.480"," 39400.000"," 69023.033"," 83140.620"
"M535.409T1440.116","103053.71"," 95772.60","155253.54","165093.67","211272.20","145009.53","128000.00","162000.00","122301.89"," 94899.54","128159.99","141114.97","161054.27","119000.00","100490.85"," 72403.75"," 48198.50","131365.06","166000.00","171975.47","168446.35","147000.00","117830.61","156000.00","215000.00","273711.83"," 52800.08","218933.96","109958.99"," 99747.13","110307.36","191143.51","203617.33","165000.00","122105.60","117429.47","115028.10","137516.35"," 75067.44"," 67600.00"," 76107.27","123546.30"," 65383.44","153624.21","270798.29","179776.84","180775.76","210000.00","106348.69","209891.55"
"M862.499T1272.244","191446.871","188353.592","152869.630","259703.528","232683.256","131458.179","169000.000","166000.000","162265.091","209452.657","230937.745","162618.903","143142.423","206000.000","122740.789","  2664.387","  4964.259","154124.976","146000.000","165524.691","120412.795","139000.000","184723.650","169000.000","183000.000","135930.959","  4810.457","254753.156","  4297.382","264979.372","286059.923","142838.250","135809.197","204000.000","141785.480","189779.562","173187.418","171910.357","  2173.247","117000.000"," 12208.102","104679.247","     0.000","129760.538","  2290.061","  5247.224"," 83998.603","160000.000"," 84786.813","196773.911"
"M298.939T128.158","43710.87","42822.32","33370.05","35941.01","26094.31","35909.20","35200.00","43400.00","45052.53","38936.08","31598.45","27339.62","31467.81","42900.00","42840.26","22130.00","16382.39","37811.34","48800.00","47174.66","41782.84","43700.00","37315.39","38300.00","37500.00","35810.61","16936.30","40000.36","22227.92","38626.49","36436.22","38531.27","40504.63","39700.00","38140.52","50624.19","40307.21","43832.85","20044.04","55700.00","20993.78","32130.09","15975.82","29013.05","17770.14","18904.07","31201.00","33500.00","27939.39","32362.60"
"M822.528T1302.363","186570.970","152220.524","162864.241","198604.237","203960.839","124868.390","134000.000","137000.000","158398.946","165255.592","124050.555","119406.481","173084.598","205000.000","100901.304"," 16936.372","  7927.736","163689.378","162000.000","175615.566","153698.393","124000.000","194933.812","149000.000","170000.000","125036.231"," 16259.759","217009.597"," 29238.160","200966.988","186912.050","156094.762","157321.415","178000.000","150516.224","145999.804","156268.238","165721.930"," 19541.308"," 94900.000"," 18382.585","123220.704","  8237.274","114266.008","  7431.996"," 22633.131"," 79310.540"," 98800.000"," 76407.522","164770.651"
"M902.349T917.809"," 52709.750"," 21961.633"," 56817.969"," 65784.984"," 73471.852"," 75931.773"," 87200.000"," 71900.000"," 69587.969"," 65404.376","107723.300"," 83183.758"," 71408.091","132000.000"," 75142.534","  6512.825"," 18258.308"," 75874.669"," 78200.000"," 84969.039","103240.245"," 85900.000"," 71746.693","120000.000"," 68900.000"," 97375.382"," 10004.533"," 66901.203"," 15545.499"," 41370.397"," 84633.481"," 92810.156"," 92473.463"," 79900.000"," 56502.433"," 55278.886"," 59346.190"," 51217.877"," 10464.967"," 25600.000","  9799.922"," 64039.283"," 18784.915","144358.978","  7919.584"," 14990.292","144138.789"," 92700.000","129305.352"," 44639.243"
"M806.333T872.624"," 57623.297"," 31170.767"," 72883.992"," 72393.220","114716.487","123618.471","144000.000","144000.000","117083.011"," 91755.529","200079.799","120510.768","133801.249","253000.000"," 91378.406","  2554.623","  4262.894","148406.458","124000.000","167689.157","287862.183","167000.000"," 93197.847","265000.000","139000.000","198106.168","  3493.236","127321.466","  5073.953"," 42257.228","161101.084","126475.768","155238.280","141000.000"," 57709.189"," 80922.264"," 62083.231"," 43046.024","     0.000"," 22000.000","  1426.607","113337.832","     0.000","246561.452","  2681.382","  2939.785","495550.973","191000.000","240927.326"," 41618.670"
"M945.579T1325.086"," 47297.456"," 42388.679"," 48397.730"," 51026.838"," 40374.545"," 48347.375"," 36200.000"," 26700.000"," 46971.459"," 48561.886"," 28889.615"," 57700.369"," 40743.753"," 41000.000"," 12898.848","  2401.779","  2452.558"," 47845.690"," 34200.000"," 52279.672"," 54647.936"," 54600.000"," 82764.389"," 42300.000"," 42400.000"," 25724.673","     0.000"," 57298.905","  9508.888"," 74119.281"," 37728.015"," 49405.907"," 64075.383"," 46000.000"," 53874.559"," 54311.799"," 40165.410"," 56422.223","  2233.809"," 49900.000","  2237.022"," 41169.882","     0.000"," 38239.993","     0.000"," 12581.680","140629.619"," 48200.000"," 33334.112"," 39235.969"
"M795.538T1275.021"," 93936.48","122236.51","116347.87","126973.76","109797.42","117338.07","104000.00","104000.00"," 88912.10","123206.28","130514.98"," 76411.40"," 81596.91"," 82600.00"," 73831.78"," 42085.03"," 68889.46"," 94878.03","129000.00"," 92379.24"," 90668.27","130000.00","118742.93"," 77300.00","122000.00"," 94674.02"," 45795.06"," 81223.12"," 55611.71"," 83979.95","137882.07","135415.92","118671.87","132000.00"," 85978.27","101426.42","111359.45"," 86388.41"," 52651.24"," 99200.00"," 45239.06","104507.84"," 51751.48","118371.12"," 43465.18"," 70860.62","136417.03","201000.00","109107.79"," 94172.37"
"M507.18T901.88"," 59258.951"," 25839.211"," 77859.659"," 65990.869"," 91745.707"," 94207.492","131000.000","116000.000","103330.983"," 89195.822","112735.024","134693.008","110288.467","126000.000"," 94247.259","  2475.806","  5543.739","130156.537","114000.000","139452.296","122051.718","114000.000"," 96256.722","176000.000","106000.000","156873.810","  3432.707","115678.478","  6310.920"," 49391.755","109863.879"," 96055.292","120340.430","107000.000"," 76766.284"," 64215.562"," 69478.768"," 56623.128","  1405.698"," 29000.000","  2923.953"," 86305.540","  4982.086","192766.853","  3021.897","  3409.136","171907.557","101000.000","195367.685"," 65183.899"
"M897.474T1222.337"," 94446.795"," 72283.622","107272.473","167508.917","151829.123"," 92147.921","113000.000","110000.000","109517.863","111733.439","152750.298"," 60724.707"," 94875.021","126000.000"," 52873.825","  2171.486","  5333.227","101929.883"," 82100.000"," 99353.342"," 58955.470","106000.000"," 94360.547","101000.000","107000.000"," 84176.298","     0.000","165385.281","  3156.431","129100.505","143313.498"," 73926.009"," 87901.240","112000.000"," 76914.466","116492.282","102406.524","106293.141","  2366.466"," 62700.000","  1955.403"," 59306.062","     0.000"," 40620.667","  4577.006","  2003.806"," 22926.318","101000.000"," 59313.820"," 90144.161"
"M690.257T892.9"," 60723.619"," 19047.163"," 80803.808"," 85767.049"," 79624.130"," 94618.145","115000.000","126000.000"," 88609.746"," 79098.781"," 85189.805","112061.530"," 93687.018","136000.000"," 99637.609"," 11797.192","  5570.171","112787.208","108000.000","103323.232","148323.247","115000.000"," 88180.105","158000.000"," 87500.000","141639.765"," 11808.073","131020.362"," 10946.457"," 64260.456","114879.250"," 94854.224","122812.784","119000.000"," 67259.628"," 80477.753"," 78481.156"," 68093.027"," 13159.262"," 34400.000","  6406.507"," 92714.349"," 11008.556","157807.586"," 10640.058","  5865.415","171958.568","120000.000","175975.194"," 62285.018"
"M835.478T1356.237","134355.31","137018.24","112825.46","174670.29","139324.72","114203.97","108000.00","122000.00","105968.88"," 99318.29","119209.40","107028.88","115051.39","140000.00"," 80631.35"," 51169.36"," 44836.67","123922.52","117000.00","134130.21","105208.14","119000.00","166599.48","145000.00","154000.00","100852.56"," 23467.65","144516.03"," 21134.92","145906.00","138007.29","125057.46","133174.40","142000.00","125835.70","134757.49","117717.26","151311.27"," 42262.41"," 72900.00"," 34377.35","114311.70"," 46711.56"," 89911.07"," 44026.86"," 38931.39","102048.40","115000.00","102243.99","126924.55"
"M809.542T1457.035","253896.85","322436.97","424914.92","502392.21","261033.39","278267.71","255000.00","237000.00","243468.11","257867.43","207535.74","438049.07","274261.35","239000.00","157909.74"," 64991.19"," 65753.76","325615.79","217000.00","254305.15","225594.53","224000.00","302559.16","256000.00","219000.00","193904.97"," 74523.70","268307.50"," 78184.48","310362.22","234077.25","257449.26","271327.63","350000.00","250974.79","239090.16","258763.77","327305.84"," 55908.48","174000.00"," 91902.46","218898.67"," 56199.25","178311.94"," 61619.80","382666.20","171536.71","196000.00","270327.32","250826.73"
"M798.337T946.991"," 76534.166"," 24299.580"," 61470.895"," 79866.330"," 83161.748","110184.918","129000.000","136000.000"," 97359.156"," 71227.538","102214.117"," 90310.284"," 93579.803","169000.000"," 92063.728"," 13914.197"," 11888.616","125591.676","131000.000","134471.500","158800.071","175000.000"," 81883.129","183000.000","103000.000","144676.546","  4892.621","130414.008","  9618.598"," 65215.713","109355.708"," 97612.027","105398.693","111000.000"," 57925.102"," 70646.366"," 83923.890"," 49360.935","  7818.290"," 60100.000","  8483.561"," 69150.065","  8047.139","384490.898"," 11139.018"," 15221.214","318964.800","152000.000","608619.798"," 56059.412"
"M860.506T1372.394"," 50665.034"," 84407.622","124935.007","127823.517","136114.530"," 98506.736"," 62100.000"," 59700.000"," 64572.155"," 77039.760"," 20360.290"," 64206.222"," 84558.170"," 84400.000"," 30906.112","  9147.950","  4441.004"," 69077.602"," 91700.000"," 63784.292"," 56802.416"," 70400.000"," 99340.939"," 53300.000","149000.000"," 98976.194","  4635.006","112717.891","  6427.660"," 63729.601","118035.103","101939.898"," 97984.077","128000.000"," 65466.931"," 72743.235"," 68736.739"," 65302.848","  7990.963"," 23200.000","  2255.144"," 69329.273","  9669.435"," 59383.954","  2371.763"," 12496.981"," 23344.822"," 22700.000"," 23924.328"," 78572.793"
"M511.168T833.583"," 79394.921"," 52354.329","101731.347","109524.267","114069.386","125699.131","186000.000","174000.000","158190.983","140328.175","118421.177","228307.506","156972.081","265000.000","173793.843","  8892.505"," 13485.844","185742.065","133000.000","185225.681","197648.284","137000.000","134112.256","240000.000","142000.000","206062.840"," 10129.322","210119.364","  7211.837"," 81828.571","142930.080","138874.675","159876.917","152000.000","110159.303","138496.508","114108.285"," 86163.422","  9565.538"," 50400.000","  7599.242","130462.446"," 10159.617","191171.990","  6236.467","  9117.553","243845.094","153000.000","222728.527","118695.406"
"M718.279T900.968"," 43820.471","  9252.998"," 41638.159"," 44637.175"," 53448.815"," 59278.454"," 82200.000"," 77500.000"," 63535.984"," 61017.406"," 50565.938"," 63638.104"," 53493.408","133000.000"," 50976.314","  1420.879","     0.000"," 70533.676"," 65500.000"," 82020.247","128835.836"," 83900.000"," 45150.419","122000.000"," 68700.000"," 92938.025","  2134.445"," 82795.626","  1529.281"," 36042.538"," 57260.034"," 73716.045"," 55156.931"," 62100.000"," 33133.517"," 41252.485"," 53108.360"," 32671.075","  2918.021"," 13700.000","  2398.271"," 54650.919","     0.000"," 96968.001","  5076.422","  2900.225"," 91661.917"," 81300.000"," 82601.787"," 40469.292"
"M673.432T1355.711","162933.059","118585.712","159031.730","182473.803","195830.063","144123.907","145000.000","132000.000","168357.083","162114.391"," 97478.788","129609.998","152948.117","193000.000","102209.139"," 21226.115"," 31389.870","145661.532","119000.000","173137.062","161917.570","159000.000","170442.840","157000.000","174000.000","150591.258"," 19517.938","194914.761"," 13628.260","163104.370","174641.862","195017.335","186224.144","202000.000","160925.347","150770.254","168333.586","159502.100"," 20362.145"," 96900.000"," 20753.078","136824.537"," 19226.634","141297.181","  8652.121"," 26634.696"," 83759.825","137000.000","130222.936","172617.856"
"M565.21T891.79","144494.457"," 43628.811"," 88902.495"," 80588.786","109132.621","115630.528","163000.000","181000.000","159315.056"," 97087.446","119050.595","213223.740","190093.124","279000.000","139344.936","  1392.864","  3686.540","207532.749","137000.000","215345.627","249256.952","124000.000","162001.715","386000.000","145000.000","197528.004","  1619.095","158937.289","  1193.995"," 91436.378","149215.380","144677.011","159347.139","149000.000","108068.484","115501.659"," 89327.663"," 87100.864","  3183.557"," 32600.000","  3967.614"," 98114.573","  1512.286","182127.060","  1561.004","     0.000","196623.513","178000.000","549262.689"," 97168.589"
"M1063.323T864.231"," 43625.797"," 51041.052"," 90490.380"," 87560.345"," 92669.437"," 74792.391"," 58800.000"," 33000.000"," 45077.694"," 55306.176"," 15493.716"," 75487.713"," 50705.769","115000.000"," 77860.520"," 16231.851"," 17601.914"," 57123.197"," 79500.000"," 69481.313"," 91843.051"," 63900.000"," 71252.125"," 70100.000"," 64700.000"," 81407.648"," 13744.145"," 33389.554"," 11582.740"," 35741.280"," 76927.012"," 71948.665"," 90207.689"," 76600.000"," 53504.968"," 52097.732"," 59793.707"," 68119.130"," 17345.272"," 19300.000"," 18775.439"," 64918.416"," 28506.950"," 42067.895","  7740.267","  9909.448","  5365.191","  5960.000"," 47317.356"," 43856.945"
"M1023.385T959.199"," 31513.288"," 20489.582"," 44193.022"," 38419.656"," 59449.355"," 61811.823"," 83400.000"," 95300.000"," 60981.709"," 43138.582"," 71509.057"," 61105.855"," 81629.955"," 91100.000"," 37777.893"," 12348.847","  6059.002"," 70665.001"," 67100.000"," 59349.337"," 71059.485"," 71200.000"," 56196.785"," 91000.000"," 62100.000"," 78296.826","  4105.722"," 89914.876","  7813.747"," 29916.029"," 61928.566"," 79296.834"," 74760.181"," 76400.000"," 44238.684"," 49915.419"," 38261.786"," 36928.582","  2619.599"," 15200.000","  4912.114"," 42485.359","  8212.990","131442.540","  5934.069","  3967.079","110550.084"," 68700.000","114350.796"," 33687.585"
"M890.353T1023.188"," 59914.083"," 20636.875"," 69203.418"," 58662.387"," 73425.025"," 78797.901"," 87800.000"," 89500.000"," 68547.145"," 59370.793"," 53309.463"," 78449.089"," 76178.063","119000.000"," 81779.656"," 17516.445"," 10398.490"," 99907.380","100000.000","100727.549","119000.275"," 68600.000"," 88906.188","124000.000"," 83100.000","103860.004"," 13201.959"," 96894.037"," 12573.367"," 45072.171"," 83170.962"," 74484.392"," 71837.006"," 81300.000"," 59605.316"," 58009.874"," 53632.985"," 41320.977","  9210.075"," 30900.000","  9408.141"," 61497.961"," 10005.161","163384.430","  9716.502","  8474.110"," 79932.387"," 69300.000","241808.369"," 52135.530"
"M497.195T864.231","233780.676","136914.788","252627.261","228043.244","331769.657","278073.224","253000.000","208000.000","220580.090","169821.159","136098.304","211448.793","192698.283","316000.000","204966.991","  6620.064","  8648.611","251826.875","305000.000","274014.955","276105.231","308000.000","233808.501","344000.000","266000.000","284955.832","  8285.657","276710.054","  4017.915","178802.868","332628.653","378623.710","337511.780","306000.000","197669.018","191686.634","187947.637"," 99472.996","  9683.300","116000.000","  2268.109","197570.374","     0.000","435933.909","  3937.230","  5149.101","295143.709","229000.000","386669.629","123939.455"
"M906.342T957.42"," 72926.361"," 25362.870"," 72313.560"," 64678.702"," 90271.799"," 84912.651"," 95100.000"," 90800.000"," 80477.469"," 68890.339","122837.186","102885.560"," 81883.874","158000.000"," 83570.987","  6788.686"," 12293.211","119344.278","101000.000"," 96496.358","138587.858","101000.000"," 77258.527","142000.000"," 90100.000","142854.096"," 15207.675"," 92193.337"," 15034.886"," 53407.665"," 90552.773"," 92063.132"," 82621.334"," 90500.000"," 63425.604"," 73906.711"," 62904.810"," 64808.517"," 14033.169"," 39600.000","  6985.752"," 68841.129"," 21056.077","156293.055"," 12010.445"," 12709.702","155419.177","116000.000","180252.994"," 61542.379"
"M511.168T847.893"," 79365.993"," 50550.661","101742.891","106500.123","108511.533","118809.425","178000.000","171000.000","152357.123","138042.252"," 88619.056","225337.110","154502.993","265000.000","166082.550"," 10141.254","  9639.303","178673.378","133000.000","177555.829","300762.611","127000.000","131342.220","240000.000","133000.000","199616.425"," 10056.948","207028.036","  6007.672"," 81818.159","135816.566","138878.374","159911.710","150000.000","110154.649","133593.985","112050.014"," 83869.340"," 10029.344"," 50400.000","  8014.510","123039.230"," 10039.913","191166.112","  3726.649","  7600.899","223893.839","124000.000","216290.079"," 94692.655"
