"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","BLANK.2","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","C12.1","C12.3","C12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","F15.1","F15.2","F15.3","F15.4","D15.1","D15.2","D15.3","D15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point"
"sodium_formate","4070413","3874278","3824226","4055654","3999488","3978044","3825768","4040031","3969364","3963523","3748519","4093395","3922085","4081197","3906272","4398137","3680698","4066642","3879396","4076296","4036646","3843867","3845185","4021608","4043455","3773975","3345591","3565070","3985225","3922751","3861917","3815932","3878103","3825451","3977822","3907525","3448104","4002206","4242376","4078873","4313778","3963971","4056292","3963081","4082963","4193594","3742876","3939109","3533826","4923007"
"M1141.384T769.852"," 42895.817"," 32220.838"," 76402.393"," 68760.451","100475.607"," 86755.454"," 66300.000"," 83600.000"," 63406.397"," 60206.209"," 86326.260"," 87713.080"," 69734.025","110000.000"," 69947.303","  8053.283"," 12766.974"," 71012.987"," 78600.000"," 61320.125","103818.649"," 96600.000"," 70719.603"," 83200.000"," 62400.000"," 97541.994","  6621.932"," 47439.815"," 10011.323"," 54433.800","106140.424"," 95413.124"," 65541.433"," 75900.000"," 31928.540"," 56109.909"," 61691.723"," 63903.046"," 11615.476"," 23500.000"," 13207.844"," 82507.175"," 17107.604"," 59442.236"," 15539.014","  6806.753","125006.499"," 81300.000"," 77767.551"," 31557.308"
"M1041.415T857.905"," 37188.630"," 15873.442"," 77670.099"," 53178.348","108654.828"," 88262.411"," 75400.000"," 68300.000"," 52922.247"," 39616.898","157165.018"," 70400.503"," 67164.830","113000.000"," 58257.417","  4039.059","  3628.685"," 93524.067","128000.000"," 77002.286","128165.866","114000.000"," 81373.695"," 98400.000","154000.000","158954.126","  3372.041"," 94204.658","  6040.633"," 45591.712","149574.346","140240.203","111349.902"," 85800.000"," 37923.038"," 36666.043"," 48040.518"," 35088.308","  2504.804","  7840.000","  1340.944"," 55675.807","  1347.590","247470.991","  1074.201","  1683.186","257919.426","121000.000","128336.877"," 19812.337"
"M349.188T1656.418","106561.88"," 87408.63"," 89420.31"," 96375.93"," 96452.99"," 67670.67"," 88800.00","103000.00","103312.10","103627.10"," 22971.66"," 80409.60"," 97370.65","105000.00","106862.19","108576.99"," 91514.79"," 87373.34"," 87500.00","104135.51"," 94909.91"," 87500.00"," 84860.96","111000.00","115000.00","101963.68","102231.92"," 79624.29"," 57496.93"," 88167.51"," 82876.10","130410.80","105227.42"," 81200.00"," 90198.31","101104.79","103940.98"," 84780.37"," 75893.82","107000.00"," 98574.18","112798.05"," 92909.01"," 82188.31"," 96021.59"," 62819.25"," 29825.68"," 48400.00"," 74977.39"," 65077.25"
"M840.325T843.183"," 57438.039"," 10407.430"," 77908.144"," 66774.379"," 91140.668"," 88425.094","122000.000","118000.000"," 74913.917"," 59513.944","147081.059","114180.181","108565.977","167000.000"," 74799.384","  5543.044","     0.000","133798.263","117000.000","105751.102","184072.805","141000.000"," 88926.983","163000.000","102000.000","185837.498","  1265.253","124505.637","  2789.038"," 50344.071","127918.261","105038.383","116247.184","104000.000"," 64529.295"," 52637.908"," 72457.192"," 38595.075","  2568.211"," 18600.000","  5181.194"," 84661.770","  2800.585","193115.241","  1183.119","  1270.775","284037.986","141000.000","152045.924"," 31732.739"
"M765.518T1313.696","149803.26"," 82313.70","139876.29","126807.17","129606.24","140558.79","147000.00","130000.00","170291.00","129815.70","202952.82","125711.22","151270.20","151000.00"," 95083.85"," 67942.49"," 60358.05","147989.47","139000.00","111790.57","132439.83","126000.00","151163.64","125000.00","132000.00","131971.86"," 33497.93","137101.67"," 53331.25","177554.74","185700.31","116151.87","129826.49","129000.00","133392.76","128128.21"," 94606.86","125793.65"," 85444.28","105000.00"," 80710.21","117934.90"," 28829.59"," 92823.16"," 57345.67"," 19603.99","203375.73","189000.00","133019.99"," 95102.14"
"M703.255T909.479"," 65235.517"," 43410.973","105969.495"," 68638.491","119069.495"," 97599.678"," 83100.000"," 91400.000"," 73398.129"," 73664.881"," 76637.572"," 88545.147"," 74084.538","112000.000"," 68757.454","  7919.003"," 12218.363"," 85123.965","119000.000"," 90054.322","136593.650","119000.000","104259.500","124000.000","137000.000","162688.945"," 11794.630","118485.769","  7216.702"," 46456.947","128264.538","122459.798","140675.654","125000.000"," 49794.834"," 79342.965"," 75855.783"," 62497.504"," 11093.696"," 34100.000","  9638.974","100853.703"," 10133.405","151693.440","  5554.239"," 11178.690","123790.327"," 75200.000","126778.752"," 55448.014"
"M898.344T887.472"," 57913.65"," 40873.14"," 82207.32"," 82414.53","112518.92"," 86803.11"," 97200.00"," 98000.00"," 85121.86"," 87501.46"," 79002.20"," 92975.68"," 84511.81","141000.00"," 91486.88"," 18647.37"," 20302.06","106230.89","108000.00","101946.71","129841.83","108000.00"," 90298.60","130000.00"," 77100.00","110125.74"," 14803.68","110409.71"," 12877.55"," 66595.26"," 91574.51"," 99536.17"," 95066.62","103000.00"," 64346.26"," 67231.30"," 55309.62"," 70845.56"," 20857.63"," 45100.00"," 23527.03"," 98962.14"," 17634.29","120578.85"," 14261.88"," 21580.14","146287.69"," 90400.00","185278.89"," 47222.40"
"M1003.558T1223.957","116383.193","121428.377","131448.414","151815.839","144818.015","148294.838","121000.000","122000.000","132702.247","119534.495"," 96157.518","104858.336","112290.043","168000.000"," 60396.711","  9212.323","  7185.513","108165.955","127000.000","100683.004","103945.046","122000.000","147201.719"," 92100.000","157000.000","137683.264","  2150.994","173934.925","  2525.870","144753.656","157369.376","141501.428","150990.355","143000.000","165611.888","119666.091","120641.587","101355.926","  9452.636"," 64500.000","  6849.361"," 85015.846","  2532.070"," 93407.235","  3103.824","  7521.423"," 88766.156","147000.000"," 78166.708","127951.083"
"M855.48T1289.094","122665.400","110929.203","121826.732","163544.257","140703.306"," 93390.259","116000.000","113000.000","107117.179","102495.944","127371.607","117292.215","117929.535","142000.000"," 85211.519"," 13326.616"," 20876.115"," 94457.571","113000.000"," 93624.516"," 75939.081","128000.000","105035.737","101000.000","134000.000","110502.673"," 18630.282","139299.875","  9999.250","127427.469","142848.704"," 92321.452","113701.864","117000.000","107392.675","119219.938","101755.243"," 92437.417","  6756.625"," 78100.000"," 15536.566"," 96395.211"," 10026.991"," 72509.604","  6668.458","  9157.301"," 71838.164","115000.000"," 71587.253","123235.374"
"M903.346T812.644"," 51969.176"," 39668.592"," 59299.010"," 68763.703","101370.319"," 79465.873"," 86000.000"," 75500.000"," 50783.656"," 51726.347","112168.914"," 82804.988"," 63610.008","133000.000"," 72138.658"," 11174.180","  8003.135"," 76959.475"," 91100.000"," 76430.718","133980.744"," 91600.000"," 67613.619","127000.000"," 96800.000","107743.802"," 10010.874"," 73693.019"," 12773.980"," 51762.896"," 91232.102"," 88402.828"," 82927.017"," 87000.000"," 55302.594"," 50381.359"," 42448.272"," 40016.335"," 12546.857"," 27100.000"," 10247.264"," 55407.265","  8291.573","182957.168","  6730.056","  6553.507","149648.952","106000.000","106073.358"," 32685.676"
"M731.469T1179.269","209722.02","160315.73","202975.72","226293.06","219804.92","188363.02","201000.00","203000.00","179213.27","222054.90","254589.31","164201.27","173994.27","254000.00","125600.76"," 24047.76"," 63380.17","172579.82","193000.00","210836.67","174366.34","196000.00","196696.56","202000.00","179000.00","141577.40"," 36195.96","219624.35"," 29878.15","207047.51","218446.07","176174.86","214500.56","230000.00","181227.62","210349.19","229340.38","171495.11"," 39337.40","113000.00"," 28573.08","157046.97"," 12725.52","175092.20"," 14610.21"," 61761.11","215617.36","235000.00","138421.10","186046.36"
"M700.272T813.875"," 18645.326"," 10004.769"," 21535.272"," 29004.363"," 27508.934"," 38148.367"," 53600.000"," 47300.000"," 30627.193"," 44065.250"," 89943.686"," 40186.859"," 47659.908"," 69800.000"," 29221.676","     0.000","  3300.156"," 56920.401"," 59100.000"," 41818.905","103513.154"," 57000.000"," 37727.645"," 48300.000"," 40100.000"," 78812.373","  2000.465"," 35358.244","  1148.221"," 15129.280"," 73027.423"," 54181.250"," 52153.569"," 57500.000"," 16835.181"," 19988.521"," 27377.585"," 25232.812","  9448.355"," 13200.000","  4164.679"," 52600.978","  9062.601"," 55887.197","     0.000","  1780.669","163745.348"," 89300.000"," 51915.362"," 23628.038"
"M415.326T1295.888","148017.00"," 89129.80"," 84811.91"," 84716.73"," 84652.69"," 87079.97","137000.00","107000.00","131631.67","101886.53","212332.41","188142.89","145987.40","137000.00","137476.03"," 67376.20"," 90118.50","160861.70"," 98400.00","194067.80","180245.78","122000.00","144091.11","181000.00","101000.00","124953.62"," 66841.00"," 88474.09"," 71958.18","148196.44","159772.35"," 92720.78"," 94998.27"," 79400.00","135427.08","120193.08","132251.89","107185.40"," 85504.04","125000.00"," 98068.46","126360.35"," 90635.57","114650.69"," 97734.99"," 65176.37","200567.56","190000.00","146350.35"," 93606.79"
"M837.55T1439.862","118438.14"," 90362.18","134742.65"," 58130.40","132789.94","129592.35"," 58600.00","150000.00"," 68195.73"," 60634.00"," 35397.91"," 69945.68"," 87911.48","177000.00","163538.86","244778.62"," 38128.48"," 71272.72","108000.00","204905.19","143377.04"," 65900.00","108086.34"," 61600.00"," 58300.00","251662.77","119741.24"," 80828.54","222879.73"," 63718.37"," 58538.75","241640.79","126722.53","109000.00","129108.43"," 58090.37"," 62790.31"," 72689.28"," 28314.25"," 50800.00"," 37120.38"," 84960.78","156080.37","127272.30","109478.10"," 55396.62"," 64468.29","112000.00"," 54384.44","114957.84"
"M409.23T1490.054","236504.5","246192.4","243993.4","243140.6","260107.8","227787.0","230000.0","223000.0","198983.1","253336.2","264281.7","222699.1","232317.9","263000.0","243231.8","193813.3","202603.2","246718.2","236000.0","237158.6","225015.5","264000.0","257569.7","213000.0","220000.0","229037.8","213257.5","250172.9","249790.3","215147.6","226710.4","195141.5","242983.8","262000.0","201029.3","212651.8","228029.6","232414.4","200586.6","218000.0","213979.0","179246.0","206144.4","254772.8","199167.5","224913.7","277649.0","276000.0","274725.2","261249.2"
"M653.413T1286.062","154580.46","100786.99","118830.35","133126.73","150550.00","117935.23","115000.00","175000.00","158385.56","147124.69","175773.09","142169.53","121281.93","155000.00"," 77129.46"," 13287.70"," 27169.08","148538.74","149000.00","145942.11","181515.97","167000.00","141001.25","160000.00","198000.00","151322.05"," 22145.24","160333.85"," 25271.13","157173.72","167730.59","181305.48","174786.80","169000.00","157283.60","148368.40","121577.11","109806.98"," 14124.22"," 90700.00"," 25010.93","161022.61"," 16749.67","160438.52"," 15661.74"," 20576.63","166668.33","216000.00","145323.95","130286.54"
"M573.209T836.496","104351.358"," 28619.123","110898.116"," 96463.680","124645.527","134439.029","164000.000","125000.000","116442.543","101039.720","161317.214","148107.651","135257.789","239000.000","174786.689","     0.000","  1719.591","196266.036","128000.000","165967.533","305707.958","138000.000","169858.678","330000.000","154000.000","161360.615","  1388.379","163189.099","  2241.450"," 89609.080","174285.521","132140.708","160655.819","164000.000","111486.563"," 94849.026"," 72195.933"," 78033.538","  2756.725"," 19400.000","  2950.584","139492.826","  3123.988","162825.174","  1449.669","  3576.436","205879.181","158000.000","261227.624"," 57623.059"
"M843.487T1195.638","376515.955","299783.105","285344.113","422810.437","438838.154","264837.830","341000.000","309000.000","373482.140","332851.591","650218.260","239543.616","380692.003","481000.000","174473.969","     0.000","  4839.940","338171.765","271000.000","345844.347","246985.688","201000.000","451279.517","260000.000","317000.000","255033.586"," 11263.554","403265.613","  4836.711","505481.919","503311.682","252520.969","298883.963","354000.000","283312.692","280215.654","277894.346","303586.433"," 12054.379","163000.000","  6635.599","250990.411","  7905.872","135014.077","  9941.192","  4848.158","157378.068","268000.000","120738.205","339403.992"
"M1105.447T942.609"," 53318.607"," 23356.959"," 90141.806"," 67484.251","106635.714"," 93125.527","103000.000"," 90200.000"," 81961.884"," 94583.755"," 30221.286"," 75106.602"," 53901.103","127000.000"," 60327.021","  2293.643"," 12565.027"," 89069.228","166000.000"," 86510.695","132790.046","170000.000"," 99929.845","110000.000","137000.000","157723.081","  4398.013","136688.906","  5859.945"," 49630.032","171740.342","170619.920","148897.069","114000.000"," 43371.390"," 50129.980"," 74855.090"," 43098.043","  4677.247"," 16900.000","  3571.975"," 57053.815","  3148.160","219057.157","  4057.242"," 10394.344"," 53275.822"," 51700.000","155963.337"," 40738.285"
"M1013.365T908.018"," 66472.700"," 42094.273"," 69852.974"," 82182.547","107900.648"," 79371.339"," 93600.000"," 90900.000"," 68026.058"," 81859.291"," 71505.656"," 81775.387"," 78295.500","127000.000"," 86655.337"," 13365.147","  9043.912"," 87249.703"," 93400.000"," 92841.258","121891.161","101000.000"," 89182.290","125000.000"," 82100.000","123446.829","  7514.978","114228.374","  9955.898"," 55784.848"," 99657.792"," 95655.319","110184.617","106000.000"," 72008.092"," 67197.294"," 76538.500"," 62296.187"," 13787.727"," 42100.000","  9837.143"," 86004.277"," 23036.481","141339.705"," 26573.284"," 14087.011","103402.318"," 83900.000","135249.752"," 62212.176"
"M372.363T1453.652","163283.9","203237.9","214880.2","220183.3","190147.8","241441.5","251000.0","195000.0","205915.0","189326.3","306786.8","244968.7","189430.2","216000.0","205941.7","184000.1","148566.9","265797.7","197000.0","184518.5","207624.9","233000.0","184870.8","165000.0","196000.0","188448.2","174052.3","261350.3","318298.1","244727.9","239743.2","169769.2","184617.6","226000.0","175459.6","190917.2","175760.1","210400.0","245590.3","192000.0","250499.1","180144.6","182581.4","254426.4","184775.9","283073.1","328616.1","295000.0","246279.1","257905.3"
"M820.317T975.822"," 46701.362"," 24316.040"," 68919.391"," 89533.192"," 88468.694"," 98100.742"," 59300.000"," 88000.000"," 69501.255"," 46974.597"," 38233.549","104059.303"," 65435.630","142000.000"," 61729.177","  3538.889","  1797.899"," 89553.123","103000.000"," 99632.367","168911.250"," 93500.000","104063.526","145000.000","112000.000","138356.117","  3384.868"," 95498.175","  6334.874"," 35233.184"," 92842.676"," 97438.216"," 96520.651"," 86900.000"," 59394.119"," 44289.463"," 53330.958"," 53155.987","  4216.887"," 27800.000","  6563.989"," 61409.630","  6116.930","182267.030","  6840.085","  3802.715","101426.400"," 68400.000","196491.521"," 50306.350"
"M209.153T884.787"," 63933.435"," 11011.750"," 65002.669"," 51230.541","108632.476"," 79609.334","131000.000","121000.000"," 82258.180"," 83535.516"," 40884.826","223843.070","161234.981","157000.000"," 88915.656","     0.000","  2031.897","195557.471","105000.000","171340.387","195248.819","108000.000","138800.371","214000.000"," 90900.000","153587.929","     0.000","134704.553","     0.000"," 64434.210","122020.236","120036.065","138240.877","153000.000"," 97247.504","118107.550"," 52215.608"," 67746.844","     0.000","  2700.000","  1205.343","131597.005","     0.000","104352.373","     0.000","     0.000"," 46452.187"," 61400.000","152743.709"," 84134.670"
"M571.192T859.75"," 46385.671"," 51847.875"," 84286.189"," 82758.458","130175.508"," 99420.495"," 88600.000"," 76500.000"," 76179.629"," 80977.190"," 76017.195"," 88365.917"," 75379.512","124000.000"," 74659.778","  5806.264"," 14159.894"," 81897.985","107000.000"," 91135.575"," 91993.862","113000.000"," 84265.407"," 95000.000"," 90200.000","122011.694"," 10246.803"," 87237.767","  6326.334"," 50296.170"," 92533.197","140759.627","101690.002","104000.000"," 38665.389"," 53848.289"," 81791.607"," 57804.146"," 11511.137"," 45700.000"," 10792.991"," 81891.064"," 14399.165","118015.099"," 10990.707","  4540.707"," 90638.645"," 77600.000","112747.603"," 44836.196"
"M818.318T990.311"," 50642.405"," 24514.809"," 87248.299"," 81053.176"," 64525.027"," 88647.638"," 77100.000"," 84600.000"," 69550.867"," 60231.994"," 44530.949","154280.086","120877.836","252000.000","104411.479","  8257.407","  6802.576","150444.786"," 90000.000","165362.739","341544.151"," 68200.000","100628.868","314000.000"," 80100.000","174203.105"," 17156.179"," 72229.327"," 10979.274"," 40401.287"," 69400.807"," 72855.028","103384.169"," 90100.000"," 60318.028"," 54200.177"," 48630.252"," 41753.410","  7127.261"," 14200.000","  8638.711"," 74309.060","  7516.433","172760.679","  5276.118","  9676.359","109251.942"," 55600.000","316581.922"," 47342.532"
"M1062.403T940.951"," 27509.837"," 14014.810"," 36662.676"," 44804.870"," 63800.084"," 42600.884"," 88100.000"," 81500.000","108162.181"," 46107.483"," 15189.246"," 60903.577"," 51746.073","198000.000"," 50258.556","  1266.362","  5998.297"," 62289.712"," 55900.000"," 51100.094"," 64434.320"," 64000.000"," 55163.309"," 92800.000"," 55500.000"," 59099.639","  4356.705"," 83142.864","  5281.154"," 23750.389"," 63140.860"," 75391.376"," 51508.346"," 87200.000"," 39689.822"," 33206.695"," 39203.302"," 28328.774","  2712.566","  9520.000","  3164.635"," 31251.076","  8220.437","121133.053","  3039.000","  1404.716"," 41068.629"," 25200.000","150982.442"," 36501.784"
"M789.339T976.015","157866.068"," 15303.955"," 97920.651","124612.548","184789.855","144489.574","188000.000","338000.000","318670.992","160797.863"," 46595.031","349627.816","235889.811","567000.000","244422.559","  3625.512","  9704.807","214501.753","172000.000","351255.245","438834.016","271000.000","154943.903","386000.000","145000.000","251797.714","  9228.036","238214.311","  9524.633"," 82342.636","129555.296","102029.558","168470.524","232000.000","102832.436","106981.080"," 91112.507"," 44131.124","  2788.138"," 11300.000","  3220.354","105813.920","     0.000","491689.068","  4996.878","  8602.053","194019.443","102000.000","819879.402"," 69355.090"
"M811.324T926.047"," 90496.532"," 28346.044"," 65678.705"," 70648.550"," 83663.055"," 86511.997"," 99000.000","134000.000"," 94343.341"," 77195.114","106367.914","140162.235"," 89948.350","192000.000","130236.923","  4730.553","  9576.299","118615.768","108000.000","120941.223","216693.280","118000.000","122317.351","225000.000"," 92600.000","160308.406"," 11683.481","121986.033","  6698.795"," 60930.844","113384.595","100424.707"," 96489.724","109000.000"," 62597.962"," 66479.901"," 53836.512"," 51563.258","  4793.883"," 26200.000","  5861.092","115698.173","  5485.600","175596.785","  6346.438","  6918.864","172303.000","113000.000","220414.050"," 53807.796"
"M566.215T813.875"," 48489.2440"," 20399.0920"," 39599.1150"," 56902.2120"," 62322.7390"," 63982.9310"," 77900.0000"," 62400.0000"," 72599.6320"," 48357.1980"," 87338.1900"," 63214.9410"," 65260.0290"," 92400.0000"," 64583.1520","     0.0000","     0.0000"," 82761.4461"," 61400.0000"," 80153.4210","123879.1550"," 62900.0000"," 93697.8930","122000.0000"," 64600.0000"," 92824.4120","     0.0000"," 89031.9870","   882.4131"," 55490.0820"," 60407.0000"," 63040.5450"," 73687.1450"," 67000.0000"," 67937.5170"," 50152.0550"," 46522.7710"," 45199.2750","     0.0000"," 13900.0000","  2172.7281"," 69425.1700","     0.0000","100797.5390","  1230.9128","  2478.8490","152319.9750"," 76300.0000","153446.8818"," 46380.2290"
"M1011.604T1223.69","214559.028"," 61225.545","104689.136","103785.914"," 84825.236"," 94295.367"," 86300.000","106000.000","126256.832","112247.632"," 39771.425","145676.868"," 83209.655","314000.000","166164.332","  2558.676","     0.000"," 88114.129"," 78700.000"," 96153.967"," 73103.972","108000.000"," 88649.616","100000.000"," 66400.000"," 70603.274","     0.000","157652.483","     0.000"," 88300.456","101963.908"," 79285.474","105781.655","265000.000"," 85888.905","119743.001","133930.581"," 69118.164","     0.000"," 41300.000","     0.000"," 76697.847","     0.000"," 48728.343","  3068.828","  2927.273"," 40703.869"," 44600.000"," 61041.512","152320.083"
"M593.201T924.482"," 79762.420"," 31672.820"," 92790.270"," 59829.747","107015.624","104588.038","116000.000","105000.000"," 95348.454","101158.128"," 55133.975","149996.650"," 78690.487","177000.000"," 85644.193","  3051.525","  3740.364","119462.048"," 95200.000","112895.863","149085.982"," 89500.000"," 81540.246","167000.000"," 85300.000","138758.249","  3433.826","108888.231","  7371.532"," 64102.348","127911.170","108061.640"," 90272.598"," 91200.000"," 67117.549"," 60062.937"," 61928.626"," 49959.360","  2629.571"," 25200.000","  2912.167"," 90286.508","  3402.624","101799.320","  1660.204","  3961.633","100619.929"," 73300.000","201143.943"," 65328.774"
"M887.355T973.898"," 71391.661"," 34633.898","102579.319"," 93648.253","102176.570","122284.673"," 99300.000","113000.000"," 92281.825"," 78082.883","120957.116","101916.930"," 96968.430","171000.000"," 98047.018","  8453.014","  7794.083","130169.420","155000.000","101180.867","185343.980","103000.000","109522.778","144000.000","132000.000","188917.971"," 14710.752","123019.033"," 10854.395"," 51730.708","130222.904","118313.895","125411.782","117000.000"," 64688.965"," 67085.725"," 71443.770"," 66434.747"," 19234.518"," 38600.000","  9760.980"," 83213.074"," 13270.544","217378.930","  8137.881"," 18686.817","173925.455"," 84600.000","213020.076"," 61442.380"
"M964.379T973.898"," 51729.712","  9377.437"," 49411.997"," 41287.157"," 77592.638"," 34308.593"," 72900.000"," 64200.000"," 69042.080"," 35717.437"," 43750.846"," 65830.222"," 42991.138","156000.000"," 77097.067","  8684.732","  5462.643"," 83781.325"," 58100.000"," 77892.265"," 96600.155"," 83000.000"," 58762.449","113000.000"," 65700.000"," 64281.295","  5660.002"," 89870.399","     0.000"," 30442.191"," 72568.653"," 64848.200"," 62070.838"," 65900.000"," 43918.007"," 42447.933"," 27352.489"," 23050.606","  3563.962"," 17600.000","  1632.787"," 32881.335","  3936.347","160996.230","  4054.921","  9320.308"," 79522.750"," 58100.000","127291.720"," 25218.358"
"M952.356T828.514"," 49979.238"," 28389.256"," 88195.027"," 89830.692","136758.720"," 95697.383"," 92600.000"," 94400.000"," 81636.141"," 58801.038","145693.341"," 85667.338"," 72106.573","168000.000"," 80467.607"," 10338.576"," 15172.937"," 88775.088","107000.000"," 94779.065","118844.236","127000.000"," 72722.198","152000.000","153000.000","127383.814"," 14451.327"," 90391.554"," 11449.727"," 43800.706","136243.579","122899.309","106412.479","124000.000"," 52094.078"," 66432.497"," 63589.236"," 45257.713"," 13309.379"," 30100.000","  9346.453"," 60219.209"," 12248.506","153746.988","  9897.307","  5294.675","156962.442","139000.000","168691.686"," 49222.363"
"M1102.351T817.469","44112.34","49437.22","72694.73","66078.20","86903.00","73795.91","56800.00","62900.00","60919.67","50335.39","39587.05","71997.02","49325.33","98900.00","69026.49","16132.65","14036.03","55500.45","61400.00","54356.96","78703.36","66300.00","59550.56","82800.00","38800.00","53149.75","13546.60","42336.29","12334.98","50863.08","69708.58","65042.59","76466.08","56800.00","39730.66","57493.24","52899.39","58359.01","19206.02","36500.00","18961.28","81395.01","37894.48","55155.24","14191.41","14135.46","64722.25","41400.00","72501.55","35540.38"
"M372.364T1473.637","178875.6","259857.4","285904.6","263807.6","236305.2","265613.2","270000.0","197000.0","240828.0","213887.6","229418.6","277645.6","218252.5","236000.0","220325.8","235501.1","169214.7","334786.7","240000.0","207143.9","208419.3","263000.0","235572.9","188000.0","238000.0","227149.0","207389.7","287083.5","356360.7","295541.6","260344.9","215667.3","214144.5","256000.0","196177.1","214002.5","237689.7","262538.0","264170.4","219000.0","276684.3","213083.9","229688.9","289891.1","203334.1","327341.0","304255.1","321000.0","327320.0","323856.9"
"M571.19T841.386"," 46380.722"," 57459.396"," 90118.913"," 87731.517","123449.000","111004.956","110000.000"," 83500.000"," 92051.771"," 85388.684"," 91367.115"," 99151.006"," 86945.566","138000.000"," 80364.004","  6373.322"," 14809.022"," 92762.381","122000.000"," 95374.303","111105.975","125000.000"," 91844.946","114000.000"," 93800.000","135175.175"," 10647.631","105869.487","  8269.084"," 52695.626","104688.938","143369.015","113586.811","108000.000"," 43990.901"," 62587.061"," 87204.194"," 66369.632"," 11458.081"," 53500.000"," 14507.750"," 94625.769"," 16109.680","132020.068"," 12040.868","  5776.419","105576.216"," 82400.000","132677.600"," 53989.902"
"M571.201T892.9"," 52222.312"," 62882.185"," 95908.875","101043.791","146121.939","120910.150","116000.000"," 90000.000"," 92088.499"," 85579.563"," 97974.208","108837.211"," 93788.010","146000.000"," 88238.252","  6944.447"," 15526.515"," 92787.345","125000.000","113267.023","119534.058","125000.000","100961.749","128000.000","104000.000","143590.908"," 11144.165","114858.530","  8701.819"," 56802.514","115070.768","158510.768","123673.698","114000.000"," 49321.525"," 64781.970"," 89898.424"," 68463.098"," 12855.312"," 53500.000"," 15239.147","101515.711"," 16990.984","128222.866"," 12608.274","  5630.799","105959.967"," 95300.000","150943.815"," 57448.616"
"M515.345T1308.231","235972.02","353525.42","582987.14","260194.87","279471.34","507005.72","159000.00","146000.00","177036.77","160496.96","231551.26","542209.03","377799.88","228000.00","284791.75"," 97627.78","118312.58","446044.06","430000.00","392502.07","587692.00","397000.00","575358.25","294000.00","222000.00","391828.59"," 73228.29","363739.63"," 86496.05","270746.55","357824.86","290544.73","775820.89","552000.00","686108.22","156057.46","549282.20","383505.35","172065.51","160000.00"," 94480.28","470765.64"," 52814.89","266932.24","120696.92"," 64160.15","266629.44","215000.00","382008.06","542564.03"
"M795.419T1389.363"," 87268.11"," 71600.68"," 91347.52"," 87337.04","114375.65"," 81244.99"," 70100.00","103000.00"," 82886.08"," 90517.23"," 76268.24"," 88083.29"," 91131.83","119000.00"," 44545.88"," 20164.62"," 20015.86"," 98564.77"," 95400.00"," 91500.23"," 80399.67"," 87200.00"," 74763.84"," 94300.00"," 89400.00"," 68794.79"," 23571.30"," 89201.30"," 23036.17"," 79294.02"," 91766.93"," 72770.61"," 73690.09"," 78000.00"," 88905.29"," 79229.57"," 95200.11"," 77518.38"," 27164.06"," 55200.00"," 25492.22"," 77106.84"," 15742.33"," 57252.34"," 19533.76"," 13721.18"," 52417.58"," 96500.00"," 68742.31"," 84585.37"
"M295.151T1312.999","187276.38","260375.84","153434.22","194169.88","119071.88","214440.60","167000.00","151000.00","134776.85","154669.49","258667.55","175239.49","132515.02","155000.00","174008.95"," 77898.03"," 72423.32","173905.24","192000.00","159483.02","160362.17","239000.00","260746.27","128000.00"," 87000.00","143634.43"," 96051.05","115851.43"," 83087.73","152596.50","195614.30","100620.28","193684.05","180000.00","264779.03","172810.13","163166.85","191877.30"," 93772.72","204000.00"," 98091.39","265372.99"," 90463.08","158192.00"," 84329.38"," 61029.06","198050.25","217000.00","242172.62","122553.46"
"M619.312T1321.849","67500.92","80920.01","69144.39","87180.81","89942.51","75394.33","57400.00","49300.00","60277.48","65560.50","56015.00","67160.12","63136.10","68400.00","54559.06","39215.26","20636.51","84286.90","72800.00","73580.92","68997.82","71500.00","73144.42","53200.00","72600.00","46152.33","25654.62","81088.87","43277.60","51271.34","68252.99","77243.87","85254.21","94600.00","59844.39","49213.95","61501.65","64966.94","21829.10","53300.00","29891.11","62076.55","33125.00","83182.76","39780.93","40905.11","30832.47","50400.00","77805.48","82304.13"
