"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X34.F9.2.neg","X36.F9.3.neg","X46.F9.4.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg","X31.C15.3.neg","X47.C15.1.neg","X50.C15.2.neg","X04.D15.4.neg","X06.D15.2.neg","X35.D15.1.neg","X37.D15.3.neg","X17.F15.3.neg","X25.F15.1.neg","X30.F15.2.neg","X51.F15.4.neg","X08.X15.4.neg","X11.X15.3.neg","X29.X15.1.neg","X42.X15.2.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M510.873T67.188","-0.08429145","-0.44579369"," 0.40803049","-0.03980671"," 0.11398664"," 0.83807147","-0.12838861","-0.39292212","-0.17673508","-0.07066033"," 0.21885426"," 0.26594935","-0.49422881"," 0.61076237","-0.25171285"," 0.29936406"," 0.05080707","-0.39812337","-0.47114549","-0.42689149"," 0.17745979","-0.33606133","-0.03889753","-0.05462758","-0.16868705"," 0.36030769","-0.45412752"," 0.13173762","-0.33003314"," 0.92862292"," 0.95839851","-0.79189865"," 0.06149464"," 0.28470247","-0.37754288"," 0.35538772"," 0.36185008","-0.62979559"," 0.69061812","-0.76041348","-0.13165932","-0.17110764","-0.34215928"," 0.96785528"," 0.62368391","-0.41710850"," 0.10432541"," 0.28426725","-0.71171763"
"M942.387T966.176"," 0.509952401","-1.472469426"," 0.401264383"," 0.078863485"," 0.832279759"," 1.387490017"," 0.126483136"," 0.585624333"," 0.627218199","-1.870487383"," 1.208668467","-0.919839892","-0.111701531"," 0.733434935"," 0.670686609"," 0.195416357","-0.946769099"," 0.165917816"," 0.530968566"," 0.517894763"," 0.518506895","-0.474952331"," 0.370415540"," 0.864586624"," 0.432165461","-0.594032437"," 0.835672954"," 1.188306914"," 0.999669876"," 1.304812157"," 0.329605086","-1.765265812"," 0.510751802"," 0.604993101"," 0.173376689"," 0.352733376"," 0.303400834","-1.877441063"," 1.441085253","-1.871854210","-1.800580266","-1.828035692","-1.738899700","-0.622612860"," 0.329850720"," 0.140315748","-0.006389609"," 0.478932971","-1.850013919"
"M529.159T788.61"," 0.004253795","-0.055630896"," 0.363346621"," 0.303861932"," 0.613783943"," 1.118165878"," 0.096208374","-0.144642381"," 0.056639648","-1.850406945"," 1.049254766","-1.557781303"," 0.211311471"," 0.512917920"," 0.141699444"," 0.627599468","-1.098384340"," 0.180063600"," 0.135020457"," 0.163733177"," 0.032623859"," 0.413685586","-0.107748088"," 0.358425921"," 0.565316481","-1.669788543"," 0.279341391"," 0.279209518"," 1.014339561"," 0.542155074"," 0.546202808","-1.728045361"," 0.580065859"," 0.470041867"," 0.034965062"," 0.907320033"," 0.540688293","-1.858493345"," 0.434467956","-1.851996421","-0.924103987","-0.533223290","-1.697384372"," 0.912002062"," 0.795548634"," 0.446822045"," 0.878170261"," 0.482101321","-1.013724813"
"M435.187T981.992"," 0.582883598","-0.795874510"," 0.615490418","-1.382621947"," 0.324849061"," 1.485387579","-0.674138537"," 0.075409132"," 0.360988370","-1.491680254"," 0.927121405","-1.212683669"," 0.032702778"," 0.993247079","-0.024443464"," 0.508427847","-0.885783362"," 0.375989095","-0.058922971"," 0.151820834"," 0.046961385"," 0.269029061"," 0.966654832"," 0.574054682"," 0.741115782","-1.319474534"," 0.591023390"," 1.078438166"," 0.508949655"," 0.524848584"," 0.717007055","-1.375018079"," 1.104176447"," 0.731890922","-0.580793401"," 0.519529132"," 0.034420106","-1.499389973"," 1.063677096","-1.493195690","-1.414172301","-1.444612929","-1.345785120"," 0.188445727"," 0.008020583"," 0.527878366"," 0.991261943"," 0.845871426","-1.468980794"
"M278.067T775.155"," 0.19805207","-0.03514708","-1.56653330"," 0.01250001"," 0.46558523"," 0.38798388"," 0.53277583","-0.02735270","-0.10763554","-0.86737586"," 0.79425470","-0.56245525"," 0.18890292"," 0.42965020","-0.04722528","-0.29947438","-1.05220178"," 0.79287987"," 0.72326564"," 0.86332160"," 0.06089720"," 0.01358250"," 0.06850922"," 0.67583998","-1.52854109","-0.67916922"," 1.25386108"," 0.54951393"," 1.03894870"," 0.66588601"," 0.48415277","-0.73987383","-1.57681776","-0.36535613","-0.38753845","-1.10934031"," 0.41403733","-0.87580192"," 1.48860822","-0.86903210","-0.78266618","-0.81593526","-0.70792458","-0.04430351"," 0.28923552","-0.12471826"," 1.86583504"," 1.75690757","-0.84256728"
"M454.975T107.571"," 0.151431723","-0.409126203","-0.079262454"," 0.007596734"," 0.039260837"," 1.229620493","-0.091006016","-0.310847713"," 0.177721477","-0.076268237"," 0.929881053","-0.260934939","-0.171713492"," 0.711081145","-0.067525184"," 0.390274279","-0.815644195","-0.037709779","-0.016917127"," 0.092161158","-0.124799901"," 0.113954002"," 0.013982758"," 0.241494794"," 0.423785092","-1.766558087"," 0.017363995"," 0.530234026"," 1.472819452"," 0.804216775"," 0.545725267","-1.842470304"," 0.438919577"," 0.468826293","-0.192140410"," 0.649444719","-0.112218308","-0.233475227"," 0.654340615","-0.125497388","-1.895982995","-0.675433935","-0.743284898"," 0.481955185"," 0.182971405"," 0.069027650","-0.501005485","-0.038016522","-0.250251705"
"M292.14T116.338","-0.25424630","-0.25750466"," 0.12737137","-0.25172952"," 1.30591560"," 1.21842905"," 0.40003881","-0.02037789"," 0.01863990","-1.42585052"," 1.11370436","-1.12652666","-0.03174753","-1.04703661","-0.38715946"," 0.37676847","-1.60728674"," 0.52962017"," 0.42914402"," 0.56624454","-0.50256550"," 0.16166523","-0.07403798"," 1.00649041"," 0.89384696","-1.24109797"," 0.75162275"," 0.34197960"," 1.00027989"," 0.78272726"," 0.42867719","-1.30068832"," 0.68711851","-0.10521634","-0.57768901"," 0.19598066"," 0.07117024","-0.59954147"," 1.11937476","-1.42747637","-1.34269528","-0.19539918","-1.26932549"," 0.59090823"," 0.63879880","-0.44703145"," 1.27192279"," 0.86528782","-1.40149714"
"M842.848T69.273"," 0.73882686"," 0.14986987"," 0.83765015","-0.55853027"," 0.46135017","-1.50079659"," 0.39598168"," 0.62681419"," 0.38989374","-0.81027889"," 0.21507160","-1.30758320"," 0.24898781"," 0.95993540"," 0.29103960"," 0.32089101"," 0.15270116"," 0.35699117","-0.39711342"," 0.31179736"," 0.39730002"," 0.33736751"," 0.69417142"," 0.44137591"," 0.30082883","-1.41465051"," 0.12234709"," 1.18357372","-1.45451811"," 0.86936590"," 1.01957562","-1.47033790"," 0.39835388"," 1.07308836","-0.25880445"," 0.43724184"," 0.02674901","-1.59503210"," 0.88820845","-1.58882175","-1.50959355","-1.54011306","-1.44102923"," 0.82454350"," 0.67729599"," 0.99202824"," 0.77994410"," 0.49058594","-1.56454408"
"M501.375T66.858"," 0.35293779","-0.29592907"," 1.00415314","-0.39923587"," 0.30362794","-1.18926836"," 0.18099119"," 0.14900690"," 0.36083975","-1.28891249","-1.47415693"," 0.08367493","-0.14978845"," 1.25136844"," 0.19546211","-0.36401067"," 0.43596203","-0.01404315","-0.13203361"," 0.01719498"," 0.29406875","-0.70498672"," 0.24585353","-0.07032371","-0.16888938","-1.09003847","-1.02302070"," 0.67168466"," 1.38856255"," 0.54531310"," 1.41347937","-1.15418364","-0.33069421"," 0.64843038"," 0.16100516"," 0.25527583"," 0.50295415","-1.29781616"," 1.31755224","-1.29066261","-1.19940140","-0.33951605"," 0.48567196","-1.31423121"," 0.75281893"," 0.35977184"," 0.48496541"," 0.86513232"," 0.56338346"
"M710.827T66.858"," 0.27772718"," 0.03049951"," 0.55562945"," 0.09011108"," 0.57866042","-1.49859683"," 0.50260794","-0.06791863"," 0.22218915","-0.56939438","-1.79815464"," 0.15237818"," 0.22469398"," 0.62942475"," 0.32489034"," 0.59923478","-0.80456302"," 0.31082556"," 0.20833457"," 0.28206320"," 0.31359143"," 0.25010750"," 0.50942298"," 0.41060126"," 0.31500293","-1.39425753"," 0.10108851"," 0.58847538","-1.44254479"," 0.82001271"," 0.75322356","-1.46170557","-0.20300206"," 0.70496099"," 0.32397431"," 0.73859916"," 0.04790072","-0.51203632"," 0.68517949","-0.58657408","-0.46445293","-1.54621652","-0.48507899"," 0.44157367"," 0.60759067"," 0.30075751"," 0.70761961"," 0.80135090","-1.57580711"
"M366.264T1266.032","-0.29309523","-0.38928840"," 0.22173131","-0.45303616"," 0.67198837"," 1.10696048","-0.12185773","-0.13958417","-1.65192848","-0.73566036"," 1.11298594","-0.39754386","-0.32778127"," 0.26922796","-0.06353058"," 0.40896607","-0.94061363"," 0.20447168"," 0.07879353","-1.79628548","-0.40089142"," 0.16468107","-1.73596823"," 0.59204766"," 0.62188897","-0.52696331"," 0.36777386"," 0.11560517"," 0.36408577"," 0.98403777"," 0.24585525","-0.59427658"," 0.36830282"," 0.39766474","-0.05270359"," 0.88354178"," 0.44858033","-0.74500387"," 0.52978307","-0.73749693","-0.64172774","-0.67861895","-0.55884911"," 1.01322978"," 0.67667111"," 0.21884719"," 1.36606157"," 1.25707244","-0.70815060"
"M328.886T98.013","-0.17086743"," 0.19257464","-0.37887727"," 0.13669345"," 0.11993174"," 1.12798933","-0.17324869","-0.70985711","-0.15283991"," 0.13733369"," 0.91810994"," 0.21695056","-0.28913634"," 0.36904880","-0.27155214"," 0.12092594"," 0.13924922","-0.37126814","-0.40411558","-0.38194668","-0.89937062","-0.01106178","-0.21582964"," 0.08975925"," 0.40795690"," 0.30299869","-0.29737590"," 0.42308894"," 0.96675061"," 0.50790568"," 0.79495559","-0.18717252"," 0.09463399"," 0.18230214","-0.28557918"," 0.64674604","-0.21933273","-0.28822724"," 0.50081168","-0.18454255"," 0.12728631"," 0.18554595"," 0.08831437"," 1.32282050","-2.66798227","-0.41235673","-0.24802932","-0.63122826","-0.26888592"
"M447.225T920.763","-0.12919181","-0.24043621"," 0.76578305"," 0.28370730"," 0.18342929"," 0.67959499"," 0.31487246","-0.31768402","-0.54592578","-1.88569103"," 0.85427293","-0.35935772","-0.03861393"," 0.64186335"," 0.16604399"," 0.21912937","-0.62447652"," 0.18266472","-0.08490526"," 0.09439118"," 0.29185634","-0.35170211"," 0.41233953"," 0.49679080"," 0.26345056","-1.66853453","-0.42497565"," 0.63861291"," 1.02501886"," 0.72001613"," 0.98300644","-0.39341781"," 0.24323259"," 0.44190668","-0.46192414"," 0.46830071"," 0.48536268","-0.45378192"," 0.63469538","-0.53083146","-1.78795095","-0.25314666","-1.70171283"," 1.30762821"," 0.19118698"," 0.29956422"," 0.17170292","-0.32641082","-0.87975341"
"M1311.769T944.788"," 0.284157277","-0.580469438"," 0.566566333"," 0.415149342"," 0.370505188"," 1.512367907"," 0.417178397","-0.007353464"," 0.277214409","-0.324713766","-1.307002599","-0.845585795","-0.041119140"," 0.287715293"," 0.357005237"," 0.104717992","-1.316149084"," 0.482953683"," 0.266245203"," 0.819705399"," 0.585702065"," 0.358829219"," 0.504206710"," 0.815840166","-1.773866922","-0.957727133","-2.103746074"," 0.140156095"," 1.258091727"," 0.680046153"," 0.975062296","-1.016053602"," 0.549907931"," 0.576458003"," 0.040622445","-0.127505168"," 0.815953586","-1.146657190"," 1.314126099","-1.140152532","-1.057169620","-1.089135478","-0.985355964"," 1.278587483"," 0.457103018"," 0.069526733"," 0.589465827","-0.236679935","-1.114724313"
"M264.997T1580.365","-0.50482196","-0.66127136"," 0.15741869","-0.47306496","-0.02498730"," 1.17864880","-0.73815480","-1.01114121","-0.49057882"," 0.34226895"," 0.41074619"," 0.90023465","-0.57430973"," 0.10933481","-0.81994363","-0.34842053"," 0.15042673","-0.34925880","-0.55277431","-0.48599104","-0.17709019","-0.12736268","-0.30617154","-0.06628707","-0.05436110","-0.04696632","-0.89919459"," 0.47760010"," 1.01701490"," 0.21037860","-0.06313105"," 0.73343427","-0.31538476","-0.06165944","-0.21960829"," 0.55938664","-0.53872236"," 0.44999819"," 1.35986530"," 0.27711064"," 0.42269205"," 0.52165434"," 0.64763549"," 0.87808911","-0.40817502","-0.29393687","-0.27044448","-0.40521980"," 0.48449552"
"M317.064T416.942","-0.777086056","-0.774124022","-0.478169549","-0.944689911"," 0.444141808"," 0.833681044","-0.176662403","-0.403702490","-0.636696445","-0.785625455"," 1.074110131"," 0.358139929"," 0.005038134"," 0.023048806","-0.305322922"," 0.314533393"," 0.077380922"," 0.066428040"," 0.203789560"," 0.310774264","-0.824356987","-0.685201012","-0.887825973"," 0.802568989"," 0.126439417"," 0.023982573"," 0.630213841"," 0.348919187"," 1.206865142"," 0.098612435","-0.499987103"," 0.235657116","-0.057772299"," 0.090380582","-1.147919791"," 0.160731932","-1.185604061","-0.431892950"," 0.819243463"," 0.225259512"," 0.263360174"," 0.787027459"," 0.062750443","-0.017764119","-0.216353155","-0.930034790"," 1.380225572"," 1.150899653"," 0.042587973"
"M733.865T68.384"," 0.62013806","-0.32948743"," 1.31114343","-0.14103847","-0.45736620"," 1.02224089"," 0.02445542"," 0.38354101"," 0.70381020","-0.63120925"," 0.52403936","-1.17742405","-0.65137289"," 1.33946066","-0.46804123"," 0.05735852","-0.24494882","-0.30867051","-0.33590609","-0.02152013"," 0.32015170","-0.55119362"," 0.39930065","-0.33712438"," 0.21423331","-1.29502173","-0.11943785"," 0.52359451"," 1.09973997"," 1.56114183"," 1.23330653","-0.42518451","-0.79072877"," 0.91344302","-0.66839070"," 0.32346603"," 0.35824649","-1.49314471"," 0.92761731","-1.48632354","-0.19480724","-1.43282405","-1.32399489"," 0.23825991"," 0.69816711"," 1.08971681"," 0.16176175"," 0.29648457","-1.45965800"
"M521.109T928.919","-1.83098909","-0.20448758"," 0.03400535"," 0.79361710"," 0.81686246"," 1.66266625","-1.87881887","-0.06724544"," 0.44951363","-0.94119147"," 0.65608072","-0.63597098","-0.52598595"," 0.91478384"," 0.17205249"," 0.55026030","-1.12620124"," 0.11605350"," 0.32311605"," 0.41620674","-0.60226992","-0.03063226"," 0.43990652"," 0.34547947"," 1.04053352","-0.75279943","-0.16202424"," 0.37216930"," 0.93736874"," 0.42622600"," 0.93056640","-0.81356371"," 0.97378766"," 0.75648031","-1.95253415"," 1.03248032"," 0.09281597","-0.94962586"," 0.49778416","-0.94284935","-0.85639819","-0.88970006","-0.78158304","-0.11731276","-0.24052896"," 0.62312891"," 0.75135193"," 0.07288544"," 0.10452942"
"M796.86T67.938"," 0.64049584"," 0.24814116"," 1.11221370","-0.78085129"," 0.15949177","-1.31648263"," 0.26708549"," 0.81229418"," 0.37031557","-0.31598268","-1.57539943","-1.11421529"," 0.17369083"," 1.07144864"," 0.24926458"," 0.08093580","-0.59132232"," 0.22413452","-0.42556060","-0.34748481"," 0.20811594"," 0.08321029"," 0.64959236"," 0.38536513"," 0.49333761","-1.22629969","-0.50958636"," 1.18913893","-1.26803550"," 1.04017891"," 1.16996748","-0.34837935"," 0.67408325"," 1.07787477","-0.39488166","-0.12979805"," 0.06939215","-1.41513426"," 0.95641150","-1.40863288","-1.32569183","-1.35764154","-0.44047904"," 1.28627414"," 0.59050122"," 1.08890239"," 0.82618727"," 0.47703127","-1.38321747"
"M402.917T66.5"," 0.71145659","-1.02051397"," 1.10317435","-0.87141923"," 0.45920701","-0.72580402"," 0.26878796"," 0.73414631"," 0.35256618","-0.98040449","-0.55924311","-0.51363848","-0.03605010"," 0.88622342","-0.28394749","-0.21224585","-0.79809359","-0.40613805"," 0.16889303"," 0.13218354"," 0.57214638"," 0.04168982"," 0.75576396","-0.03442080","-0.78280962","-0.46071128","-0.08090306"," 0.27128084"," 1.20507114"," 1.10392830"," 1.47308824","-0.72856225","-0.63875738"," 1.23836046"," 0.15398970","-0.30189166"," 0.16209303","-0.69616596"," 1.02511734","-0.80913151","-0.84505296","-1.11129621","-0.70177037","-0.28305134"," 0.73515732"," 0.80372360"," 0.09473489"," 0.64088218","-1.21164282"
"M453.099T792.789"," 0.18490579","-0.53292042"," 0.29348964","-0.19578929"," 0.37883530"," 1.17636141"," 0.30349936","-0.02892471"," 0.40556824","-0.96611447"," 0.86981962","-0.06999876"," 0.13757962"," 0.55593035"," 0.01443306"," 0.35702996","-2.05977023"," 0.06023715"," 0.09231652"," 0.43487956"," 0.13356717"," 0.16294923"," 0.17065545"," 0.51350580"," 0.15589654","-1.66439271"," 0.27596886"," 0.47391001"," 1.11590155"," 0.78102740"," 0.52773179","-1.72873286"," 0.27562793"," 0.55121993","-0.56575678"," 0.71098600"," 0.30096519","-1.87280232"," 0.56439730","-1.86562699","-0.72544903","-0.44597287","-0.51141035"," 0.95728046"," 0.46935961"," 0.44352897"," 0.08161780"," 0.17439464","-0.87171544"
"M288.987T101.622"," 0.1888950662","-0.6542674520","-0.3291317391","-0.1173239817"," 0.2009074636"," 1.1609277989","-0.2346493524","-0.1816750653"," 0.0816555144","-0.7397594990"," 0.9554273596","-0.3561904289","-0.1837338077"," 0.7975994318"," 0.0120787438"," 0.3220142058","-1.0689223896"," 0.1283655475"," 0.1158522145","-0.1500726714","-0.2082770155"," 0.0044085233"," 0.1952770247"," 0.3502804975"," 0.0000111297","-0.7121080042","-0.7706658214"," 0.5509519961"," 1.5766446383"," 0.8524933569"," 0.3072439274","-0.8770921806"," 0.4438852405"," 0.7980969120","-0.1593963409"," 0.6817170548","-0.4290398722","-1.0621742782"," 0.5406446959","-0.5674679439","-0.7745616261","-0.9540930949","-1.2988787392"," 0.3730625617"," 0.6005077367"," 0.6525275414"," 1.1220966624"," 0.6758250303","-1.8599165716"
"M375.129T680.648"," 0.29126798","-1.00270151"," 0.38965801"," 0.04829669"," 0.38126560"," 1.55057160","-0.52308785"," 0.04226310"," 0.32247848","-0.51925810"," 0.71926653"," 0.14564746","-0.09935818"," 0.60817655"," 0.12748524"," 0.35721372","-0.78865503"," 0.09000034"," 0.09637715"," 0.23354119","-0.14260897","-0.08187150"," 0.36753237"," 0.66951448"," 0.23372561","-0.39309629"," 0.01180711"," 0.10397676"," 0.53957662"," 0.90525996"," 0.49784877","-0.84067696"," 1.04016042"," 0.76580553","-0.36077862"," 0.81619658"," 0.11069345","-0.22099619"," 0.59788692","-2.15258686","-0.45952350","-0.37901150","-1.96374941","-1.18591072"," 0.45635777"," 0.12600146","-0.58713418"," 0.05022249","-0.99507056"
"M374.109T731.372","-0.73829214","-0.87599239","-1.43945508","-1.58694943"," 0.15891861"," 0.78756503"," 0.04348561"," 0.80719702"," 0.49102599","-0.75040949","-0.92317298","-0.44991562","-0.01771365"," 1.12025020"," 0.04054317"," 0.96697882"," 0.04473135","-0.09738488"," 0.18414405"," 0.66151891","-0.09177948","-1.61754483"," 0.48971520"," 0.34969560"," 0.50828945","-0.56493489"," 0.12392246"," 1.17496361","-0.60776345"," 1.44672534"," 1.44560184","-0.62475817"," 0.51484103"," 0.70272930","-1.74608490"," 0.92023138"," 0.36402071","-0.75871327"," 1.72992513"," 0.09386253","-0.66692932","-0.69971548","-0.59327275","-0.77402234"," 0.30019254","-0.13245736","-0.05085240"," 1.06300036","-0.72596096"
"M759.145T875.232","-1.41081050","-1.49202382"," 0.16033877","-1.37265637","-1.25313266"," 0.38638751"," 0.04392842"," 0.50181326"," 0.41706034","-0.56400248"," 1.14897782","-0.27351262","-0.02286346","-1.00327448","-0.57912992"," 0.38603657","-0.74008221"," 0.42043633"," 0.74940557"," 0.56722043","-0.10915881","-1.40222820","-0.46586424"," 0.15502176"," 0.39513001","-0.38470282"," 0.92920748"," 0.61942036"," 1.00988218"," 0.74991934"," 0.67814536","-0.44253449"," 0.35822654"," 0.08857764","-0.31019910","-0.79451714","-0.48132400","-0.57202979"," 2.65285396","-0.56558034","-0.48330166","-0.51499627","-0.41209728"," 0.22011553","-0.22461707"," 0.03933139"," 2.08413855"," 1.65343255","-0.54036794"
"M1117.54T932.512","-0.39445474","-1.16786732"," 0.45494657"," 0.08637610"," 0.15855327"," 0.95397921"," 0.10740198","-0.09814101","-0.12344873","-1.02242124"," 1.32337040","-0.67440448","-0.35082990"," 0.61808009","-0.34698199"," 0.16897506","-1.23337613","-0.24949075"," 0.03838275"," 0.21752112"," 0.20288525","-0.30446435"," 0.10484305","-0.06983198"," 0.36863335","-0.80761335"," 0.15650219"," 0.84230344"," 1.32413069"," 1.01503987"," 0.86976265","-0.87689758"," 0.16446857"," 0.57677304","-0.50726396"," 0.61642129"," 0.46793325","-1.03203835"," 0.60800123","-1.02431159","-0.92573815","-0.96370958","-0.84043277"," 1.85457089"," 0.41263017"," 0.23518694"," 0.13215378","-0.07200230","-0.99410596"
"M563.052T1148.286"," 0.248163368"," 0.061862197"," 0.156140793"," 0.250874855"," 0.686765679"," 0.944291757","-0.323970552","-0.141341688"," 0.216585624","-0.758764631"," 1.325369606","-1.616447855"," 0.325155564"," 0.320144101","-0.003392056"," 0.690582271","-2.130800141","-0.278333930"," 0.248025084"," 0.038339866"," 0.159687502"," 0.338665745"," 0.244713101"," 0.654634717"," 0.205634912","-1.739023737"," 0.566587205"," 0.368569276"," 0.765221583"," 0.335461491"," 0.494552397","-1.802777522"," 0.473442934"," 0.495234150","-0.128168608"," 0.895091367"," 0.152732993","-0.251111987"," 0.122167528","-0.917417113","-0.361675174","-0.993086370","-0.679633087"," 1.222385312"," 0.110359942"," 0.160465837"," 0.304845336"," 0.453820288","-1.910629930"
"M1132.537T923.907"," 0.4529870971"," 0.3356147329"," 0.1165917198"," 0.2301196864"," 0.1562183545"," 1.3419067684","-0.0002168204"," 0.0426253546"," 0.3447740972","-1.6010619674"," 1.0066681701","-1.3012793599"," 0.2533386509"," 0.8270092058"," 0.0805917329"," 0.2712788791","-1.7827772728","-0.1645925268"," 0.1353254384"," 0.1946502422"," 0.0678546647"," 0.0102281420"," 0.1993288758"," 0.5103204098"," 0.6631350683","-1.4160261190"," 0.3510652748"," 0.6565270813"," 1.0689169767"," 0.8741676790"," 0.4421735316","-1.4757077761"," 0.4239135874"," 0.3328995209","-0.3062534018"," 1.2043922268"," 0.4266536282","-1.6093461317"," 0.6153282362","-1.6026903171","-0.4077158390","-1.5504877664","-0.6115398376"," 0.9962721017"," 0.0490766852"," 0.5930729545"," 0.3835409450","-0.2522013766","-1.5766712074"
"M970.53T319.597","-0.25413906","-1.67282094"," 0.18469614"," 0.66164812"," 0.77764350"," 1.22845634","-0.08122107","-1.83995915","-1.51964981","-0.66505112"," 0.97723823","-0.34970385"," 0.26623608","-1.14194559"," 0.14178603"," 0.05797596","-0.85620355"," 0.47821406","-0.37965446"," 0.32119781"," 0.48799162"," 0.64376414"," 0.72534988","-1.35594068"," 0.95831346","-0.47040788","-0.14271582","-1.09284919"," 0.89382807"," 0.61355492"," 1.25853699","-0.53318816"," 0.45927198"," 0.46022194"," 0.33267930"," 1.21635170"," 0.25306669","-0.67376545"," 0.73108887","-0.66676402","-0.57744391","-0.61185086","-0.50014643"," 0.99412502"," 0.53505774"," 0.62787111","-0.51056501"," 0.24921420","-0.63939385"
"M856.833T68.139"," 0.4651418231","-0.0719677807"," 0.9342892826","-0.1587495697"," 0.2884767358"," 0.4994426325"," 0.1945495085"," 0.2211041081"," 0.4823493817","-1.6291990040","-0.0001301526","-0.3227483424"," 0.1047655596"," 1.1101918204"," 0.0974198314","-0.0986007086"," 0.1791785396","-0.3335645439","-0.2353785640","-0.3230652254"," 0.4213226546","-0.1930016716"," 0.3745038480"," 0.0514166982","-0.8829662015","-1.4305331329","-0.0672344552"," 0.8248497246"," 1.0217795912"," 0.6784213922"," 1.1834731486","-1.4946110781","-0.9689044306"," 0.9484601426","-0.3950795259"," 0.1826133771"," 0.1082640853","-1.6380933806"," 1.1717606113","-0.6330833132","-0.6456811138","-1.5748994765","-0.0738398521"," 0.3401075658"," 0.7440440595"," 0.7349722223"," 0.5371977665"," 0.8742470233","-1.6030116110"
