"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","BLANK.2","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","C12.1","C12.3","C12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","F15.1","F15.2","F15.3","F15.4","D15.1","D15.2","D15.3","D15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point"
"M917.583T1475.069","55924.144","86792.912","98944.445","86290.75","66033.787","121923.259","133000","67300","117594.13","67709.741","18921.562","93819.376","72997.63","47400","50830.581","24428.5631","16730.5328","100559.9728","101000","63119.18","73915.664","121000","273240.183","51100","76600","67029.097","14909.3882","101086.36","79863.6639","66668.127","93642.644","93085.682","135851.512","149000","109333.862","68475.121","91946.886","99608.441","13274.409","157000","47142.4604","51831.435","43634.7064","117987.127","32499.2853","89590.1974","186463.283","41600","97991.0641","185043.037"
"M501.359T1626.501","133144.894","128962.127","210088.643","142879.364","226566.042","216436.36","141000","147000","143542","108587.486","9473.902","183341.519","230438.582","87200","171902.882","115460.6692","148710.6223","201216.5697","225000","211878.231","224300.753","183000","217926.125","203000","196000","365878.413","117229.7199","191231.178","114932.3253","117655.177","167159.975","197742.612","322740.581","199000","214896.216","121172.002","161448.394","187102.035","107759.9163","121000","95635.4963","233578.681","117462.6152","173579.841","111638.6157","154591.1227","248873.4","70000","203350.1474","157587"
"M938.605T1475.069","75362.63","119174.41","121334.042","63633.04","68671.412","155513.487","270000","53900","128697.346","44813.833","50547.133","112250.616","76691.197","57300","15101.295","15698.4959","19823.3061","117440.2807","62200","77850.409","62825.07","116000","516094.329","58700","59300","53812.221","21078.5001","116597.987","123989.7217","87545.453","72951.283","58287.389","103918.794","106000","93614.795","51831.509","121152.652","125809.179","14375.431","322000","28870.6583","77354.038","16773.845","92635.992","5128.8725","113019.4409","510303.156","72500","134242.9971","147329.18"
"M423.321T1473.286","83954.355","96912.024","105166.663","109912.841","143847.132","92768.797","143000","158000","112431.82","109743.594","170910.18","87466.216","99147.729","112000","108139.852","94986.8565","80350.2737","92691.7378","153000","99748.928","125752.174","150000","76825.723","1e+05","188000","172924.572","59938.5917","215623.5","75042.0928","122243.36","132115.457","179577","115116.94","139000","84015.187","114866.347","117187.052","92529.657","76806.5941","91200","79548.6461","94380.753","73429.1506","170006.642","71413.4425","62966.4361","91390.059","191000","102584.7492","56421.588"
"M722.581T1518.016","23001.017","357011.265","115060.659","212896.663","294072.835","167823.615","115000","42300","257846.065","26654.578","49233.911","79295.456","131945.596","229000","135715.781","37317.4236","47099.9778","93372.2935","217000","47076.318","19930.577","91500","116437.166","31400","217000","105520.273","44265.7752","84421.232","142789.4453","661379.548","241856.626","21778.636","87920.263","76800","31662.673","24257.434","66318.333","134408.751","252887.9662","130000","162073.3333","28049.118","150029.3044","123126.649","125265.4615","78352.7944","324008.628","115000","100983.8045","83723.148"
"M351.18T1571.719","294757.087","378272.133","284517.818","302045.439","308371.589","301064.429","309000","366000","285505.812","304600.527","228638.931","369084.194","392424.381","370000","318385.289","278576.732","298666.3616","353299.654","307000","379898.976","323840.769","362000","324620.168","379000","313000","327212.747","275105.2342","270448.18","278671.4502","310385.278","314738.376","320342.344","294378.624","353000","321309.216","334859.505","294094.026","344466.746","268986.4592","308000","264566.9646","287107.137","281918.6682","336552.143","250313.4249","291522.4563","217296.744","284000","303508.7706","343005.676"
"M565.423T1625.931","46697.24","85043.838","63348.024","203997.285","150036.63","60631.357","25400","56600","164487.435","58096.649","9564.815","66217.163","28484.769","52100","42889.102","38891.5451","48179.8603","92916.2363","31700","56286.086","45441.738","57100","29839.836","56900","183000","67628.984","43563.1678","1915519.941","727905.4192","56731.074","47376.906","70509.959","57055.744","223000","37453.566","48142.427","44317.461","52394.098","10230.2832","21000","61392.7608","34433.135","45247.0885","937620.688","45725.4901","471029.7235","19773.911","7320","74087.8422","244897.792"
"M865.579T1523.732","26150.498","72793.944","64388.814","55666.424","34501.251","132612.629","435000","47200","153341.93","26736.708","29845.927","107890.337","68613.59","40100","21912.699","27125.0872","9512.4166","159447.5723","53400","21701.3","60202.731","130000","768138.169","36800","44100","35715.207","24503.8906","112235.148","221194.3271","81288.24","52907.707","67172.686","65918.899","109000","62434.42","57665.532","119123.878","100374.3","35987.4029","549000","56437.3371","41024.598","21644.4525","131640.137","31554.2471","134110.9277","845909.219","62800","190935.1295","253078.361"
"M779.481T1678.566","50892.534","25982.855","10180.362","224171.411","227446.056","16093.849","217000","85100","180883.034","52981.614","5269.061","18046.06","202529.972","142000","127318.218","58322.483","37948.4877","14951.7046","215000","101797.827","58549.684","16500","175129.02","43400","245000","105419.046","66177.2212","16805.661","19787.9645","15410.64","116180.154","93744.791","155648.544","15000","46236.842","47604.687","163088.253","15769.91","223173.9154","175000","10284.0098","41332.263","120790.9669","9946.328","103636.3796","18570.9011","1053.8122","1053.8122","11477.0369","13924.705"
"M356.284T1591.049","64584.482","48092.165","52198.824","55777.152","79016.034","41922.505","50300","81800","59812.051","73979.691","11407.351","56978.808","65377.716","61900","49680.764","49817.5786","59705.813","114343.2605","73200","66426.284","70447.212","63400","45740.447","67300","63500","80298.91","67331.2579","64978.894","57398.1956","47688.648","46325.659","61943.296","59701.882","75600","46485.743","67039.354","59704.682","50895.415","59129.8002","52800","57386.9367","69452.332","49167.4723","55357.11","57202.7204","58708.0173","15792.512","31600","62746.9991","48804.715"
"M381.188T1626.129","127606.323","123992.343","147447.815","120829.847","125422.012","125872.121","109000","114000","133947.513","109270.002","34632.114","125466.359","111497.916","111000","123018.496","110591.4236","114313.7307","145204.2152","114000","118791.861","110004.851","131000","99687.788","103000","134000","108373.785","117812.0658","160055.93","117979.9059","115130.204","90773.157","123356.018","124173.531","141000","122104.125","86781.466","118869.575","110840.318","125576.7974","118000","135509.1917","101235.872","115676.3365","126739.32","112086.4749","139311.1774","33569.663","64900","123118.2773","110645.956"
"M865.578T1540.43","29161.159","81787.371","68345.187","58697.139","41400.182","138431.6","458000","51200","156032.344","26733.384","29975.035","113536.17","74295.682","45900","21926.447","27141.8115","11729.7122","163316.2623","53400","21702.082","60198.096","145000","820591.484","39800","46400","35703.414","26732.781","122022.011","231614.145","84631.344","53015.307","70527.624","65936.119","116000","62406.972","63463.745","119067.052","130336.237","36000.1278","556000","61673.813","43665.263","23869.0537","148182.53","31560.144","156214.742","900879.063","63200","194941.7555","262361.543"
"M469.324T1556.958","273055.781","273418.187","238294.664","263899.547","285168.732","276017.589","222000","283000","264030.576","271627.928","243710.938","250516.384","236934.504","241000","261106.618","224443.1301","243678.3703","297605.0462","281000","282299.941","308616.5","335000","225209.386","274000","354000","306057.676","234189.3131","350660.611","243002.7005","274821.033","294973.39","334785.642","274798.242","305000","172398.139","275304.48","250828.134","252752.678","216709.3751","226000","239836.767","276367.339","230954.6672","339778.937","225666.7263","230613.2611","222329.675","279000","302561.6555","282089.347"
"M644.53T1558.978","95943.814","110853.861","90948.925","169038.286","225248.038","108818.803","122000","142000","145804.026","107414.337","69754.133","96610.921","183856.661","97500","80731.322","80197.6665","78904.8973","301471.4765","229000","123204.591","159050.614","163000","140534.986","136000","290000","183873.124","82507.1264","377939.614","443494.1373","96911.43","133868.106","188606.492","124156.817","387000","103985.577","116135.335","119745.025","109443.771","181173.0837","95000","79547.257","126496.195","66045.7576","602163.892","75322.4285","235519.0282","153026.522","123000","155477.9068","571676.485"
"M700.598T1389.773","14567.408","122310.677","35632.251","64730.333","97820.291","37983.429","76300","12600","67747.879","39268.159","89053.354","41790.404","84429.963","83300","43171.455","42608.8062","41363.4796","45075.3987","69600","24079.231","7974.435","23400","73155.295","37800","103000","39781.344","23800.7457","29496.126","46929.9203","213281.956","80160.846","13532.816","31788.511","50100","54473.866","27071.313","14716.189","40277.774","131299.8125","70000","40784.6338","38951.266","53575.4852","26889.497","39392.0647","29680.0356","252404.73","59800","50099.1305","55717.869"
"M423.199T1490.395","1115812.198","1045088.692","592333.12","1087299.086","1070472.85","948310.484","1020000","1100000","1082443.661","1038692.425","1128592.417","998073.264","1053326.278","1050000","1041832.154","975987.0593","1000012.008","1084843.75","1030000","1070067.251","1057915.699","1020000","1062587.627","1040000","1090000","1036044.607","942601.9032","1072863.528","975977.2171","1068901.285","1025435.13","967125.25","987249.815","1040000","1036370.258","1037821.391","929240.197","1080042.786","955146.125","1020000","984823.3347","993133.741","933522.8631","953578.37","956166.7001","895060.742","997204.374","1070000","980821.8518","1074791.677"
"M503.293T1473.286","173410.905","89274.507","112385.112","87888.145","114907.233","117449.529","98200","116000","124235.016","123568.879","84578.887","72512.245","144639.038","137000","118870.904","126290.4495","121116.4434","112862.0178","121000","145574.956","174013.734","93800","121893.876","169000","147000","189196.65","78311.7347","119528.473","72714.6463","133951.032","139474.182","144492.643","160095.574","121000","169071.896","127933.174","120433.573","126300.993","82694.3663","91700","60701.2612","135094.383","71347.1174","142732.457","105775.5836","65860.3952","70655.316","135000","119441.0825","76796.931"
"M381.19T1440.054","232200.938","326910.088","257678.516","288056.328","263766.672","275720.891","287000","242000","253853.242","277731.84","272409.887","265676.694","235652.303","250000","216229.863","203859.0197","203453.0504","293438.6319","292000","255324.028","292868.226","326000","283509.884","244000","280000","256676.328","206030.6531","301551.878","237689.6929","264872.172","320911.522","257437.752","293433.388","274000","251596.005","289573.502","247621.377","263064.089","200250.622","345000","208263.0678","246749.41","220518.6743","302480.084","213099.625","230117.4173","241720.509","331000","297907.4817","277905.309"
"M439.315T1490.286","116810.202","114452.125","124742.97","175715.073","229776.002","123172.406","132000","163000","114673.83","150516.927","85015.172","97689.812","152812.068","133000","105683.348","77686.2876","104839.2361","183277.5194","181000","211577.139","209596.58","190000","90063.527","222000","226000","226567.144","97693.3835","201637.64","85475.3099","107060.936","171932.597","207123.055","134615.603","143000","104915.935","108588.035","134869.143","115940.149","90592.2798","116000","72671.9367","140914.492","85752.0315","253642.739","64391.4847","88448.7317","94559.7","165000","176259.9609","144993.58"
"M535.447T1540.43","52801.257","66537.883","64875.536","63601.611","111040.713","73169.53","57000","87300","75816.681","70301.613","28451.855","78928.876","77418.522","68100","132278.974","55623.9793","62173.2235","86278.9036","88500","92215.672","86982.884","92400","65632.346","77100","153000","150770.061","62284.7386","141824.758","63646.6289","65862.823","65775.467","104541.856","73961.272","92000","74236.053","62052.616","79796.579","72452.671","64703.5779","55000","59979.7943","77845.354","50455.9994","145921.689","234415.2537","125077.1891","40779.421","53500","81009.9075","124282.614"
"M644.512T1474.173","86090.354","108000.65","90976.382","155261.58","200422.352","98054.987","113000","130000","132645.789","87837.169","68545.874","91998.156","159638.438","82000","67644.576","64790.0059","69930.4765","322580.5422","218000","108118.319","130746.802","140000","126749.871","122000","271000","175433.048","71442.9787","314893.904","393817.0061","85326.533","120462.743","177331.434","112563.637","330000","101116.966","95817.674","109367.816","97465.208","165598.9396","79000","65196.4326","119165.137","59859.9733","548998.573","64440.2501","183746.0147","147176.631","121000","133057.0422","497843.412"
"M423.273T1190.664","1929142.207","525130.386","227582.846","333783.879","119119.716","509613.434","515000","785000","934323.59","778263.993","81081.672","1393638.796","337490.518","1800000","1839357.402","12429.9143","13282.5967","408917.8058","245000","601499.385","354758.609","498000","314002.921","681000","74300","158078.347","11762.3679","300744.071","17771.7955","1384080.306","288118.331","137953.756","310243.828","421000","277125.59","1359780.281","529727.962","148331.44","14881.845","2070000","11851.4681","543104.88","11782.5629","454339.096","13685.3253","12092.8634","168016.106","636000","850461.65","488911.311"
