"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","BLANK.2","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","C12.1","C12.3","C12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","F15.1","F15.2","F15.3","F15.4","D15.1","D15.2","D15.3","D15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point"
"M795.538T1365.583","92782.193","123201.28","122229.692","142256.641","119982.911","122352.684","119000","122000","70223.066","111126.471","41122.998","91059.197","85647.118","101000","48795.544","46930.304","84266.5304","88803.1402","139000","103957.854","90173.966","162000","146443.786","52500","137000","82817.157","55005.1859","94644.29","67090.7619","77339.042","152095.147","124156.245","119234.964","135000","97082.22","118021.693","115417.83","62944.502","45312.2161","117000","36214.1051","107179.102","60203.4605","109874.779","36293.0887","68538.3306","84995.814","86400","87714.9101","122378.356"
"M557.21T874.262","90930.613","35187.447","121632.896","100849.905","125881.514","142364.572","133000","109000","126153.205","89659.196","130769.243","123339.324","137466.582","188000","110600.401","5937.7834","5522.0821","153565.9973","144000","174275.534","230336.89","119000","154097.965","180000","133000","218317.236","1578.2205","162452.8","4185.3284","74327.733","172332.532","166988.176","179383.513","141000","103722.782","71988.242","86395.015","117805.149","1595.7987","34900","5557.412","139365.409","4945.3583","181895.316","1469.2504","8269.6809","261292.125","149000","289612.2052","81680.877"
"M885.332T901.88","51053.198","30976.35","76302.332","79871.725","87137.488","104561.243","113000","1e+05","77142.508","88284.063","114899.801","100162.237","79767.978","142000","93594.287","8744.9755","15526.2521","102897.0005","116000","101899.298","165708.288","123000","98146.008","154000","104000","129833.826","11716.7706","116611.272","11322.6733","66850.501","118064.573","93633.52","97739.614","128000","70816.941","75530.175","56832.172","65233.131","11256.9181","41800","14031.3486","103055.648","7294.5148","162213.777","14862.7826","13751.2683","159655.459","115000","177667.1693","49265.927"
"M885.34T952.01","51060.985","33056.251","70578.221","79669.752","86856.166","105261.212","116000","88400","79709.208","87183.07","97483.879","92418.806","75352.484","163000","90599.403","5541.7574","11627.3281","100303.0906","121000","99770.719","173058.463","122000","99536.118","148000","111000","129876.098","11460.4753","123504.923","11274.8465","60357.513","113190.508","93839.672","93524.332","107000","68415.222","71480.274","61944.679","63961.978","9006.201","39800","12839.5095","101076.583","9496.2247","187692.142","13052.8102","13881.7697","141391.21","109000","179489.74","46922.837"
"M803.49T1305.244","358403.824","304782.474","386622.552","479087.211","524177.647","302048.616","268000","288000","364902.966","357617.536","356441.098","249921.565","443191.058","376000","174947.753","17392.4146","26700.8203","388554.4892","369000","397958.307","305643.119","262000","432566.52","320000","405000","383907.904","33364.6242","459427.615","20183.4922","398695.732","404022.953","349787.735","413046.634","4e+05","381506.313","329058.285","346604.822","379350.031","20144.1953","167000","19928.8318","339121.248","21882.9232","173239.239","13369.9428","33827.6871","168445.989","203000","141491.0387","408524.225"
"M699.261T909.479","66584.69","58882.718","113401.774","122863.974","145143.373","130499.746","99000","82200","78910.185","67179.273","108152.448","106077.681","78931.659","118000","79556.366","6506.1306","995.46766","88097.0276","150000","98529.156","124454.572","158000","87687.736","124000","165000","139869.744","4977.3383","104030.335","6053.6712","61558.637","181001.821","153127.387","123837.726","116000","79031.086","59328.594","65229.601","70051.984","11062.0855","48100","7482.8755","98796.541","8065.3844","126263.191","5501.658","10200.8534","109957.834","99700","119387.9972","54992.545"
"M1091.429T900.968","68027.905","27522.485","67586.752","63109.199","83489.039","63794.985","104000","87900","100384.255","76239.539","52527.264","77371.601","64671.55","196000","83105.349","3017.5159","1591.2613","89492.814","70600","78981.288","116451.773","83600","83558.809","143000","92200","106024.672","318.25226","126428.876","3426.3027","67508.662","84335.476","87657.776","92993.649","74900","54988.198","53217.597","67634.709","37172.2","3788.7319","38800","6251.7598","51768.125","11604.2555","147433.332","5196.0104","2888.9401","94944.59","76900","154266.0217","48525.341"
"M889.348T1006.792","42274.266","27724.774","46733.575","43720.434","77598.366","72829.976","63700","70400","52183.924","36693.728","27096.556","82263.114","46773.612","84600","69040.496","11536.6242","4373.9375","64050.4287","89700","79897.571","80572.391","70400","57548.594","104000","72200","104175.444","5470.6142","75119.257","11253.1116","47600.564","63023.549","67072.357","59184.763","85800","40334.118","57316.759","47443.073","39959.317","9085.7783","16800","14248.7669","55078.552","10462.9272","132791.07","6575.1686","13606.5446","47025.276","40200","135108.4492","46185.966"
"M706.26T821.568","50516.535","33395.912","56331.823","48853.637","57389.51","63428.628","57100","106000","58979.219","66890.328","86948.316","65477.35","55206.193","103000","63919.449","5722.1386","8503.0148","60183.6081","73600","58544.912","84914.927","75800","58882.489","82300","56000","91506.174","4949.5689","62889.9","13204.2492","58474.454","86821.62","65942.538","80950.684","60500","38384.098","69741.469","48749.956","38073.688","3950.4855","50400","7557.2553","57332.972","5220.3286","77605.148","5593.8273","10699.6539","93414.837","98100","71224.8069","34378.756"
"M643.444T1405.963","177737.939","225479.718","218946.147","261670.576","294296.991","173324.278","172000","2e+05","212931.579","187979.773","124314.821","167900.297","220643.1","191000","107029.674","44271.1325","53439.2168","331548.8367","245000","193684.222","181335.041","231000","233147.84","191000","290000","212168.25","45586.9924","416940.58","487827.0288","200202.391","240726.329","258326.46","221205.543","350000","181804.065","179165.241","196725.486","194066.195","92714.4435","128000","71984.591","176034.908","43020.0615","489027.933","43871.7292","173630.5556","142175.045","194000","179805.1354","664389.471"
"M854.343T843.183","87612.494","20056.169","100998.28","82097.107","85899.185","159621.81","232000","197000","115199.477","140882.126","189462.346","119296.994","100294.17","252000","142011.812","6107.4879","11402.0579","124279.6105","115000","122920.179","232524.999","182000","115742.987","244000","105000","153796.487","6122.4502","172795.478","7885.5925","73182.299","144255.792","95024.576","114025.449","201000","61604.794","100893.337","68228.231","36819.496","8505.2371","38800","6439.2378","127421.936","8767.5947","207692.102","4383.9444","8088.4385","193130.017","2e+05","136972.4789","56907.067"
"M325.16T1604.382","63634.512","78939.148","79591.227","77809.32","76123.378","87662.36","60000","84400","85580.673","70509.688","13673.541","77324.085","89553.382","80700","75269.714","89108.753","75447.5783","79588.1155","79900","79600.063","76125.466","87500","68210.934","74400","81400","81524.128","92042.2689","104322.679","85946.7931","87339.978","67539.869","86971.171","91792.94","93000","74155.506","73447.506","81292.202","75698.899","77828.1523","75000","87181.0565","65345.081","77108.3841","81527.76","80803.8074","95412.902","44537.717","38900","80353.8232","79353.299"
"M770.3T957.42","42233.36","11262.651","38896.81","45415.227","64763.649","50207.366","40700","60900","47464.166","35358.537","18700.512","79447.426","59483.664","112000","61934.073","3779.697","6705.074","68391.7976","75800","75609.458","71253.774","69000","71017.331","91700","59800","88555.136","3784.9955","69724.348","7324.0317","29117.841","60497.082","66030.825","80195.038","63400","40730.615","34708.124","37175.219","35656.143","7466.1208","15500","1140.1349","53943.226","4152.8238","110069.163","3768.6651","6764.5356","48757.082","27600","122010.6018","38061.812"
"M824.549T1406.219","370344.144","249761.135","287310.676","325926.032","339438.647","237336.511","311000","286000","398604.874","286568.28","166599.357","289807.667","429362.866","369000","235406.985","21320.7692","20362.8167","351525.0825","238000","391989.756","346217.285","199000","369925.374","380000","263000","282210.838","29711.7093","359266.798","46361.0764","351506.904","281507.792","273661.823","317847.746","349000","332783.032","293287.895","316358.636","345900.197","27050.858","166000","21964.0317","325066.405","27271.992","222814.08","14955.5788","39806.584","109387.258","161000","146073.7912","333850.432"
"M392.284T1436.378","192007.52","123911.198","135770.243","122740.341","131851.963","136033.102","430000","429000","425434.691","368032.422","230934.572","130864.301","125987.238","462000","126304.559","107965.0282","119570.133","153390.5138","139000","154954.959","154919.199","142000","142158.075","152000","127000","124648.618","96782.6622","98501.067","121283.2694","342323.099","257792.304","123894.04","127606.084","107000","137556.282","454673.139","110093.06","154988.928","428463.6084","425000","324054.4577","130461.61","92538.3266","132313.682","191739.4478","79939.829","174438.503","313000","122963.0197","100861.464"
"M837.325T924.637","63053.375","23610.802","118757.967","105256.892","121261.115","141059.797","161000","104000","100652.021","73016.905","142960.196","138134.953","135266.48","271000","107297.14","5260.579","13838.3522","160500.3872","155000","168650.792","253464.937","152000","127024.213","242000","151000","287652.193","821.3044","233449.868","12949.8651","57588.692","169600.766","138216.076","140012.667","153000","75261.423","61940.275","65722.641","69259.098","4106.522","28100","6198.3418","124567.761","6890.4695","281188.893","10076.4242","8069.3098","285846.76","157000","203761.0552","75866.99"
"M386.164T943.456","223538.986","25878.729","122417.06","112501.055","179124.138","137020.731","295000","297000","299939.736","143141.379","47442.813","448002.863","457302.647","806000","422231.849","2264.5549","1517.7063","431999.2196","188000","543112.995","782838.279","321000","235741.102","849000","153000","448393.002","1521.1824","239809.191","1204.3293","120658.838","152366.76","149485.127","187249.068","157000","107117.423","116315.554","96640.731","69728.72","2231.3845","84700","6423.7537","242859.769","240.86586","589823.255","240.86586","1496.6672","76600.657","141000","658291.4533","58629.208"
"M635.491T1472.841","200322.285","157033.257","166939.46","271839.184","587211.885","210995.818","392000","348000","213400.798","208682.516","116813.912","164581.721","632491.956","205000","128573.188","100124.201","102626.0057","243537.5992","726000","218693.366","270925.463","286000","283925.041","251000","430000","306625.501","121561.6736","460405.348","186608.0476","219478.899","228644.718","271525.377","230879.698","289000","176545.959","195637.085","200473.317","185670.694","466248.9546","148000","106402.1849","196256.927","109362.4365","391988.574","115107.1309","200593.8877","219549.796","208000","242268.7092","280719.812"
"M1031.387T924.482","24902.655","15656.814","48117.251","42424.23","49987.307","52032.689","52000","50300","54591.651","45144.216","62705.419","42696.884","37783.893","70900","48484.942","7112.6918","9398.0409","59068.0156","68500","71178.298","91325.799","43700","58142.22","78800","51400","99213.694","440.44526","84798.356","2202.2263","31913.823","78991.577","68424.73","97110.744","44500","39934.763","49824.335","31399.551","43896.611","3070.4583","11500","4846.9914","32698.325","3411.1275","105233.201","10155.008","7190.4252","96188.896","51000","149316.534","34224.861"
"M671.245T813.875","55846.039","19070.934","59934.333","52967.313","70859.187","61448.171","67000","73300","58197.807","57947.732","94936.552","70826.789","92293.359","90400","67279.5","12708.0233","4685.3971","75284.3303","75500","66417.542","103811.53","75300","69835.587","112000","57900","91846.145","7854.0889","72512.585","8493.6433","53488.891","102976.323","61347.513","64744.946","61500","46143.866","69012.54","45564.901","37819.415","11486.8369","38900","3644.617","80957.735","6094.0725","88855.386","4037.0421","12681.3976","115453.853","90700","88414.713","43195.704"
"M835.332T872.624","48214.128","31887.263","72212.857","64980.311","88847.195","130036.451","116000","87900","105545.716","79052.959","182466.804","112808.518","124461.68","307000","91758.542","6563.7651","12191.0929","193320.5197","114000","111783.212","241959.88","94500","76539.585","250000","115000","173350.792","6753.2737","121123.68","12186.2175","64432.053","119289.898","109287.467","113914.181","105000","60233.957","74901.766","61133.176","54367.629","8099.1661","37600","5462.5585","101067.354","15013.3266","150816.61","9952.6481","10260.0865","214232.095","129000","279232.838","51151.364"
"M325.162T1456.762","151839.106","211396.639","159045.336","173566.015","173421.831","171292.521","160000","172000","152668.969","181635.667","201340.301","161573.766","138375.625","164000","159229.895","152792.0706","160082.9066","160496.2235","173000","164979.13","164600.893","214000","164499.454","163000","187000","151596.431","165377.5285","178842.57","163989.4242","170844.119","170020.954","179540.406","188192.254","164000","178591.861","167967.21","173816.627","170069.934","158519.6492","161000","122329.0151","149876.269","161472.7136","182627.483","113682.0065","141234.973","184970.809","220000","171475.0857","171384.354"
"M506.856T1358.969","35860.818","13858.629","80403.513","22492.254","55310.174","63000.188","56500","40400","54386.526","70023.167","49427.012","55434.177","48134.083","47300","14238.791","3110.9789","2318.8331","27915.4289","52100","47877.998","56727.645","64900","101606.287","61700","49900","61720.777","7189.4086","52296.039","28992.1544","36138.698","60263.853","47492.979","69573.363","46000","71785.008","32526.142","60769.005","51365.241","2408.8171","86900","5624.0087","41976.973","2094.6702","47535.517","9570.7728","13988.4302","151352.996","12500","22641.2052","49605.409"
"M841.262T834.347","46178.933","46357.891","76448.969","69109.834","92421.581","71254.939","71700","57800","65184.552","69023.074","92811.116","75143.723","72846.448","130000","69838.07","11068.9438","15917.2612","78494.7999","74600","64064.631","157758.617","84800","80908.058","119000","47400","86971.115","9808.3822","52741.067","8142.3693","45244.817","92686.201","83596.774","80340.949","83900","39459.894","72706.376","49381.562","59650.369","16648.3189","35400","14370.4392","78101.745","25836.7997","88465.303","5925.5216","9112.362","155070.134","107000","75053.195","40822.271"
"M403.166T832.505","87108.891","40114.639","155648.716","148490.394","158308.416","186958.898","204000","205000","157385.318","110501.647","276549.164","178476.764","198296.166","242000","100298.876","12051.6089","11095.0463","227340.7921","188000","135776.637","267079.606","235000","150696.515","196000","227000","296049.517","7558.5439","214388.128","4557.1071","82862.109","239902.396","182802.351","170295.813","209000","109645.648","116567.562","125010.593","51036.746","7843.1396","37900","1079.3522","126132.669","4663.2534","361222.867","10039.8304","9703.0758","485059.965","316000","245388.5175","72809.8"
"M499.192T900.968","92754.798","50767.443","110603.416","118011.356","154999.363","132779.278","160000","132000","98411.887","107655.17","210779.636","128242.356","105766.107","187000","121172.544","1850.5896","6209.7062","127604.4279","157000","128876.755","145475.991","216000","113452.058","154000","154000","160766.049","4833.6549","180405.948","893.4469","69383.419","185746.669","159345.666","147634.634","169000","95455.788","88297.313","103655.019","67328","2722.6638","37200","3998.3675","87140.784","2919.8228","336590.274","3033.6949","10874.8743","184954.842","221000","139102.1728","68698.542"
"M600.417T1406.141","43838.175","92871.249","69932.26","77208.249","101450.264","76563.349","22900","38700","32811.545","25859.929","57258.42","61445.841","45833.843","33100","33713.709","3602.4465","3195.9243","36245.6508","57800","23636.171","43972.119","112000","30550.405","16400","60800","19248.778","639.18486","38987.928","21031.3143","28699.956","37823.305","45951.414","46442.821","28100","43933.4","14496.29","40156.518","54023.178","7899.0467","26600","11993.5757","30907.992","6567.3642","45117.265","11696.5823","14312.324","34718.286","38400","52067.1208","21355.71"
"M1019.379T940.951","31315.577","12259.634","46579.427","52963.228","47895.542","43532.541","29400","56300","51223.112","39286.894","25943.208","44472.354","30027.247","77200","25837.883","4331.1022","7081.0075","64760.772","69200","50736.832","77092.701","53500","62673.73","81600","55600","64793.514","5116.8082","66150.383","5440.099","24640.06","55178.718","42822.761","56812.942","61300","25110.449","35298.05","38498.579","29642.799","4817.2615","12500","4632.6899","44550.352","5060.6118","104559.383","3559.6667","3401.1731","46264.969","43100","109735.6513","38621.63"
"M901.307T872.2","59460.942","46241.617","79639.006","83761.723","91086.624","84274.801","79200","103000","68998.749","72549.187","85002.534","78814.75","82674.34","106000","92561.298","14754.9351","19585.3287","93373.641","77900","107983.65","165739.383","116000","81006.581","101000","88500","104659.96","21809.054","71065.503","12512.9646","45407.482","92860","100423.95","95057.364","73100","64434.35","75516.525","58259.027","67588.385","10966.6566","44000","7559.7522","90687.764","16701.7284","102104.436","14738.3815","5605.4436","116750.896","85900","103958.4166","39989.204"
"M507.38T1474.624","87667.548","91595.178","147037.554","178065.267","183698.867","132314.954","143000","143000","115525.631","108799.583","116060.822","118828.912","139679.311","112000","85566.84","79461.5801","84950.1481","194743.2503","216000","144171.155","130279.704","182000","207359.057","134000","230000","214116.075","66750.5129","207309.689","104111.7283","106164.115","158173.125","187871.833","176877.018","371000","105012.741","107262.482","153581.378","111647.856","79181.164","138000","87369.1334","111901.702","66903.1724","206815.516","71267.6882","121415.6163","110593.99","148000","151462.7256","147006.85"
"M533.357T1207.169","60650.634","65055.338","53021.468","77623.304","62985.508","53321.545","138000","85000","147938.63","142887.179","355495.386","36747.183","38993.132","213000","170925.039","18637.1015","23278.466","74161.572","52100","113713.862","60897.586","43300","38183.104","141000","38700","27923.068","2321.9275","127135.953","10925.6004","164642.647","41338.35","68128.568","42160.496","170000","35446.936","158999.785","119172.017","39477.564","31349.9889","101000","37973.486","32040.424","17282.6364","59759.262","28106.6938","9519.9317","177331.048","184000","81386.38","137960.84"
"M888.347T872.624","54031.131","23521.485","83469.229","57472.261","85435.159","90452.985","94700","85300","80780.91","73858.68","117293.025","91776.855","77613.236","141000","81603.82","9117.8819","11544.295","104435.871","1e+05","99280.166","129600.895","101000","85348.748","124000","85200","117397.539","5597.5223","110846.765","11824.4289","52101.349","98621.674","88487.734","99790.225","102000","51684.453","60377.66","59084.183","51451.52","10687.1945","24900","8708.1271","88804.164","24389.9335","149146.853","10935.7449","7260.5746","153535.581","108000","148835.3731","46200.661"
"M520.182T875.234","43269.962","20011.425","52210.376","55148.634","55045.47","66195.798","82700","80000","54466.258","54351.357","79750.495","61515.676","49394.707","93800","51534.104","155.17034","3362.0391","77813.6002","60200","60675.732","94559.031","62100","62694.418","86800","78200","95145.186","1350.0516","76649.212","775.8517","40475.267","84915.73","75585.581","53445.371","82600","39445.529","56903.569","33114.284","28632.59","4408.9048","22600","5147.8971","54071.306","7482.3314","93213.096","4025.4306","2335.5035","121077.02","69600","107519.3316","39353.429"
"M837.332T895.326","52092.355","17944.043","85686.201","79954.824","103337.079","112698.158","150000","84700","86068.826","61337.424","83056.245","120067.846","127838.745","253000","95153.462","3051.3203","7018.5335","157863.2269","126000","141779.584","222267.773","137000","105933.719","220000","129000","247053.836","610.26406","215667.365","7773.8734","44767.061","156751.527","123155.969","116760.031","131000","59533.817","51145.027","59270.707","55833.796","3495.274","23500","4565.5168","109806.599","4407.5391","243583.845","5143.3006","5551.6478","235618.171","138000","164523.0482","67939.061"
"M1006.373T828.514","29004.41","14410.613","43122.057","36459.639","45940.02","56123.584","46300","51000","39454.726","38339.428","94540.509","50135.463","42176.567","83500","47824.834","1924.6417","5895.133","51979.5442","51100","47292.518","67064.235","45700","41626.886","84900","46400","52774.586","4726.2424","50816.564","8881.6585","29964.179","51369.709","49557.974","50779.752","44800","38966.219","49339.462","29290.246","20499.411","6069.5272","23000","9675.9121","37318.772","1215.5751","69533.293","8246.8224","11618.6909","128260.475","69200","99057.9047","23552.494"
"M991.719T1473.643","28325.648","41653.941","42756.655","26075.412","22520.929","58529.356","55700","18100","45128.636","37329.201","48181.71","56751.088","27770.556","163000","87274.897","30138.783","5577.6752","133298.6836","45600","39168.227","30701.484","76500","64395.663","21900","34800","32072.881","15289.4818","69023.521","218372.4798","46057.719","195591.282","27586.823","204741.492","347000","63141.195","53738.646","146190.576","58145.956","23306.9568","133000","26753.4352","33899.294","118908.6491","78873.161","45321.9335","79815.7575","101756.698","36300","82648.1206","499146.069"
"M708.266T910.27","47006.032","25599.486","58631.667","87662.543","80793.807","78819.624","68300","70600","63405.681","50945.796","45136.733","80443.825","61762.803","105000","79951.946","4791.3751","3368.8176","84167.3624","70100","70307.874","106664.309","82200","74821.844","89000","73800","90472.704","6738.7337","74732.257","9862.9788","52665.189","86672.467","83594.488","95088.531","81600","73569.123","50998.421","50293.852","37067.874","12973.5682","25300","6655.6677","73032.638","8402.0422","107616.218","5395.9173","8094.877","88235.025","78800","93752.2927","47395.009"
"M557.47T1591.049","39065.141","52760.136","67855.095","93409.515","127858.658","65756.026","90800","118000","79959.349","49646.514","7359.324","79544.164","85979.626","38700","18870.016","12151.484","6379.0913","108997.0949","108000","85292.568","86014.148","98900","106771.651","97200","224000","136871.865","11622.02","169204.835","30426.422","78284.3","69625.926","174434.695","54667.557","163000","48207.715","50645.443","102203.518","70049.734","13342.3187","32800","11760.9632","65618.543","13501.6604","169360.373","18050.9972","37989.7432","11677.584","19200","92080.6344","159370.639"
"M822.328T902.328","59792.127","23364.82","123325.923","93100.487","126874.488","189878.638","164000","201000","131779.032","99488.912","205837.87","183326.787","162798.567","276000","132328.863","1327.9769","5980.0732","213441.9433","173000","172700.122","396041.566","176000","144464.176","314000","157000","270302.851","10361.51","204858.594","8752.9879","57085.102","191937.161","146451.092","164698.2","180000","90566.608","91422.984","81957.291","52839.678","1335.3822","12000","2665.5784","185329.051","3383.6662","287485.776","2873.8117","3546.8127","342191.655","258000","233984.2896","55480.256"
"M499.365T1490.14","64872.141","91378.612","110154.547","135541.379","139091.552","103417.145","93400","115000","97511.61","119570.545","90851.277","88039.634","70125.575","69900","89140.813","90798.2708","97913.2716","106571.8493","132000","89903.534","99109.685","114000","119224.989","109000","172000","170317.523","87453.8992","141107.601","126920.6112","98702.373","137958.412","165375.252","100329.415","99400","84723.233","93041.051","86379.414","69440.443","68522.0669","109000","97221.1475","89627.517","76960.2473","160693.2","70892.4743","311051.3065","122107.779","142000","85133.0016","134225.572"
"M999.386T843.183","30373.797","16464.391","47217.795","32372.403","49197.478","47050.007","68700","47600","28049.695","46080.738","67112.601","75095.452","56340.492","96200","41809.003","1354.6569","3620.2289","71486.6353","63600","69291.275","97187.76","51400","66001.13","65100","66600","114399.352","5376.4324","85298.882","3176.0989","26900.835","88523.857","69944.774","52702.425","66500","35067.127","37423.606","37341.155","18318.458","2511.1476","9300","8523.4278","56051.77","3654.8624","95652.275","270.93138","2286.9919","181777.871","92500","135510.2615","31004.735"
"M803.496T1340.099","404736.774","342054.655","429970.568","531085.339","568990.686","333087.405","340000","326000","398609.987","388026.661","479518.071","274448.758","477781.661","424000","198357.749","19389.3971","33173.897","423125.8956","401000","434736.292","324189.91","303000","487372.247","348000","444000","421808.59","39946.1489","490626.032","19566.6161","471978.799","465972.462","381046.23","455653.677","4e+05","410876.217","362356.481","388763.487","421250.145","29549.1231","179000","19282.1838","366277.554","25225.0101","168944.065","17062.7733","31134.754","216466.453","260000","159231.9287","448460.792"
"M399.308T1262.042","238678.058","125464.848","126774.311","118016.486","101873.969","117033.842","2580000","201000","182999.023","197382.83","789721.406","135057.972","108830.777","220000","177351.593","88053.3598","100576.9347","122073.0509","151000","158872.979","132589.419","214000","135846.553","141000","128000","117667.682","72558.2042","91878.445","64986.7223","2172556.166","632565.324","102347.387","110044.556","96100","139479.009","272601.29","110456.196","119451.059","117704.5869","277000","85407.6053","128363.324","59126.3286","92126.433","103169.7253","29770.1669","954293.486","1510000","136234.8632","89248.02"
"M715.229T800.587","44747.937","40395.302","77756.905","57369.646","74602.12","67223.261","59400","67600","62035.496","64001.276","15457.908","72872.605","64576.239","98300","77289.431","18704.269","19990.2816","59544.9591","73000","60456.783","73250.201","66000","62533.15","68800","36200","63783.586","16117.4702","39767.598","11330.4623","35748.954","80592.668","91627.987","65811.674","60000","39474.181","51315.031","48269.849","62578.183","30935.9784","29700","15849.8636","68929.586","33061.9844","44923.92","23864.1434","9952.1752","46286.331","13200","64048.2673","28065.05"
"M1000.719T1341.992","10617.213","12212.165","26947.846","4895.692","13841.574","22283.176","61500","7530","18277.415","13339.686","16194.978","19905.796","10469.633","10500","6050.455","8017.5597","7592.3852","32890.9037","2470","18695.912","12907.264","33700","155540.713","11500","4860","12176.591","10567.7815","24528.03","41613.3449","12282.407","2944.472","22537.471","23007.253","37100","21583.52","25168.867","33098.587","35873.832","8870.1297","84900","8142.7346","13753.704","3174.4459","25546.518","2335.6282","42710.8243","181604.552","34000","38348.3726","34243.749"
"M1006.382T812.644","48533.924","16542.773","47376.03","42375.121","50424.382","60356.2","51500","57100","50773.051","45500.231","89102.938","57696.234","46902.872","96200","57560.184","1886.0005","5927.7928","58209.1375","56300","57064.785","79755.877","53900","48125.9","96100","50100","60723.959","6434.4199","56619.191","9835.4168","34883.981","58571.907","53053.402","54909.013","51300","44098.324","56267.346","32031.869","20619.194","8944.3718","30900","9283.5315","44183.274","1229.7005","81146.168","8375.9837","12068.1113","111039.927","73400","111790.6045","23552.494"
"M352.255T1036.333","221394.855","119947.555","232654.01","144779.569","170530.822","214018.238","187000","188000","201893.577","154406.185","443464.331","181291.861","95748.206","249000","227979.597","59548.3359","77347.3961","150281.9466","177000","155131.903","164700.547","218000","177215.864","162000","80100","108902.189","72047.9382","193616.236","127716.6807","206875.049","221555.853","157013.641","233038.477","193000","168301.368","229327.005","162748.895","128319.688","68062.0269","126000","74259.5738","100045.63","74023.5855","116879.46","98471.6105","219127.74","306642.502","232000","208732.09","163598.308"
"M644.467T1354.385","164402.205","88846.138","85476.101","110591.5","109806.779","72721.397","103000","128000","107407.358","129814.875","135295.488","79775.005","90118.793","152000","116156.462","25785.7675","55535.3115","116302.8699","81700","145466.598","118043.594","83400","112793.946","156000","101000","89820.044","26502.9471","101920.099","73466.7495","101524.51","115631.901","88222.448","94479.519","119000","96927.591","129344.291","108305.558","91622.953","54356.021","94000","44439.9382","80918.945","49999.6592","95815.933","70522.4055","32619.1704","187346.774","210000","102175.5721","105770.862"
"M847.518T1306.823","834121.155","747393.681","1029099.246","975642.27","1038794.927","811379.52","7e+05","707000","841444.922","864003.103","182372.837","948508.336","847663.457","1070000","470047.861","8230.4048","14913.1735","677888.3221","778000","676489.985","586659.143","707000","972178.504","641000","638000","636453.978","15724.2041","986161.122","13112.6118","850330.436","975144.608","575050.256","878917.697","1140000","830122.75","760496.402","765963.64","831012.728","29010.5278","298000","22202.81","601257.43","25521.2754","475526.656","12732.2249","6024.3734","225988.967","346000","210200.3095","1076229.461"
"M689.542T1488.279","69026.931","61781.234","90965.219","84039.106","108334.093","120687.208","83300","146000","106829.421","80771.608","63673.858","101823.351","113860.664","90200","74403.962","57268.1735","48805.4682","101366.6149","122000","100140.66","117010.078","159000","117217.227","92100","113000","118308.672","63471.0264","266720.867","73834.8705","90316.212","105054.691","145287.097","118207.781","120000","97166.689","108216.672","93688.936","101231.586","116243.4632","91700","67734.1267","74169.6","55132.0625","219514.358","55599.7831","124681.5922","102257.568","85800","131399.4003","102774.778"
"M425.215T1440.098","360432.625","308833.875","266121.494","308222.885","269299.721","262986.791","350000","292000","321239.535","333173.344","338748.232","350097.638","392302.379","322000","344150.721","237881.7606","283230.7487","463384.5339","291000","392517.222","391573.658","309000","324122.877","328000","315000","304451.657","270490.732","309200.538","230094.9622","335405.956","317112.927","259726.627","289214.999","309000","370850.066","291991.484","308881.025","357925.388","266574.8801","301000","236215.2509","322370.907","236863.7947","287928.569","247050.8224","237821.6569","320724.663","351000","339576.6697","261099.434"
"M725.257T926.047","103621.134","81995.544","82069.115","137971.932","145980.278","139482.625","108000","91000","99557.384","97349.918","146709.962","84968.376","104565.318","135000","108772.115","4049.5744","474.42322","158037.6837","90100","145050.144","202059.733","152000","85610.453","166000","145000","95339.629","18766.9688","115744.903","6087.5248","72351.203","151964.534","148096.298","134383.676","127000","68163.825","96011.936","107802.64","128529.788","2372.1161","81400","5187.3562","118378.094","6452.2101","114678.825","4882.9431","12515.9498","150077.554","146000","133487.5589","64870.121"
"M471.309T1335.803","176859.461","137870.444","166709.05","160039.288","213891.283","176411.552","207000","264000","221563.476","169421.89","321300.855","188993.802","157092.869","212000","189377.215","118160.4968","147337.4604","255846.1787","206000","278114.77","349148.489","277000","221979.5","263000","290000","257363.78","113592.7403","271481.243","97286.8864","450462.72","312361.555","340939.535","234658.4","217000","211325.678","240166.796","411549.259","211366.4","134200.4262","159000","130068.2759","241277.979","103675.0309","597413.189","138873.2941","101641.446","293912.399","483000","298658.0083","215280.998"
