"","M393.189T1440.567","M513.25T1338.968","M477.343T1423.013","M882.48T1339.403","M652.416T1356.524","M343.224T1621.712","M629.459T1473.698","M423.321T1473.286","M510.367T1523.593","M589.501T1621.712","M578.503T1590.788","M635.491T1472.841","M628.529T1624.373","M628.528T1608.773","M609.518T1624.418","M652.503T1490.314","M558.46T1591.049","M297.239T1626.197","M841.471T1389.363","M545.456T1607.833","M605.416T1473.993","M477.403T1542.988","M477.407T1590.788","M477.398T1574.327","M879.468T1338.726","M630.465T1474.173","M629.464T1456.367","M629.463T1474.173","M449.365T1540.699","M669.539T1543.447","M669.531T1507.08","M669.562T1624.559","M449.369T1557.545","M449.347T1490.033","M535.447T1540.43","M567.43T1421.35","M295.151T1624.873","M492.408T1557.26","M534.444T1557.26","M535.375T1490.352","M534.402T1422.678","M533.436T1590.96","M549.424T1473.203","M516.411T1568.021","M886.353T1006.792","M467.383T1523.593","M329.158T1625.781","M329.157T1608.526","M475.412T1607.605","M494.563T1509.9","M576.484T1557.453","M576.484T1473.551","M575.479T1473.048","M575.481T1540.694","M576.533T1641.124","M541.474T1573.977","M542.478T1573.977","M575.479T1456.772","M640.557T1608.472","M737.493T1439.78","M577.49T1591.335","M618.492T1624.789","M617.489T1624.961","M617.506T1594.034","M549.431T1507.08","M629.529T1601.79","M629.509T1624.418","M660.517T1423.005","M535.409T1440.116","M549.426T1489.95","M471.336T1557.26","M605.427T1490.314","M549.428T1523.962","M533.435T1510.689","M516.434T1624.418","M481.362T1591.564","M325.162T1642.868","M951.603T1424.253","M628.514T1473.756","M1085.421T973.898","M659.418T1406.262","M820.327T1006.792","M813.332T1056.081","M869.334T919.017","M479.188T913.185","M899.349T990.311","M433.152T909.874","M677.438T1339.916","M564.208T942.149","M817.317T940.819","M430.319T1557.453","M832.307T992.353","M956.379T959.199","M438.146T926.75","M313.161T1621.4","M787.545T1575.098","M339.172T1490.329","M523.36T1271.932","M487.775T1256.694","M386.164T943.456","M807.348T918.929","M1123.351T817.469","M889.305T842.452","M919.292T824.161","M1102.351T817.469","M979.313T847.893","M1114.854T834.347","M682.262T843.183","M415.326T1295.888","M465.26T1373.143","M425.216T1401.37","M425.215T1355.365","M556.445T1212.039","M812.538T1253.346","M985.571T1146.934","M772.55T1170.538","M537.533T1295.888","M374.303T1319.161","M847.517T1163.004","M986.591T1195.638","M808.52T1220.972","M771.504T1195.638","M609.455T1145.906","M392.284T1436.378","M828.538T1289.688","M495.298T1036.333","M471.796T1446.028","M471.313T1295.888","M619.438T1245.233","M399.308T1262.042","M443.333T1262.042","M383.284T1439.726","M455.315T1295.888","M341.283T1305.932","M513.307T1059.952","M351.253T1019.694","M285.134T1052.907","M569.292T994.771","M605.427T1212.039","M867.584T1358.969","M331.187T1104.601","M585.283T918.479","M351.179T1358.969","M351.108T857.905","M291.195T1053.001","M465.265T1237.073","M764.518T1295.888","M764.517T1325.086","M691.436T1356.203","M691.433T1253.346","M494.565T1319.161","M494.565T1422.678","M423.211T1338.363","M821.505T1179.269","M765.518T1313.696","M522.261T1109.944","M423.212T1319.031","M523.599T1382.768","M561.396T1195.638","M330.263T1492.022","M545.37T1372.761","M722.259T892.9","M332.328T1440.13","M441.224T1179.269","M504.265T1099.137","M330.261T1473.013","M330.262T1456.934","M330.263T1439.913","M423.198T1506.423","M722.581T1518.016","M722.58T1595.75"
"M640.557T1608.472",0.40947,0.33992,0.31735,0.43793,0.48597,0.36962,0.38555,0.43403,0.68091,0.41539,0.74757,0.79984,0.73183,0.72745,0.61536,0.74567,0.80088,0.55005,0.68375,0.60854,0.54136,0.54937,0.59287,0.63679,0.65176,0.66603,0.77006,0.72546,0.55969,0.59299,0.6401,0.71189,0.60515,0.69846,0.69897,0.52592,0.53073,0.55497,0.58282,0.60848,0.6234,0.63246,0.75196,0.68256,0.66372,0.69823,0.57083,0.6152,0.67121,0.71042,0.84743,0.87721,0.87958,0.87413,0.72073,0.83261,0.74722,0.86776,1,0.85841,0.90343,0.91187,0.94519,0.94244,0.73147,0.7096,0.68874,0.67046,0.65052,0.61876,0.63295,0.65077,0.55322,0.64437,0.41845,0.37475,0.39712,0.67013,0.73594,0.62292,0.34528,0.56129,0.52089,0.5344,0.56921,0.52586,0.37926,0.39893,0.57028,0.6031,0.64272,0.41848,0.60024,0.52577,-0.08737,0.35802,0.29369,0.17001,0.36519,0.24379,0.08882,-0.22496,0.09496,0.03979,-0.31411,-0.0604,-0.36969,-0.37451,-0.32332,0.02384,-0.10218,0.10693,-0.54183,-0.60727,-0.73121,-0.85869,-0.80141,-0.74109,-0.7308,-0.59288,-0.63949,-0.66545,-0.69545,-0.73959,-0.58787,-0.44089,-0.4577,-0.59235,-0.67043,-0.70341,-0.71251,-0.5598,-0.59969,-0.66842,-0.45417,-0.44236,-0.38727,-0.42314,-0.61839,-0.52949,-0.45822,-0.63086,-0.28765,-0.40827,-0.3603,0.18998,0.06812,-0.00413,-0.0195,-0.29604,-0.37728,-0.17513,-0.18832,-0.32611,-0.36803,-0.67036,-0.36546,-0.56363,-0.5084,-0.56368,-0.59219,-0.60673,-0.53472,-0.60229,-0.63212,-0.22551,-0.29391,-0.38238,0.07528,-0.37305,-0.2733
"M737.493T1439.78",0.54506,0.60178,0.22142,0.58859,0.61139,0.39857,0.34244,0.28492,0.57721,0.47652,0.73423,0.69464,0.65383,0.6512,0.49892,0.5529,0.66103,0.44243,0.66175,0.53874,0.50602,0.59885,0.63228,0.60465,0.77876,0.66193,0.75828,0.69665,0.50636,0.47568,0.5059,0.5629,0.51286,0.56363,0.54821,0.56441,0.56653,0.52639,0.46307,0.68102,0.5671,0.52377,0.61223,0.55388,0.63435,0.63909,0.55501,0.5932,0.65948,0.64938,0.73291,0.80011,0.77858,0.77378,0.71974,0.83413,0.74754,0.74837,0.85841,1,0.89794,0.91388,0.91172,0.88839,0.6964,0.63163,0.60958,0.55874,0.65711,0.63515,0.57581,0.65128,0.52015,0.60939,0.50751,0.32692,0.48737,0.75475,0.77913,0.70838,0.46285,0.51535,0.52371,0.47139,0.67549,0.50369,0.48234,0.36791,0.68713,0.70288,0.55749,0.27676,0.47641,0.4154,0.09369,0.39035,0.53934,0.04578,0.52571,0.02709,0.14169,-0.16948,0.14063,0.14221,-0.23906,-0.01113,-0.16103,-0.59244,-0.51693,-0.18232,-0.28259,-0.10514,-0.49425,-0.57829,-0.57505,-0.75707,-0.78672,-0.71853,-0.75583,-0.51841,-0.593,-0.65482,-0.68806,-0.81901,-0.68313,-0.60473,-0.56039,-0.67669,-0.74699,-0.81332,-0.81833,-0.70561,-0.79679,-0.80551,-0.27943,-0.27108,-0.28947,-0.26312,-0.39616,-0.52122,-0.37564,-0.55608,-0.40342,-0.59081,-0.38625,-0.14374,-0.09083,-0.14709,0.19562,-0.15353,-0.48263,-0.25968,-0.35303,-0.32638,-0.37303,-0.61982,-0.5314,-0.6652,-0.41338,-0.58678,-0.59504,-0.58456,-0.40183,-0.54319,-0.48708,-0.25258,-0.32005,-0.38892,-0.07502,-0.33404,-0.22976
"M577.49T1591.335",0.66384,0.57142,0.26789,0.61321,0.65397,0.52431,0.50547,0.4441,0.66298,0.61413,0.89842,0.83695,0.80079,0.81487,0.69312,0.77676,0.82508,0.64587,0.77008,0.77611,0.49637,0.58639,0.59107,0.6324,0.73477,0.7743,0.86411,0.85361,0.62276,0.60519,0.66663,0.72848,0.63245,0.72063,0.70676,0.63672,0.69265,0.681,0.58564,0.65203,0.6164,0.50301,0.67299,0.62435,0.59598,0.63126,0.65783,0.6814,0.80694,0.78289,0.85124,0.83384,0.88252,0.88197,0.77722,0.88423,0.82081,0.87807,0.90343,0.89794,1,0.93998,0.94376,0.91004,0.76824,0.8064,0.79542,0.60846,0.67629,0.62989,0.58173,0.64965,0.57794,0.69078,0.54242,0.33635,0.59458,0.8352,0.88559,0.65934,0.52571,0.43319,0.47364,0.44185,0.55685,0.44435,0.44805,0.37614,0.59473,0.55501,0.64922,0.25728,0.50236,0.49509,0.04515,0.57198,0.493,0.15517,0.40015,0.0243,-0.02322,-0.28128,0.02995,0.02139,-0.44005,-0.19639,-0.34883,-0.61619,-0.58774,-0.23222,-0.18718,-0.00787,-0.59436,-0.70328,-0.74008,-0.7838,-0.82113,-0.86786,-0.73252,-0.60854,-0.5937,-0.64016,-0.77111,-0.83662,-0.73006,-0.66315,-0.61996,-0.63815,-0.74582,-0.76227,-0.78909,-0.62259,-0.74501,-0.76179,-0.3665,-0.34559,-0.30233,-0.28776,-0.53356,-0.56585,-0.49508,-0.5941,-0.50847,-0.4789,-0.46003,-0.0509,-0.05542,-0.11456,0.13443,-0.1483,-0.34987,-0.1211,-0.22581,-0.25225,-0.3527,-0.5443,-0.40643,-0.58954,-0.5369,-0.62438,-0.6509,-0.64539,-0.59564,-0.61124,-0.59353,-0.3626,-0.40494,-0.47344,0.06079,-0.26617,-0.1663
"M618.492T1624.789",0.53999,0.49205,0.27557,0.64511,0.66113,0.53726,0.52233,0.51064,0.72698,0.59757,0.85046,0.83439,0.77148,0.76264,0.57812,0.75337,0.73268,0.58221,0.81442,0.75164,0.62516,0.68792,0.72274,0.73007,0.82138,0.78545,0.85322,0.84301,0.66852,0.66702,0.71606,0.74852,0.72948,0.76063,0.70841,0.69742,0.6959,0.69864,0.65671,0.7719,0.75938,0.61685,0.76689,0.62323,0.73027,0.63965,0.54942,0.6583,0.63812,0.73763,0.85638,0.87123,0.87648,0.87418,0.72478,0.79196,0.68846,0.86745,0.91187,0.91388,0.93998,1,0.97344,0.97267,0.81448,0.7672,0.77637,0.67083,0.70265,0.76038,0.70394,0.73843,0.67375,0.77693,0.40365,0.33481,0.58697,0.77253,0.82985,0.73158,0.43936,0.55212,0.60608,0.5892,0.59178,0.56815,0.56975,0.49195,0.7101,0.66401,0.55767,0.39897,0.63958,0.56317,0.01015,0.47543,0.46312,0.01613,0.36887,0.1081,0.10428,-0.13446,0.13074,0.09156,-0.30407,-0.11066,-0.30259,-0.56106,-0.52983,-0.18672,-0.1767,-0.05109,-0.48792,-0.64462,-0.71123,-0.80386,-0.87615,-0.86293,-0.69237,-0.59489,-0.6078,-0.72768,-0.78669,-0.85312,-0.60239,-0.57931,-0.64575,-0.74151,-0.71417,-0.816,-0.83015,-0.71112,-0.73727,-0.80569,-0.41048,-0.39045,-0.31525,-0.32,-0.58659,-0.61571,-0.49755,-0.6306,-0.44672,-0.5652,-0.41238,0.00917,0.07704,-0.00069,0.09803,-0.18176,-0.33075,-0.11018,-0.29857,-0.32054,-0.38665,-0.5771,-0.48405,-0.58217,-0.38937,-0.56157,-0.53134,-0.5277,-0.53198,-0.59928,-0.62384,-0.31891,-0.38204,-0.46145,-0.02799,-0.41043,-0.29539
"M617.489T1624.961",0.49058,0.42023,0.27542,0.55627,0.66438,0.45835,0.40359,0.41541,0.6958,0.51264,0.83514,0.8268,0.75157,0.74654,0.60371,0.71138,0.76855,0.52259,0.76015,0.73688,0.52498,0.60365,0.65043,0.6735,0.78947,0.70242,0.7837,0.75457,0.64216,0.63045,0.67493,0.73337,0.68025,0.72802,0.7019,0.61195,0.63234,0.6264,0.62174,0.70838,0.66252,0.63819,0.76702,0.69891,0.76338,0.6466,0.58252,0.67459,0.69248,0.71983,0.87263,0.86283,0.86057,0.85822,0.76245,0.84168,0.76797,0.83342,0.94519,0.91172,0.94376,0.97344,1,0.98477,0.76433,0.72046,0.73938,0.63463,0.70676,0.675,0.64264,0.70063,0.61595,0.71367,0.46699,0.3831,0.56674,0.73375,0.78039,0.72513,0.41056,0.60619,0.64435,0.62011,0.64134,0.63544,0.56718,0.46292,0.7041,0.70351,0.66686,0.45948,0.68555,0.63399,-0.03556,0.48252,0.39964,0.14246,0.4176,0.22491,0.15378,-0.18489,0.15313,0.0632,-0.2996,-0.08504,-0.32397,-0.47322,-0.44275,-0.07551,-0.13175,0.03044,-0.5419,-0.66513,-0.71913,-0.8133,-0.84864,-0.79696,-0.715,-0.58458,-0.62066,-0.72949,-0.79749,-0.86129,-0.64682,-0.57866,-0.61693,-0.78621,-0.76842,-0.82288,-0.83995,-0.701,-0.75454,-0.79542,-0.4522,-0.42728,-0.36447,-0.36484,-0.63536,-0.58646,-0.4654,-0.6078,-0.38198,-0.50774,-0.38141,0.05369,0.04804,-0.01406,0.02527,-0.28962,-0.44497,-0.23691,-0.30245,-0.31249,-0.40685,-0.6067,-0.45248,-0.56024,-0.48419,-0.63128,-0.63638,-0.60408,-0.56365,-0.63344,-0.67123,-0.38788,-0.44257,-0.51974,0.00979,-0.38176,-0.3041
"M617.506T1594.034",0.45955,0.43589,0.31053,0.58681,0.64734,0.45312,0.42902,0.47147,0.6955,0.49998,0.8119,0.821,0.73411,0.7186,0.55316,0.71519,0.74783,0.48884,0.74136,0.68459,0.5765,0.68256,0.71283,0.74247,0.82154,0.73606,0.79951,0.75701,0.65258,0.65847,0.69809,0.74406,0.69795,0.74746,0.70817,0.61982,0.5886,0.60006,0.61055,0.71288,0.70515,0.6295,0.75523,0.61349,0.72012,0.6298,0.51756,0.619,0.59308,0.69387,0.85455,0.86933,0.85227,0.84996,0.69708,0.80546,0.68346,0.8385,0.94244,0.88839,0.91004,0.97267,0.98477,1,0.74847,0.69096,0.6853,0.67238,0.67491,0.68169,0.66556,0.72521,0.63915,0.73206,0.36746,0.36754,0.53194,0.72491,0.78889,0.74551,0.40559,0.57694,0.63202,0.62576,0.56136,0.57516,0.51102,0.45649,0.70725,0.68339,0.59762,0.4414,0.66672,0.56926,-0.05085,0.38433,0.32148,0.04457,0.35715,0.17089,0.08446,-0.17325,0.14212,0.05743,-0.29722,-0.05255,-0.32392,-0.49232,-0.43575,-0.13033,-0.16746,-0.03098,-0.43688,-0.57234,-0.7133,-0.83027,-0.80262,-0.76622,-0.68726,-0.54455,-0.59271,-0.72143,-0.75233,-0.81435,-0.61764,-0.53015,-0.5581,-0.75305,-0.68106,-0.77677,-0.79855,-0.65096,-0.69989,-0.76153,-0.44147,-0.41331,-0.34204,-0.36954,-0.63454,-0.58348,-0.47317,-0.5958,-0.31768,-0.55171,-0.40975,0.15058,0.12913,0.0315,0.06999,-0.21575,-0.35851,-0.15559,-0.25728,-0.29816,-0.36649,-0.56273,-0.42298,-0.52638,-0.37871,-0.55934,-0.53965,-0.50873,-0.4981,-0.56399,-0.64549,-0.28854,-0.34655,-0.43518,0.03099,-0.36134,-0.28083
"M549.431T1507.08",0.42498,0.37425,0.32196,0.47041,0.49195,0.71666,0.76224,0.7063,0.63784,0.6228,0.71527,0.75011,0.70773,0.70256,0.79015,0.86095,0.76608,0.85241,0.82274,0.77608,0.80431,0.69539,0.80189,0.7874,0.67582,0.86087,0.84309,0.84145,0.76076,0.73245,0.79414,0.77211,0.83024,0.86724,0.85627,0.81735,0.78521,0.86521,0.86971,0.88041,0.86805,0.7142,0.88472,0.7103,0.65944,0.75317,0.79772,0.78047,0.6904,0.8207,0.89942,0.88405,0.87987,0.87968,0.83523,0.76318,0.72126,0.84863,0.73147,0.6964,0.76824,0.81448,0.76433,0.74847,1,0.94738,0.90966,0.87897,0.87862,0.91339,0.9187,0.90146,0.91869,0.95717,0.62742,0.6299,0.6436,0.74651,0.78291,0.71474,0.65511,0.58454,0.64622,0.63761,0.62119,0.60081,0.59193,0.69392,0.70391,0.65405,0.37404,0.44634,0.57852,0.49558,0.32143,0.55757,0.57727,0.14115,0.14451,0.16523,0.04775,0.02246,0.15421,0.20906,-0.31191,-0.16117,-0.25757,-0.46714,-0.61092,-0.14306,-0.31824,-0.1904,-0.73747,-0.82102,-0.87072,-0.86376,-0.8513,-0.88942,-0.84827,-0.91407,-0.83984,-0.86896,-0.90245,-0.85561,-0.56927,-0.67687,-0.67304,-0.60844,-0.78559,-0.7979,-0.82433,-0.76856,-0.6841,-0.76505,-0.607,-0.60197,-0.48961,-0.48266,-0.62779,-0.52147,-0.67518,-0.78666,-0.69136,-0.64581,-0.63304,-0.0864,-0.11282,-0.17462,-0.11446,-0.28796,-0.2342,-0.07249,-0.62193,-0.65408,-0.6879,-0.73034,-0.78417,-0.77449,-0.58773,-0.66421,-0.58179,-0.66095,-0.73964,-0.76083,-0.76308,-0.38185,-0.48103,-0.55197,-0.3808,-0.51808,-0.36206
"M629.529T1601.79",0.55825,0.42543,0.31795,0.45683,0.4669,0.7398,0.82015,0.73179,0.66785,0.73945,0.78949,0.81223,0.81724,0.82603,0.89149,0.94201,0.83074,0.92372,0.83369,0.83886,0.71997,0.66095,0.70663,0.72957,0.60602,0.87452,0.88894,0.91082,0.76093,0.73519,0.80102,0.80655,0.77862,0.8708,0.86218,0.82215,0.78384,0.89806,0.83189,0.76326,0.78174,0.58628,0.76277,0.67244,0.4907,0.65497,0.81558,0.76979,0.79074,0.87321,0.86583,0.81754,0.85903,0.86123,0.81671,0.75179,0.74344,0.84668,0.7096,0.63163,0.8064,0.7672,0.72046,0.69096,0.94738,1,0.95853,0.79726,0.78502,0.79702,0.78802,0.78487,0.84304,0.89088,0.65351,0.56791,0.66876,0.79226,0.83954,0.57066,0.6439,0.37797,0.44174,0.4506,0.45721,0.41902,0.43166,0.56665,0.51938,0.44623,0.35346,0.24672,0.41263,0.39534,0.30607,0.64582,0.59775,0.18903,0.11753,0.01036,-0.10986,-0.15262,-0.05264,0.04795,-0.50493,-0.33937,-0.40817,-0.56301,-0.69251,-0.22031,-0.29895,-0.15995,-0.77841,-0.8061,-0.90887,-0.81999,-0.80522,-0.93217,-0.78194,-0.87883,-0.76986,-0.72647,-0.85761,-0.78587,-0.57703,-0.6722,-0.6595,-0.46486,-0.73034,-0.66868,-0.71571,-0.62158,-0.59197,-0.64452,-0.54916,-0.54578,-0.44188,-0.44266,-0.62006,-0.56684,-0.73178,-0.74469,-0.71126,-0.52345,-0.68772,-0.07588,-0.10656,-0.15615,-0.02516,-0.16163,-0.09156,0.07909,-0.44352,-0.50084,-0.57953,-0.61259,-0.63228,-0.67389,-0.66016,-0.64194,-0.57707,-0.68592,-0.77165,-0.71331,-0.70106,-0.37219,-0.45288,-0.52207,-0.22371,-0.33581,-0.16503
"M629.509T1624.418",0.54335,0.30234,0.22974,0.41196,0.49606,0.71284,0.73765,0.65229,0.7243,0.75032,0.79305,0.81117,0.82759,0.84355,0.84036,0.89884,0.76753,0.87819,0.8825,0.92508,0.6458,0.54887,0.61549,0.62126,0.55877,0.75525,0.80292,0.86859,0.7341,0.70599,0.76976,0.78901,0.77788,0.82456,0.79716,0.79243,0.81088,0.90004,0.85256,0.74572,0.74916,0.59487,0.76887,0.77144,0.60635,0.56815,0.75229,0.79159,0.79922,0.85281,0.84912,0.75363,0.80357,0.80546,0.81214,0.66356,0.72221,0.77759,0.68874,0.60958,0.79542,0.77637,0.73938,0.6853,0.90966,0.95853,1,0.66324,0.75295,0.78529,0.72649,0.70278,0.78084,0.83862,0.63093,0.49632,0.71246,0.71227,0.73814,0.5024,0.48432,0.41638,0.47193,0.46687,0.50993,0.54887,0.5555,0.58378,0.49857,0.45565,0.40869,0.3221,0.51203,0.548,0.22669,0.75332,0.63385,0.245,0.18846,0.13875,0.06504,-0.12699,-0.03077,0.02271,-0.43471,-0.38347,-0.44491,-0.47136,-0.62607,-0.10669,-0.1652,-0.04188,-0.8021,-0.84381,-0.84079,-0.72579,-0.87599,-0.95288,-0.66602,-0.82109,-0.71339,-0.69307,-0.87303,-0.80443,-0.46502,-0.61602,-0.76044,-0.56421,-0.76931,-0.6965,-0.72993,-0.67213,-0.59078,-0.64042,-0.53503,-0.53111,-0.41071,-0.38597,-0.66342,-0.61719,-0.67994,-0.71511,-0.69893,-0.40647,-0.53247,-0.14336,-0.07213,-0.06458,-0.0988,-0.26815,-0.14216,0.02806,-0.42563,-0.43146,-0.56137,-0.59235,-0.58351,-0.58412,-0.68753,-0.63325,-0.59497,-0.69118,-0.80267,-0.74556,-0.71723,-0.50066,-0.57056,-0.62549,-0.20403,-0.40211,-0.23717
"M660.517T1423.005",0.14003,0.27113,0.43999,0.44036,0.36186,0.56578,0.70498,0.71344,0.47026,0.41077,0.60249,0.67072,0.55054,0.51859,0.71074,0.77204,0.70263,0.67098,0.57477,0.50436,0.73386,0.69603,0.77726,0.81605,0.67382,0.86742,0.78834,0.71261,0.73138,0.68158,0.73409,0.68378,0.79147,0.84611,0.85884,0.68365,0.59385,0.7119,0.70144,0.75907,0.79485,0.70616,0.8445,0.47714,0.5328,0.83342,0.64849,0.53209,0.43301,0.59075,0.78022,0.82133,0.82153,0.82038,0.63645,0.72716,0.57363,0.81746,0.67046,0.55874,0.60846,0.67083,0.63463,0.67238,0.87897,0.79726,0.66324,1,0.77147,0.79807,0.89586,0.87679,0.86163,0.88779,0.44593,0.66179,0.35011,0.58621,0.69399,0.66714,0.66666,0.59002,0.62489,0.67494,0.44175,0.41922,0.37368,0.57573,0.63184,0.55135,0.23516,0.45973,0.51112,0.34624,0.19415,0.17685,0.22432,0.04577,-0.11323,0.15242,-0.09927,0.02087,0.17599,0.1379,-0.34945,-0.05724,-0.17879,-0.35259,-0.39034,-0.06134,-0.25726,-0.1362,-0.52991,-0.65091,-0.81259,-0.82568,-0.59919,-0.63402,-0.82447,-0.84232,-0.77307,-0.81689,-0.71845,-0.64219,-0.54684,-0.5843,-0.3231,-0.4085,-0.54747,-0.60976,-0.63702,-0.56864,-0.53855,-0.63023,-0.71671,-0.71121,-0.61006,-0.66167,-0.5458,-0.3729,-0.65853,-0.73129,-0.52006,-0.67454,-0.68876,0.21007,-0.01701,-0.15401,-0.12005,-0.18067,-0.19447,-0.09263,-0.50843,-0.64293,-0.57312,-0.65781,-0.65788,-0.69569,-0.35383,-0.56626,-0.39749,-0.45673,-0.53675,-0.56721,-0.64848,-0.16484,-0.25678,-0.32971,-0.27343,-0.3721,-0.28829
"M535.409T1440.116",0.43826,0.42367,0.55497,0.52068,0.6885,0.7802,0.65933,0.65489,0.62614,0.5224,0.57653,0.62596,0.55564,0.5625,0.70627,0.65737,0.79756,0.76223,0.75967,0.69782,0.7491,0.62532,0.77998,0.77095,0.6407,0.68493,0.68818,0.65802,0.77293,0.74517,0.77787,0.76586,0.73406,0.80811,0.85679,0.74011,0.82729,0.7409,0.88203,0.91567,0.81566,0.79217,0.87035,0.77593,0.65862,0.64593,0.84563,0.84462,0.63901,0.67581,0.79691,0.73662,0.69022,0.68734,0.75241,0.7343,0.71328,0.64936,0.65052,0.65711,0.67629,0.70265,0.70676,0.67491,0.87862,0.78502,0.75295,0.77147,1,0.83726,0.90012,0.91713,0.87475,0.8702,0.77522,0.7725,0.71237,0.61849,0.64662,0.79089,0.58874,0.54924,0.6455,0.54454,0.6405,0.64571,0.51181,0.47346,0.70666,0.69514,0.37336,0.41663,0.53794,0.42944,0.25839,0.4201,0.40971,0.0171,0.02928,0.22518,-0.05246,-0.13519,0.10823,0.19084,-0.25305,-0.18064,-0.30065,-0.38883,-0.54781,-0.07855,-0.32138,-0.17114,-0.75497,-0.79798,-0.72629,-0.81498,-0.79134,-0.70757,-0.83505,-0.76909,-0.70143,-0.76002,-0.79391,-0.78285,-0.51572,-0.65049,-0.51607,-0.63622,-0.76749,-0.73806,-0.76901,-0.67552,-0.62152,-0.67057,-0.59339,-0.54635,-0.53434,-0.50239,-0.73394,-0.52715,-0.65383,-0.79087,-0.75725,-0.70559,-0.62262,0.03715,-0.0127,-0.03776,0.00524,-0.26887,-0.29689,-0.1583,-0.6722,-0.53709,-0.57888,-0.66846,-0.77653,-0.69849,-0.58241,-0.52425,-0.56073,-0.57282,-0.56996,-0.61344,-0.6258,-0.2505,-0.3368,-0.39398,-0.3076,-0.37544,-0.25778
"M549.426T1489.95",0.33687,0.33159,0.30122,0.59577,0.51929,0.67958,0.72157,0.69168,0.65416,0.57784,0.62704,0.64621,0.58202,0.59241,0.6173,0.74977,0.65855,0.70399,0.85697,0.67572,0.88983,0.71766,0.83724,0.78583,0.67828,0.75205,0.76096,0.75115,0.71374,0.64154,0.69358,0.65161,0.89252,0.81644,0.78373,0.73453,0.76233,0.74671,0.85754,0.89863,0.91595,0.64196,0.86872,0.58154,0.68897,0.70021,0.57327,0.60426,0.43524,0.68884,0.78506,0.74107,0.7369,0.73256,0.68438,0.56337,0.5428,0.73012,0.61876,0.63515,0.62989,0.76038,0.675,0.68169,0.91339,0.79702,0.78529,0.79807,0.83726,1,0.94632,0.91414,0.87754,0.91091,0.52268,0.65733,0.55308,0.54146,0.6081,0.65014,0.50197,0.5325,0.58705,0.55524,0.56584,0.58283,0.55192,0.62723,0.62609,0.62161,0.20674,0.39357,0.52827,0.41113,0.33229,0.40865,0.44057,-0.06339,0.05261,0.12037,0.05182,0.01185,0.11895,0.12296,-0.24995,-0.20723,-0.27054,-0.45572,-0.53348,-0.11737,-0.35079,-0.24779,-0.60004,-0.74228,-0.62884,-0.74273,-0.86555,-0.80518,-0.69699,-0.76891,-0.74535,-0.76721,-0.73135,-0.73483,-0.36014,-0.63524,-0.64289,-0.57208,-0.62516,-0.7298,-0.72365,-0.76564,-0.59367,-0.65715,-0.62401,-0.60907,-0.5371,-0.49955,-0.57264,-0.58173,-0.68019,-0.86956,-0.73072,-0.76778,-0.57766,-0.05269,-0.00387,-0.00907,0.01904,-0.17647,-0.1097,0.04743,-0.56411,-0.55359,-0.57717,-0.71048,-0.73428,-0.72364,-0.36164,-0.40968,-0.34846,-0.43266,-0.5517,-0.544,-0.60152,-0.24188,-0.33385,-0.38664,-0.3917,-0.53725,-0.38506
"M471.336T1557.26",0.26679,0.31086,0.47621,0.51491,0.49666,0.71781,0.74246,0.76719,0.60784,0.48204,0.52823,0.60827,0.51821,0.50731,0.62101,0.72997,0.69061,0.74436,0.74987,0.60386,0.89673,0.72152,0.86415,0.84423,0.63687,0.76849,0.73015,0.70075,0.74578,0.73452,0.77896,0.72279,0.83562,0.84414,0.84689,0.7467,0.74359,0.74116,0.88165,0.91576,0.93489,0.76468,0.90961,0.61135,0.63992,0.71684,0.67044,0.67503,0.41928,0.64646,0.78532,0.78083,0.73989,0.73593,0.65217,0.61135,0.5243,0.72819,0.63295,0.57581,0.58173,0.70394,0.64264,0.66556,0.9187,0.78802,0.72649,0.89586,0.90012,0.94632,1,0.95718,0.93255,0.93687,0.51955,0.70579,0.53967,0.54819,0.61495,0.73696,0.55573,0.57296,0.64136,0.614,0.53662,0.57033,0.48644,0.6042,0.68247,0.64223,0.20856,0.46553,0.55468,0.37508,0.27,0.27876,0.32527,-0.09087,-0.07654,0.19588,-0.04085,0.04188,0.16787,0.22106,-0.19928,-0.10249,-0.23592,-0.34731,-0.47075,-0.08871,-0.32869,-0.22862,-0.58283,-0.69355,-0.71414,-0.81716,-0.76596,-0.71411,-0.76908,-0.79733,-0.73996,-0.80218,-0.7304,-0.69414,-0.38592,-0.54701,-0.47325,-0.52754,-0.5972,-0.67958,-0.6917,-0.66268,-0.51783,-0.63006,-0.63861,-0.61311,-0.53447,-0.54344,-0.65146,-0.48539,-0.6648,-0.82493,-0.66298,-0.74249,-0.61085,0.11935,0.0569,-0.0121,-0.05608,-0.21628,-0.12747,-0.00127,-0.61431,-0.62656,-0.59202,-0.69349,-0.76007,-0.70999,-0.37486,-0.4157,-0.35412,-0.41861,-0.5283,-0.56119,-0.62886,-0.13445,-0.23868,-0.30768,-0.38152,-0.50911,-0.36666
