"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54"
"M1154.769T17.115",0.027417,0.042697,0.052304,0.032952,-0.015218,0.046843,0.0054435,0.00026872,-0.042763,-0.01989,0.014563,-0.079761,0.014684,0.033657,-0.046078,0.0099984,-0.045753,0.0063481,-0.058169,-0.0021184,-0.02916,-0.016212,-0.015775,-0.016907,-0.0489,0.010618,0.023466,-0.048838,-0.010806,0.0005389,-0.018746,0.019609,0.038831,-0.051583,0.050665,-0.032327,0.009895,-0.07446,-0.020613,0.05132,-0.014324,-0.064387,-0.018763,-0.019449,-0.028567,-0.068626,0.059218,-0.00040692,-0.05081,-0.011393,-0.013997,-0.032499,0.0075201,0.016759
"M1154.774T12.107",0.0077785,-0.016675,0.0032779,-0.046382,0.031018,-0.0881,-0.053385,0.024932,0.038002,0.0051643,0.038019,0.054614,-0.0010259,0.016357,0.070844,0.021247,0.072727,0.013334,0.047967,-0.0090787,-0.056601,0.03729,0.016491,0.015138,-0.10415,-0.0015101,0.05419,-0.0098146,0.01798,-0.0048262,0.05569,0.030804,0.0049181,-0.05862,0.040437,-0.056017,0.032151,-0.04195,0.014738,-0.025736,-0.010897,0.0084515,-0.043234,-0.050035,1.3318e-05,-0.084995,0.025488,0.0027531,0.0087589,-0.0017025,0.00288,0.0072993,0.0055697,0.019651
"M1155.781T12.608",0.010931,-0.015465,-0.015466,-0.095723,0.042296,0.028567,-0.011563,-0.012691,-0.012956,-0.016018,-0.0041347,0.0030236,0.016179,-0.061149,0.0054498,0.013171,-0.024077,0.018681,0.065531,0.028353,0.028318,0.032124,0.04657,0.013074,-0.027948,-0.042019,0.03947,0.068826,-0.048218,-0.0010439,0.039815,-0.012748,-0.067276,0.047045,0.0060466,0.042752,0.012042,-0.024124,0.077654,-0.064379,-0.011569,-0.05016,0.015254,-0.029797,0.029857,0.012481,0.00057909,-0.032581,0.05844,-0.0003301,-0.0055468,0.02308,0.040635,0.014409
"M1157.276T13.111",-0.0091624,-0.026595,0.025049,0.018296,0.0033185,0.00183,0.083042,0.017051,0.010972,-0.041836,0.03039,-0.034648,0.00052943,-0.043895,0.027945,0.017633,-0.02137,0.049277,0.095143,-0.087222,-0.10879,-0.020518,-0.062124,-0.039084,0.097162,0.092155,-0.044136,0.012745,0.035068,0.084412,-0.07216,-0.012192,-0.027889,-0.068655,-0.082397,-0.045142,-0.092459,0.0087875,0.089906,-0.016724,-0.033564,0.070388,-0.040877,-0.04231,-0.018091,0.011749,0.076795,-0.0041566,-0.020782,-0.0046484,0.0083584,0.011887,-0.0028308,9.5557e-05
"M1157.439T14.055",0.0034178,0.027465,-0.013059,-0.043871,0.0037524,0.0518,-0.0037236,0.032881,0.0065775,0.02505,0.024618,0.052261,0.0042178,0.0093373,0.031615,-0.022171,0.039616,-0.013331,-0.012962,0.0088781,0.012024,-0.043998,-0.063851,0.012863,-8.3043e-05,0.028709,0.11551,-0.039549,-0.0088304,0.033578,-0.033747,-0.0082635,-0.0097076,0.117,-0.035142,-0.02727,0.026739,-0.057339,0.018378,-0.012244,-0.018629,0.0045446,-0.043058,0.052102,-0.049287,0.012922,-0.018309,0.050496,-0.017657,0.0071544,0.0093501,0.015144,0.02369,0.0038015
"M1158.097T16.12",0.012064,0.020018,0.071045,0.031557,-0.020795,0.060364,-0.068591,-0.01609,-0.054938,0.034242,0.038785,0.017779,-0.060936,0.024927,0.00013239,-0.040385,-0.0040405,-0.0049174,0.0082109,-0.07659,0.077129,-0.0067973,-0.0058661,0.095106,0.12301,0.048414,0.028438,0.038399,0.036472,0.026549,0.010949,0.027091,-0.0042889,-0.023457,-0.0041823,-0.013191,0.048264,0.079578,0.0093474,-0.020035,0.027979,-0.067348,-0.023876,-0.048418,-0.037713,-0.03763,0.046361,0.062734,0.0022507,-0.018408,-0.0078825,-0.007083,-0.0080978,-0.0055448
"M1160.766T17.121",-0.00158,0.078708,0.023388,0.050746,0.030175,-0.077937,-0.0071445,0.030764,0.049918,0.021562,0.0057002,-0.075644,0.080775,0.048597,0.00052258,0.010746,-0.018458,-0.026262,-0.013862,-0.013066,-0.041243,0.050524,-0.058243,0.014535,0.0040105,0.0032915,-0.023135,0.023477,-0.036632,0.066713,0.040226,-0.006256,-0.0063621,0.0051147,-0.010453,-0.0028188,-0.0011829,-0.007807,0.0085217,-0.073277,-0.033532,-0.0041051,0.022444,0.028548,-0.012577,-0.0070612,-0.092009,-0.024619,-0.0035175,0.0050814,-0.014222,-0.034373,0.0064543,0.00084538
"M1161.43T14.053",-0.017586,-0.026672,0.080584,-0.00059323,0.0020205,-0.024073,0.0108,0.019885,-0.050384,0.021237,0.024164,-0.043592,0.02447,-0.020192,0.055894,-0.01184,0.10459,0.061875,0.12132,-0.077335,-0.022452,-0.0015845,0.016174,-0.064474,-0.017139,0.09468,-0.050464,-0.077964,-0.090037,0.053755,0.041065,0.019218,0.0083136,0.029744,-0.0059062,-0.044196,0.04267,-0.068493,0.0057188,0.0017215,-0.06253,0.1366,0.032312,-0.030953,0.10355,-0.041331,-0.039975,-0.0070225,-0.059117,-0.00033213,-0.015991,-0.02431,-0.0041837,-0.013794
"M1162.766T16.122",-0.014605,0.031901,0.017407,0.012755,0.039684,0.013591,-0.0054067,-0.0014621,-0.065109,0.03878,0.0584,0.022216,-0.012516,0.038962,-0.048455,-0.017671,0.017669,0.094446,0.0029087,0.036659,0.060044,0.0081925,0.0078808,0.037818,0.08747,-0.017531,0.0076453,0.068871,0.011555,-0.025371,0.013752,0.1226,0.0048108,-0.017532,0.041372,-0.040897,-0.022761,-0.12361,0.11035,-0.022694,-0.038371,-0.0094373,0.050533,0.042366,-0.0091551,0.034948,-0.038103,0.012453,-0.024852,0.0026788,-0.029115,-0.011706,-0.030601,-0.025375
"M1163.774T15.006",-0.0012635,0.042099,0.030043,0.021968,0.0063003,-0.022773,-0.044579,0.086255,-0.032114,0.00069689,0.0024753,-0.04426,-0.026404,0.037615,-0.040794,0.020603,-0.05749,-0.029649,-0.0073847,-0.011235,0.0038521,-0.045176,-0.020243,0.022104,0.013183,-0.028297,0.0098143,-0.02814,-0.011437,0.090928,-0.049282,-0.027335,0.082824,0.057673,0.0010423,0.061358,0.028532,-0.023155,0.0093344,0.046309,0.0095012,-0.066382,-0.04407,0.031589,-0.021268,0.011914,-0.046362,-0.015303,0.066704,0.010214,-0.011106,-0.025049,0.010725,-0.013441
"M1164.775T13.111",0.0063383,0.028686,-0.036487,-0.067409,0.0046609,-0.001551,-0.013882,0.014199,0.018324,0.0081811,-0.0085153,-0.015873,0.0032953,-0.012232,-0.010093,0.0061036,-0.022543,0.0021864,0.021053,-0.0027768,0.0028675,0.0073392,-0.011613,0.016056,0.011671,0.024824,-0.00017677,-0.0048389,-0.029008,0.0077808,-0.0020515,0.0087395,-0.0023237,0.015153,-0.005124,-0.0061763,-0.0095127,-0.013772,0.022081,-0.016003,-0.017824,0.038001,0.0060132,0.03157,-0.011454,-0.0049334,0.030115,0.020915,0.02154,0.00021779,0.0098449,0.0041074,0.010989,0.0089472
"M1165.777T13.111",0.018078,0.01515,0.042427,-0.028374,-0.016948,0.01286,-0.0075318,-0.0098248,-0.023364,-0.028298,-0.0067322,-0.024072,0.0055305,-0.025877,-0.041897,-0.0059718,-0.00074291,-0.010614,0.029366,-0.0056231,-0.011908,0.0069047,-0.029924,-0.032554,-0.016937,-0.046666,0.053484,0.026356,-0.048274,0.027649,-0.0083947,-0.025301,-0.012636,-0.044028,-0.018091,0.042826,0.058689,0.0090485,0.023109,-0.016942,-0.0091098,-0.063643,-0.015483,-0.01629,-0.00071628,0.051123,-0.042245,-0.029933,0.0019746,-0.0090694,0.019966,0.023095,-0.032393,0.0027604
"M1166.77T12.111",-0.00025188,-0.0062997,0.070807,-0.023776,0.026654,0.063023,0.079956,-0.0049165,-0.043824,0.055505,-0.059245,0.024405,-0.052857,-0.010738,-0.049394,0.096994,0.0066605,0.032837,-0.032897,0.0011066,-0.027829,-0.050798,0.019965,-0.00077214,-0.018599,-0.046634,0.007505,-0.040827,0.017854,0.066575,0.020946,0.0032882,0.044333,-0.0065757,-0.016697,-0.0089447,-0.035447,0.13766,-0.0083249,-0.04606,0.018448,-0.058726,-0.01745,-0.010173,0.00090592,0.076735,0.0062757,0.013563,-0.069772,-0.018535,-0.019865,0.0074657,-0.0036031,0.010096
"M1167.768T17.117",-0.0040213,0.050429,0.024035,-0.0013011,0.018898,0.10134,-0.0072618,0.0021999,0.069646,-0.044422,0.020041,-0.021511,0.063053,-0.067387,-0.079883,-0.028666,-0.016795,-0.017153,0.076312,-0.0087327,-0.031376,0.019916,-0.014663,-0.056826,-0.029562,-0.082174,-0.040385,-0.0067872,0.082596,-0.044879,0.012059,0.027055,0.046062,0.043075,-0.025157,-0.0012746,0.048226,-0.073315,-0.023227,0.021559,-0.034858,-0.069116,-0.0078025,0.045095,0.025855,0.0084906,0.0050497,0.013757,0.010346,-0.011107,0.01804,-0.0097361,-0.011819,-0.0086799
"M1170.77T17.127",0.028676,0.078324,-0.0026574,0.0062137,-0.040131,-0.005675,-0.018639,-0.065067,-0.048426,-0.09818,-0.00093216,0.0042875,0.010791,0.046559,-0.015747,0.01886,-0.039671,0.045838,0.021738,0.017856,-0.015435,-0.0055076,0.016458,-0.022887,-0.083684,0.034795,0.0067659,0.0060266,-0.031159,0.017088,0.021223,-0.026232,0.0203,0.027741,0.031008,-0.039551,-0.035974,0.02999,-0.016735,0.019683,0.024634,-0.0247,-0.037229,-0.050879,-0.029909,-0.089227,0.0055273,0.0069252,0.051105,0.012232,0.026597,0.038303,-0.0090977,0.0015166
"M1170.773T15.036",-0.028606,0.0050545,0.047007,-0.0023367,-0.0035082,-0.02534,-0.017066,-0.018713,-0.0074302,-0.020229,0.035535,0.054067,-0.040765,-0.11243,-0.041531,0.099078,-0.13437,-0.10342,-0.094887,-0.10828,0.00075964,0.031996,-0.13507,-0.013642,0.044002,-0.028919,0.085502,0.067635,-0.0033684,0.10721,-0.048691,0.011769,0.11283,-0.045271,0.038627,0.07999,-0.065936,-0.055018,-0.042644,0.02027,-0.0050491,0.057252,0.0036924,0.09866,-0.012892,0.055992,0.01748,-0.022197,-0.024313,-0.017211,0.012285,0.00038763,0.007382,0.0036033
"M1171.279T12.108",-0.038691,0.012028,0.041304,-0.03489,-0.0013125,-0.17552,-0.077793,-0.014858,0.01031,0.014862,-0.03177,-0.0066072,0.012679,-0.017514,-0.0087448,-0.0087722,-0.058136,0.011756,0.017802,-0.0022145,0.038051,0.0044905,-0.03899,0.009942,-0.0086964,-0.024023,-0.019244,-0.022887,-0.0098023,0.045128,0.014121,-0.012565,-0.081569,0.019883,-0.012111,-0.0070714,-0.010143,-0.0028973,0.030647,-0.031458,-0.00039283,-0.030423,-0.00011065,-0.024642,-0.019143,-0.00038354,-0.010251,-0.074363,-0.019882,-0.0071803,-0.0007237,-0.011896,-0.0092047,-0.0011733
"M1171.438T13.111",-0.014694,-0.024687,0.0517,-0.025441,0.029367,0.00066151,0.019716,0.075497,0.0033024,0.022399,0.037195,0.0044969,0.020147,-0.030156,-0.064135,-0.016423,0.01203,0.10582,-0.0992,-0.1307,0.065783,0.046251,-0.12188,-0.056498,-0.12882,0.072338,0.13218,0.0019373,-0.0012765,-0.019051,0.031531,0.0014951,0.092501,-0.035654,-0.067716,0.016906,-0.016257,-0.016106,-0.033487,-0.11563,0.077749,-0.11034,-0.080672,0.03294,0.025245,-0.060972,-0.021877,-0.021804,-0.038351,0.0050449,-0.0067521,-0.018872,-0.00092522,0.0008715
"M1172.769T13.114",-0.012955,0.0052575,0.051304,-0.051833,0.010314,-0.0085177,0.065138,0.0059773,-0.039638,-0.015973,0.057423,-0.044578,0.024241,-0.04225,0.056438,0.041074,0.046765,-0.025497,0.014506,-0.05539,0.0432,-0.013946,0.039743,-0.077918,-0.042498,0.070561,-0.041029,0.029956,-0.13921,-0.019088,0.10642,-0.039345,-0.046439,-0.051321,-0.086499,-0.036391,-0.076621,-0.12526,-0.011766,-0.02909,-0.022724,-0.024685,0.025471,-0.049285,-0.047925,-0.0043923,0.069248,-0.031298,-0.040207,-0.010061,-0.00065907,-0.0034044,-0.015182,0.0078456
"M1172.771T13.11",0.017124,0.031585,0.031079,-0.048078,0.011068,0.033833,-0.0083928,-0.01655,0.018794,0.0081536,0.0079643,0.022159,0.0077631,-0.006002,-0.018104,0.039599,-0.02184,0.016416,0.018951,-0.036559,-0.024628,0.0059428,0.0030596,-0.042719,-0.0068565,-0.023405,-0.022343,0.051168,-0.052536,-0.024989,0.014451,0.050147,-0.0028647,-0.035666,-0.0063461,0.071622,0.028114,-0.0058917,-0.017927,0.046394,0.024883,-0.01216,-0.025676,-0.025396,0.017434,0.023604,0.0057781,-0.035251,-0.0050636,-0.010709,0.019743,0.010653,-0.017521,0.0095368
"M1175.767T14.588",0.017809,0.024016,0.082323,-0.024072,0.020007,-0.0098037,0.046973,0.027375,-0.065823,-0.026265,-0.010957,0.0020792,0.083478,0.011658,-0.0073304,-0.035236,0.019323,0.040906,-0.0025701,-0.018036,0.094104,-0.040891,-0.10361,-0.02824,-0.037059,0.0027896,0.078406,-0.0025102,-0.028497,0.012978,0.030657,-0.0018713,-0.016802,-0.051413,0.011046,-0.10279,-0.028625,-0.01964,-0.02063,0.032539,-0.04373,-0.00030101,-0.0044768,-0.066318,0.030408,-0.057568,-0.13146,-0.029306,-0.031597,0.0076879,-0.020181,0.018235,0.04889,-0.0071877
"M1176.272T13.112",-0.011254,0.012561,0.036005,0.031104,0.0012998,-0.018842,0.012763,-0.067049,-0.048456,0.012641,-0.0053825,0.060916,0.064717,-0.026305,-0.038816,0.0077968,0.0055071,-0.018364,-0.089202,-0.027264,-0.076929,-0.0030101,0.021553,0.0049569,-0.0097942,-0.011517,-0.076089,0.014584,0.10573,-0.072007,-0.020071,-0.025541,-0.019304,-0.0043497,-0.071986,-0.1071,0.013197,-0.023218,-0.015585,0.037104,-0.029541,-0.029596,-0.074502,0.028829,-0.063627,0.036109,-0.001845,-0.076408,-0.028005,-0.0060426,-0.016051,-0.033832,-0.02853,0.0035485
"M1176.767T17.124",0.029735,0.051922,0.0029471,0.0067918,-0.011357,-0.004268,-0.039868,-0.002807,-0.0074169,0.0047838,0.00035539,-0.019794,0.0029918,0.020027,0.017137,-0.0061655,0.089071,0.0289,-0.0059549,-0.052795,0.010079,0.037299,0.037718,-0.037026,0.062635,-0.037939,0.06746,-0.0081855,0.039251,-0.066095,-0.04588,-0.0568,0.041385,0.019727,-0.01099,-0.021012,0.017151,0.015237,0.0060887,0.04132,0.043556,0.0040204,0.047623,0.038966,-0.014872,-0.057954,0.073232,-0.029529,0.03148,0.021475,-0.011014,-0.029618,-0.0047577,0.0024535
"M1176.77T16.124",0.002427,0.060894,0.053872,-0.015297,-0.02369,-0.035334,0.016069,-0.13842,-0.0082885,-0.060499,-0.017453,0.0004721,0.030832,0.048896,-0.022244,-0.0093369,0.0067001,0.019889,0.0082055,-0.015888,-0.054099,-0.0047667,-0.066486,-0.04284,0.0079467,0.0045009,-0.019809,0.048645,0.043291,-0.026545,0.012394,-0.044302,-0.0074414,0.025235,0.019828,0.044068,0.058628,0.0092071,0.0097594,0.0063164,0.018173,0.014472,-0.042939,0.0050803,-0.017803,0.0096682,0.053638,-0.0016707,0.064132,0.021612,-0.007789,-0.029972,-1.4718e-05,-0.00093732
"M1176.773T12.109",-0.031195,0.0041123,0.045021,-0.028933,0.10196,-0.0067783,0.047382,0.056136,-0.051369,0.031357,0.038892,0.0049356,-0.023963,-0.020353,-0.023146,0.024457,0.0070628,0.015799,0.064416,0.10218,0.0052962,-0.020287,-0.029428,-0.017201,-0.022411,-0.062028,0.079064,-0.022561,-0.077342,0.020429,0.07612,0.017892,0.021729,-0.0061409,-0.012566,-0.11983,0.088318,0.032053,-0.01336,-0.01515,-0.037403,0.082978,-0.049899,0.019286,-0.026046,-0.027252,0.013413,-0.02955,0.10984,0.0046995,-0.018854,0.0041721,0.0091327,0.0074283
"M1177.776T13.111",0.0094915,0.0096038,-0.0060614,-0.00063366,0.020022,0.0091459,-0.013761,0.0025927,-0.024127,-0.042754,-0.052821,-0.0021486,0.0054246,0.061522,-0.068538,-0.017497,-0.0047255,0.00012635,-0.05348,-0.017491,0.0062968,-0.038574,0.0021202,0.015678,0.037586,-0.08674,0.03018,0.050343,-0.11164,-0.038291,-0.014499,0.017069,-0.022499,-0.013537,0.01507,0.029032,-0.10623,-0.010107,0.047082,0.031361,-0.056662,0.030915,0.041137,0.074503,0.034713,0.05493,-0.067963,0.021155,-0.038956,-0.011,-0.0093564,-0.00058293,0.0032829,0.0016437
"M1178.106T13.115",0.008881,0.01567,0.0075579,-0.040983,0.018158,-0.033578,-0.0042549,0.0053245,0.026065,0.0028354,-0.012746,-0.0017242,-0.022844,0.020437,-0.038395,-0.019179,-0.049747,0.001706,0.054319,0.04497,0.04297,-0.013634,0.042682,0.0036533,0.028129,0.016976,-0.054509,-0.0091394,0.011263,0.043616,-0.034105,-0.027665,0.018904,-0.024308,0.028585,-0.048387,0.0064098,-0.064838,-0.023303,0.029777,-0.015711,-0.035739,-0.033964,0.018278,0.024054,0.030752,-0.0056438,-0.0053219,0.073646,-0.0025882,0.007662,-0.016148,0.00097205,-0.0022257
"M1180.101T13.111",-0.0044046,0.022508,-0.029499,-0.066763,0.023907,0.023073,0.037178,0.029471,-0.0020363,-0.029388,-0.037891,-0.0072091,0.018344,0.083777,0.031838,-0.02472,0.06005,0.039042,-0.05662,0.0040469,0.0010518,-0.014835,0.042035,-0.0093876,0.028307,-0.037603,-0.046438,0.015118,-0.032784,0.051609,-0.059503,0.05777,0.010658,-0.019951,0.021394,-0.045844,-0.012165,-0.06435,0.0050032,-0.14997,0.013286,-0.11008,0.058429,-0.028719,0.022627,-0.00023901,0.014065,0.049729,0.010021,0.0056084,0.00058375,0.0052025,-0.011658,0.0029431
"M1180.762T17.124",0.036328,0.061038,-0.052233,-0.0025472,0.0027195,-0.012771,-0.029953,-0.0052158,0.016381,0.0069816,0.021245,0.016162,-0.044147,0.023824,0.03588,0.0090295,0.0026353,0.025183,-0.10597,-0.02683,0.033228,-0.033407,0.044148,0.021169,0.071014,0.060016,0.012187,-0.058871,-0.026574,0.065433,-0.056987,0.030148,-0.051006,-0.007765,0.0086452,-0.021553,0.00049876,-0.041513,-0.023273,0.063505,-0.089007,-0.041057,-0.048087,-0.052133,0.015642,0.016373,-0.047663,-0.043968,0.046009,0.01015,0.056637,0.043097,-0.010345,-0.0044822
"M1183.426T17.121",0.048274,0.067823,0.0098351,0.024026,-0.062696,-0.03263,-0.066807,-0.0040428,-0.023153,-0.040209,-0.034348,-0.048063,-0.056916,0.019908,0.02268,0.073851,-0.062237,0.019223,-0.085136,0.018863,-0.022057,-0.069188,0.12134,-0.013463,-0.074202,0.0032784,-0.027439,-0.002388,0.0051457,0.06824,0.0069439,0.035854,0.043699,-0.024398,-0.08052,0.0059337,0.010683,-0.077197,-0.013259,0.08899,0.047071,-0.040686,0.0089455,-0.07661,-0.10412,0.087853,-0.036816,0.022852,-0.034184,-0.011308,0.072197,0.062793,-0.049944,0.0065806
"M1184.763T15.569",-0.025291,0.019822,0.061514,0.038464,-0.025225,0.018066,0.07124,-0.015803,0.059308,0.020474,-0.0049738,0.0066424,0.0625,-0.060659,0.009657,-0.048654,0.010651,-0.0184,0.0036229,-0.039636,0.014618,-0.064588,-0.051707,0.017042,0.069907,0.059853,-0.044301,0.024674,0.073739,-0.0049495,-0.031739,0.0037994,0.0015347,0.0089528,0.034554,-0.0020233,0.05793,0.089934,-0.018051,-0.050544,0.00054924,0.003143,0.086327,-0.051038,-0.0093548,0.032648,0.042062,0.058711,0.045478,0.014526,0.0012488,0.023009,0.014414,-0.029414
"M1185.771T13.111",0.033834,0.010753,0.017361,-0.019805,-0.015336,0.0053543,-0.004725,-0.018598,-0.017894,-0.0011107,-0.03237,-0.018657,0.034348,-0.0027783,-0.02776,-0.06211,-0.0052361,0.0022413,-0.024923,-0.060973,0.0050682,-0.029419,-0.014571,-0.019623,-0.015524,-0.030435,-0.022655,-0.024152,-0.0058683,0.011605,0.038518,-0.020206,0.018079,-0.0025821,0.0044903,0.0075983,-0.020926,-0.0098581,0.028579,0.017647,0.05221,-0.0098433,-0.0080327,-0.0086604,0.0048267,0.0040223,-0.031893,-0.004412,0.013637,0.0045946,0.010827,0.018638,-0.0088153,-0.016823
"M1186.76T17.125",0.024941,0.048036,0.020968,0.038568,-0.015709,0.0075662,-0.078555,-0.03142,-0.012964,0.027753,-0.0020714,-0.016483,0.019284,0.013768,0.0015587,0.012414,-0.011712,0.023789,-0.056945,0.0013654,-0.0008319,-0.0044697,-0.015853,0.0032066,0.0030528,-0.044547,-0.019171,0.037232,0.047921,-0.008291,0.035506,0.032981,-0.02002,-0.053655,0.03764,-0.01443,-0.02221,-0.0073853,-0.062447,-0.033202,-0.0064881,0.066031,0.020796,-0.039239,-0.025019,0.043507,0.044431,-0.07197,-0.01923,0.0040132,-0.0065571,-0.031725,0.0058954,0.0023014
"M1187.772T13.11",0.0097618,0.023716,-0.048471,-0.054496,0.0019961,0.039322,-0.026567,-0.012207,-0.0035308,0.010105,-0.014221,0.00047408,0.0038356,-0.021457,-0.026255,0.011819,-0.02016,0.0057704,0.0084981,0.005756,0.0085507,-0.00013489,-0.027642,0.023839,-0.0023444,-0.027181,0.027426,-0.024835,-0.0055943,-0.00094245,-0.0087566,-0.0010881,0.033815,-0.013881,0.0046388,0.01435,-0.0085099,-0.0076029,0.0065572,0.0074793,-0.016986,0.023881,0.032655,-0.032452,-0.037501,-0.011406,0.032765,0.0057573,-0.016116,0.00049133,-0.014109,-0.02753,-0.050919,-0.013966
"M1188.441T13.111",0.00097971,0.010342,0.0015685,-0.048767,-0.025121,0.020108,-0.0072453,0.0046948,0.014301,-0.013211,-0.0089648,0.015086,0.020762,0.0067099,-0.022246,0.065485,0.0048398,-0.0040973,-0.032196,0.028133,0.017087,0.071487,-0.039783,0.010757,0.0244,0.00050509,-0.0027538,-0.035574,0.014221,-0.013645,0.0025904,0.038072,0.018701,-0.023599,0.053732,-0.044089,0.043883,0.011398,0.0064401,-0.021142,0.064714,-0.0088333,0.0081135,0.01781,0.037375,0.010593,-0.020402,-0.025093,0.025947,-0.0002912,-0.0028787,-0.00019868,-0.0072616,0.0078808
"M1189.43T15.136",-0.011972,0.00033482,-0.0097233,0.018897,0.047768,0.014007,-0.046923,0.0074584,0.043252,0.02571,0.040298,0.085169,-0.041858,0.044572,-0.039989,0.030121,-0.012206,0.01353,-0.0052459,-0.12867,0.11939,0.048887,0.097162,0.030237,0.023321,0.087583,-0.085506,-0.0002142,0.10624,0.10471,-0.010857,0.0054814,-0.021358,0.029554,0.073891,-0.041375,0.047999,-0.095032,0.0046468,-0.041289,0.036807,0.063693,0.11121,-0.019327,-0.0077781,-0.039338,0.054539,-0.043534,-0.018858,-0.018902,0.059751,0.031512,0.021938,0.012915
"M1193.759T17.122",0.038985,0.055803,-0.014606,0.010126,-0.036294,-0.0059315,-0.059206,0.0043135,-0.00907,-0.0098404,0.023373,-0.010981,0.010225,-0.010268,-0.012152,0.029094,-0.028283,0.034822,0.0019605,-0.017966,0.019398,-0.021059,0.031083,0.016578,-0.026682,-0.033465,0.013138,0.0067217,0.023765,0.093085,-0.024747,-0.055992,0.01772,-0.024474,0.0041203,0.063757,-0.040277,0.052306,-0.042515,-0.031142,0.013176,0.018013,-0.063044,-0.045438,0.01571,-0.049825,-0.0089003,0.044598,-0.0030027,-0.0017289,0.0053228,-0.023966,0.0094555,0.0092084
"M1193.763T16.035",-0.0027249,0.073075,0.044585,-0.051449,0.047272,-0.03387,0.0072891,0.036804,-0.051663,-0.025321,0.014208,0.053146,-0.079848,0.069308,0.062984,0.0039601,0.0058486,-0.041666,0.011692,0.011681,-0.044997,-0.0034782,0.0091664,-0.0069212,-0.038779,0.012203,0.052128,-0.032323,0.0055457,0.0058225,-0.032369,0.055512,0.041318,0.019306,0.012056,-0.0053077,-0.0099025,-0.030943,-0.040406,-0.038975,-0.034338,0.0031632,-0.0095913,0.051379,-0.012817,0.011942,0.058367,-0.023363,0.010026,-0.0042407,-0.0041746,-0.011735,0.01395,0.032025
"M1198.096T13.114",-0.0067447,0.013066,0.034943,-0.0019887,-0.059152,-0.0039025,0.043655,-0.017442,-0.017016,-0.021163,0.044597,-0.058984,0.0052172,-0.023599,-0.0039957,0.03086,-0.076394,-0.01405,-0.019141,-0.021482,0.11269,-0.022,-0.030598,-0.012709,-0.013173,0.0084319,0.047645,-0.027032,-0.10099,-0.04766,0.010706,-0.095725,0.016644,0.019278,-0.0022504,0.018454,0.011957,0.056216,-0.06196,-0.072159,0.0071567,-0.11307,0.05742,0.0049427,-0.040897,-0.063666,-0.0066445,-0.075287,0.090276,0.016277,0.0020653,0.0093446,-0.027555,-0.025854
"M1200.098T13.111",-0.0035509,0.0043656,0.011841,0.015425,0.017982,0.02008,0.031749,-0.019437,-0.019412,-0.015826,-0.043373,-0.057025,0.0033938,0.075916,-0.043959,-0.055403,-0.0026549,-0.021881,-0.066233,-0.031617,-0.0071449,0.057539,0.045136,0.056327,0.05667,-0.084365,0.023563,-0.050599,-0.092716,0.037373,-0.058162,-0.026629,-0.025553,0.025418,-0.056318,-0.022381,-0.038927,-0.057144,-0.017348,0.032276,-0.02326,-0.023613,0.045812,-0.039295,-0.034117,0.07046,0.040293,-0.0036016,-0.05027,-0.0043376,-0.0075271,-0.011541,-0.029714,-0.01873
"M1200.102T13.109",0.0059069,0.016836,0.025986,-0.02478,0.036243,0.053519,0.0013456,-0.033594,0.023464,0.026371,0.0067997,0.030219,0.024071,-0.011987,0.0098984,-0.027751,-0.060292,-0.0026568,0.015191,-0.10064,-0.032202,0.026702,-0.038065,-0.069299,0.029625,-0.058174,-0.034469,0.036255,-0.054168,-0.0074682,-0.047117,-0.059934,-0.055418,0.012246,-0.041755,0.073906,0.069849,0.082392,0.043869,0.042873,0.014917,-0.056532,-0.0064021,0.008033,-0.036585,0.023889,0.080092,-0.039337,-0.033842,0.011013,-0.0088884,0.0031582,0.0071765,-0.0095412
"M1200.763T16.122",0.014,0.04497,0.037617,0.057573,0.057974,0.058117,0.074551,-0.048424,-0.067084,0.0035179,0.017358,0.051099,0.022519,0.015719,0.031243,0.023324,0.14097,0.053439,-0.0016398,0.030459,-0.023513,-0.022272,0.058225,-0.0823,1.9841e-05,-0.067087,0.016638,0.041051,0.043031,0.030307,-0.017091,0.025078,-0.062689,0.037979,-0.031276,0.039726,0.0065972,-0.035307,-0.05497,0.076647,-0.0072407,-0.042875,0.027518,0.039418,-0.059118,0.017156,0.01272,0.055392,-0.021352,0.011889,0.027576,0.053935,0.055283,0.018084
