"","BLANK_2_Dup1","BLANK_2_Dup2","BLANK_2_Dup3","BLANK_2","C12.1","C12.3","C12.4","C15.1","C15.2","C15.3","C15.4","C9.1","C9.2","C9.3","C9.4","D12.1","D12.2","D12.3","D12.4","D15.1","D15.2","D15.3","D15.4","D9.1","D9.2","D9.3","D9.4","F12.1","F12.2","F12.3","F12.4","F15.1","F15.2","F15.3","F15.4","F9.1","F9.2","F9.3","F9.4","QC.1.Dup","QC.1","QC.2","QC.3","X12.1","X12.2","X12.3","X15.1","X15.2","X15.3","X15.4","X9.1","X9.2","X9.3","X9.4"
"Label","bla_0","bla_0","bla_0","bla_0","con_12","con_12","con_12","con_15","con_15","con_15","con_15","con_9","con_9","con_9","con_9","dro_12","dro_12","dro_12","dro_12","dro_15","dro_15","dro_15","dro_15","dro_9","dro_9","dro_9","dro_9","foc_12","foc_12","foc_12","foc_12","foc_15","foc_15","foc_15","foc_15","foc_9","foc_9","foc_9","foc_9","qcs_0","qcs_0","qcs_0","qcs_0","xvm_12","xvm_12","xvm_12","xvm_15","xvm_15","xvm_15","xvm_15","xvm_9","xvm_9","xvm_9","xvm_9"
"Sodium_Formate","3667732","3667732","3667732","3667732","3963239","3909794","3819856","3934423","3867787","3442128","3960498","4034768","3834774","3778849","4038728","3998858","3805402","3801631","3974273","4037492","3920796","4069493","3868514","3927945","3923776","3741009","4053882","3999728","3766924","3339944","3555483","3964440","4037002","4030309","3922006","3890744","4045781","3879945","4104744","4024050","4024050","3845071","4035455","3797963","3837318","3790177","3735045","3901010","3528208","4862692","3959808","3945214","3800063","4006431"
"M633.474T1424.866"," 189213.8"," 189213.8"," 189213.8"," 189213.8"," 659752.6"," 743211.7","1077233.0"," 560379.5"," 728324.4"," 792904.8"," 758724.1"," 518608.3"," 603371.5"," 624738.8"," 870980.8","1099613.7","1249652.4","1012227.8"," 827242.4"," 176274.3","1106293.6"," 131781.6"," 408520.4"," 637171.1"," 631262.4"," 928940.7"," 550560.7","1072886.0","1229072.8"," 221048.2","1397496.4"," 267454.1"," 392546.1"," 219973.9"," 659929.1"," 597755.5"," 565581.5"," 229329.2"," 248670.2"," 862579.0"," 862579.0"," 977765.2"," 827106.2","1158238.5"," 977071.2","1165333.2"," 995829.8","1047230.4","1082308.6","1063437.3","1085197.5"," 799661.1"," 749747.9","1375094.6"
"M633.482T1643.428"," 54663.64"," 54663.64"," 54663.64"," 54663.64","255061.50","157540.50","235517.58","109568.86","121744.16","152415.95","121664.52"," 86943.70"," 83774.83","114225.11","232808.80","211387.51","342851.44","156057.12","272870.00"," 45722.86","626231.36"," 47673.20","154024.96","172652.97"," 92993.88","315717.95","140453.86","466717.33","428600.57"," 26645.68","778993.58","120677.07"," 75233.27"," 48708.55","134113.52","207190.30"," 97728.09"," 68304.26"," 34602.66","218083.79","218083.79","230737.55","179556.82","386471.26","170047.35","240600.70","555535.03","262265.19","191623.20","216334.19","408290.87","143419.37","191988.22","176968.02"
"M634.485T1424.862"," 86014.86"," 86014.86"," 86014.86"," 86014.86","190697.93","303601.71","399156.06","270583.07","325095.99","315029.00","275499.02","229276.92","242604.67","290922.40","325515.68","430817.60","495761.20","425647.96","373027.16"," 97335.05","468864.81"," 46340.42","172387.09","253244.80","241031.26","372722.66","227322.78","405181.46","424182.57"," 82333.86","532903.89"," 87754.38","160657.01"," 83097.12","263799.35","285198.44","219618.64","100404.37"," 79132.80","334435.47","334435.47","389255.56","310459.91","445223.89","407480.25","418483.94","353551.92","465855.02","420364.25","441385.31","450266.49","346394.43","284590.47","606066.13"
"M636.377T13.112"," 9260.827"," 9260.827"," 9260.827"," 9260.827"," 9749.465"," 9774.416"," 9711.046","11057.926","11001.151"," 7754.294","11247.089"," 9779.816","10832.488","10699.252"," 9283.717","10893.872"," 9713.014","10692.649","10732.743"," 9546.131","10878.133","10126.247"," 9567.211","10396.388"," 9476.906","10564.353","10067.554"," 9390.922","11545.635"," 8775.783"," 8719.041","11528.175"," 9923.682"," 9501.526","11450.006"," 9969.730","10990.477","10651.860","10056.639","10260.751","10260.751"," 9169.196"," 9729.893","11251.038","10462.983"," 9537.205"," 9182.040","11072.695"," 9134.691","12329.205","10981.633","10258.684"," 8749.620"," 9547.002"
"M637.868T17.018","12044.851","12044.851","12044.851","12044.851","14706.273","14981.342","16285.090","13168.432","14816.609"," 9768.742","13003.374","11618.823","16302.163","12258.045","12254.741","12802.723","14415.698","14929.079","14103.112","12727.005"," 8852.237","18028.545","10293.081","13049.517","11594.600"," 8112.264","13420.588","12711.721","12228.128","10706.833","12323.311","15544.557","14277.039","15685.356","14433.540","12763.920","13561.023","14494.116","12356.078","10909.164","10909.164","12718.370","14286.703","16535.965","13359.885","12162.970","12666.283","14436.882","11163.314","11858.292","13470.192","12786.226","13552.497","15894.986"
"M647.463T1427.898","  42309.90","  42309.90","  42309.90","  42309.90","  85493.30"," 630920.74"," 788642.43"," 376687.80"," 438418.52"," 455928.48"," 501605.17"," 228086.00"," 184051.87"," 286547.42"," 578435.89"," 837274.19","1114002.11"," 474692.63"," 632893.36","  33597.35","1142613.13","  36510.37","  85619.27"," 402332.44"," 332388.31"," 667242.00"," 247694.51","1277117.17"," 908818.54","  40961.33"," 861226.22","  37647.43"," 129424.00","  44959.39"," 377491.39"," 372515.66"," 163364.35"," 109429.41","  15414.29"," 604254.04"," 604254.04"," 565803.55"," 574278.68","1371116.23"," 613707.19"," 928820.43"," 897262.05","1083587.76"," 752690.40"," 755237.19"," 792462.23"," 392306.29"," 316493.71"," 773456.47"
"M648.465T1441.075"," 23735.96"," 23735.96"," 23735.96"," 23735.96"," 25646.41","189866.24","339910.80","158775.22","212069.42","247871.92","124875.92"," 98560.40"," 71440.20","113229.46","229228.11","408264.46","493394.52","263236.60","240856.97"," 26586.57","461283.62"," 22052.35"," 50588.55","173420.62","143128.19","281174.97","124187.47","560753.25","376557.79"," 24594.56","394758.90"," 18973.00"," 43117.13"," 23076.91","203070.75","140476.96","102137.20"," 51527.77"," 19264.16","270241.10","270241.10","224830.21","244654.32","531100.72","266780.03","385404.31","373805.75","465410.93","246467.42","340799.55","307469.02","178789.64","164396.05","347671.83"
"M649.479T1424.057","  73211.51","  73211.51","  73211.51","  73211.51"," 107428.22"," 779489.14","1438327.51"," 699111.55"," 758431.91"," 945858.88"," 695300.83"," 442934.42"," 507723.40"," 462262.78"," 948004.01","1524941.57","1718325.08","1087091.79"," 868811.66","  42663.64","1871024.41","  60672.20","  95646.35"," 766645.67"," 474540.88","1333737.40"," 504260.41","1875076.02","1735746.94","  96325.52","1770482.02"," 336259.31"," 221552.02"," 870034.87"," 687240.42"," 489592.17"," 414440.64"," 152304.80","  69271.65","1192119.49","1192119.49","1233121.89"," 889505.68","2211530.69","1107056.16","1339827.49","1925554.25","2334110.60","1108443.89","1379719.80","1442232.20"," 578477.17"," 697481.40","1329803.77"
"M650.482T1423.88","  38286.46","  38286.46","  38286.46","  38286.46","  51895.43"," 333140.51"," 586657.51"," 331023.35"," 295607.99"," 361957.99"," 265232.50"," 143900.77"," 276757.53"," 253927.14"," 417780.99"," 780546.96"," 722754.93"," 506089.93"," 527002.50","  38603.80"," 837657.11","  42062.99","  49256.99"," 333964.91"," 248069.14"," 503306.77"," 231644.69"," 779661.16"," 669273.57","  50863.18"," 752969.24"," 196053.29"," 112736.06"," 385880.54"," 332581.82"," 241998.14"," 221023.46","  71605.59","  40438.13"," 400334.76"," 400334.76"," 539948.68"," 462658.65"," 922112.41"," 468841.50"," 549720.40"," 783151.99","1071182.98"," 608857.39"," 605583.85"," 599549.78"," 294483.98"," 282856.47"," 561962.89"
"M652.863T18.122","19413.78","19413.78","19413.78","19413.78","30182.49","22254.18","27977.71","27807.27","27827.28","14416.57","25480.59","28591.07","25953.63","13297.13","23322.72","26529.35","11123.06","28423.01","28226.43","20027.69","27177.15","39811.78","27445.27","24098.08","25999.46","19709.92","26108.67","24466.23","24086.46","16701.20","19889.07","38998.65","24100.66","27260.86","27973.70","24417.15","25927.55","14584.72","30772.22","18931.94","18931.94","28531.34","24810.69","25602.58","21186.15","25568.48","22239.15","26251.06","19004.34","31437.10","24479.52","23478.22","25144.36","25933.27"
"M652.865T11.104","11368.679","11368.679","11368.679","11368.679","13226.451","12527.398","12549.536","12796.684","15330.806","11644.503","12292.545","15076.095","10643.594","11039.353","11511.690","13462.704"," 8645.167","13813.997","13456.218","14548.305","15094.139","13913.120","12158.981","11392.698","15514.232","14531.047","12775.672","13579.315","10951.311","11812.197","11369.326"," 9524.074","13879.514","14120.948","14295.917","11193.011","14084.126","23403.878","13701.695","10473.326","10473.326","16082.102","14846.406","15334.818","11693.789","14005.533","13766.438","14653.830","11082.359","13374.273","10824.165","11429.737","14797.317","12466.427"
"M653.868T15.563","12919.326","12919.326","12919.326","12919.326","16850.212","12474.975","13639.721","13461.201","14566.433","11767.391","13901.746","13117.527","13032.609","13156.012","13348.596","13198.085","15252.473","14388.134","14435.724","12426.559","14616.380","20178.683","15026.099","13140.292","13410.978","13590.522","13150.169","12033.994","13560.708","12988.518","12005.949","15404.547","13822.817","11222.156","14683.136","14107.304","12561.142"," 9478.234","13866.529","12583.821","12583.821","13643.509","13831.077","14427.078","13686.994","16077.822","13206.031","13468.943","11837.387","14172.591","14648.972","14188.869","15139.521","12276.685"
"M653.871T12.106"," 8614.707"," 8614.707"," 8614.707"," 8614.707","17996.449"," 7284.435"," 8918.676"," 7480.475"," 7941.616"," 8882.899"," 7682.841"," 7539.050"," 8167.349"," 7492.443"," 5457.898"," 7910.960"," 8565.918"," 7974.262"," 8321.914"," 7884.688"," 9260.171"," 7632.788"," 8903.317"," 9402.979"," 7298.306"," 8249.679"," 8256.365","10080.880"," 8075.991"," 8367.491"," 9074.914"," 8187.177"," 8260.852"," 6787.760"," 8841.223"," 7925.687"," 8545.560"," 8172.820","18716.289"," 7831.865"," 7831.865"," 8668.581","11010.934"," 7149.325"," 8802.409"," 8339.360"," 8174.566"," 8841.893"," 8742.431"," 8680.778"," 8649.290","10539.524"," 8968.750"," 7319.362"
"M660.871T17.121","30158.42","30158.42","30158.42","30158.42","63388.21","38095.90","43842.91","31727.97","41475.18","25817.79","30983.22","40032.37","39941.47","33895.28","42222.29","41033.68","27962.95","40206.26","36253.97","31744.54","40069.54","69395.82","41778.04","44410.83","44764.25","27392.96","37004.76","43050.54","31896.49","22844.78","29167.40","68874.00","36575.34","62840.75","42797.93","37447.17","42019.68","38395.20","67101.14","29007.96","29007.96","40826.11","41373.87","38685.71","39274.45","38667.66","36221.81","41820.29","24549.60","42621.37","39445.98","38714.62","38603.46","44420.86"
"M660.874T12.107","25611.70","25611.70","25611.70","25611.70","21585.00","30669.73","24805.08","24689.06","34281.72","33279.68","31080.92","34335.87","23725.51","39233.35","28142.17","41031.52","20289.72","32013.39","42506.00","68900.96","31908.40","32757.85","31960.52","32795.57","35008.79","33180.04","24249.26","31546.63","26941.06","26580.71","26829.36","24269.54","32617.56","31175.57","33820.43","32625.58","34703.80","35541.24","25651.55","34386.85","34386.85","32749.96","32420.97","25473.75","33480.14","28458.14","26839.12","36420.94","50453.92","29443.82","33924.72","24555.15","32619.08","35325.61"
"M663.459T1408.312"," 494639.0"," 494639.0"," 494639.0"," 494639.0"," 554471.1"," 875624.2"," 634800.0"," 742921.3"," 950150.0"," 929770.0"," 738322.7"," 780594.7"," 561911.7"," 566413.7"," 774964.9","1321333.5","1235806.5"," 903880.7","1169941.3"," 545059.3","1891205.8"," 517908.2","2453454.3"," 888060.6"," 838213.9"," 839532.4"," 483330.1","1331513.4","1126788.3"," 473363.7","1307898.2"," 484361.4"," 759247.8"," 499081.5"," 647993.6"," 527134.3"," 732503.7"," 632568.7"," 367646.2"," 936884.9"," 936884.9"," 901914.6"," 999106.1","1524987.6"," 521104.1","1149554.3"," 972196.8","1302356.8","1147063.6","1059334.9"," 906403.2"," 536826.4"," 810999.7"," 991655.5"
"M663.461T1374.938"," 439731.7"," 439731.7"," 439731.7"," 439731.7"," 481299.8"," 907020.4"," 838161.1"," 694283.2"," 964388.5"," 728870.3"," 685993.9"," 747621.2"," 544297.0"," 524163.6"," 684293.4","1242882.6","1278093.2"," 852327.9","1041475.4"," 502302.0"," 806095.7"," 495387.0","2224370.6"," 909027.0"," 795519.8"," 727384.7"," 557960.4","1228891.8","1029078.2"," 441090.4","1322357.4"," 470524.5"," 734828.0"," 498910.3"," 615929.4"," 499886.2"," 556620.2"," 578277.3"," 344717.3"," 873796.5"," 873796.5"," 778483.2"," 582257.0","1595680.1"," 537528.5","1113383.9"," 990087.3","1414212.2"," 993329.1","1045598.7"," 769029.7"," 496968.4"," 673044.2"," 784897.6"
"M664.853T17.893","18401.714","18401.714","18401.714","18401.714","27371.604","21466.828","24002.810","11417.336","24612.120","16441.578","23401.085","10478.130","24363.618","22516.551","13726.783","23128.217","22658.505","24557.452","25751.022"," 8838.436","24640.763","25233.474","22492.080","21755.070","24042.567","19574.548","22282.317","22978.201","18881.346","15064.685","17200.598","23656.758","24156.823","20818.268","24470.239","21794.520","24121.310","22294.498","22597.908","21336.789","21336.789","22557.470","10459.284","24059.964","24345.793","22227.402","20087.424","23666.573","14717.885","27711.999","23572.048","20144.585","24341.138","10806.023"
"M664.856T11.103"," 8171.646"," 8171.646"," 8171.646"," 8171.646"," 8240.232"," 8173.792"," 9049.253"," 9730.853"," 9669.090"," 6887.788","10182.100"," 8342.249"," 9354.251"," 8879.209","10229.176","10970.814"," 7716.964","10463.215","11008.357"," 9912.339","11188.789"," 9272.923"," 9662.209"," 8312.940"," 9013.149","10094.386"," 8069.714","11271.955"," 6662.265"," 8104.692"," 9411.242"," 9738.707","10348.954","10898.516","10381.181"," 8518.327","10116.258","10959.155"," 9974.223","10194.492","10194.492"," 8277.594"," 8700.022","10368.952"," 9506.434"," 8293.588","10316.806"," 9036.678"," 6048.753","11380.267"," 7963.966"," 8848.051"," 8272.143"," 9310.724"
"M665.856T18.124","10655.226","10655.226","10655.226","10655.226","12849.661","13104.482","12881.741","13901.631","12683.006"," 8627.400","11158.126","13341.257","12979.648","13218.655","16048.011","13446.919","13104.023","12452.479","14562.151","19132.837","12970.637","20409.354","13213.646","13465.118","13133.146","15006.886","14011.705","14437.594","11290.849","14126.849"," 8826.675","13444.371","12515.997","13292.601","12627.677","12194.387","14134.276","12323.441","12350.043","17198.227","17198.227","13093.162","13410.206","12196.450","12745.010","11528.356","12886.566","14713.829"," 9753.781","12645.197","12591.662","13660.860","14021.393","11937.760"
"M667.868T16.126","15026.89","15026.89","15026.89","15026.89","21319.66","20791.97","20691.42","22455.41","17127.82","30030.96","16231.38","24427.26","21895.44","22853.46","17252.74","21645.46","17150.77","20563.39","18882.07","13123.09","24217.88","16492.60","39368.70","22363.81","22037.37","33102.43","19262.28","23080.76","19604.37","14242.63","18451.99","22860.79","15354.72","21318.39","22587.95","19348.25","22617.65","20942.11","24101.76","18495.83","18495.83","20786.17","21851.74","21430.01","22231.12","19857.29","18384.91","20968.16","27691.58","20973.26","22778.13","20261.52","19772.40","19395.52"
"M671.358T17.117"," 8700.364"," 8700.364"," 8700.364"," 8700.364","18945.950","13961.760"," 5198.256","12762.862","10054.982"," 8383.836"," 8944.352","12244.652","12459.341","13746.214","12704.295","12189.114","17038.490","13136.884","10294.792","18862.089","12369.045"," 9907.629","12964.569","13961.760","20890.596","17779.644","11551.269","12732.613"," 9063.306"," 7204.454","10110.432","18380.978","12153.225","19221.901","18223.070","16454.671","12350.942","12382.017","12771.683","11950.046","11950.046","11689.959"," 6190.516","11746.323","11648.967","13686.881"," 8369.705","13861.129","10886.562","14557.210","12438.395","12501.392"," 8906.640","12385.044"
"M672.874T15.116","37263.80","37263.80","37263.80","37263.80","76689.23","44717.75","47130.27","48828.18","49077.82","34055.09","47280.70","45582.81","44481.04","48124.59","50140.04","47425.85","44221.13","48438.88","52358.61","77310.02","48044.52","75654.02","48767.74","46206.20","48299.32","42639.54","36178.22","49449.86","38020.16","62566.92","37906.30","76410.55","43716.55","76289.87","40506.44","46616.94","47566.27","45885.76","79581.44","42763.08","42763.08","49155.02","48656.62","35702.79","36091.95","43514.15","42970.28","38538.50","34625.57","49887.04","47223.25","47297.47","37064.86","39429.94"
"M680.861T18.117","14971.724","14971.724","14971.724","14971.724","29200.161","17001.410","21683.256","21151.255"," 9703.093","13232.974","10304.822","22462.375","18940.652"," 9450.387","20021.463","20659.794","15479.796","20994.796","22651.752","22514.947","21542.995","17380.456","20095.282","19750.457","21393.025","13134.236","19833.716","18017.544","19176.634"," 9439.397","14099.442","21656.776","21364.134","20017.874","10423.103","17832.398","20740.034","18272.199","20284.910","19460.741","19460.741","18736.040","19952.372","18958.706","22394.603","20736.022","16503.105","21061.011","12965.591","24150.231","17310.502","17185.402","18009.478","20015.868"
"M680.864T11.105","10410.607","10410.607","10410.607","10410.607","10215.052"," 9658.890","11158.026"," 9969.288"," 9699.959"," 7969.408"," 9602.616","10649.736","11299.798"," 9454.845"," 8974.844","10872.520"," 9681.031","10264.661","11339.134","10033.700","17398.884","10358.251","11094.598","11141.108","10495.449"," 9702.971","10406.711"," 9339.792","10178.420"," 9296.589","10755.527"," 9930.111","21390.943"," 9793.625","10423.737"," 8339.184","10599.560","10884.391","28615.218","20961.720","20961.720","10880.544","15572.578","11375.763","10623.966"," 9804.737","11816.640","12603.698","10054.358"," 9840.234"," 9025.171"," 8887.826","10033.213","11118.373"
