"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X36.F9.3.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other"
"M349.186T846.471"," 0.08778255","-0.58704828"," 0.59530731","-0.11434014","-0.05247394"," 0.94647774","-0.41940417","-0.59166766"," 0.19232668"," 0.41957684","-0.06364938"," 0.90874897"," 0.39608121"," 0.39838998","-1.99241874"," 0.10546453","-0.28826149"," 0.05910798"
"M1037.324T316.098"," 0.20923178","-2.75429099"," 0.38752658"," 0.10795737"," 0.40403690"," 0.96284188"," 0.26917996"," 0.11713507"," 0.31783727"," 0.66834363"," 0.05185578"," 0.63078034"," 0.13635839"," 0.30996167","-2.04193208"," 0.09138015"," 0.04296138"," 0.08883493"
"M609.264T1288.916"," 0.001809178","-0.028426029"," 0.057321274"," 0.325610497"," 0.658556453"," 1.134301186"," 0.090541385","-0.846030542","-0.194352383"," 0.274774506"," 0.444891688"," 0.110063692","-0.007548532"," 0.245503875","-2.167576645","-0.159427696"," 0.066869182","-0.006881089"
"M509.218T928.864"," 0.17552655","-0.49185710"," 0.02549757","-0.06316248"," 0.45187021"," 1.15077887","-0.18511392"," 0.03259459"," 0.01042580"," 0.79776899","-0.02438947"," 0.56989233","-0.08306680"," 0.17291888","-2.18251186","-0.15981650","-0.09561680","-0.10173887"
"M1308.415T315.705"," 0.13743218","-2.49542107"," 0.41017927","-0.05315150"," 0.44274691"," 0.80483457"," 0.42930373"," 0.37095779"," 0.35022667"," 0.51225105","-0.29251181"," 0.65275819"," 0.19278080"," 0.22385709","-1.70203247"," 0.01188103","-0.02330978"," 0.02721737"
"M353.461T751.667"," 0.05241152","-0.06926528"," 0.40290864"," 0.53583665","-0.04441595"," 1.19349965","-0.06559392","-0.62559886"," 0.40183497"," 1.13684825"," 0.10722021"," 0.40539982","-0.67793147"," 0.45756506","-2.21687139","-0.01393684"," 0.12595658","-1.10586762"
"M1048.594T1092.833","-0.09429388","-0.88196437"," 0.47871996"," 0.29585389"," 0.36942357"," 1.45945960","-0.37685119","-0.05488069"," 0.07142293"," 0.09506783","-0.28529924"," 1.06767345","-0.22609291"," 0.41909787","-1.14457332","-0.51066978","-0.34606849","-0.33602522"
"M311.186T1077.614"," 0.33096571"," 0.02071673","-0.26104039"," 0.35504058"," 0.15394743"," 1.12238037","-0.27179262","-1.19317153","-0.27594469"," 0.54304936"," 0.27742683","-0.19062859","-0.43013382"," 0.32963048","-0.48290510"," 0.05124832","-0.41021559"," 0.33142652"
"M969.321T316.442"," 0.29221759","-2.07794288"," 0.41220396"," 0.05769886"," 0.15461486"," 0.88738669"," 0.43506660"," 0.35384528"," 0.38444709"," 0.57618830"," 0.08491520"," 0.69175339"," 0.18313470"," 0.31878040","-3.07491405"," 0.11706671"," 0.07697817"," 0.12655913"
"M1142.614T1193.858"," 0.38857150","-0.03303112"," 0.20665890"," 0.02486219"," 0.25244325"," 0.90660941"," 0.12681371","-0.15857787","-0.52113261"," 0.96055557","-0.15668796"," 0.54676890","-0.01539698"," 0.39260370","-2.69825956","-0.09784743","-0.06650766","-0.05844595"
"M333.083T110.42","-0.20528584","-0.38887336"," 0.35404826"," 0.12903207"," 0.85054926"," 1.25205401","-0.07310147"," 0.26660314","-0.20449049"," 1.02565331","-0.64262707"," 0.39763592","-0.31370082","-0.21359526","-1.00469735","-0.51342918","-0.42618315","-0.28959196"
"M1285.448T316.362"," 0.216557407","-2.580946886"," 0.362034864","-0.177409140"," 0.526329996"," 0.775821358"," 0.513711825"," 0.520381921"," 0.399571788"," 0.408927317"," 0.012873291"," 0.699437018"," 0.038422512"," 0.113662232","-1.818965174"," 0.006565773","-0.027181217"," 0.010205114"
"M813.108T834.298"," 0.14423293","-1.40263395"," 0.23368354","-0.60499550"," 0.22557913"," 1.15611323"," 0.14063527"," 0.23240951","-0.11877788"," 1.16457070"," 0.06414301"," 0.20396047"," 0.34073803"," 0.46854795","-1.56079197","-0.90527711"," 0.06265736"," 0.15520527"
"M1063.398T908.83","-0.168397527","-1.824837217"," 0.040048593","-0.335996678"," 0.180887891"," 0.576489014","-0.323637415"," 0.026486908"," 0.376412468"," 0.741712729"," 0.001289928"," 0.803320947"," 0.585736474"," 0.903030043","-1.886414376"," 0.183518403","-0.037895893"," 0.158245708"
"M969.813T316.499"," 0.24533348","-2.26450095"," 0.27886694","-0.03303615"," 0.38276944"," 1.12547068"," 0.38028175"," 0.27889417"," 0.12884648"," 0.58196809","-0.14149490"," 0.60899511"," 0.13553564","-0.22774396","-1.40171426","-0.03769172"," 0.05124664","-0.09202646"
"M791.126T833.266"," 0.56630702","-1.49103514"," 0.16429768","-0.34606828"," 0.14664883"," 1.08665675"," 0.55675644","-0.10685338","-0.13017280"," 1.06003743"," 0.23217818"," 0.59788501"," 0.19659036"," 0.25367686","-1.82356448","-0.90327025"," 0.00611963","-0.06618985"
"M1192.252T906.01","-0.20797968","-1.13965444"," 0.68974695","-1.86525898"," 0.61293442","-0.91667443","-0.69304940"," 0.18452227"," 0.14378022"," 0.77939703"," 0.32059846"," 0.71572223"," 0.03211215"," 0.34908438","-1.19737324"," 0.62117446"," 0.76912053"," 0.80179707"
"M361.512T316.902"," 0.11898001","-0.75641622"," 0.40859878"," 0.12941440"," 0.38796526"," 1.17436539"," 0.19415458","-0.37753212"," 0.26721896"," 0.71688903","-0.07756373"," 0.58206650"," 0.22161027"," 0.34161579","-2.55575730","-0.32964931","-0.05221860","-0.39374170"
"M459.959T106.348","-0.17265893","-0.29581694"," 0.12891299"," 0.48476416"," 0.05675387"," 1.30905670","-0.07844799"," 0.17401573"," 0.17003067"," 0.63531168"," 0.04620379"," 0.29461728"," 0.05814691"," 0.30909845","-2.48395879","-0.22050198","-0.29509413","-0.12043346"
"M485.178T783.442","-0.007668851","-0.263228221"," 0.392108624","-0.297552821"," 0.295002646"," 0.951197072","-0.056137991"," 0.344244023"," 0.212053427"," 0.758221824"," 0.054687175"," 0.371140682","-0.223279242"," 0.797441621","-2.330621036","-0.478316961","-0.068264212","-0.451027763"
"M449.205T834.832","-0.05094567","-1.13499849"," 0.35158111","-0.16707888"," 0.35686777"," 1.23213505"," 0.19454565","-0.14339965","-0.08830404"," 0.74051092","-0.01024054"," 0.66191735","-0.12383726"," 0.41794619","-2.19501302","-0.24239066"," 0.05053467"," 0.15016950"
"M371.133T805.134","-0.11827181","-0.87680908","-0.25068513","-0.62033825"," 0.31641438"," 1.26660111"," 0.31031279"," 0.04015105"," 0.10423392"," 0.86450941","-0.23498956"," 0.81642665","-0.41983028"," 0.17178042","-0.85438404","-0.44654039","-0.02481939","-0.04376181"
"M254.892T96.705"," 0.5269837"," 0.3539484"," 0.5777490"," 0.3094970"," 0.4134503"," 1.1095361","-1.4097314","-1.5866985"," 0.8153726"," 1.0007382","-1.4303348","-0.9866264"," 0.4284722","-1.1798321","-0.7408777"," 0.5555132"," 0.6028325"," 0.6400076"
"M439.083T756.683","-0.13744343","-0.79926468","-0.04008630","-0.26514166"," 0.75934516"," 1.28950943","-0.18801462","-0.06824679","-0.01260032"," 0.67050335","-0.21386121"," 0.41152874"," 0.09758314"," 0.40500710","-1.23080182","-0.30757053","-0.50670721"," 0.13626166"
"M985.784T316.247"," 0.235130020","-2.692955253"," 0.378568108","-0.067114205"," 0.471366869"," 0.906338466"," 0.152784896"," 0.246109277"," 0.204442969"," 0.639378614","-0.077357955"," 0.626013517","-0.006205166"," 0.101388382","-0.859165401","-0.150603400","-0.049574679","-0.058545061"
"M479.19T902.518","-0.0018258515","-0.8243762519"," 0.0868117024","-0.0216755318"," 0.1819982637"," 0.8431629586","-0.1598903759"," 0.0002387189","-0.1379774343"," 0.9338811844","-0.2497335255"," 0.7925336486","-0.4250173636"," 0.3468589987","-1.0587621130","-0.1035815936","-0.2298155162"," 0.0271700820"
"M970.599T316.501"," 0.26727752","-1.75832695"," 0.11176187"," 0.25009910"," 0.48189737"," 1.14469598","-0.24994244","-0.53483962"," 0.49468482"," 0.67357218"," 0.02169811"," 0.42558636"," 0.14570698"," 0.33335186","-2.17108220"," 0.06427758"," 0.14314123"," 0.15644026"
"M413.081T316.361"," 0.20019342","-0.84093756","-0.25805881"," 0.08653056"," 0.27988627"," 1.34276864"," 0.19610223","-0.08121990"," 0.22166853"," 0.65729357","-0.01026789"," 0.33679391","-0.12794907"," 0.12849051","-1.95116738"," 0.01320007","-0.06131283","-0.13201426"
"M417.177T763.775"," 0.3479362","-0.4114361"," 0.5509970"," 0.3363110","-1.6700253"," 1.1820166"," 0.4916713"," 0.4512303"," 0.5052559"," 0.8846625","-1.1005956","-0.1454247"," 0.3343399"," 0.6769662","-1.1675290"," 0.3353930"," 0.2856042","-1.8873736"
"M609.707T835.895"," 0.38314011","-0.55428744"," 0.59234944","-0.22078490"," 0.32291217"," 1.36722582"," 0.75303971","-0.36378244","-1.12172996"," 1.01912990"," 0.04381215","-0.13430547","-0.62332963","-0.18510799","-1.46759650","-0.20536684","-0.26227033"," 0.65695219"
"M633.892T311.985","-0.0504011633","-2.2122034639"," 0.2253198701","-0.0838000511"," 0.3319128297"," 0.9858230408"," 0.2669778072","-0.0573404614"," 0.2593825808"," 0.6333084168","-0.0004645549"," 0.8124689030"," 0.1323420862"," 0.2290136148","-1.2000608322","-0.0882630574","-0.1238608783","-0.0601546869"
"M225.002T107.866","-0.003484094"," 0.027797662"," 0.146876574"," 0.242779800"," 0.178505237"," 1.065271698"," 0.149094794","-0.022278275"," 0.135074410"," 0.773709738","-0.019770743"," 0.333750617","-0.098641754"," 0.288160781","-2.929697599","-0.080101829","-0.145120825","-0.041926194"
"M593.465T757.874"," 0.19830839"," 0.12443506"," 0.45786167","-0.05070276","-0.44177595"," 0.99233240","-0.41553330"," 0.18330295"," 0.54687462"," 0.76809337"," 0.23096288"," 0.53923955"," 0.06536041"," 0.44306087","-1.64403465"," 0.32219583"," 0.09107583","-2.41105718"
"M370.139T1432.103","-0.29792161","-0.06700970","-0.13374880"," 0.10886746"," 0.56178860"," 1.03693185","-0.23479892","-1.40122711","-0.30992929"," 1.29344521"," 0.29315187"," 0.07400857","-0.40494189"," 0.74560377","-0.58266933","-0.04463984","-0.27473281","-0.36217803"
"M547.145T895.878","-0.45927869","-1.21747706"," 0.68096813"," 0.27776764"," 0.21141388"," 1.30243015"," 0.01662182","-0.27205090","-0.31354733"," 0.84423597","-0.21515442"," 0.98215221","-0.25656901"," 0.25492982","-1.36165521","-0.39906060","-0.09932675"," 0.02360034"
"M947.485T901.595","-0.29636119","-0.71533848"," 0.68588022","-0.68553916","-0.16301824"," 0.49901734","-0.19247915","-0.04273137","-0.07364881"," 0.71066964","-0.16771942"," 0.84811029"," 0.39039674"," 0.47212699","-1.20055297"," 0.21995734","-0.32281807"," 0.03404832"
"M1013.864T1245.344","-0.02433423","-0.12315978"," 0.26918187"," 0.44757556","-0.21982558"," 1.26217334"," 0.14736809","-0.23795116"," 0.08100436"," 0.53442220"," 0.04033460"," 0.48983262","-0.14555485"," 0.23708730","-2.64939872","-0.14190500","-0.06253812"," 0.09568750"
"M377.623T1368.205","-0.05422642"," 0.22962576","-0.06254302"," 0.29893060"," 0.41793832"," 1.25849106"," 0.03288862","-1.05558881","-0.37957369"," 1.11765741"," 0.18370064","-0.12446318","-0.27699675"," 0.36777212","-1.67069079","-0.01423658","-0.17279683","-0.09588847"
"M399.165T851.906","-0.10115913","-0.89100441"," 0.19247964","-0.03079844"," 0.03832282"," 1.19287755"," 0.01183982"," 0.01019566"," 0.32615947"," 0.45877503","-0.10449019"," 0.76805546","-0.08754215"," 0.45070451","-2.18568947","-0.41783781"," 0.12206788"," 0.24704376"
"M895.304T938.238"," 0.1294257","-2.4986102"," 0.1457635","-0.1263677"," 0.3622714"," 0.7563945","-0.1505360"," 0.1429429"," 0.5779230"," 0.7387981"," 0.2286600"," 0.3433163"," 0.2319295"," 0.8596255","-1.7226412"," 0.1680971"," 0.1132428","-0.3002349"
"M1013.474T983.582"," 0.05372237","-2.69841383"," 0.12513642","-0.32082597"," 0.25384747"," 1.30280426"," 0.16664821"," 0.16314823"," 0.49560466"," 0.68411783"," 0.19949823"," 0.99214124"," 0.13524873"," 0.47798139","-2.01145143","-0.12552450","-0.05364600"," 0.15996268"
"M445.18T1125.961","-0.022562729","-0.286812398","-0.042001249"," 0.203681894"," 0.137882944"," 1.510109511","-0.511014543","-0.453177800"," 0.007444399"," 0.913555596"," 0.240334758"," 0.183290162","-0.051023500"," 0.396193234","-1.467849688","-0.384753674","-0.164974845","-0.208322069"
"M753.188T948.401","-0.11440594","-0.27487525"," 0.17265416"," 0.57357426","-0.20916110"," 1.52677819"," 0.19092141","-0.57096870","-0.31259894"," 0.39588027","-0.21199067"," 0.53889786"," 0.03415675"," 0.30824271","-1.28689348","-0.23148024","-0.28110513","-0.24762617"
"M455.081T744.378","-0.07009027","-0.78064738","-0.29180620"," 0.25600147","-0.16056097"," 1.01642528","-0.07229416","-0.17896994","-0.03816756"," 0.85006439"," 0.04085579"," 0.43401237"," 0.15538784"," 0.52043340","-1.61754570"," 0.04809588","-0.31356352"," 0.20236927"
"M1455.98T315.74"," 0.35063189","-2.53187945"," 0.50061590","-0.51693598"," 0.69553575"," 0.62906230"," 0.57196101"," 0.57286457"," 0.40562251"," 0.10726413","-0.23433088"," 0.76152330"," 0.01025886","-0.25985595","-0.64840471","-0.16172969","-0.12934222","-0.12286132"
"M430.136T769.014","-0.23267655","-2.08338463"," 0.40128245","-0.44184844"," 0.03550193"," 1.23783950","-0.22706437"," 0.68519132"," 0.27935551"," 0.37264239","-0.13486774"," 1.13212332","-0.22437177"," 0.47335476","-1.25585571","-0.41185265","-0.04377520"," 0.43840590"
"M590.274T907.848","-0.29955310"," 0.01254829"," 0.35813617"," 0.13390837"," 0.13476382"," 0.69772557","-0.17673615","-0.23992297"," 0.38945748"," 0.84901856","-0.17849345"," 0.38095393"," 0.30302335"," 0.57343678","-2.95091680","-0.01060872","-0.15368674"," 0.17694562"
"M353.181T807.324"," 0.29206008","-0.74202007"," 0.41818480","-0.08289913"," 0.08074987"," 1.17484058","-0.22258563","-0.07034518"," 0.14378808"," 0.60670325","-0.40623090"," 0.81662914"," 0.05651546"," 0.13039464","-1.71588580","-0.13752266","-0.18965979","-0.15271671"
"M456.925T66.979"," 0.23562765","-0.24068620"," 0.50007154","-0.29196283"," 0.17658698"," 1.07489245","-0.06597369","-0.13295269"," 0.29080018"," 0.20721045","-0.34734780"," 0.46284442","-0.48342536"," 0.15418825","-0.47823086","-0.31262628","-0.53217712","-0.21683907"
"M630.668T315.279"," 0.27961709","-2.63922508"," 0.17874192","-0.06094137"," 0.19284473"," 0.89754123"," 0.29668915"," 0.12634644"," 0.34155431"," 0.71322891","-0.07588924"," 0.76812133"," 0.07863112"," 0.30435693","-0.76894838","-0.39974289","-0.08343594","-0.14949027"
"M485.127T895.658","-0.18241082","-0.50723182"," 0.78393268"," 0.14873177","-0.12789988"," 1.44737252","-0.05582133","-0.41479462"," 0.31001891"," 0.75210502","-0.25992024"," 0.47526646","-0.22728090"," 0.42080742","-2.12167608","-0.12917172","-0.16045155","-0.15157581"
"M419.115T799.29","-0.17711315","-0.63867559"," 0.42700577","-0.01126120"," 0.03199193"," 1.27789979"," 0.13107605"," 0.02815567","-0.32836368"," 0.75212389","-0.39621772"," 0.64853828"," 0.22867858"," 0.17697394","-1.98071533","-0.06925942"," 0.01277599","-0.11361379"
"M1071.041T895.445","-0.30857077","-1.03989945"," 0.74073264"," 0.75426176"," 0.04286329"," 1.51073270"," 0.38363428","-1.26027129","-0.16458151"," 0.79504523","-0.57777354"," 0.64233032","-0.38317253"," 0.04139566","-1.53023989"," 0.03849545"," 0.02561426"," 0.28940341"
"M371.1T817.997","-0.249032142","-0.278610559"," 0.311245374","-0.315827636"," 0.247901215"," 1.224705222"," 0.045710697"," 0.067759829"," 0.190352636"," 0.109496264","-0.077327247"," 0.658408486","-0.183646822"," 0.299234451","-2.029386726"," 0.051514245","-0.001634145","-0.070863143"
"M698.988T986.183"," 0.03609988"," 0.05869511"," 0.64141130","-0.23934988"," 0.19232482"," 1.46060975","-0.07191522"," 0.27729549"," 0.07576561"," 0.79995481"," 0.01470244"," 0.12999894"," 0.04966255","-0.09117898","-2.46006817","-0.25894656","-0.56296702","-0.05209487"
"M139.002T112.479","-0.15285897","-0.65347896"," 0.23009660"," 0.04551076"," 0.13791369"," 1.35902768","-0.02634952","-0.35912866","-0.02629452"," 0.72874352","-0.23443106"," 0.46052130","-0.07988078"," 0.08624172","-0.87158013","-0.33224567","-0.23871505","-0.07309193"
"M1095.872T896.96"," 0.09027837","-0.32347542","-0.14325763","-0.03478183"," 0.32898525"," 0.96159891"," 0.21271873","-0.58350245"," 0.01393652"," 1.02495082","-0.20448151"," 0.50666558"," 0.07829977"," 0.16782786","-1.76777816","-0.27902250","-0.31655181"," 0.26758951"
"M957.374T926.518","-0.03313199","-2.01746521"," 0.11423430","-0.42327945"," 0.49162561"," 1.18874823","-0.15853166"," 0.24187292"," 0.17920079"," 0.82628356","-0.04966398"," 0.51738534"," 0.14818963"," 0.47622342","-2.07466895"," 0.22476441"," 0.21423253"," 0.13398050"
"M309.059T866.56","-0.30215026"," 0.43082690"," 0.54536299"," 0.18542625","-0.35761707"," 1.22541299","-0.24095001"," 0.05555766"," 0.23810280"," 0.40501963","-0.34214661"," 0.01002034","-0.41240804"," 0.31437325","-1.94350851","-0.22461277"," 0.29860782"," 0.11468264"
"M753.358T959.856","-0.33795968","-0.79300594"," 0.59614899","-0.26145924"," 0.14441551"," 1.06037514"," 0.00786426","-0.60779638","-0.27949619"," 1.77535754"," 0.11063400"," 0.13248334"," 0.28069315"," 0.37093767","-1.48932162","-0.15596306","-0.53372521","-0.02018227"
"M451.11T87.035"," 0.00060970","-0.79459743","-0.91170337"," 0.19977872"," 0.50445513"," 1.31863033"," 0.05884087","-1.18175199","-0.04400616"," 0.96675310"," 0.03522445"," 0.33553506"," 0.22719868"," 0.31203168","-1.06942714"," 0.07483383"," 0.11560778","-0.14801323"
"M429.646T308.971"," 0.12540140","-2.32542886"," 0.29108738"," 0.10258744"," 0.38863177"," 1.06249822"," 0.15068598","-0.10394783"," 0.27058707"," 0.75249305","-0.02959289"," 0.65768177"," 0.15929521"," 0.08445934","-1.48162267","-0.03654675","-0.01632048","-0.05194916"
"M968.4T974.568","-0.34728140","-2.67639524"," 0.20293425","-0.18427662"," 0.51315238"," 1.10175784","-0.12392856"," 0.29807293","-0.21636306"," 0.50877192"," 0.29574383"," 0.51075531"," 0.08790067"," 0.91151418","-1.97695883"," 0.36283013"," 0.30506466"," 0.42670562"
"M242.178T992.462"," 0.045949863"," 0.316194310"," 0.770899787"," 0.360961288"," 0.631502149","-1.118807012"," 0.091952691","-0.213839820","-0.068530243"," 0.908327620","-0.224323795","-0.726339997","-0.008267614"," 0.421814290","-1.494497876"," 0.069062861"," 0.060542982"," 0.177398513"
"M1015.586T1347.819"," 0.165649377","-0.581955238"," 0.193991563","-0.031435678"," 0.242801992"," 1.211437972"," 0.028172314","-0.066652379"," 0.176202310"," 0.151148669","-0.002346733"," 0.729798342","-0.017563546"," 0.311377334","-2.077144359","-0.175644398","-0.175318267","-0.082519273"
"M1033.603T1229.397"," 0.194644030","-0.374003462"," 0.270762787"," 0.097386493"," 0.283920723"," 1.072805043","-0.038519687","-0.266712159"," 0.124371552"," 0.523000161"," 0.146710384"," 0.716842269","-0.050302414"," 0.247679456","-2.721202868","-0.005561853","-0.143550662","-0.078269793"
"M362.997T89.636","-0.192157294","-1.032475544","-0.253393254","-0.199747471"," 0.003487447"," 1.485398118","-0.152089669","-0.582027615","-0.154497882"," 0.965334070","-0.292833953"," 0.608052861","-0.042359028"," 0.397041671","-0.294976042","-0.179947390","-0.066296768","-0.016512256"
"M533.169T900.984","-0.01661185","-1.05799354","-0.20114099"," 0.05185066"," 0.28548808"," 1.23444384"," 0.03635627"," 0.02473700"," 0.18756019"," 0.77900785","-0.01102423"," 0.61704319","-0.45732819"," 0.50290988","-2.02031433","-0.01042022"," 0.02381368"," 0.03162271"
"M443.193T725.675"," 0.154010306","-1.073834534"," 0.287661768","-0.324044326"," 0.398159992"," 0.917593258"," 0.077105777"," 0.252857144","-0.240418291"," 0.576450081"," 0.075614905"," 0.670821297","-0.097851157"," 0.649483467","-2.472964301"," 0.169892490","-0.003627426","-0.016910452"
"M1162.58T906.276","-0.53490728","-0.89417200"," 0.90132442","-2.26923656"," 0.29766999","-0.14244624"," 0.35702714"," 0.30749675","-0.57409385"," 0.82258156","-0.06328237"," 0.88781723"," 0.11815147"," 0.39319270","-1.65396748"," 0.70608157"," 0.61009913"," 0.73066383"
"M1095.01T894.541","-0.2560216090","-0.9008216129"," 0.1590814874"," 0.4690047572","-0.0672865946"," 1.1020922046"," 0.3128487771","-0.1307198458","-0.1880352241"," 1.3783145310","-0.7647472180"," 0.3418465790","-0.4490548082"," 0.3360100205","-0.9774093763","-0.3723769111"," 0.0002523203"," 0.0070225228"
"M559.895T1194.445"," 0.15328603","-0.02258219"," 0.42764410","-0.01618448"," 0.27549114"," 0.83927836"," 0.22197418","-0.37925016","-0.57384264"," 1.08863465"," 0.01285431"," 0.43318156"," 0.01031437"," 0.56355687","-2.87484812"," 0.04462598","-0.03219618","-0.17193778"
