"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18"
"M739.368T1006.616",0.024791,-0.019361,0.00729,0.0012768,-0.044378,0.0080051,0.019005,0.010121,-0.015461,-0.026515,0.0079174,-0.0022156,0.0034364,-0.021967,-0.004732,0.0085852,-0.0042568,0.001405
"M732.379T69.273",0.016817,0.052456,-0.030172,0.024376,0.023101,-0.024969,0.023698,0.001047,0.00080412,-0.012733,0.020706,0.0091269,-0.023602,0.020817,0.040547,0.018007,0.0075287,0.0028771
"M349.057T865.046",0.011869,-0.0048238,-0.030675,-0.024491,-0.028657,0.024052,-0.033429,-0.011943,-0.030697,0.0056119,-0.01951,0.011539,0.0012803,0.001965,0.0010463,0.018289,0.043758,-0.0034975
"M436.82T95.439",0.013746,-0.020939,-0.017375,0.006549,0.036886,0.028293,0.017962,-0.0056439,-0.01325,0.040263,0.011812,-0.02006,-0.0086734,-0.023603,0.0024466,-0.010112,0.0045712,0.0035012
"M1014.811T1344.847",0.020575,-0.0062261,0.011532,0.0076124,0.0079082,-0.0017358,-0.014938,-0.0057402,0.018297,0.014372,0.022737,0.0035659,0.0020811,-0.0017775,0.0090652,0.011139,-0.021425,0.0011847
"M723.413T940.853",0.021175,-0.0035643,0.0076658,0.013483,-0.018786,0.013181,0.015364,-0.00077746,0.029187,0.011501,0.028812,-0.03097,-0.01057,0.0079573,-0.01896,-0.018708,0.041722,-0.00051363
"M656.666T946.513",0.026013,-0.0078111,0.0099364,0.0052682,0.014853,-0.00043267,-0.0056922,0.0049048,0.0050557,-0.0023118,0.0090885,0.0037255,-0.0036865,0.016325,0.037079,-0.0052051,-0.0019642,0.0046868
"M521.224T935.29",0.026829,-0.0014108,0.014021,-0.0024053,0.0059894,0.011196,0.0064841,-0.0078107,0.012429,0.009794,-0.0048318,0.018866,-0.01745,0.004328,0.0056565,-0.00056904,-0.016742,-0.0014535
"M677.702T838.115",0.01892,-0.0037748,-0.017617,-0.0022179,-0.023841,-0.0041099,-0.00060441,-0.062555,-0.011366,-0.034716,0.028522,0.036798,0.12373,0.059632,-0.019907,0.065928,0.021198,-0.007377
"M431.674T89.564",0.017895,-0.037289,0.031444,0.036338,-0.00049096,0.0021536,-0.011212,-0.011719,-0.035584,-0.037979,0.022115,-0.00097199,-0.018174,-0.012759,0.030588,0.016937,0.026123,0.003417
"M1390.547T1005.094",0.0082316,-0.012071,0.0030932,0.017628,-0.074571,0.030577,0.04971,0.069966,-0.075844,0.044656,0.013471,-0.047436,0.0073424,-0.0021091,-0.021724,0.010771,0.0066274,-0.0099686
"M313.275T1417.53",0.011346,-0.018418,-0.041591,0.0062074,-0.0041187,0.005868,0.006074,0.0048642,-0.0017451,-0.0089941,-0.028554,-0.014145,0.019452,-0.013032,-0.024715,0.0084993,0.0095688,0.0013458
"M216.938T89.656",0.015934,-0.037566,0.0089582,0.00050811,0.052367,0.031945,0.023398,0.012701,-0.001091,-0.014033,-0.030965,-0.01986,-0.0085542,0.0072062,-0.06372,0.001486,0.017315,-0.0022708
"M888.803T66.684",0.0017197,0.053995,0.037661,0.0081567,0.0064304,0.022527,-0.0075028,0.016113,0.030161,0.03104,-0.0039667,-0.0078412,0.022013,-0.0048917,-0.014541,0.0051696,0.009581,0.0024322
"M477.088T1628.76",0.0086883,-0.02696,-0.033487,0.032593,-0.0055281,0.0030042,0.016759,-0.0099457,-0.0016055,-0.0033253,-0.011867,0.0015887,-0.00079064,-0.0010749,0.0036309,-0.0096038,0.0010607,-0.00060733
"M365.135T389.484",0.015058,-0.027152,-0.037957,-0.055556,-0.044098,0.012378,-0.02811,-0.016737,0.0037869,0.030455,-0.020857,-0.0089158,0.081037,0.07256,0.031251,0.0042303,0.0033437,-0.0028976
"M577.255T863.306",0.023263,0.01487,-0.020194,0.0086815,0.00068311,-0.011806,0.011036,0.00069181,-0.009166,-0.004597,-0.00037106,-0.0036758,-0.01476,-0.0024036,0.022021,-0.00036301,-0.021672,0.00018363
"M613.564T887.981",0.028467,-0.0036354,0.021534,-0.014411,-0.0049182,-0.0060523,-0.0065339,0.0034664,-0.0011144,0.0030586,-0.006211,-0.001653,0.004586,-0.01385,0.010777,-0.011923,-0.0031986,0.0007616
"M549.062T87.818",0.012538,-0.033267,-0.019589,-0.033205,0.079991,0.049771,0.036674,0.026597,0.0035432,-0.014044,-0.022045,0.00043333,0.0011079,0.019302,-0.0016925,0.00055379,0.012005,0.00055589
"M428.819T94.411",0.014199,-0.019031,-0.024083,-0.0021989,0.045414,0.029784,0.015543,-0.010606,-0.013593,0.028768,-0.00034849,0.0015517,-0.0076447,-0.021318,-0.0032461,-0.017004,0.0054228,0.0024519
"M395.28T1470.273",0.020214,0.0002295,-0.035903,-0.0072966,-0.0070562,-0.0033834,-0.016689,0.0023989,0.0040571,-0.015821,0.0020003,0.010178,-0.0030796,-0.022001,-0.024352,-0.022413,-0.0013119,0.000689
"M697.753T1005.082",0.028366,-0.004778,0.02643,0.012907,0.01327,0.003251,0.0071627,-0.0022483,-0.0087473,0.02431,0.015151,-0.029513,-0.0094753,-0.014789,0.00076816,0.02161,0.022941,0.0025802
"M285.243T1390.408",0.015538,-0.030849,-0.013659,0.026556,-0.015888,-0.0087427,-0.0054493,-0.008256,-0.021727,-0.0054383,0.0071103,0.0058418,0.006933,0.0012968,0.0023112,-0.021922,-0.00046989,0.00020434
"M1463.523T939.044",0.020168,0.014534,-0.035,-0.027414,0.011028,0.01108,-0.0073995,0.0021766,-0.02666,-0.024085,-0.0219,-0.017255,0.050019,-0.052073,0.034897,-0.061546,0.0734,0.0027777
"M436.953T95.439",0.011784,-0.028955,-0.022294,0.018931,0.012879,0.019065,0.015472,-0.0036241,-0.011687,0.0019758,0.0019179,-0.012763,-0.00083528,-0.013985,0.0097676,-0.0079249,0.0054736,0.0038377
"M481.224T887.168",0.02399,-0.005195,0.012798,0.0091635,-0.00013689,0.011858,-0.0053308,-0.00488,-0.0032796,0.00073608,0.0003995,0.0059467,-0.01143,-0.0010112,0.016889,0.0063293,-0.010533,0.0044915
"M426.023T92.476",0.021559,-0.025517,0.0087982,0.010029,0.0065552,0.018633,0.0043212,0.010576,-0.0028424,-5.6244e-05,0.0074649,0.0038045,-0.0021662,-0.001564,0.013833,-0.014865,-0.028766,-0.0048133
"M486.878T66.684",-0.0012803,0.009836,-0.0038315,0.033739,-0.0095387,0.0098876,0.012442,0.0094333,0.037503,-0.0015926,-0.013873,-0.047367,0.045334,-0.033336,-0.0011492,-0.037768,0.019935,-0.00044519
"M325.35T1454.83",0.0088074,-0.01892,-0.026748,0.039402,-0.0051864,-0.0040443,0.0066871,-0.0020579,0.0081874,0.007291,0.0011263,-0.02325,-0.0031149,0.00464,0.023219,-0.013735,-0.0053854,0.0069233
"M343.103T489.112",0.029016,0.026175,0.0026241,0.00035763,0.037082,-0.0076853,-0.0070227,-0.0037243,-0.0096176,0.033191,0.030047,-0.020183,0.0011554,-0.014264,0.010586,-0.010831,-0.0020388,-0.0012296
"M871.81T66.912",-0.0024744,0.062026,0.00055989,0.034,-0.008863,0.029599,0.036959,-0.011377,-0.014321,-0.016643,-0.026136,0.02454,0.017214,-0.003697,0.018369,-0.0070964,0.015993,0.0011342
"M429.156T412.291",0.01302,-0.008428,-0.050558,0.0065246,-0.019561,0.01292,-0.0061955,-0.030951,0.032844,0.036927,0.005393,0.043165,0.0142,0.051805,0.020669,-0.0021375,0.010622,-0.0024117
"M444.872T67.426",0.0055013,-0.027566,-0.030028,0.031159,-0.0078685,-0.00047834,0.019113,0.0041015,-0.0013084,0.0068753,0.0005293,-0.017647,0.0032253,-0.011257,-0.010616,-0.01296,0.0014313,0.0043895
"M643.851T67.124",0.0022003,0.032383,-0.0064741,0.053025,0.0040878,0.009135,0.0063782,0.0068442,-0.023629,0.011596,0.0051725,-0.00023361,0.012776,0.0088997,-0.00065396,-0.0033969,0.01198,-0.002467
"M771.83T66.444",-0.0071553,0.0531,0.0030334,0.032508,-0.023259,0.031281,0.028845,0.013262,-0.030304,0.016123,-0.004681,0.0024217,0.0079713,0.0054507,0.0053131,-0.0068939,0.011176,-0.00088182
"M383.462T316.499",0.025492,-0.00080373,-0.0097542,0.010446,0.011846,-0.0059349,0.011755,-0.00016001,-0.017107,-0.0064637,-0.0056,-0.0091004,-0.010812,-0.0036082,-0.0061156,-0.040124,0.023944,0.0010237
"M532.307T1586.442",0.016416,-0.025617,-0.033075,0.030691,-0.034385,-0.045526,-0.046032,0.0036717,-0.0123,0.043638,0.00068419,0.040903,0.016312,0.017402,0.069192,-0.027654,0.043333,-0.0039636
"M607.262T1433.034",0.022377,-0.021105,-0.0075683,0.0030944,-0.016871,-0.012929,0.0084092,-0.0059592,0.0075949,0.017971,0.012049,0.0012226,-0.0069804,0.0044008,0.0054572,0.013935,-0.013524,0.0013762
"M463.182T861.112",0.020011,-0.0013708,-0.026896,0.011192,0.018142,-0.025214,0.030915,0.0043749,5.4259e-05,-0.014696,-0.0031724,-0.015183,0.0075169,-0.0098812,0.016631,0.0012323,-0.018324,0.0081248
"M951.444T1329.777",0.021012,0.0066583,0.00060681,0.010504,0.015487,-0.0085952,0.0095379,-0.033344,-0.04176,-0.017059,-0.017434,0.0077927,-0.010494,-0.0040065,0.0095618,-0.038581,0.034087,0.00087705
"M554.347T1333.324",0.027203,-0.0031453,0.016716,-0.012218,-0.0033189,-0.0083039,0.00024775,-0.0022158,0.007069,0.0054142,0.027321,0.0046085,0.021752,-0.00025145,-0.0064266,-0.013938,-0.0050218,-0.00083769
"M970.574T320.828",0.026987,0.012269,-0.018156,-0.023244,0.0076179,-0.0094176,-0.023851,-0.0025292,-0.011694,-0.0018874,0.029992,0.019356,-0.0039302,-0.005738,-0.022211,0.01238,0.0064788,0.0025318
"M323.042T818.446",0.022797,0.011144,0.017746,-8.5888e-05,-0.0032931,0.01362,-0.02141,-0.025082,0.0038746,0.013421,0.015477,-0.013937,-0.012854,0.012921,0.039775,0.021157,-0.020023,-0.0024432
"M484.016T89.822",0.01867,-0.033106,0.022839,0.018104,0.0077795,0.010021,0.0028685,-0.005064,-0.030691,-0.029938,0.010961,0.00284,0.0011197,-0.013559,0.014495,-0.008054,0.025386,0.0057055
"M927.398T981.461",0.024525,0.0029333,-0.041753,-0.021228,0.037645,0.047827,0.032254,0.026465,0.0077789,0.027097,0.025234,0.0086155,-0.030731,0.030358,0.03381,-0.0020148,-0.012488,-0.0027909
"M333.062T954.304",0.014343,-0.019219,-0.015482,-0.030264,-0.039972,0.054236,-0.087215,-0.017307,-0.015319,-0.044049,0.050501,0.0218,0.048647,-0.0083082,0.030852,-0.010715,-0.081051,-0.00058381
"M543.282T933.008",0.019968,-0.01088,0.0053405,0.016801,-0.0042397,0.0046264,0.027926,-0.0046188,0.018422,0.010556,0.00032234,0.0054638,-0.017119,0.0045496,-0.003674,0.01039,-0.0049378,-0.0035646
"M415.161T821.344",0.026466,0.012287,0.026229,0.0020488,0.0038752,-0.0054343,-0.01493,-0.014571,0.0080793,0.0077875,0.015375,0.0072954,0.00027519,0.027678,0.011592,-0.00039862,0.00971,0.0015726
"M737.676T1009.279",0.019127,-0.033304,-0.0028485,0.0090049,-0.006934,-0.014223,0.015938,0.018279,-0.01808,-0.021851,0.032792,-0.029352,-0.0057129,-0.028691,-0.020949,0.023803,0.00013997,0.0013096
"M1041.432T908.782",0.031463,0.01973,0.012144,-0.027227,0.015153,0.026223,-0.0066531,0.018699,0.0050456,0.013799,0.012824,0.0068261,0.008876,-0.01097,-0.012527,-0.0049369,-0.01094,-0.0021146
"M289.011T91.489",0.022514,-0.0048743,-0.011286,0.0053311,0.025869,0.025533,0.019361,0.0031178,-0.0066208,0.010576,-0.014252,0.010958,-0.0061388,-0.0071424,-0.0065584,-0.018562,-0.055872,0.00048623
"M609.153T789.212",0.023176,0.00041503,0.0093334,0.0080517,0.0075426,-0.0017477,-0.0063768,-0.0073692,-0.0058869,-0.0079886,-0.0072642,0.0055144,0.0056043,0.017512,-0.0037883,0.0042242,-0.0021334,-0.00042278
"M714.826T66.684",-0.0090278,0.028398,-0.00036361,0.036091,-0.043161,0.018006,0.042467,0.016286,-0.051401,0.017082,-0.027058,-0.00036958,0.004476,0.0017915,-0.013582,0.0019371,0.038621,-0.0040865
"M413.106T699.494",0.020911,0.022668,-0.033428,0.013722,0.03268,0.010257,-0.028846,0.018394,-0.01169,-0.012631,0.011086,0.04091,-0.016676,-0.0043469,0.039682,0.0016688,-0.022059,0.005825
"M510.873T67.188",0.0093715,-0.0014939,-0.014135,0.039973,0.0072554,-0.0076524,0.0078141,0.0082052,0.0033298,-0.0019874,-0.011195,-0.011422,0.014351,-0.0089712,-0.0086507,-0.020005,0.0059403,0.0058637
"M942.387T966.176",0.028377,0.023284,-0.030761,-0.011394,0.011137,-0.0040007,0.00060072,-0.0078944,-0.0036811,0.00030153,0.0146,0.017272,-0.018108,-0.025321,0.055815,-0.0087061,0.017891,-0.00046207
"M529.159T788.61",0.025547,-0.01066,0.0072595,0.0019556,-0.011536,0.0014995,-0.00050381,0.013492,0.00080525,0.0052034,-0.006728,-0.0057383,0.015697,0.0010891,0.0039706,-0.006996,0.00024375,-0.0020283
"M435.187T981.992",0.024777,0.017787,-0.02297,0.025844,-0.0028783,0.051967,-0.031056,0.0077665,0.03431,0.029392,0.025727,0.016593,-0.025953,0.0029861,-0.019512,-0.0071749,-0.01738,-0.0010528
"M278.067T775.155",0.012625,-0.016079,0.00093957,-0.056774,0.028548,0.025691,0.016975,-0.017098,-0.0052062,0.067224,-0.031196,0.0072678,-0.034242,0.038336,0.028178,0.023077,0.010467,6.9195e-05
"M454.975T107.571",0.021383,-0.0085717,-0.0093305,0.01224,0.015092,0.015297,0.0078387,-0.0029747,-0.0098166,0.0090078,-0.0011135,0.002855,-0.0067321,-0.0078053,-0.014479,0.00048235,0.0040616,0.0014296
"M292.14T116.338",0.022648,-0.016237,0.0016722,-0.03551,-0.036791,-0.016218,-0.016234,-0.024829,0.04259,0.034074,0.026442,0.025435,0.035639,0.024852,0.030707,-0.049265,0.016774,0.003592
"M842.848T69.273",-0.0075446,0.049141,0.015756,0.0065864,-0.03918,0.047425,0.039347,0.013791,0.001613,0.025474,-0.025672,-0.00047661,-0.011994,-0.0024158,0.0017525,-0.022783,-0.03886,0.0026009
"M501.375T66.858",-0.011928,0.053869,0.0094636,0.029416,0.010805,-0.0041577,-0.0046019,0.019126,-0.016641,0.042247,-0.012235,-0.02041,0.010329,-0.00055848,0.015667,0.0091748,0.00084121,0.0035071
"M710.827T66.858",-0.0066262,0.044598,0.037444,-0.018111,0.0052269,-0.018447,-0.0081255,0.039888,-0.013128,0.049514,-0.01485,-0.028987,0.042955,-0.0047877,-0.029461,-0.010671,0.016303,-0.00032632
"M366.264T1266.032",0.019208,-0.014096,-0.0058601,0.019763,-0.022757,-0.003684,0.002078,0.042636,0.061965,-0.029511,-0.030668,-0.054738,-0.036008,0.056366,0.022144,-0.037901,0.057592,0.0029693
"M328.886T98.013",0.01046,-0.033666,-0.013476,0.031318,0.012569,0.013055,0.02423,0.0054442,0.00073857,-0.00013062,-0.0048057,-0.0077575,0.0083292,-0.0015882,0.0058476,-0.0061068,-0.0028998,0.0067672
"M447.225T920.763",0.017582,-0.0038715,0.0024454,0.020896,-0.028406,-0.021705,0.0027745,0.0041194,-0.013685,0.01016,-0.034628,-0.032493,-0.024046,-0.002995,0.0055999,-0.0052567,-0.0074116,0.0057704
"M1311.769T944.788",0.015306,0.01952,0.014113,-0.0081646,0.050149,-0.066416,-0.06325,-0.011071,0.0032849,0.049466,0.016234,-0.0039814,0.016294,-0.020301,-0.014338,-0.01457,-0.014597,0.00030556
"M264.997T1580.365",0.010562,-0.018969,-0.028204,0.044717,-0.0036004,-0.0063441,-0.0097978,0.0049199,0.003496,0.016034,0.0057323,0.0086954,0.0033115,0.013333,0.0063998,-0.0041889,-0.0052448,0.0036758
"M317.064T416.942",0.012108,-0.018112,-0.042041,-0.0058007,-0.026827,0.021951,-0.01008,-0.0029286,0.023643,0.030885,-0.021592,-0.01942,0.011424,0.012815,0.0056603,0.01261,0.0060205,-0.004431
"M733.865T68.384",0.014103,0.02444,-0.0032846,0.064642,0.012848,0.011887,0.0050917,-0.044197,-0.016222,-0.011297,0.0019259,0.031893,-0.017927,-0.0086505,-0.022769,-0.0075551,0.0081443,0.0053737
"M521.109T928.919",0.0217,-0.017762,-0.010781,0.0080857,0.014908,0.023192,-0.076041,0.028339,-0.067183,-0.025389,-0.027832,0.012986,0.081752,0.008094,0.052892,-0.012381,0.0054126,-0.0033784
"M796.86T67.938",-0.0076448,0.062666,0.039528,0.016644,0.0064703,0.01708,-0.011683,0.016897,0.02433,0.015791,-0.0071651,-0.023299,0.0040108,0.014874,-0.015293,-0.010451,-0.021898,0.0004571
"M402.917T66.5",0.0048968,0.06095,0.0065289,0.010789,-0.010204,0.002407,0.0064206,-0.0085913,0.024104,0.027754,-0.0025074,0.023075,0.00231,-0.0048753,0.015732,0.026542,0.031484,0.0015443
"M453.099T792.789",0.028177,0.0087896,0.012493,-0.0099418,0.00063265,0.0063852,-0.0012407,-0.018181,0.0050432,0.023197,0.012075,0.0038967,0.005905,-0.0063246,-0.0018568,0.008998,-0.0082663,0.0020644
"M288.987T101.622",0.023462,-0.0034761,-0.011473,0.0024733,0.020499,0.022229,0.0072651,0.010915,-0.0033685,0.0064509,-0.0038431,5.5694e-06,-0.017845,0.0096437,-8.0225e-05,-0.0030304,0.014881,0.0028746
"M375.129T680.648",0.022987,0.0057232,-0.021239,0.012229,0.014525,-0.001805,-0.020808,0.0111,-0.0035767,-0.0007865,0.012277,0.027607,-0.0041508,-0.015173,0.0056526,-0.0071671,-0.0025126,0.0014331
"M374.109T731.372",0.005114,0.021404,-0.038675,-0.021324,0.060984,0.057952,-0.036444,-0.022459,0.03765,0.032931,-0.034824,-0.043351,0.069124,0.00024672,-0.043111,0.023626,-0.007054,-0.0063124
"M759.145T875.232",0.013671,0.0073075,-0.03893,-0.035795,-0.054964,0.021898,-0.040725,-0.084603,-0.015623,-0.027098,0.029974,-0.0064051,0.001481,0.034093,-0.058771,0.025333,0.011416,0.0038271
"M1117.54T932.512",0.025336,0.0038649,-0.014761,0.0081204,-0.019671,-0.0080991,0.011466,-0.022242,-0.020832,-0.0010845,-0.023453,0.0060644,0.0028069,-0.001117,0.013718,0.0090625,0.015511,-0.0029228
"M563.052T1148.286",0.027289,-0.0081588,0.023946,-0.010575,-0.012446,0.020676,0.0074721,0.021032,0.006914,-0.0065106,0.008962,0.025255,0.019144,-0.013528,0.0085284,0.011168,0.021826,0.0019567
"M1132.537T923.907",0.026448,-0.0076251,0.027454,0.0043755,0.018356,0.022888,0.0017182,-0.0082974,0.0032737,0.00063153,0.004147,0.015751,-0.0093703,-0.012664,0.001548,0.02923,0.0008324,0.0036668
"M970.53T319.597",0.019418,-0.028506,-0.024688,-0.015171,-0.041556,-0.07998,0.00063514,0.048349,-0.0011121,0.041048,0.0055486,-0.0056294,-0.025345,-0.021392,0.010642,-0.025075,-0.042581,0.0085715
"M856.833T68.139",0.0052361,0.027185,0.00053355,0.05663,0.015916,0.0040799,0.013907,0.001963,0.014607,-0.0010581,0.011049,-0.010375,0.0044065,-0.0026221,0.020683,0.025821,-0.010301,-0.0007717
"M384.275T1314.124",0.022963,-0.033329,0.0062742,-0.016657,-0.001127,0.013044,-0.013666,-0.046218,-0.022978,-0.019504,-0.0014738,-0.043691,0.013556,0.015669,0.055673,0.0021249,-0.015583,0.0012861
"M1042.847T909.803",0.01761,0.016334,-0.019883,-0.012465,0.005754,0.081778,-0.0052964,0.0087956,0.024903,0.03887,0.012358,-0.014058,0.0020743,0.042469,-0.031919,-0.015888,-0.0072588,0.0034943
"M517.145T864.53",0.013536,0.041475,-0.016125,-0.048845,-0.035001,-0.0031006,0.024138,0.04482,8.1619e-05,-0.02326,-0.0096778,0.013606,0.029239,-0.040187,-0.011129,-0.019518,-0.0036312,-0.0022445
"M726.808T67.734",0.00099847,0.0084518,-0.01289,0.042366,-0.028664,-0.0098274,0.0039249,0.026818,0.019097,0.049485,6.0483e-06,-0.019602,0.024137,-0.0040092,0.02882,-0.023998,0.027152,0.0022106
"M463.292T1322.103",0.0284,-0.014335,0.027468,-0.012255,-0.017675,-0.011567,-0.0047666,0.0096088,-0.0013954,0.0161,0.020221,0.013798,0.011868,0.0012866,0.0087736,-0.0026724,-0.021181,-0.00028391
"M721.695T1111.272",0.022363,-0.033143,0.0080366,-0.050634,0.055762,0.039043,0.03554,-0.010218,0.015891,0.015372,-0.013165,0.027747,-0.022513,-0.0098897,-0.023334,-0.020579,0.0026786,0.0075673
"M824.341T916.725",0.020595,0.01228,-0.029927,-0.022744,-0.018074,-2.0891e-05,0.040933,0.010497,0.0031565,-0.039976,-0.0028422,0.018726,0.0015026,0.02677,0.014105,0.030892,-0.0029549,-0.0029682
"M312.981T1548.536",0.0063704,-0.021601,-0.025574,0.041783,-0.016038,0.015531,0.017715,0.0021014,-0.020569,0.0061441,-0.013111,0.0089548,-0.012554,-0.0023323,0.015354,0.0068773,-0.027528,-0.0021575
"M345.082T140.774",0.016796,-0.0025178,-0.030707,0.016291,-0.0052453,0.0034449,-0.00014953,-0.015354,0.0060301,-0.0047857,0.012337,-0.014884,-0.012331,0.0043446,0.0073411,-0.013657,-0.0019996,-0.00027748
"M251.019T152.27",0.018653,0.016398,-0.019765,0.0063905,0.011718,-0.028009,-0.013228,-0.044177,-0.021787,-0.016588,0.024215,-0.0035377,-0.030589,0.005665,-0.0052574,0.013186,-0.011796,-0.00044806
"M211.02T89.692",0.0061763,-0.021246,-0.038932,0.035393,0.015177,0.011775,-0.0027376,-0.00076403,-0.029904,-0.015208,0.0082448,-0.010296,0.0071342,-0.016788,-0.0098964,-0.012124,0.0030343,0.0049217
"M279.164T1571.945",0.0077447,-0.024398,-0.033158,0.040677,0.0042215,0.0032923,0.01109,-0.0018836,-0.0032832,-0.0073227,-0.0029777,-0.00019554,0.0039004,-0.0026186,0.0023664,-0.0077351,-0.0063388,0.00096475
"M540.867T1245.744",0.026668,0.0086847,-0.010185,-0.012692,-0.0039116,-0.028125,0.013832,0.00026216,-0.010918,0.017301,0.019584,0.011516,-0.0019211,-0.0031637,0.0086052,0.004143,-0.0087851,-0.0023323
"M636.263T1199.226",0.019867,-0.023363,0.0028437,0.0057597,-0.032783,-0.013893,0.010501,-0.012447,-0.015997,-0.018289,0.015334,0.0039594,0.017564,-0.0063603,0.0097848,-0.019067,-0.0019333,0.0018573
"M377.107T115.273",0.026358,0.0052955,0.016177,-0.0066039,0.01145,-0.0015243,-0.010097,-0.014199,-0.0048663,-0.00078276,0.010783,0.013817,0.0092525,-0.0069899,0.00014358,-0.004305,0.0011251,-0.00075322
"M266.011T1587.442",0.012287,-0.020036,-0.028272,0.041969,-0.0093461,-0.0077946,-0.019633,0.0095408,0.020047,-0.0011238,0.01411,0.0053651,0.0063627,0.013589,0.015283,-0.0018375,-0.017712,0.00078489
"M592.829T68.269",-0.0090496,0.0088109,0.010109,-0.00042514,-0.044488,0.015542,0.047589,0.017054,0.030765,0.047509,-0.02003,0.0144,0.048112,-0.031356,-0.037442,0.0039738,-0.012966,0.0049655
"M238.069T801.926",0.015128,-0.033256,-0.023049,0.010755,-0.012958,-0.014309,0.025444,0.00071715,0.0079638,0.0058863,0.024496,-0.0082773,0.013729,-0.016956,-0.028773,-0.0063585,0.030293,0.0021331
"M631.775T322.539",0.024425,0.0028727,-0.0043169,-0.013067,-0.0040299,-0.012608,0.0091209,-0.0082068,-0.0025422,-0.016074,0.033573,-0.024158,-0.017251,-0.0077703,-0.041732,0.015985,0.0044508,0.0026712
"M737.927T1007.192",0.015927,-0.014321,0.0053574,0.019357,-0.065859,0.010975,0.041908,0.025781,-0.043753,0.0068816,-0.0028046,-0.026389,0.027676,-0.015707,0.0028854,0.0030483,-0.011584,0.00074354
"M755.7T809.167",0.021293,0.0041027,0.0021309,0.010242,-0.00072397,-0.013913,-0.00055915,-0.06529,-0.02678,0.03661,0.001633,0.011636,-0.056735,0.028682,0.097983,0.066288,-0.054449,0.0024398
"M819.351T968.448",0.023446,0.01354,-0.052565,-0.021626,-0.0014865,-0.0088816,-0.0054288,0.011589,0.0057394,-0.0013105,0.0072946,0.023769,-0.0060297,-0.0056196,0.0035568,0.0073665,-0.0031559,0.0052274
"M338.919T65.205",0.0072583,-2.2523e-05,-0.025884,0.031485,0.017533,0.0066935,0.027769,-0.0017998,0.02367,-0.0025321,-0.0048729,0.012276,-0.017205,-0.01442,-0.012645,-0.0067099,-0.010305,0.0058004
"M418.896T66.885",0.010495,-0.01446,-0.022247,0.042516,0.017992,0.019665,0.0096188,0.013589,-0.013635,-0.0051816,-0.00020686,0.0144,8.0865e-05,-0.0076153,0.0073973,-0.0014574,-0.0014042,-0.00082055
"M875.185T822.717",0.025352,0.001409,-0.02104,0.0071207,-0.0167,0.019101,0.029157,-0.044176,0.021486,0.021516,0.016761,0.026055,-0.010796,0.0034824,0.041694,0.067397,-0.030697,-0.0046915
"M873.6T939.438",0.024901,0.019259,-0.024867,-0.0091415,0.00043083,-0.01813,0.020133,0.037342,0.013991,-0.066728,0.060133,-0.043293,-0.00023138,0.08151,0.0030425,-0.0055727,0.039414,-0.0051807
