"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19"
"M705.35T17.56",0.020175,-0.052876,0.0056159,-0.0048518,-0.0072185,0.0099956,-0.019381,-0.016101,0.032036,0.027183,-0.053503,0.017104,-0.0083512,0.0073106,-0.0059888,-0.0031554,0.025017,0.002677,-0.0023493
"M705.35T12.55",0.020665,0.019815,-0.033325,0.088835,-0.0089379,-0.02593,-0.022213,-0.024618,-0.030861,0.0068182,0.025017,-0.058975,-0.0095849,0.027598,-0.0053029,-0.009877,0.0067207,-0.0033832,0.0048865
"M705.86T12.55",-0.029003,-0.043094,0.007881,0.0047133,-0.025951,0.031794,0.0071019,-0.0037206,-0.033623,0.01627,-0.055564,0.0094687,0.021167,-0.038403,0.010963,0.024004,-0.025199,-0.0033729,0.0032707
"M706.84T18.57",0.0041025,-0.050878,-0.01572,0.018655,0.026639,0.046195,0.002643,-0.0077552,-0.019249,0.023886,-0.024146,0.0021754,0.05125,0.00858,-0.018133,0.00078009,0.055699,-0.005381,0.016547
"M706.84T11.54",0.013281,0.017966,-0.00041616,0.030705,0.012138,-0.014156,-0.0095895,0.0097108,-0.018225,-0.017783,0.04469,0.032234,-0.0575,-0.012941,0.045152,0.011774,-0.033697,-0.0062413,0.0045195
"M711.85T17.56",-0.015305,-0.062614,-0.045732,0.022682,-0.02624,0.038944,0.03302,-0.03378,-0.017968,0.018787,-0.028766,0.040978,0.010863,-0.015453,0.00019388,-0.01029,0.020058,-0.0031825,-0.0049598
"M712.85T18.56",0.020508,-0.053316,-0.0065184,-0.0071366,0.021915,-0.023212,-0.01142,0.014712,0.014426,-0.0084829,-0.022061,0.020975,-0.018743,0.024947,0.019289,0.032278,-0.018381,-0.0049949,0.017276
"M712.86T11.54",-0.0086441,0.018571,-0.014975,0.028277,0.025595,0.039635,-0.011663,-0.011168,0.015286,-0.0024789,0.0071966,0.0030938,0.028795,0.0054824,0.03196,-0.028169,-0.0044666,-0.0020604,0.0064739
"M717.85T18.56",0.021994,-0.050165,0.015093,0.019215,0.04476,0.0015895,0.02476,0.0065691,-0.011401,0.019333,-0.018272,0.0070948,-0.024597,0.0023391,-0.0076131,0.018855,-0.016682,0.0076182,-0.005842
"M717.85T11.54",0.0078135,0.019997,-0.027884,0.033839,0.0033395,0.021126,0.021191,0.0053488,-0.024355,0.030551,0.0082585,0.014334,0.012559,0.001811,-0.005966,-0.033163,0.0050284,-0.0081984,0.008312
"M718.83T19.56",0.033556,-0.0037864,0.03145,0.03814,0.0056884,0.02364,0.011123,0.017726,0.0040233,-0.040371,-0.049405,-0.020481,-0.025756,0.001829,-0.0069058,-0.025421,-0.048413,-0.0068024,0.018973
"M720.85T18.56",0.022071,-0.055233,-0.0096844,0.027586,0.019022,-0.018235,-0.0078015,-0.006781,0.015058,-0.0015634,0.027027,-0.013266,0.0073867,0.0005082,0.0050265,0.0060222,0.02755,0.0052908,0.0075165
"M725.52T13.55",-0.0052569,-0.016284,0.010293,0.0008145,-0.0030424,0.020804,0.011608,0.040846,0.031155,0.013526,-0.028689,-0.02085,-0.010191,0.055014,0.0082281,-0.03576,0.018461,0.010632,-0.0093169
"M725.85T17.56",0.030024,-0.053457,-0.012978,0.0029386,0.012433,-0.034905,0.020466,0.032717,0.0020052,0.0054146,-0.029862,0.0083288,0.023865,0.013893,0.0088195,0.018406,0.0042709,0.0098259,-0.0026384
"M725.86T12.54",0.0068545,0.003591,-0.051063,0.032099,0.028842,0.019484,-0.02292,0.016294,0.044943,-0.018424,-0.0239,0.018893,0.027387,-0.0051222,-0.03656,-0.020874,0.056246,-2.2835e-05,0.0096888
"M727.85T17.56",0.004692,-0.036521,0.047873,-0.029689,-0.0044607,-0.015259,-0.011894,0.010108,0.0062092,0.015084,-0.039185,-0.0096027,0.020264,-0.014807,0.017734,0.0055179,-0.014707,-0.0072873,0.0173
"M728.86T17.56",0.02733,-0.061111,0.0019185,-0.0020297,0.020347,0.0012494,-0.014983,0.018227,0.022094,0.016926,-0.013029,-0.010679,-0.025827,0.0299,0.01755,0.0013794,-0.0019181,0.012068,-0.015645
"M729.86T17.55",0.0071955,-0.036408,0.019244,-0.011213,-0.0051731,-0.038734,-0.026573,-0.078438,-0.024753,-0.039004,0.015548,0.059334,0.047415,-0.033378,-0.014884,-0.021642,0.029541,-0.01562,0.016303
"M732.84T18.56",0.027403,-0.039038,-0.0019431,0.024029,0.046891,0.0063293,0.0046885,0.025511,0.0028498,0.027248,-0.003668,0.012072,-0.011773,0.0071423,0.0087457,-0.00046813,-0.014764,0.00019468,0.0054225
"M732.84T11.54",0.0014534,0.012445,0.017778,0.033299,-0.0097304,0.0090126,0.03583,-0.0082375,-0.0062315,-0.060406,0.0075639,-0.056203,0.0090333,8.63e-05,-0.014912,0.01637,-0.0076572,0.0053668,0.0010974
"M733.85T17.56",-0.0075066,-0.0066894,0.093434,0.0043017,-0.0087467,-0.0016118,0.0081701,-0.0052831,0.067483,0.00031336,-0.0068614,0.0027917,0.0030672,0.029853,-0.0017767,0.014821,-0.0078661,0.0027613,0.0067429
"M739.35T12.55",0.0094844,-3.1362e-06,-0.046102,0.052957,0.01901,-0.026869,0.0036421,-0.060212,-0.00036716,0.021683,0.011974,-0.016892,0.045014,-0.017663,-0.042653,0.013518,-0.031954,-0.013614,0.012245
"M740.86T12.55",0.013361,0.0038174,-0.038856,0.014462,0.023335,-0.021913,0.0012389,-0.0072033,0.016449,0.03302,0.00050101,0.021286,-0.032511,-0.036277,-0.010739,0.0015703,-0.068454,0.0091483,-0.010034
"M741.85T17.56",0.0016893,-0.053317,-0.0077392,0.020752,-0.020337,-0.020619,0.019127,-0.022671,0.0096448,8.8724e-05,0.015336,0.013671,0.0030582,-0.0074411,0.0042505,-0.033061,-0.023132,-0.004163,0.00048307
"M744.84T18.56",0.0046265,-0.014312,-0.050906,0.023375,-0.035154,0.064102,0.036718,0.039819,-0.0057669,0.043528,-0.036145,0.027693,0.010587,-0.025478,-0.0020991,0.0041952,0.035927,-0.016216,0.027237
"M745.85T17.56",-0.011262,-0.06462,-0.020955,0.010189,-0.044978,0.037751,-0.011575,0.019458,-0.0095011,0.025087,-0.047844,-0.0073862,5.1299e-05,-0.030323,0.010231,-0.01776,-0.015747,-0.0040047,0.0068397
"M748.52T13.55",-0.0032587,0.006914,-0.022887,0.032159,-0.0032287,-0.0014995,0.016825,0.0087435,-0.038573,0.069612,0.036353,-0.018179,0.014199,0.0090331,0.012647,0.0083374,0.034456,-0.0097154,0.013274
"M752.84T11.54",0.012089,-0.0035009,-0.055218,0.040798,0.028616,-0.037218,-0.012816,0.02476,-0.0048757,-0.017287,-0.0082449,0.00099683,0.016792,0.029773,-0.0029913,0.031117,0.0046743,0.0086774,0.0023524
"M752.84T18.57",0.036693,-0.03088,-0.028569,0.047948,0.049611,0.010773,-0.033582,0.015318,0.021626,0.021609,0.044225,-0.014026,-0.02566,0.0021364,-0.0029557,-0.023044,-0.037989,-0.0042593,0.015311
"M755.85T17.56",0.033483,-0.050211,0.0031816,-0.042379,-0.048801,0.0049723,0.072808,0.0060976,0.040862,-0.0029335,-0.0051386,0.0012494,0.053109,-0.035573,-0.02764,-0.0032106,0.025167,-0.020573,0.020911
"M757.84T19.56",0.042613,-0.0061325,0.024782,0.0064299,-0.013988,0.029575,0.038299,-0.0020696,-0.036105,0.0064488,-0.0020787,-0.015846,-0.0012812,0.035519,0.017721,0.036756,0.0096767,0.0030922,-0.0083641
"M759.85T17.56",0.04551,0.0096213,0.010262,0.0045538,-0.0038906,-0.0097733,-0.049845,-0.0077229,0.0071309,0.0043436,-0.010233,0.026409,-0.017913,0.026159,-0.016003,-0.00065409,0.011136,0.0089943,-0.013538
"M760.35T17.56",-0.00016543,-0.01871,-0.020608,0.020994,-0.030714,-0.0021282,-0.030339,-0.018614,0.037346,0.0069308,0.029904,0.067266,-0.018727,0.070975,-0.033646,0.056015,-0.045614,-0.0085628,0.017834
"M760.84T18.56",0.010862,-0.053442,0.047994,0.010953,-0.016672,0.0030798,0.017219,0.020634,-0.026932,0.029503,-0.027142,0.0074765,-0.017714,-0.0053382,0.019857,0.014428,0.026135,0.0029133,-0.0021181
"M761.84T18.56",-0.0078424,-0.0012332,-0.046653,-0.027672,0.0029543,0.057379,-0.0046087,-0.050506,-0.034906,0.070585,-0.027354,0.053191,-0.041178,0.056815,0.017703,-0.0071729,0.0080265,0.0035129,-0.00073135
"M761.85T12.54",0.01563,0.017401,0.0015474,0.01257,0.019287,0.0044488,0.0078016,0.036442,-0.011508,0.023542,0.0078564,0.0083057,-0.0025327,-0.014181,-0.077589,-0.055835,-0.0084247,-0.0039071,0.0045799
"M762.84T17.56",0.0040696,-0.051362,-0.0073048,0.012905,0.038403,0.04673,-0.018348,0.0019852,-0.00039766,0.036674,-0.031169,0.031483,0.019224,-0.021829,0.019511,-0.0056543,0.02199,-0.00092013,0.0085668
"M762.85T11.54",0.03604,0.077081,-0.032402,0.019086,-0.007669,0.028543,0.003401,-0.0033395,-0.0074062,0.019202,0.0024398,0.011256,-0.0078867,-0.0038174,-0.010421,-0.0012501,0.0029021,-0.0077654,0.0044575
"M764.83T18.56",0.017713,-0.033571,0.047776,0.0067571,0.024396,0.012033,0.025858,0.015749,-0.011286,0.0094645,0.006467,0.035827,-0.018868,0.00079034,0.015932,-0.0080861,-0.018757,-0.0066281,-0.0011703
"M764.84T11.54",0.016327,0.024143,0.031674,0.033742,0.0017148,0.0025991,0.0067022,0.022274,-0.014467,-0.0021807,0.023635,-0.017692,0.027479,0.0021463,0.023606,-0.013431,-0.0059563,-0.0033037,0.0069796
"M766.83T19.56",0.025921,-0.0060046,0.0094772,0.036409,-0.015499,0.012439,0.011631,-0.011015,-0.011666,0.039991,-0.018415,0.0012943,0.0092531,0.010857,0.016772,0.011519,-0.042648,0.0019755,-0.0030783
"M766.84T11.54",-0.0034611,0.0087735,0.050147,0.023068,0.011029,0.060948,-0.043841,-0.0068632,0.047976,-0.0089343,0.014114,0.019725,-0.0034103,0.019225,-0.012798,-0.048887,-0.0097023,0.006143,0.0013023
"M768.86T17.56",-0.0070833,-0.064864,-0.011266,-0.012852,-0.015097,0.063735,0.022388,-0.010637,0.0034316,0.052033,-0.014055,0.024817,0.019739,-0.0091874,-0.050771,-0.0027556,0.04403,0.0020948,-0.007539
"M771.18T13.55",0.018296,0.00098649,-0.03074,0.0344,-0.023843,-0.015207,-0.0027697,-0.012559,-0.015741,-0.00066995,0.010598,-0.017297,0.006981,0.0010229,-0.0091343,-0.012736,-0.013528,-0.009338,0.010053
"M772.84T17.56",0.043188,-0.014484,-0.021704,0.023211,-0.042937,-0.0026788,0.029027,0.026541,0.0003096,0.0073461,0.038263,-0.00060235,0.015012,0.030089,0.01867,-0.021863,-0.011013,0.0015449,-0.0046849
"M773.34T12.55",0.0092253,-0.00014866,-0.03389,0.049772,0.0057228,-0.0013191,0.070713,0.020314,-0.011856,0.019331,0.0135,-0.0045705,-0.034673,-0.030276,-0.0054787,0.0042168,-0.040496,0.00010756,-0.0086816
"M773.85T12.55",-0.025964,-0.033202,0.029845,0.065154,0.0009253,-0.067925,0.028316,-0.0062871,-0.016164,0.031186,-0.014583,-0.0098136,0.049552,-0.014897,-0.025834,-0.0033142,-0.017576,0.009297,-0.0079025
"M774.82T18.56",0.03054,-0.048572,0.02331,0.0014053,0.030457,0.015382,0.010163,-0.022221,0.010216,-0.017618,-0.010014,0.020341,0.0015051,0.0035697,0.015544,-0.0042815,-0.011451,0.0037929,-0.002682
"M774.83T11.54",0.009479,0.019556,-0.0096406,0.00029601,0.003677,-0.0064522,-0.030591,0.045278,-0.032894,0.020547,-0.023315,-0.027887,0.011401,0.020887,-0.037873,2.4029e-05,-0.0092788,0.0019441,0.0069486
"M777.86T13.55",0.0067969,-0.027818,0.03733,0.048711,0.0021226,-0.039541,-0.073685,0.0052467,0.018966,-0.013305,-0.0068272,-0.013016,0.0095172,-0.0030582,0.077629,0.083416,-0.027482,0.025875,-0.026343
"M780.84T18.56",0.030644,-0.056335,-0.025736,0.010592,0.017431,-0.042208,-0.0021998,0.0036907,0.0014199,-0.037899,0.0026351,0.0087342,-0.0059337,0.038843,-0.014067,-0.011145,-0.026128,0.007135,0.0059022
"M780.84T11.73",0.04722,-0.0099203,-0.02292,-0.0020421,-0.010431,-0.038686,-0.0045658,-0.0043144,0.0058504,-0.04536,0.014502,-0.011113,0.018286,0.0030944,0.0047863,-0.0045226,-0.035091,-0.0071982,0.0059653
"M786.82T18.57",0.012131,-0.011881,-0.0028112,0.021366,0.033791,0.069806,0.016996,0.030265,0.027163,0.006917,-0.014109,0.0067866,-0.006131,0.04445,-0.0092894,0.01873,-0.012755,0.0043063,0.0044653
"M788.84T18.56",0.019725,-0.053681,-0.0073575,-0.0083382,0.019009,-0.0061779,0.0016878,0.0040244,-0.015711,-0.010078,0.0050722,-0.014063,0.016588,0.0097592,0.016946,0.021806,-0.011847,0.0053382,0.0011074
"M789.85T12.55",0.0065213,0.005228,-0.03116,-0.016963,0.018482,-0.024487,0.040731,-0.041153,0.02833,0.011224,0.051402,0.0033274,-0.0050225,0.016338,-0.019977,0.044532,-0.023073,0.0022053,-0.0083046
"M794.18T13.55",0.0070266,-0.013013,-0.036613,0.037551,0.0052494,0.02553,0.0062054,-0.01649,0.014565,0.011187,0.0061241,0.0043758,-0.004068,0.012706,0.002704,0.031605,-0.011691,-0.005142,-0.001546
"M794.84T17.56",0.00084443,-0.047856,0.039265,-0.030757,0.02036,-0.01641,0.016752,0.023519,-0.0077265,0.025361,-0.045908,0.00071146,-0.005221,0.024965,0.033889,0.0075919,-0.010227,0.0072784,0.0039386
"M795.84T17.57",0.0099824,-0.030169,0.051225,0.010081,0.029307,-0.029112,0.0069921,-0.029118,-0.028156,0.018266,-0.053872,0.028388,-0.0076096,-0.014219,-0.019048,0.0095569,0.052857,0.00025994,0.0090919
"M795.84T12.55",0.020533,0.012758,-0.012349,0.052606,-0.01562,0.01538,0.021448,0.060624,-0.022017,0.026481,-0.042661,-0.0060917,0.018676,0.049356,-0.00030534,-0.045458,-0.056235,-0.020731,0.038793
"M796.85T17.56",0.027331,-0.060842,-0.0041978,7.6274e-05,0.025132,-0.0079808,-0.00359,0.021324,0.028224,0.018179,0.023443,0.026683,-0.016512,0.0077745,0.013889,0.0025439,-0.0029418,0.00043603,0.0041631
"M797.34T17.56",0.028898,-0.058565,-0.0073155,0.017816,0.042161,-0.043775,-0.013928,-0.032835,-0.040343,0.0095774,0.0080854,-0.029263,-0.015506,0.049987,-0.0073192,-0.0020133,-0.0076403,0.0066706,-0.0097185
"M797.85T12.55",0.004073,0.017278,-0.031535,0.010932,0.016217,-0.0030833,0.058152,-0.049809,-0.04119,0.026999,0.012077,-0.023596,0.001116,0.0022939,0.016128,-0.025207,0.0053568,-0.0024,-0.0053841
"M797.85T17.56",0.02698,0.0074993,0.031916,0.022418,-0.0046971,0.01008,-0.011051,0.036766,-0.052567,-0.0163,0.031433,0.015867,-0.042543,-0.024956,-0.017078,0.025595,-0.0052532,0.00095118,-1.4536e-05
"M799.25T813.63",0.071027,0.082353,-0.025225,0.026026,0.053541,0.018414,0.021344,-0.019638,0.02441,-0.0040928,-0.0052386,0.0020369,0.0056886,0.0048602,-0.028911,-0.0090301,-0.0070259,0.00054183,0.00055791
"M800.83T18.56",0.03489,-0.024574,-0.019948,0.016363,0.014359,0.015982,0.024358,0.001469,-0.0015002,-0.0096652,0.013735,-0.027313,0.000661,-0.0289,0.012367,-0.0093433,-0.020902,0.0048456,-0.014108
"M800.83T11.54",-0.013132,0.018298,0.020732,0.036943,-0.004401,-0.015321,0.0092102,0.00021572,-0.037356,0.022136,-0.0033017,0.0019799,0.031879,0.0046217,0.0050941,-0.02289,0.013115,0.0025818,-0.0081296
"M801.83T17.56",0.00086339,-0.025921,0.011062,0.0029957,0.014215,0.04207,-0.014339,-0.063598,0.026753,-0.0062632,-0.031741,-0.039196,-0.030486,0.0084793,0.0052991,-0.09118,0.059452,-0.0080941,0.0086597
"M802.83T18.56",0.028019,0.0023717,0.027407,0.049347,-0.033251,0.044238,-0.0010944,0.037314,-0.020776,0.033566,-0.023345,0.027439,-0.034395,-0.018298,-0.025325,-0.029385,-0.00048655,-0.0039357,-0.017911
"M802.84T12.55",-0.023566,0.0115,0.028133,0.021047,0.086337,0.020257,-0.028203,0.020045,-0.0010368,0.011658,0.0010804,0.00038762,-0.028928,-0.0026812,0.0092155,0.048535,-0.0020371,0.0040457,0.0014011
"M807.83T12.55",0.0045233,0.0063709,-0.0094573,0.054336,0.022427,0.036927,0.019858,0.024101,-0.037316,-0.031773,0.030763,-0.022333,0.02651,-0.0068735,-0.011708,0.014729,-0.0075392,0.015101,-0.015774
"M808.85T17.56",0.0029475,-0.010724,-0.039197,0.030887,-0.033979,0.082008,-0.0043543,0.010207,-0.036881,0.028319,-0.038537,0.039272,-0.031872,-0.0040454,-0.014744,0.018106,0.029536,-0.01355,0.012851
"M809.84T18.06",-0.0096323,-0.052308,-0.0042721,0.0037439,-0.0097075,-0.0047741,-0.026669,0.0079626,0.01719,0.0026379,-0.034647,-0.0031001,-0.0088606,0.0053009,-0.084233,0.03818,-0.0056461,0.0065175,0.00059508
"M809.85T12.54",-0.0052393,0.016136,0.018707,0.047677,0.015798,0.033045,0.0027789,0.0015218,-0.017367,-0.011097,0.027586,-0.032257,0.021319,0.0079546,0.00059687,0.0043549,-0.013374,0.0098871,-0.014546
"M810.17T14.55",0.012825,-0.0084601,0.00020289,0.031959,0.021946,-0.0054925,-0.011479,0.013905,-0.04081,-0.0093404,0.018904,-0.026457,0.0041295,0.010392,0.026185,-0.071188,0.023996,0.0013499,0.0028439
"M810.84T12.55",-0.002807,0.020878,-0.044929,0.030463,0.030832,-0.018235,-0.007289,-0.029784,0.033056,-0.0096352,-0.028133,-0.01144,0.075336,0.038487,0.016028,0.060498,0.025967,-0.00202,0.026995
"M816.51T13.55",0.0052293,-0.0068304,-0.045488,0.00046571,-0.013987,0.018498,0.0030401,0.00019551,-0.014388,-0.00092805,0.012598,-0.009307,0.015666,-0.012218,-0.0043692,0.00040728,-0.018883,0.0025473,0.0050603
"M817.18T13.55",-0.0025228,0.0080249,-0.021888,0.027577,-0.050166,-0.010385,-0.0012781,-0.01304,-0.032135,0.024185,-0.018884,-0.0081695,0.022335,-0.0015054,-0.021467,-0.0057551,-0.0036081,-0.0039766,0.0060117
"M817.26T830.86",0.088745,0.075352,-0.0138,0.0053237,0.049525,0.019675,0.011702,-0.0044692,0.044034,0.0024186,0.022232,0.0032199,-0.0076955,-0.0018141,-0.0060831,-0.020854,-0.014085,-0.0041075,0.0055195
"M818.27T830.41",0.081651,0.075553,0.017458,0.014473,0.046691,0.011758,0.0081098,0.0048408,0.017236,0.010003,-0.012403,0.010665,-0.0046991,-0.0081542,-0.0028067,0.0017006,-0.0087843,0.014239,-0.014537
"M825.51T13.55",-0.0030262,0.0046072,-0.0092254,0.044362,-0.017029,0.010668,0.0079107,-0.030913,0.022689,-0.017891,0.016953,-0.0099036,0.021341,-0.030008,0.026776,-0.012281,-0.01174,-0.0019414,-0.0037541
"M825.83T18.56",0.023966,-0.012596,0.006083,-0.010369,-0.064667,0.023708,7.5428e-05,-0.034993,0.018203,0.0076657,0.040377,0.036505,-0.010224,0.0068027,0.039261,-0.0058731,-0.05994,0.0053137,-0.024269
"M826.83T18.56",0.029098,-0.025132,-0.066056,-0.0083968,0.016879,0.010446,-0.014964,-0.01522,0.00077486,-0.035298,0.005439,-0.0022502,0.010858,0.01652,-0.028108,0.0096829,-0.0027843,0.0014339,-0.025215
"M827.49T1369.97",0.18572,0.076807,0.062294,-0.0016802,0.038375,-0.071062,-0.0064237,-0.058472,-0.022364,-0.049677,0.04805,-0.011701,-0.026032,0.11984,0.016435,0.018858,-0.030696,0.007425,0.011904
"M827.83T17.56",0.020342,-0.054849,-0.0039965,0.011118,0.039172,-0.011525,-0.019021,0.004987,0.0033831,0.0085851,-0.020167,-0.012816,0.014242,0.022034,-0.0098107,0.0096052,0.0039179,-0.0043877,0.015465
"M828.34T17.56",0.022057,-0.058855,-0.013637,-0.0041164,-0.0059065,0.0042442,0.015173,0.032972,0.016047,0.02542,-0.0035045,0.010159,-0.013295,0.041061,0.013253,0.0023557,-0.0009164,0.0037192,0.0048458
"M828.83T12.29",0.0062009,0.019251,0.053593,0.04943,-0.0084675,0.011886,0.0019567,0.0050284,0.013641,-0.0091251,0.040294,0.006735,0.037448,-0.012754,0.012938,-0.031402,0.020741,-0.0044045,0.0020566
"M829.83T17.56",0.014789,-0.040687,0.03837,0.045775,0.012537,0.015848,-0.010998,-0.013808,0.016249,0.037334,-0.032944,0.031121,0.025787,0.021676,-0.0060742,0.066314,-0.060455,-0.0012446,0.011479
"M831.34T17.56",0.041544,-8.1521e-05,-0.024413,-0.013994,0.019959,0.0081353,0.013859,-0.021526,-0.0024955,0.010406,-0.010617,0.016727,0.010241,0.034524,0.0032723,-0.0032494,0.068635,0.0037996,-0.004926
"M831.83T17.56",0.018256,-0.047284,-0.020374,-0.0061928,0.049245,-0.0097023,0.0027896,-0.029411,0.0052586,-0.03795,0.033462,-0.01057,-0.040568,0.015231,0.039668,0.0041671,-0.022228,-0.0048425,0.012534
"M833.5T16.56",0.024488,-0.042164,0.0056062,0.049294,0.019987,-0.0046962,-0.02858,0.032337,0.039516,0.029686,-0.026874,-0.082471,0.071465,-0.008031,0.035247,-0.062791,0.027389,0.015979,-0.0084795
"M833.83T17.56",0.016209,-0.0054994,0.018359,0.069396,-0.014534,0.0945,0.046143,0.036749,-0.083069,0.012965,-0.018659,0.032513,0.040094,-0.0018023,-0.019134,-0.020051,0.028938,0.0058473,-0.011227
"M834.82T18.56",0.029232,-0.016942,-0.019967,0.010774,-0.010516,-0.018999,0.029545,-0.0098616,0.022289,0.0004272,-0.0050049,0.045821,-0.0077464,-0.058429,0.0013656,-0.051545,-0.0084133,0.0011577,-0.02117
"M835.83T17.56",-0.0091268,-0.026384,0.036077,-0.044348,0.0018073,0.033239,0.0024419,-0.054451,-0.012631,0.026889,-0.033549,0.04652,0.034522,0.026079,-0.042488,-0.019958,-0.076938,0.0055708,-0.013637
"M836.84T17.55",0.018822,-0.055484,-0.012332,-0.0058481,-0.0094794,0.013269,-0.058233,-0.048436,0.044725,-0.024163,0.0096515,0.019091,0.017194,-0.034151,-0.0015364,0.034073,0.007403,0.0013726,0.0098173
"M839.34T897.39",0.17303,0.070664,0.043713,6.9406e-05,0.016433,-0.042508,-0.00045171,-0.052114,0.001793,-0.0015767,0.011157,0.065195,-0.0099773,0.019033,0.0020859,0.02209,0.011798,-0.007375,0.01516
"M842.81T18.56",0.022541,-0.04741,0.024406,0.01754,0.046434,-0.021277,-2.8429e-05,-0.0070757,0.0048401,0.020508,0.013273,-0.0082439,-0.013012,-0.008144,-0.0042655,0.0011669,-0.0092504,0.0051213,-0.0019643
"M842.82T11.54",-0.01543,0.0058721,0.022722,0.03782,-0.035382,0.0040585,-0.013883,0.035226,-0.026679,-0.012827,-0.0023319,0.01134,0.0083308,-0.02772,-0.043072,0.019201,-0.0025065,-0.012428,0.016004
"M843.82T18.56",-0.0018827,-0.048972,0.0073652,0.020844,-0.0078348,0.064549,0.0096112,0.011355,-0.015198,0.059155,-0.019461,0.031244,-0.040837,-0.018451,0.030294,-0.026868,-0.025208,-0.0071568,0.0016188
"M845.84T13.55",0.0016232,-0.033617,0.013626,-0.0094391,0.0018884,-0.03534,0.036713,-0.0078482,0.023081,-0.021761,0.015806,-0.033847,-0.02326,0.014185,-0.0023043,0.0035337,-0.066067,0.0053889,-0.0060829
"M848.83T17.56",0.018761,-0.052154,0.019904,0.01723,0.024738,-0.0046653,0.049249,0.00090358,0.013893,-0.020642,-0.0029346,-0.0073584,0.010864,0.011519,0.023307,-0.0025762,0.010432,-0.0032371,0.010046
"M850.82T18.56",0.023669,-0.043076,0.03687,0.025552,0.037209,-0.0014043,0.010017,-0.017854,0.0169,-0.023644,-0.022205,0.0035737,0.029834,-0.00076371,0.0080834,0.011907,-0.028587,0.00029409,0.012003
"M853.82T17.56",0.023789,-0.053863,-0.00017617,0.038802,0.020079,-0.016352,0.016812,0.031214,0.0030864,-0.012248,0.0055911,-0.024035,-0.0091647,-0.019685,-0.0012258,-0.015246,0.015183,0.0057497,-0.0045764
"M853.83T11.54",-0.0010253,0.015368,-0.0036982,0.049672,0.0017071,-0.017773,-0.011722,0.021322,-0.00056609,-0.022462,-0.015541,-0.013585,0.042084,0.00083855,0.011293,-0.0074578,0.0085316,0.0086262,-0.0063287
"M854.18T12.55",-0.015017,0.030749,0.057605,0.029628,-0.0042431,-0.017839,-0.0043144,0.011966,-0.0051287,0.045795,0.0095149,-0.030338,0.01525,0.05758,-0.033702,0.011111,0.030768,0.0094892,0.00060231
"M854.81T18.56",0.017259,-0.054119,0.018382,0.012768,0.025619,-0.0049994,-7.866e-05,-0.0010345,0.016643,0.031291,0.0080967,0.0098479,0.01085,0.015664,0.025762,-0.020219,-0.046247,0.012889,-0.015294
"M854.82T11.54",-0.0079716,0.025286,0.043987,0.026641,-0.015636,-0.032003,0.00083985,0.031475,-0.017505,-0.010748,0.0086875,-0.0093191,0.0055494,-0.0016762,-0.026206,0.039816,-0.012703,-0.0014596,0.01935
"M855.5T14.55",0.010754,-0.017491,-0.064249,-0.021248,-0.0014114,-0.00083405,-0.0043088,-0.0061789,-0.035719,0.039164,0.018334,-0.044105,0.068014,0.010197,0.00076428,0.053723,0.014278,0.0072936,-0.01523
"M858.82T17.95",0.02225,-0.003635,0.012559,-0.017744,0.014893,0.020297,-0.0164,-0.0083611,-0.03163,0.028857,-0.0050985,-0.011576,-0.043399,-0.030893,0.032548,-0.032651,-0.006082,0.0048339,-0.0134
"M859.28T831.48",0.074138,0.091338,-0.018838,0.025765,0.027556,0.041257,0.01327,0.0088971,0.040255,0.014838,-0.0046677,0.0018463,0.0017928,-0.0050753,-0.024809,-0.017641,0.0073463,0.0040344,-0.013794
"M859.82T18.56",0.0084603,-0.063904,0.040732,0.021768,-0.02295,0.00038085,-0.0090678,-0.026939,0.00043735,0.0027247,-0.033213,-0.014738,-0.0059472,0.014673,4.6461e-05,0.034855,-0.034524,0.0032754,-0.0023058
