"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51"
"M1402.05T13.55",-6.8101e-05,-0.00083715,-0.057549,-0.015346,-0.025023,0.039898,0.0028188,-0.052129,0.00031084,0.006903,0.012964,0.010413,-0.026376,-0.0058361,0.0083586,-0.023259,0.048232,0.0086344,0.046547,0.026771,-0.028827,-0.048336,-0.0089271,-0.028155,0.027346,-0.053862,-0.018549,-0.0076074,-0.034192,-0.019131,-0.034214,-0.026498,-0.018249,0.041791,-0.00072798,-0.066709,0.0059773,-0.024567,0.026009,-0.0033323,-0.026099,0.035578,-0.040887,-0.020423,0.012074,-0.017843,-0.024048,0.024409,0.0096617,-0.0049773,0.001874
"M1402.73T12.55",-0.0082742,0.012576,-0.046777,0.00063643,-0.0068276,0.031432,-0.00074597,-0.040486,-0.005735,0.0036345,0.034763,0.010124,-0.019789,0.07771,-0.049117,0.020556,0.048062,-0.080331,-0.0017886,0.029106,-0.04047,0.0085337,0.0031915,-0.02799,0.029946,-0.048809,0.011495,-0.015624,0.0071012,-0.0091232,0.049824,0.04083,-0.025714,0.00084054,-0.017014,-0.018233,0.0084115,-0.011725,-0.071172,4.6371e-05,0.045399,-0.030772,-0.014627,0.072541,-0.026488,0.038556,-0.081225,-0.0057459,0.02552,0.017896,0.0065573
"M1404.71T17.55",-0.0026154,-0.036737,4.3652e-05,0.0093895,0.0059215,-0.0089524,0.004567,-0.017426,-0.00010082,-0.0015459,-0.031158,0.021166,-0.0077886,-0.060397,0.0085896,-0.0042163,-0.036067,-0.039109,-0.034923,-0.00096802,0.028882,0.078131,0.022944,0.052956,-0.041229,0.036776,0.0082511,0.038993,0.035019,-0.040007,0.043766,-0.022001,-0.07534,-0.017812,0.0039527,-0.023732,-0.090986,-0.028002,-0.037389,-0.058986,0.020949,0.0051571,-0.033604,-0.047571,0.064791,-0.00081024,-0.069861,0.036519,0.00098698,0.0072365,-0.0099879
"M1405.73T13.55",0.0020728,-0.0050678,0.0013485,-0.047767,-0.010961,0.0079257,-0.0067059,-0.010121,-0.0024463,-0.0090056,0.0068541,0.021302,-0.00027835,0.012287,-0.019554,-0.0058764,-0.0077708,0.017531,0.011459,-0.002549,0.0045582,0.0030022,0.0047008,0.024597,-0.015668,0.019733,-0.0058409,0.0030408,0.0076746,0.0022229,0.013312,-0.011036,-0.003434,-0.0033463,-0.0097719,-0.0077903,-0.021463,-0.021829,0.025226,-0.0010873,-0.018346,0.009429,-0.0040978,-0.0086637,0.0016804,-0.011509,-0.021229,0.023224,-0.0093973,-0.015039,0.00077831
"M1406.22T13.55",0.0032744,-0.0042479,0.0073182,-0.066717,0.00029438,0.0031006,-0.018706,-0.02497,0.0044824,0.0054761,-0.0033187,0.0054668,0.0084807,0.0040117,-0.002279,-0.0075745,0.0085333,0.0031714,-0.010234,0.0060775,-0.014877,0.012024,0.00079619,-0.028187,-0.01099,0.022147,0.022214,0.002191,0.0067942,-0.00031857,-0.011835,-0.0038741,0.014189,-0.0038331,-0.0035159,0.018063,-0.010715,0.0086911,-0.0021501,0.015178,0.014734,-0.017428,-0.014567,0.027445,0.0030267,-0.039282,0.0093075,-0.031771,-0.010278,0.0014859,-0.0036804
"M1408.73T16.56",-0.03335,-0.045572,-0.0043353,-0.021231,-0.024289,-0.081322,-0.018752,-0.012695,0.012065,0.026787,-0.05367,0.0073618,-0.0038388,0.013077,-0.0081507,-0.049535,0.015186,-0.023044,-0.057156,0.020975,-0.0057186,-0.020607,0.040117,-0.0094568,-0.025861,0.0020784,-0.0054324,-0.023675,-0.058504,0.012861,-0.016717,-0.0064352,-0.0049384,0.0017411,-0.013992,-0.0020477,0.0079527,0.0075402,0.015905,0.0016751,-0.027107,-0.0071018,0.061136,0.037995,0.01815,-0.014532,-0.0080021,0.015282,-0.013639,-0.023278,-0.015412
"M1409.23T13.54",-0.0090975,-0.0089237,-0.0085151,-0.010581,0.035416,0.011569,0.0028293,-0.0048354,0.054632,0.0096055,-0.002744,0.017954,0.0065798,-0.0084224,-0.02733,0.020876,0.03848,0.0012556,-0.010222,-0.018146,0.0063625,0.031047,0.007378,0.015706,0.036061,0.0061291,-0.037627,0.043058,-0.068345,-0.08404,0.034978,0.028147,-0.00051092,-0.0025098,-0.073607,0.038763,-0.0092474,0.066352,0.013568,-0.020002,0.048851,0.073092,0.0017719,0.036038,0.0358,-0.053436,0.055058,0.02239,-0.0088129,-0.0038905,-0.0077183
"M1413.22T13.55",-0.0033545,-0.0020021,0.0053963,-0.032395,-0.0004474,0.017387,0.0031703,-0.013487,0.0195,-0.028595,0.011674,-0.016019,-0.022589,0.015227,-0.026016,-0.0049453,0.034596,-0.0049748,0.052526,0.0041693,-0.0034327,-0.031314,0.017429,-0.0010964,0.053181,0.025375,0.0078785,-0.020402,-0.015018,0.014957,0.021461,0.02576,-0.00010276,0.030656,0.018962,-0.017214,-0.028909,-0.0065445,-0.029579,0.0094083,-0.0027314,0.011005,0.022821,-0.015886,-0.03236,-0.054045,0.050128,0.046562,-0.0094836,-0.0034967,-7.5651e-05
"M1416.06T13.55",-0.0044507,-0.0078431,-0.043272,0.019763,-0.0018054,0.029113,-0.030583,-0.021287,0.013327,0.03768,-0.010154,0.023057,-0.015658,-0.012355,-0.002343,0.038038,-0.0070041,-0.01433,0.0027571,0.060613,-0.11413,0.0044489,0.017273,-0.083676,-0.068898,-0.0083311,0.023725,0.015644,0.022041,-0.044577,0.064096,0.028113,0.024498,-0.028259,0.00157,0.091434,-0.067833,0.039992,-0.010003,0.019375,0.043311,-0.035959,-0.017182,0.010112,-0.016168,-0.029846,-0.019472,-0.014043,-0.0010872,0.0056894,-0.0029329
"M1417.47T13.55",0.016273,-0.011566,0.022385,-0.056037,-0.03011,0.036435,-0.010453,-0.059327,-0.015178,-0.019954,-0.0067504,-0.00014838,-0.0070908,0.035854,-0.056023,0.016019,0.047045,0.042047,-0.072702,-0.038954,0.0031946,-0.013068,-0.032509,-0.069563,0.03051,-0.047696,0.053941,0.022222,0.0055156,0.067618,-0.023728,0.016137,-0.031885,0.017521,-0.059457,-0.0044729,-0.011754,-0.03669,-0.021399,0.029208,0.038911,-0.030206,0.01359,0.024847,-0.0044957,-0.037791,0.025486,-0.010262,-0.0011759,-0.0017359,0.011529
"M1419.72T16.56",0.0034547,-0.032968,0.0070614,-0.0059448,-0.0075371,-0.024302,0.031269,-0.010913,0.011416,-0.034479,-0.036546,-0.007603,-0.067775,-0.047979,-0.035399,-0.015569,0.033439,0.023767,0.0027276,-0.011609,-0.012084,0.039107,0.0079767,-0.025896,-0.0047081,-0.029639,-0.01278,-0.034792,0.052178,0.0079824,-0.043253,0.043894,0.055176,-0.0058961,0.0011256,-0.019306,-0.019545,0.03758,-0.028955,-0.050357,0.011118,0.055021,0.012949,0.034645,0.0097814,-0.042256,-0.024444,0.02406,0.019463,0.0068176,0.00010219
"M1419.72T12.55",-0.013575,0.02159,-0.0067772,0.030801,-0.010019,-0.0019452,-0.0077814,-0.021516,0.012715,0.0080735,-0.034619,-0.024601,0.0049304,0.027571,-0.077637,0.021739,0.00074787,0.038292,0.075041,-0.09635,-0.010813,-0.02983,-0.006907,0.0082469,-0.010739,-0.036,-0.066931,0.058192,0.068828,0.029042,0.035793,0.022251,0.05214,0.023645,0.0091889,0.046304,0.0088569,-0.024438,-0.036674,-0.016778,-0.07027,-0.011324,-0.0025055,0.035409,-0.010403,0.010616,-0.012513,0.066252,0.034004,0.012469,-0.0050148
"M1421.72T17.55",-0.023212,-0.038251,0.00065531,0.0026511,-0.015279,0.031197,0.06759,0.061354,0.02552,0.00548,0.0075595,-0.00037402,0.018313,0.010731,-0.01812,-0.031462,-0.014,0.036444,0.015315,0.014986,0.0032235,0.031446,0.041726,-0.015471,0.017914,0.0088365,0.024599,0.0084796,-0.019287,0.01276,0.025925,-0.04099,0.050322,0.01588,-0.045955,-0.02337,-0.018724,-0.066385,0.029152,-0.013985,0.022678,0.0049053,0.011573,0.032066,-0.064565,-0.014341,-0.062515,-0.048176,0.0023276,0.003767,-0.0054865
"M1421.72T12.54",0.024535,0.0021874,-0.020649,0.025856,0.0089138,-0.031944,-0.039951,-0.0079766,0.03067,-0.015271,-0.0061919,-0.02007,-0.081128,0.012453,0.010008,0.012959,0.028563,-0.0055421,-0.047232,-0.028651,0.012303,0.043201,0.026283,0.017793,0.024288,0.027223,-0.0038814,-0.011626,0.042944,0.060604,-0.0028842,0.0062925,-0.0073523,0.0035351,0.032519,-0.036415,-0.013307,0.012714,-0.0057042,-0.033104,0.041185,0.05153,0.0050592,0.027463,0.010217,-0.047354,0.032183,0.010843,-0.034904,0.0050888,-0.0068667
"M1422.39T13.55",-0.00093014,0.018694,-0.013943,-0.0060433,-0.032293,0.0094072,-0.023607,0.026133,-0.027761,-0.020599,0.05006,-0.0062226,0.064222,0.033893,0.0048412,-0.017709,0.0068763,-0.056932,0.020014,-0.0018848,-0.034948,0.024399,-0.016741,-0.025435,0.021732,0.017737,0.061951,0.055936,0.018228,0.034911,0.022221,-0.065106,-0.017264,-0.08449,0.018303,-0.036036,-0.021168,0.051179,-0.021301,0.020857,0.005264,0.063836,0.01184,0.016671,-0.017179,-0.051111,-0.030911,0.0068722,0.015748,-0.024685,0.006898
"M1423.46T13.55",0.00010725,-0.017702,0.014475,-0.049449,0.017796,0.0091711,0.0048999,-0.035116,0.015956,0.027215,-0.0088026,-0.00865,0.023334,0.05522,-0.016441,0.022348,0.00019775,-0.014107,0.027818,-0.020688,0.035885,0.022646,0.023202,0.015348,0.012567,-0.0059804,-0.040042,-0.032463,-0.031426,0.019857,0.0037043,-0.028347,-0.013614,0.017677,0.015013,0.055576,-0.021007,0.0044962,-0.013935,-0.022923,-0.02333,0.017005,0.0034274,-0.016317,0.023706,-0.0085933,0.0033093,0.011223,0.017159,-0.00024115,-0.0047119
"M1424.72T12.6",-0.0079361,0.008721,-0.019419,-0.0041741,0.014701,0.023397,-0.028959,-0.029782,0.020548,0.030294,-0.020313,0.029202,0.011315,-0.005185,-0.036483,0.085313,0.012895,0.019091,0.00041121,-0.013438,0.01256,-0.056183,0.045891,-0.054877,0.014781,0.028305,-0.0093111,0.083335,0.036621,0.028981,-0.069359,0.011267,0.046958,0.11007,-0.028591,0.020899,0.027598,0.07165,-0.072581,-0.0030893,0.023126,-0.0074276,-0.012943,0.012981,0.071783,-0.039599,0.059299,0.0006317,-0.063611,0.0048335,-0.0063487
"M1427.4T13.43",-0.0061958,0.0033981,0.0051862,0.013528,-0.043874,0.013311,-0.0058551,0.037565,-0.021372,-0.010351,0.019446,0.016497,0.01727,0.047043,0.02046,0.029883,0.015031,-0.028164,0.003012,-0.013715,-0.0077873,-0.018028,-0.069036,-0.053683,-0.048341,0.0064227,0.021944,-0.013972,-0.030346,0.050079,-0.024922,-0.065152,0.011898,-0.011222,-0.028465,-0.05251,-0.080838,0.0062946,0.0010755,0.0028035,0.045818,0.020587,0.0073373,-0.040255,0.0042678,0.011108,0.011774,0.015609,-0.034061,0.025843,0.013545
"M1429.06T13.55",-0.00073151,-0.0032272,0.013701,-0.032389,0.012564,0.027186,-0.0090856,-0.027079,0.0052065,0.016883,-0.0075412,-0.004079,0.016334,-0.016191,0.0068462,-0.025415,0.016062,0.039652,0.011536,0.029952,0.0025009,0.020327,-0.0094949,0.031211,0.035123,0.007683,-0.02054,0.012083,-0.0099619,0.029638,-0.026397,0.0052936,-0.012106,0.013917,0.025926,-0.016354,-0.01939,-0.012635,-0.0084964,0.016998,0.035242,-0.015573,-0.055332,0.0030917,0.048033,0.014927,0.025274,-0.031812,-0.00066338,-0.0027893,-0.0051088
"M1429.22T13.55",0.0061736,-0.0056525,-0.024333,0.024498,0.00243,-0.00030422,0.015273,-0.011534,0.0037742,-0.0070523,-0.025893,0.023466,-0.0028408,0.011055,-0.023191,0.010099,-0.0041951,-0.030863,0.012547,0.033106,-0.0058383,-0.023247,0.018507,-0.01009,0.051542,-0.0058037,-0.022973,-0.032733,0.033159,0.00176,-0.034391,-0.022952,-0.014019,0.012224,0.037605,0.035485,-0.025602,0.050661,-0.00084001,-0.028564,0.010376,-0.058771,0.030239,-0.032569,0.012281,-0.035447,-0.021011,0.029637,-0.024596,0.012571,0.030747
"M1429.4T13.55",-0.0043104,-0.030214,0.018172,-0.00016062,-0.0031254,-0.014756,0.0058781,-0.013521,0.016722,0.01048,0.0010399,0.0027709,0.025384,0.029016,-0.0037088,-0.0033835,0.030094,0.0045047,0.029336,-0.057898,0.0015812,-0.068515,-0.030367,-0.003998,0.034118,-0.067249,-0.0095903,0.0031648,-0.042403,-0.02858,-0.041748,-0.026152,-0.0077247,-0.02923,0.057923,-0.0080825,0.030777,-0.010083,-0.056366,-0.030417,-0.059358,-0.019034,0.031835,0.017438,0.056469,0.0028485,0.072089,-0.027694,0.011174,0.018737,0.0055125
"M1431.72T17.4",0.0047499,-0.039766,0.01084,-0.02036,-0.020049,-0.020161,0.071269,-0.01133,-0.0067692,-0.0092677,0.012175,-0.033501,-0.027437,0.057371,-0.030605,-0.00065712,-0.028547,0.05411,-0.0037633,-0.0053432,0.0027674,0.0077866,0.01754,0.0086371,-0.016716,-0.02315,0.014165,0.0065807,-0.023206,0.07001,0.023332,0.0053063,-0.036661,0.024237,-0.076939,0.023092,-0.019287,-0.0096973,0.0024639,-0.0042808,0.0092508,-0.01784,0.0069587,0.054802,-0.026582,0.00056319,-0.018713,-0.012151,0.01989,0.0047514,-0.00059437
"M1433.39T12.55",0.0023084,-0.0028718,-0.020673,0.020594,0.018496,-0.014315,0.0161,0.0028735,0.020298,0.038833,-0.016038,0.037132,-0.031697,0.0011479,-0.00252,0.0023639,0.018809,0.0072395,-0.012351,-0.023103,0.027026,-0.017703,-0.01138,-0.010121,0.012017,-0.067325,0.037471,0.02596,-0.031492,-0.06058,-0.012776,0.04762,0.030547,0.01058,0.010091,-0.011015,0.0016239,-0.011437,-0.014425,-0.021203,-0.087849,0.06055,0.015406,0.049738,0.016023,-0.033183,0.060516,0.056603,0.0082475,0.013187,0.00040797
"M1434.47T13.55",0.015389,-0.013594,0.031803,-0.064408,-0.021095,0.0091034,-0.0095466,0.015898,-0.00737,-0.017223,-0.031722,0.028735,0.024461,0.038063,-0.023974,0.048706,0.0029435,0.0027416,0.042581,-0.0012908,-0.0002743,0.00047727,0.0066128,0.053625,0.0098682,0.018525,-0.0090472,0.016151,0.014518,0.011364,0.040931,0.0013295,0.04145,-0.013906,0.012533,0.017178,-0.017169,-0.036856,-0.014034,-0.017359,0.036464,-0.021562,0.010593,0.0024813,-0.0036943,-0.021608,-0.017304,-0.040828,0.024773,-0.012197,-0.017098
"M1435.72T12.55",0.004801,-0.0097725,-0.042182,0.012412,0.041408,0.039883,-0.02641,-0.027966,-0.025088,8.2401e-05,-0.002097,-0.016847,-0.013426,-0.032141,0.012713,-0.022299,0.010842,-0.055411,-0.043799,0.029948,-0.022174,0.012709,0.019494,0.059035,-0.11746,-0.048684,0.040226,-0.00065003,-0.018098,-0.074034,0.010313,0.015593,-0.095092,-0.013997,-0.008577,-0.018987,-0.0058305,0.010608,0.05918,-0.00079951,-0.0015921,-0.0092477,0.036353,-0.042499,0.024506,0.028031,-0.031646,-0.029872,0.0021825,0.0068227,-0.0070215
"M1435.72T17.56",-0.006987,-0.044445,-0.012728,0.048248,-0.016447,-0.049501,0.051238,0.010626,0.037671,-0.0264,-0.003601,0.0015237,-0.023304,-0.045944,0.025805,0.011749,0.029787,-0.049729,0.056968,0.0063923,-0.0057917,0.011473,0.023098,-0.009784,0.080589,0.0058263,0.027953,-0.034494,0.0011727,-0.016441,-0.011561,-0.041561,-1.2987e-06,-0.019221,0.048706,-0.0050011,0.0091084,-0.04952,0.025549,0.027426,-0.0030808,0.013977,-0.014815,0.0055983,-0.0046265,-0.018066,0.0070816,-0.06092,-0.0014663,-0.012183,-0.0020536
"M1438.05T13.55",-0.0054871,-0.013477,-0.047184,-0.020467,0.0063198,0.047609,-0.011857,-0.021595,-0.010458,0.015331,-0.0066448,0.03116,-0.039538,-0.0043302,-0.011183,-0.02333,-0.036033,-0.019507,-0.012957,0.016387,0.06267,0.054465,-0.036473,-0.02957,0.018255,0.051947,-0.0068093,-0.01261,-0.057002,-0.040459,0.00099351,0.01658,-0.012868,0.053391,0.03387,-0.046097,0.018495,0.051167,-0.0093315,0.0046438,0.0016106,-0.030403,0.020109,-0.033937,0.048859,-0.072676,-0.00042116,-0.023091,0.038212,-0.0082867,-0.010569
"M1438.38T13.55",-0.0033165,-0.00301,-0.021301,-6.2317e-05,0.0088144,0.016939,-0.021912,-0.014372,-0.0034101,0.024295,-0.021426,0.01566,0.0065687,-0.013458,0.035637,-0.0020795,-0.061664,-0.059238,0.060385,0.04852,-0.0088585,0.032012,0.025467,0.0093732,-0.062593,-0.028075,0.021838,0.014775,0.018407,0.036342,-0.025279,-0.04885,0.058892,-0.06778,0.019701,-0.035401,0.12106,0.014347,0.013625,-0.029396,0.0077606,-0.021628,-0.08729,0.020928,-0.06033,0.010077,0.073549,0.0072878,0.015825,0.02174,0.0038258
"M1438.71T16.56",-0.015769,-0.023599,0.023338,0.003745,-0.030763,0.020159,0.02977,0.043075,0.013346,0.036863,0.013064,-0.0061135,-0.065367,-0.0043954,0.061004,-0.018074,0.052232,-0.0081496,-0.029241,-0.024607,-0.025033,0.060905,0.041541,-0.048177,-0.03223,0.025387,0.088158,-0.019472,0.0072173,-0.013074,0.062446,-0.0073155,-0.03562,0.022233,0.064252,0.00010406,-0.06155,0.029263,0.01089,0.065774,-0.037974,-0.017791,-0.089532,0.015925,0.010728,-0.0093117,-0.0087031,-0.011965,0.0078374,0.019815,-0.0051208
"M1440.47T13.55",0.011142,-0.022311,0.0030233,-0.044116,-0.0081659,-0.027559,0.0069277,-0.020052,0.010316,-0.0074943,0.0087147,0.030774,0.0043724,0.00031626,-0.0091956,0.016308,0.0073968,0.030609,7.9737e-05,0.0098508,-0.011443,0.0012425,0.014673,0.045742,0.0089222,0.016661,-0.061361,0.0017958,-0.010413,0.02829,0.020283,0.016139,-0.0037149,0.0059021,0.0042201,0.04034,0.026499,-0.014114,0.0092665,-0.019045,-0.032784,-0.029905,0.029784,-0.019091,0.010835,-0.0071121,-0.013537,0.046441,0.048877,0.0045907,0.008877
"M1442.72T13.1",-0.012195,0.024034,-0.030731,0.0018131,0.044622,0.033724,-0.0146,0.034217,0.042568,-0.061244,-0.0094284,-0.0018078,-0.04748,0.017225,-0.013796,0.051268,0.094868,0.011433,0.025673,-0.035173,-0.0095104,0.071075,0.017508,0.045745,0.021469,-0.020913,-0.01455,-0.038277,0.0046492,-0.019898,-0.00067247,-0.022923,-0.048299,0.0089829,0.018121,0.021207,-0.038181,0.013642,-0.024064,-0.010252,0.00022911,0.019296,0.040907,-0.012637,-0.029368,-0.012061,-0.0020121,-0.0081152,-0.030499,-0.00082684,0.0019524
"M1445.05T13.55",-0.0039981,-0.017708,-0.045567,-0.038687,-0.024595,0.030193,-0.00026922,-0.052419,-0.0032332,0.0029753,-0.0056166,0.0049818,-0.022557,-0.031372,0.041225,0.019243,-0.014995,-0.014144,0.017629,0.00074467,-0.033383,0.039638,0.054319,-0.025092,-0.026102,0.0037937,-0.026437,-0.032144,0.0043482,0.014587,0.0031348,-0.047149,0.022966,-0.013815,-0.012848,0.0012696,0.015072,0.02554,-0.032454,-0.019887,-0.0022237,0.030297,0.010626,0.013709,0.019398,9.3129e-05,0.0012631,0.0098569,0.034036,-0.0075131,-0.0070403
"M1446.21T13.55",-0.0070688,-0.01204,-0.044029,-0.0096967,-0.020441,-0.00085852,0.044594,-0.0238,0.050593,-0.0010735,0.028882,0.031856,0.042257,-0.0095881,-0.027298,0.017921,-0.0080538,-0.0192,-0.0053841,0.0069455,-0.016549,0.0034549,-0.022439,-0.029499,0.014596,-0.028338,-0.0092326,0.013706,-0.0083735,-0.034009,-0.036044,-0.036648,0.038164,0.025828,-0.053971,0.00072309,0.0079242,-0.036064,0.017339,0.04407,-0.058684,-0.013643,0.013289,0.039685,0.022007,-0.038742,-0.033579,0.030411,-0.003354,0.0057083,-0.00047623
"M1446.44T13.6",0.0055895,0.0047565,0.0063767,-0.011444,-0.0070788,-0.010383,0.0064387,-0.0057882,-0.0051684,0.02949,-0.021845,-0.029725,-0.018528,0.0051901,0.031979,-0.082328,-0.0055957,0.042544,0.01573,0.022914,-0.035946,-0.017126,-0.028001,0.071492,-0.019353,0.017917,-0.025672,-0.017806,-0.018753,0.025742,0.028494,0.0505,-0.037288,-0.011234,0.017613,0.039271,-0.025175,0.027441,0.063726,0.01111,-0.018716,-0.010801,-0.021485,0.044931,-0.0081836,-0.0013086,0.022712,-0.017702,0.0038443,-0.015643,-0.0018067
"M1447.22T13.55",-0.0025602,-0.010987,-0.0059486,-0.017419,0.036142,0.0068416,0.010971,0.003521,0.0015209,0.0085887,-0.029457,0.030749,-0.029454,0.037952,-0.026305,0.013203,0.010484,-0.0036076,0.014983,0.006433,0.039528,-0.024983,-0.0025435,-0.013354,0.055743,0.057145,0.0056992,0.019523,0.0029116,-0.0068346,0.0096488,0.022348,0.0026085,0.039043,-0.011337,0.0045406,-0.014055,0.076539,0.025646,0.0076586,0.017795,0.048729,-0.020502,0.0090838,0.013871,-0.011895,0.025036,-0.0060964,0.0042474,-0.010823,-0.0094598
"M1447.46T13.54",-0.0032258,0.01681,-0.011778,-0.017206,0.015357,0.011493,0.0020157,-0.013984,0.037771,0.004662,0.033383,0.0078749,0.029629,-0.013606,-0.057788,-0.042382,0.081312,0.0084267,0.0059665,0.013734,0.0031675,-0.027245,0.048259,0.0054811,0.045772,0.034155,0.0060845,-0.042339,-0.021587,0.034732,0.01274,-0.026733,0.0073197,-0.035506,-0.023656,0.048062,0.037944,-0.00077188,-0.012474,0.029839,0.061534,-0.021821,0.016811,0.0097781,-0.040548,-0.084878,0.0039934,0.0073413,-0.016211,-0.0069215,0.0036193
"M1448.71T16.98",-0.041791,-0.041416,0.0109,-0.0011506,0.02415,-0.03626,-0.045601,0.0071257,0.044068,-0.037477,0.034667,-0.032219,0.054223,0.012019,-0.023359,-0.016812,0.0015616,-0.01127,-0.0067624,-0.016528,0.031379,-0.019678,0.011585,-0.0040059,0.027257,0.017478,-0.056998,-0.021912,0.033813,-0.029777,-0.011778,0.012898,0.035709,-0.035594,0.037945,-0.046556,-0.021827,0.004749,-0.0013649,-0.013159,0.01252,-0.071911,-0.064014,0.051923,-0.0084955,-0.073737,-0.0022675,0.053138,-0.0021159,-0.0096273,0.0012497
"M1452.22T13.55",-0.00025753,-0.0038091,-0.0032574,-0.040759,0.025929,0.024128,-0.028324,-0.0407,-0.039224,0.045903,0.0047835,-0.0078396,0.00018093,0.041172,0.011718,-0.0051137,0.040652,-0.00586,0.012173,0.046992,-0.013846,0.055379,-0.059224,-0.025979,0.0048159,-0.014127,0.010659,-0.027154,-0.0029747,0.020428,-0.031959,0.0039024,-0.024735,-0.057399,0.016036,0.019127,-0.024952,0.049191,0.0094206,-0.015078,0.013179,-0.005556,-0.0065796,-0.0098414,0.017917,-0.036538,-0.03357,-0.021813,0.006401,-0.019357,0.0057282
"M1455.71T16.56",-0.0057075,-0.02902,0.0091098,0.023058,0.0051097,-0.010392,0.014271,-0.061893,-0.033643,-0.020415,0.052274,-0.034751,0.0060521,-0.05756,0.035247,-0.0069164,-0.026119,-0.035903,0.035217,-0.054253,0.021242,-0.0085403,-0.0043186,-0.014999,-0.040888,-0.036281,-0.0071138,-0.020982,0.10327,0.026142,-0.016871,0.032116,-0.012671,0.046492,0.035313,-0.033735,-0.045585,-0.025374,-0.035953,0.02375,-0.069166,-0.032362,-0.026102,-0.064734,-0.018034,-0.032093,-0.02746,-0.0082522,0.024745,0.00053309,0.0050838
"M1456.05T13.55",0.0041517,0.0056635,-0.032148,0.010554,-0.009172,0.0048893,0.0092551,-0.0048755,0.017633,-0.0024773,-0.021619,-0.0040401,-0.029494,-0.049317,-0.0031539,-0.015756,-0.006893,-0.068387,-0.027173,-0.049089,0.02526,0.022403,0.025616,0.0082147,0.034098,0.009755,0.019802,0.010953,-0.01185,-0.014674,-0.035115,0.021418,-0.051792,0.0073415,0.036971,0.047192,0.029447,-0.039698,0.018912,0.032509,0.020854,0.00079136,0.010073,-0.030213,-0.011056,0.054356,0.048225,0.052581,0.073739,0.0062702,0.003883
"M1458.71T13.55",0.0049675,0.0067207,-0.04095,0.016057,0.0038057,0.031799,-0.050891,-0.0030136,-0.0092942,0.0018379,0.0036379,0.028383,0.025981,-0.039044,0.023132,0.030971,-0.012776,0.0068011,-0.04693,-0.039274,-0.0028108,-0.032419,-0.051869,-0.059955,0.097491,0.042249,0.067803,-0.041798,-0.022518,0.0014597,0.016721,-0.041002,0.07312,0.014361,-0.081699,-0.011679,-0.065142,0.026583,0.00078081,-0.025268,0.034229,0.0016227,-0.037775,0.042895,0.034178,0.0082435,-0.057079,0.028445,-0.026437,-0.013448,-0.0075978
"M1461.71T12.67",-0.010123,0.011678,-0.032556,0.023187,-0.039809,0.0048601,-0.0012151,-0.025426,-0.0054966,0.0093346,0.013907,-0.025043,0.018238,-0.027942,-0.014429,0.0042872,0.0021941,-0.0059551,-0.0094598,-0.0037556,0.040534,0.0085502,0.017741,-0.038702,-0.049698,-0.10044,-0.06286,0.10103,0.00044278,0.044949,-0.0098548,0.0024788,0.00089268,-0.0074499,-0.066182,-0.064277,0.0086875,0.062358,-0.035948,-0.040138,-0.008432,-0.011664,-0.029241,0.028402,-0.043704,-0.010565,0.073873,-0.075437,0.036166,0.010239,-0.0068483
"M1463.45T13.55",-0.0084355,-0.013084,-0.0042773,-0.041361,0.0034912,-0.002753,0.0038101,-0.0029907,-0.022886,-0.014541,0.0074956,0.018122,-0.019132,0.010669,-0.0060245,0.06631,0.003212,0.06153,0.019902,0.0047818,0.033153,0.03649,0.0072174,0.0096336,0.035072,0.039889,0.034487,0.01394,0.015559,0.0022831,0.011363,2.0768e-05,-0.0085465,-0.02117,0.016387,-0.011941,0.0056528,-0.007715,-0.076785,0.0028944,-0.015791,0.0040612,-0.024514,-0.016465,0.028412,-0.027234,-0.020085,-0.036647,0.058427,0.010344,-0.0077584
