"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M884.32T942.609","42668.32","38307.973","57939.807","95822.686","76336.34","65001.008","90120.395","81205.145","72469.641","110000","76869.262","7259.5615","93884.322","87259.219","87500","70800","4658.1594","105280.6406","85800","106855.712","11974.6054","54723.199","105982.229","123405.964","101000","88132.922","134000","92800","129166.245","11211.2445","82204.524","91690.722","89106.655","89900","62945.929","70966.898","69099.119","47764.895","18511.0519","133985.777","12688.6926","17924.2088","16721.2856","30100","5691.9338","78522.74","128470.45","95800","164320.1463","56660.434"
"M832.307T992.353","39130.938","14047.942","53172.106","54830.904","51025.847","39320.415","41794.024","122365.902","98935.064","174000","123795.096","2639.5558","68119.882","52317.454","72200","90600","7681.9787","167830.2626","90600","154878.663","4371.5082","25767.383","75470.659","246891.814","140000","82943.155","215000","84300","151845.349","2710.1738","93960.953","81588.381","71789.03","79800","66710.573","39164.357","58167.425","32331.488","4997.3542","218676.559","2460.0838","5034.2992","1350.293","8150","8148.2773","76194.846","78403.459","62500","275146.9431","45112.934"
"M1002.386T959.199","31846.919","19623.012","43748.355","44622.777","38529.391","55402.523","55609.618","62594.826","64150.859","99600","49345.828","1388.1357","58356.585","41775.198","58900","53000","3883.3168","73492.8604","75300","99345.32","3532.5963","28607.064","83765.084","110174.439","58300","73405.559","93600","75400","115824.329","1484.3053","73094.253","72199.935","86561.573","69000","40667.455","43590.418","43066.268","33452.134","277.62714","142427.499","8882.7633","3647.4112","5608.0645","13300","5906.378","52680.331","106283.598","67500","187249.9921","37628.191"
"M547.412T1341.992","212463.053","226742.414","203970.965","276805.205","213648.574","220896.941","313996.664","186165.491","212503.82","169000","178049.476","174916.7817","295404.563","222220.664","211000","285000","185753.2002","258501.4416","274000","271820.239","166347.2205","242626.83","307461.638","319454.463","310000","234526.343","270000","372000","288535.768","187334.5436","275183.101","432527.266","252622.21","263000","243660.255","232858.968","243107.657","213711.768","135890.6169","335555.408","147398.9343","166848.8606","130206.0725","161000","123050.9539","253679.28","207940.651","331000","237017.3485","209876.662"
"M547.387T1389.173","194968.571","214365.552","189005.081","251327.852","204678.208","205137.929","297057.403","172238.221","197133.681","154000","155891.817","164236.7468","274075.028","211605.458","199000","263000","174851.1593","235580.0317","252000","248945.047","139529.0382","220155.889","280858.191","295635.547","289000","220636.977","247000","263000","267699.881","164284.4166","246511.295","314555.99","237180.88","234000","228143.145","208674.557","224699.856","197441.613","117448.7127","305847.564","118866.3989","145446.3367","116869.2221","147000","116024.1509","236740.862","259080.527","296000","208365.0933","200082.897"
"M841.33T990.311","71648.948","48036.973","99108.865","104685.929","86086.782","79286.409","49593.677","128280.155","105768.508","189000","112361.248","12903.3752","88351.961","109769.067","91300","108000","17788.3035","129584.705","128000","131104.804","16256.4059","49494.235","107311.248","192161.782","103000","138034.684","208000","119000","188358.387","18547.2209","146825.101","121066.464","129319.318","120000","89426.382","83953.377","68333.436","57627.679","9959.9088","235315.831","10270.2759","15636.0688","9905.7069","44500","17541.713","107215.173","103638.569","81400","182759.9399","75687.894"
"M574.213T908.018","63919.427","30544.842","82875.659","63285.887","71421.575","62359.605","38777.158","85239.6","79922.051","123000","94374.687","2940.4659","73662.791","79247.326","96300","81200","2586.7738","104987.0922","84900","108359.4","906.7418","50583.701","82485.994","152502.133","93700","93283.684","161000","78300","127108.14","2900.0617","82543.372","80812.416","101739.045","90900","66771.129","73681.352","62370.134","39123.32","4175.064","117039.986","4301.7629","2693.7829","3588.3663","13700","2962.3347","81498.011","99417.821","50000","152776.3454","56734.873"
"M996.384T957.42","28323.686","13523.075","32434.783","46547.77","46390.522","30591.888","42832.551","55661.702","39630.854","122000","43996.537","1255.2986","46761.114","58141.105","70100","54100","4522.0137","80876.4916","46100","59490.376","3337.1619","24483.238","58195.425","99145.896","53300","49202.139","76200","60700","81813.607","9207.3316","64666.142","40027.544","52383.81","70700","34394.721","55358.725","27953.584","15528.629","5980.8561","118627.248","2211.0944","10316.4151","6951.631","19500","2745.6608","32800.586","88336.158","54700","131524.3287","29822.953"
"M471.314T1308.231","122011.558","104139.467","106872.774","125081.448","163407.934","122344.605","314514.765","133833.549","122682.716","145000","122737.006","55465.5485","145096.647","122382.033","133000","196000","82504.9773","201023.9374","149000","202129.666","49886.6001","398392.899","264998.934","267955.708","173000","180197.744","203000","219000","194088.799","78045.7873","156426.684","237721.598","171108.583","155000","147743.867","169586.899","342473.275","156133.083","56414.2002","519972.856","81867.2091","52392.0128","75390.3715","96300","71430.5681","177310.266","284493.48","466000","209498.7713","145736.9"
"M690.262T910.27","56450.452","22806.802","84672.8","84910.233","89431.804","82447.23","67400.551","123911.288","103171.513","138000","88124.506","14355.5124","80521.689","103258.72","115000","130000","5638.9067","121539.3201","112000","104930.757","9941.3832","62534.188","112067.815","159774.131","121000","91894.66","162000","91700","152672.722","12868.0287","141514.229","92786.102","122989.514","122000","68657.408","77640.345","82506.713","67013.379","12985.0557","180328.005","11052.377","6342.5808","16653.6933","40800","4966.8652","95384.79","135484.579","82900","178837.1268","71896.355"
"M703.256T884.128","75956.397","45544.079","121453.407","81385.569","91563.201","89529.542","103425.16","105096.337","92908.225","143000","81866.256","10055.6979","141736.16","117817.348","103000","104000","18047.6093","101579.1829","143000","105257.531","11164.0638","57070.64","154196.677","150432.49","148000","121367.612","144000","156000","181331.051","15883.3916","132248.321","140531.063","160428.008","141000","60445.43","84217.456","87618.844","72870.016","13508.0649","170178.447","7858.4477","15158.6607","12697.5849","45200","12373.1215","120848.845","155370.078","96800","158276.9307","67222.362"
"M689.269T924.637","74167.34","37920.855","104855.084","110989.379","122045.537","114754.882","89569.273","132144.151","114706.187","175000","109354.808","11803.4163","127148.85","130380.205","168000","169000","4359.3048","113565.3905","152000","126188.759","10544.3113","86874.604","169163.584","189323.776","176000","130151.285","140000","154000","192125.388","5956.5787","223005.246","120595.815","166617.795","184000","81476.437","124690.131","110336.643","73450.086","14344.5754","253996.761","4686.5461","9450.4219","7355.4831","62000","10198.8626","121985.69","158155.734","85300","213295.9076","79941.837"
"M907.342T857.905","57133.193","30115.854","65282.915","55110.652","69959.779","62676.938","114507.058","86621.757","82609.491","131000","88583.368","13881.7633","101127.457","74236.567","91300","71200","16205.1097","81132.4205","76800","79004.509","10315.0698","49295.879","104726.685","134667.69","91900","78983.927","129000","94000","109516.993","15706.146","81097.728","100098.384","89720.325","77500","42376.02","74097.785","58975.506","43608.919","17515.7816","101589.95","18198.8531","5678.8313","17366.7023","40600","12413.5099","79249.81","159954.444","104000","144747.7142","38135.067"
"M643.447T1372.623","204622.816","247089.647","237612.499","293034.2","219132.504","208808.85","146958.926","187330.088","232031.974","201000","122261.173","44210.187","321415.445","193660.147","178000","216000","59033.7749","337288.668","266000","212848.187","487675.7142","222329.496","249955.585","177785.575","242000","250374.667","202000","368000","256389.942","51921.1665","422495.391","249682.057","231248.323","367000","194845.104","189304.764","218864.575","218900.373","43015.8166","577875.28","43857.988","200536.8408","92618.9604","139000","85102.3313","185754.513","151906.268","201000","202098.7566","676491.677"
"M700.27T900.968","47954.097","22548.542","73588.395","57584.266","63934.623","62192.779","35512.298","93385.187","77127.809","166000","63980.275","1832.1862","66178.712","90866.536","71100","97200","6621.7001","101647.8081","111000","108796.724","6739.6626","31390.402","95676.042","137218.54","88700","83095.879","1e+05","87000","177384.892","8106.4064","80478.955","100090.328","105072.895","87200","40225.601","44435.383","44329.74","36095.72","8898.3687","138179.362","3811.6062","6380.4958","9398.9696","27200","8964.0617","81230.476","89034.804","84000","130461.9724","41742.116"
"M689.277T943.472","69749.77","31553.842","97957.303","99371.875","102488.01","104684.555","74230.031","123837.66","106592.248","174000","93265.761","8822.955","118432.664","127355.133","166000","157000","2637.1103","104449.4388","140000","118088.358","4807.6161","81432.866","160687.813","187910.159","162000","124153.326","145000","153000","177727.636","1645.1635","199587.193","112196.411","159558.761","162000","60687.914","90712.397","79765.876","55499.356","8095.2332","221713.453","1245.7907","5204.8376","2748.6279","54500","6512.5267","120746.406","151497.176","79100","187846.3085","60788.426"
"M481.362T1439.996","135644.549","111203.12","135621.914","125969.985","123826.001","102469.565","116498.972","147611.24","145602.343","168000","127229.227","98818.9065","167706.197","177867.259","115000","194000","106844.0806","212196.7229","213000","252348.5","104082.6411","155045.84","205732.158","253379.794","202000","142202.326","247000","322000","302343.863","74995.7607","185502.248","205081.068","219941.927","168000","159203.324","165452.717","151990.272","152414.473","63917.5741","295012.129","93751.851","90952.1053","91335.4283","138000","101542.4912","205359.572","179264.713","187000","192481.2014","165228.236"
"M909.343T957.42","70233.248","39923.752","101471.183","85469.288","90047.68","102843.024","137325.99","115505.883","113445.403","192000","98840.837","11819.0101","93787.531","109606.889","116000","112000","13160.8837","121358.1577","118000","124438.293","11783.6666","58274.299","128458.17","178013.119","122000","95113.631","172000","119000","141144.955","2656.2546","141031.294","118692.288","120403.191","129000","71442.658","88628.962","73271.645","56545.796","19007.0566","181956.862","12163.5852","16289.2925","14952.1428","33300","9343.3283","98205.431","168316.182","136000","190565.45","56835.9"
"M889.338T942.609","68184.537","45004.988","91119.052","87892.427","86493.657","69712.077","68729.074","139261.612","76624.932","143000","121917.892","25714.3662","108835.369","106874.987","111000","108000","15670.7883","108363.2034","138000","118927.01","16187.2071","67394.96","104921.356","151317.693","107000","105313.008","166000","106000","154037.111","10898.4382","112672.885","108998.023","96658.499","131000","74541.518","85970.123","81611.671","65594.227","16912.9832","169728.904","12829.6187","23676.1899","17811.2451","37900","22051.7186","92328.643","113783.008","86500","181208.1478","67152.639"
"M704.261T784.45","64980.41","28961.654","74686.878","66297.031","83459.853","81575.765","126002.016","131083.362","102944.725","188000","102259.492","7076.9746","91339.256","93831.017","127000","119000","8951.9171","113042.1895","108000","123477.815","6485.4539","62069.842","121369.214","172800.711","105000","100357.613","186000","114000","190003.658","10532.066","123703.453","104289.796","123401.747","106000","65034.463","68616.831","66405.604","44236.777","6672.3418","148391.718","9147.8401","11303.6917","3369.5239","32000","8644.3795","122169.806","186632.73","123000","197399.4661","57497.625"
"M557.21T874.262","90930.613","35187.447","121632.896","100849.905","126153.205","89659.196","130769.243","123339.324","137466.582","188000","110600.401","5937.7834","125881.514","142364.572","133000","109000","5522.0821","153565.9973","144000","174275.534","4185.3284","74327.733","172332.532","230336.89","119000","154097.965","180000","133000","218317.236","1578.2205","162452.8","166988.176","179383.513","141000","103722.782","71988.242","86395.015","117805.149","4945.3583","181895.316","1469.2504","8269.6809","1595.7987","34900","5557.412","139365.409","261292.125","149000","289612.2052","81680.877"
"M885.332T901.88","51053.198","30976.35","76302.332","79871.725","77142.508","88284.063","114899.801","100162.237","79767.978","142000","93594.287","8744.9755","87137.488","104561.243","113000","1e+05","15526.2521","102897.0005","116000","101899.298","11322.6733","66850.501","118064.573","165708.288","123000","98146.008","154000","104000","129833.826","11716.7706","116611.272","93633.52","97739.614","128000","70816.941","75530.175","56832.172","65233.131","7294.5148","162213.777","14862.7826","13751.2683","11256.9181","41800","14031.3486","103055.648","159655.459","115000","177667.1693","49265.927"
"M885.34T952.01","51060.985","33056.251","70578.221","79669.752","79709.208","87183.07","97483.879","92418.806","75352.484","163000","90599.403","5541.7574","86856.166","105261.212","116000","88400","11627.3281","100303.0906","121000","99770.719","11274.8465","60357.513","113190.508","173058.463","122000","99536.118","148000","111000","129876.098","11460.4753","123504.923","93839.672","93524.332","107000","68415.222","71480.274","61944.679","63961.978","9496.2247","187692.142","13052.8102","13881.7697","9006.201","39800","12839.5095","101076.583","141391.21","109000","179489.74","46922.837"
