"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M825.34T905.493","66157.103","34823.109","115823.755","77991.704","97560.229","88584.672","76978.216","154079.853","146209.548","247000","124137.677","11046.0923","110094.569","162891.77","142000","132000","12123.8691","165094.2061","162000","164303.801","8120.0754","52609.622","144101.915","317463.041","173000","142562.861","239000","148000","285225.872","14917.9175","135652.157","135859.036","154247.384","163000","72906.951","75787.926","86077.491","56145.16","7633.1978","268751.258","3955.4404","18843.1785","8138.8169","32400","13619.0453","128216.404","324650.207","158000","240672.6146","55755.56"
"M855.342T925.437","84660.685","21118.048","113285.88","104146.688","136405.515","113872.446","131668.592","168984.109","145149.49","274000","168870.796","17500.2665","134044.688","158336.71","189000","181000","11221.2431","176532.1039","170000","193362.325","9659.9596","78345.879","177493.296","271338.161","185000","131734.306","286000","177000","225138.948","17383.612","213984.11","138666.981","150238.073","183000","96263.913","116420.957","97360.804","57707.021","16101.3271","303511.597","15439.8462","15730.6978","15979.0777","36300","15256.2541","128353.873","190553.611","146000","254850.5818","72454.798"
"M806.333T841.952","47394.588","26416.412","64984.42","53968.86","95019.973","76839.114","241054.557","107874.241","108296.75","185000","74010.638","1015.1506","93907.557","105726.375","138000","117000","4149.4849","125392.0893","104000","133876.746","3531.0761","50151.304","154215.935","211508.675","140000","87867.886","198000","114000","170440.126","3629.2786","104662.655","98332.393","120387.041","114000","51982.145","67705.386","53716.535","39368.996","203.03012","165529.044","2617.2017","2750.6654","203.03012","22000","2238.4017","93533.313","434360.697","191000","168699.0422","34088.159"
"M950.358T940.951","31594.624","16636.441","48194.872","51010.435","48503.488","44338.869","52172.441","51283.011","49934.966","88400","57998.487","2449.4543","62688.335","52143.37","58400","67800","6343.6089","67759.6478","72200","60434.695","7299.1632","34203.484","69425.947","90649.942","96000","56866.566","88600","67600","88848.339","3141.6216","74053.848","64293.016","69253.286","81600","41621.09","40720.741","46548.742","21557.827","1325.6626","186040.885","4336.722","5904.4745","7289.9789","17400","6443.1892","46821.168","77069.851","61400","90328.1508","39547.336"
"M566.199T909.479","69371.099","25787.592","42734.259","65488.234","101794.956","57566.895","81704.422","102444.026","87820.744","138000","86416.831","184.08208","78517.545","72625.935","74600","93200","184.08208","107983.5564","69200","130574.923","920.4104","59063.715","71089.961","160600.696","73300","104097.986","192000","73100","100541.857","184.08208","117886.568","79149.299","81686.597","82100","70269.035","57399.112","62785.682","49878.192","2024.2529","121841.986","3067.0602","2578.7585","184.08208","22200","2510.3842","80641.665","150413.998","104000","288225.9417","53911.381"
"M850.319T858.821","26269.407","14983.165","30960.413","33027.527","49583.863","50504.204","81451.421","62114.055","51184.337","121000","41675.339","1275.6667","60010.858","54049.955","66100","50100","4049.21","79260.2568","58300","69864.13","5062.137","32382.168","75454.718","99298.621","56800","48883.78","80700","43100","91814.154","5624.8141","60993.013","61343.871","68078.472","68300","34889.625","42666.353","39275.505","28910.035","3106.7979","70736.909","5339.2841","2587.5125","1320.7702","12000","3755.215","56569.887","160321.234","98600","158788.0472","30231.797"
"M975.373T872.624","50905.745","17582.576","54178.057","65151.231","70244.15","63277.405","90679.978","85121.633","77198.846","129000","71493.881","17459.6085","87932.978","79169.943","85200","72800","9448.1836","99785.8768","73000","106301.832","4138.3921","45645.66","94142.643","128481.869","104000","76617.956","133000","89000","110810.647","10899.1908","96056.462","90488.243","95786.736","95000","56356.952","56196.377","53719.689","41688.187","13438.9801","175410.453","10060.9304","6100.2136","8270.6994","23000","7626.8384","73811.944","129169.813","97100","136140.2986","41284.999"
"M908.359T973.898","50600.838","31571.886","66833.934","61891.241","69797.425","56033.984","54754.595","77060.145","74331.102","113000","60322.671","3315.1749","77058.853","74908.632","82000","90000","15881.4409","81767.3473","104000","98764.522","12561.0624","34910.536","80298.97","110431.618","80300","88137.457","122000","89600","119378.358","14420.4642","99142.889","69677.825","85794.263","90200","57483.674","47016.518","52156.267","38833.121","12665.9115","131684.13","16095.5115","8704.9927","13108.1543","25900","10587.6147","54865.981","67849.928","71700","169934.0904","43977.276"
"M886.334T992.353","43414.604","20148.156","55526.512","57785.419","58728.476","51314.901","39180.783","56875.921","76901.104","111000","50484.281","6091.8816","77746.819","101542.737","53700","78000","5387.9969","85161.1782","58000","76696.497","6851.3867","32892.218","64916.02","133667.9","75800","78123.843","85300","70800","91928.339","5591.0822","104562.173","51647.484","57814.267","68200","42151.499","24924.725","41508.658","28511.813","9773.1269","145693.911","3263.9514","2515.7797","3431.7969","10700","6567.2133","46650.146","79255.19","69500","100154.9854","26988.606"
"M932.854T973.898","43994.42","24118.802","50029.569","39213.72","55397.406","40352.426","38277.938","47361.265","39606.25","64000","43847.488","7678.4003","38370.939","39621.844","47800","44000","12432.1538","53207.0038","54600","52812.947","11457.0266","28954.471","39071.493","55084.277","48900","63642.672","75600","34500","69585.255","6818.12","60149.422","58615.431","64289.579","57900","35826.201","31673.531","37087.875","26623.45","1363.624","109977.162","7597.7254","18637.7563","7966.637","28400","8257.0882","36625.172","46316.339","47800","99456.8044","31740.95"
"M850.324T910.27","36444.869","15783.171","40119.883","58636.505","58396.174","44470.862","31561.068","85177.723","62423.852","114000","53206.879","1188.5957","73978.549","64052.816","59400","63600","4049.1539","98282.2344","75200","86025.743","3597.4338","37833.068","81414.959","118315.868","67600","77858.866","105000","61300","121105.696","5693.6843","87871.075","66197.649","94377.994","93600","44069.455","51455.619","51802.122","33914.16","4843.8274","102026.138","4572.7529","4783.3473","1000.305","12500","2682.334","62294.939","113613.308","70000","201029.4559","39992.96"
"M1001.365T875.234","65744.451","66525.856","96702.174","91661.83","105999.246","101032.914","89907.765","130084.407","101912.539","182000","90695","16334.4593","139322.286","114750.965","118000","118000","34739.254","128817.63","133000","131800.804","14793.2442","83992.659","116197.275","152697.483","135000","103856.603","159000","86900","138551.841","26384.2163","111161.504","127153.2","119203.795","126000","76375.211","85974.775","80540.882","87231.897","17788.4558","152227.385","27519.1286","18844.4064","21001.4897","45300","29092.6644","93529.548","144571.428","116000","226245.2267","64192.868"
"M481.203T929.492","91377.98","54674.938","128703.932","138320.352","128552.718","123666.51","175353.85","241846.605","217032.88","229000","141050.474","1387.1585","194255.254","156919.591","175000","154000","6140.2626","306069.1898","188000","244035.452","6160.7305","99355.168","236226.633","391656.63","2e+05","311999.944","253000","150000","287289.457","7603.8158","225835.014","248611.333","294616.141","231000","241738.016","124827.016","153332.613","211482.169","8502.6348","240441.307","8689.0024","6388.1966","5485.3326","39600","6061.0789","223916.019","393907.784","209000","277537.5834","102085.559"
"M675.452T1372.394","106880.462","108766.152","144888.089","133382.611","119236.33","107072.355","84657.719","103348.269","149929.826","121000","74126.728","60404.7335","162995.782","135422.566","132000","144000","50455.158","116182.7344","150000","112370.845","57729.6905","137473.732","154270.908","141696.734","155000","137345.425","98100","155000","142905.257","45180.4047","148881.676","185039.945","153568.551","143000","138137.031","128231.819","110077.764","114448.371","48330.6484","124615.058","41751.2734","125638.9913","119516.1948","93000","47632.3176","102686.675","134964.952","125000","138562.6881","125672.476"
"M958.38T975.822","37616.02","14184.984","54864.147","77508.803","81438.216","63760.992","99892.275","101489.536","67678.859","135000","57402.192","5770.3241","85717.93","85136.572","98000","95200","2506.1762","79440.6166","95400","90059.198","1893.6453","28800.019","113477.877","150468.873","128000","68918.406","139000","94400","120112.148","4341.6077","118587.961","103404.555","90193.876","119000","54820.597","64459.187","46108.313","30990.034","6663.0831","267368.745","12698.5786","4182.8051","8500.8516","7950","2663.7106","57292.136","102668.249","82800","117689.8506","34358.391"
"M1017.397T924.482","41492.496","22545.171","58233.786","45886.49","57512.605","46633.752","50959.589","53442.957","79783.645","90800","71515.194","3004.2599","69163.519","65513.921","73500","67200","9512.3209","79883.1091","77300","76663.675","5035.6432","42106.069","68535.192","93402.361","74200","74345.041","119000","66400","95357.577","5384.6007","96706.588","72633.513","87131.999","81400","50445.305","50155.44","56372.655","34502.556","4937.2586","114424.622","5424.7651","5815.2494","8443.0605","8630","3891.5787","57491.553","131002.939","66400","169406.2876","32870.503"
"M806.336T927.31","61735.129","30071.298","88544.449","84157.009","121247.144","86703.066","135029.475","168414.648","148616.845","280000","95054.319","2448.9656","122273.305","138399.806","162000","163000","4389.643","170138.1518","172000","177607.845","3966.4716","43829.745","154010.184","331100","188000","128938.082","283000","155000","274803.988","3589.8502","175018.799","154055.632","168084.396","164000","77611.818","74078.797","79326.7","50571.422","1602.5577","393446.823","1510.6536","4587.8957","2843.0145","24200","2751.6573","125480.927","390002.748","184000","315595.8594","51485.525"
"M985.395T851.401","28814.252","15271.909","46558.055","31207.462","71096.134","47557.695","78628.696","75069.153","63493.2","149000","47298.538","1347.1923","46267.76","49193.145","74800","73600","204.4231","83174.2417","62000","71244.117","204.4231","42914.375","75130.897","110129.974","61500","34024.813","95500","56800","87625.873","1717.64","80659.721","79817.736","59145.584","92700","28078.574","47959.485","47519.45","26111.494","1397.2479","91155.474","1022.1155","2406.5095","204.4231","5580","1398.2979","49203.194","251400.507","155000","245583.4255","32577.267"
"M621.419T1456.849","150951.909","118534.098","151550.67","192794.627","210282.443","220876.899","154104.922","160219.046","170854.317","180000","122164.68","69302.6602","254361.054","207862.684","216000","271000","90447.8212","192972.1506","287000","232427.459","104876.1359","197133.995","271083.921","258763.694","310000","154538.745","219000","370000","287438.315","134061.9188","254809.977","394021.238","229229.147","229000","168736.877","240170.33","234885.364","160172.043","127218.9456","316371.078","84316.9722","116806.6089","119621.6055","148000","78364.5452","181295.905","157683.71","308000","235750.3338","231768.517"
"M980.373T973.898","32445.119","5797.302","32551.261","29743.238","37388.187","30917.501","30495.246","50239.745","47252.057","85400","37523.67","236.92756","57902.196","47108.227","30900","51600","6358.3217","58904.4532","37900","56670.722","1184.6378","26330.307","30427.078","85155.938","54800","36951.724","109000","43100","56708.273","1738.9515","69854.33","32193.972","63359.752","57400","24210.409","21776.132","22198.808","14150.193","1499.4661","80239.525","2891.8105","236.92756","3158.7134","6400","2140.8895","22686.397","27742.939","26100","148413.07","15296.056"
"M541.47T1540.699","159147.951","150012.097","213560.906","209227.336","144692.616","166701.206","237489.103","194982.173","252760.825","151000","138090.743","123717.7361","362485.404","202145.684","193000","201000","153023.5538","232116.9877","276000","210394.592","131298.8114","155849.971","236030.695","235061.853","287000","331535.792","215000","338000","391555.369","135738.7288","261440.459","290267.64","248840.86","241000","178188.849","143378.06","172325.733","199731.015","97390.6902","319044.246","124888.5142","157415.0042","95461.0167","116000","114752.4775","204518.199","403230.546","186000","233772.0442","273291.97"
"M898.347T1006.792","61157.006","27633.723","78602.797","75896.149","74555.679","66163.549","58747.465","86271.541","72809.497","116000","78903.273","20024.4268","90436.137","87315.004","79300","95500","13511.5468","91232.0668","109000","103157.896","10946.449","52311.146","76483.601","114507.892","81000","84415.551","116000","83100","118009.148","8602.8097","112198.96","90750.484","93599.29","97400","57275.802","62377.559","54670.541","55291.329","10369.6146","157778.411","9557.0726","24043.3161","17430.9856","38400","21361.5212","74027.196","125940.848","80700","220651.5355","49492.704"
"M930.353T957.42","56506.821","18107.251","55427.78","57911.67","67180.684","65018.547","92853.878","89183.484","76149.835","150000","74837.822","14641.3443","80634.195","54501.141","86700","82500","13962.1631","97551.5468","75300","90482.212","13322.3708","43820.636","64563.33","121679.492","106000","71006.779","125000","62000","107165.968","13886.96","97937.109","74854.96","79595.855","83000","52620.515","59681.114","47375.071","41251.018","7636.5462","194584.667","8606.4087","5015.5187","10037.2882","20600","19204.8938","62840.201","118515.921","80200","106524.0917","36272.651"
"M495.298T1036.333","128060.632","29947.897","108771.476","79045.045","96164.747","86580.744","47600.114","70045.257","75350.404","207000","171652.34","2791.3682","71862.652","72094.08","78800","112000","254.86906","80532.315","63100","70780.1","3108.3069","141614.109","135255.078","77717.034","102000","58880.389","87900","28300","41769.5","254.86906","69761.11","52455.281","61529.43","33600","54106.877","163928.237","27932.222","92046.851","254.86906","19706.433","2230.336","4028.5459","1274.3453","102000","254.86906","54034.656","19069.91","56100","65843.671","14174.312"
"M367.15T410.425","38772.538","25359.555","51253.749","33932.313","84863.949","56281.067","94704.322","163651.153","85299.301","126000","81708.307","21617.7151","39004.702","72739.177","61400","73800","14097.3879","145910.3187","165000","177967.835","23149.3148","39264.813","73062.191","150378.66","202000","51157.363","188000","26100","67136.915","21682.0108","28918.809","53419.755","86948.198","43400","32709.755","31013.396","28909.797","25609.978","19162.308","201152.109","19259.8886","24988.3335","22503.015","24200","22134.7547","146726.981","717637.28","410000","1786894.778","24665.61"
"M551.201T893.689","88264.138","37078.32","79193.292","98945.189","88950.378","88391.881","70646.45","143414.312","131494.808","241000","115329.39","6140.5376","81555.233","108936.144","110000","119000","5672.1288","106869.2057","128000","136821.094","3120.3109","63993.367","105010.438","221670.195","98500","108989.472","255000","115000","170068.655","5780.5882","126955.511","125645.567","112134.769","123000","77465.7","67498.11","48045.631","55550.922","5798.8746","142633.164","4607.6859","977.8684","3638.7367","19500","6213.2085","86806.384","150451.527","68600","163527.2135","67843.897"
"M861.313T812.644","32144.427","14599.691","52729.01","46042.952","69961.398","52995.555","137385.759","77958.663","72612.585","132000","66818.99","4279.2594","53988.222","65368.439","86100","72600","2939.0903","98576.8424","65700","81150.829","3475.8977","44517.84","87628.007","144167.115","88500","71469.588","131000","77900","111321.743","3682.6338","73405.567","73746.581","75538.002","73500","42299.426","41687.693","39613.753","29441.249","5473.5082","115996.58","3641.4816","2692.8303","7727.8073","8190","6105.5919","68666.76","162812.82","103000","112917.002","22493.563"
"M804.315T943.327","38864.088","19828.327","59727.128","56912.955","78084.156","61303.498","83732.973","88442.871","75125.596","134000","58053.443","3093.2205","85320.86","76662.26","89600","80000","3895.4417","71199.9221","91700","85426.922","4134.0173","37051.193","95586.187","141763.383","89100","85897.743","116000","81800","121809.588","228.18912","114859.999","91576.045","87451.517","95000","60158.653","60751.347","51907.473","38077.367","3661.2726","147982.711","1804.4301","6709.3138","7280.6452","22600","1140.9456","57351.331","143326.739","102000","166021.9093","46617.066"
"M991.383T954.894","98687.065","13923.361","43112.471","51556.363","158081.303","76602.005","60443.481","237015.199","166589.021","373000","150601.928","4158.5484","88286.562","74392.997","173000","176000","6801.4072","184674.7766","105000","245621.011","2811.2981","58451.656","100546.06","257711.437","119000","89813.699","412000","96700","142808.772","7018.3209","158311.359","119647.877","107615.176","113000","65516.426","80054.954","48696.309","42553.847","1518.2125","264751.205","6564.1496","6404.4912","3220.1749","7010","1263.8486","74906.413","177475.347","107000","816203.9131","71905.334"
"M649.243T924.482","78487.782","39818.75","89687.321","95325.482","88766.598","97944.242","80818.959","105833.498","97397.341","126000","99240.883","9160.8771","93149.52","111062.954","98200","1e+05","15047.2679","114848.6673","95700","103886.027","7094.2395","83632.253","107826.143","129349.647","108000","106509.436","132000","88500","120724.608","17311.019","103504.708","105187.648","104300.377","104000","73720.135","99195.585","61637.68","73208.64","15945.6918","136208.736","4746.6695","18233.6208","3028.7146","64000","4461.078","79009.055","108039.953","92600","130234.8695","73020.173"
"M897.335T957.42","63217.081","27127.692","81049.422","70111.758","81093.038","73981.843","98901.539","89496.756","95042.03","149000","97560.359","15488.1142","97419.095","102254.317","102000","95400","10819.5114","110386.4916","106000","109384.134","11134.0273","64515.634","109452.399","145091.217","110000","109181.735","132000","113000","148795.359","11125.3052","107034.55","102186.744","95912.24","99200","73007.173","85745.247","69781.988","53031.882","14717.4076","172732.294","12075.3682","19976.5316","16993.4158","34100","14107.7962","87579.491","136378.549","105000","197337.7971","53679.082"
"M617.489T1624.961","135787.394","107744.793","186163.452","210026.657","167334.989","173794.092","76061.2","174038.01","310839.339","113000","78425.294","127215.1153","398553.824","193298.849","306000","262000","137437.2228","246421.2727","365000","236456.361","89331.7896","117002.527","178159.556","230807.574","247000","336486.533","262000","325000","322768.168","71725.8192","467331.438","280149.602","228825.193","276000","174136.177","171178.948","180839.839","180403.848","39257.0793","355809.451","36775.0019","110953.0713","214100.6925","129000","67749.8605","237080.578","213244.107","198000","271321.3014","255577.989"
"M866.357T1023.188","71895.603","23082.461","108764.009","95210.006","105939.196","90190.848","157533.676","125398.372","106175.18","169000","95110.766","23251.2936","137265.155","138151.024","151000","146000","21840.7314","137059.5059","138000","137472.378","23485.8813","62080.442","137888.309","166276.783","163000","114730.776","172000","127000","162047.67","20622.9112","182247.149","131531.707","121235.007","153000","73504.386","101794.16","90676.583","65233.955","17015.07","347146.897","11699.0989","22833.3872","16329.7942","44800","8877.6423","91070.934","210340.022","124000","260051.0486","62494.836"
"M819.302T866.333","47291.445","21713.769","60067.035","72920.195","90120.255","73642.089","108741.598","149108.217","105096.508","231000","88704.256","8948.8719","90032.936","90145.653","112000","94600","3374.7911","147313.2473","89400","125141.626","11181.5656","56938.803","107598.989","331989.522","98200","84948.198","282000","77000","176733.992","10027.2478","99486.935","85845.895","100720.675","91700","49346.975","52814.857","61282.371","51819.24","17091.7517","125655.661","8475.0166","5795.7484","2692.6667","21900","3765.3032","90927.678","284280.903","136000","187593.5011","39116.243"
"M595.491T1621.712","64038.298","97861.104","95363.395","110872.051","98497.94","64689.308","63319.038","92712.538","102232.679","86200","78115.084","56134.9753","129870.507","115477.652","106000","115000","77648.5293","108167.0586","106000","93640.286","73306.8312","101540.023","93369.006","102274.753","123000","112653.038","86900","123000","126727.918","79186.4499","173407.165","108933.114","113254.122","104000","87234.999","89379.303","89417.192","96591.544","58768.8837","154009.955","80886.6828","89193.2261","98062.8175","68300","84727.8655","101659.086","105734.011","95900","136690.5621","97668.716"
"M942.381T940.951","69941.238","21075.867","58900.265","44907.798","133808.071","72881.808","62797.243","99621.212","64630.731","309000","172770.979","3453.6676","86492.384","77089.444","119000","117000","3503.4078","99473.5291","98300","120094.273","4971.0745","44143.098","83193.589","149404.676","117000","65083.037","212000","99500","83084.863","3734.9658","114693.712","74402.453","71216.602","88000","42075.634","59884.612","41280.298","19692.446","611.47114","265147.672","3057.3557","7074.5698","611.47114","11900","4354.8092","55389.452","119837.899","96500","148054.272","39540.211"
"M768.289T941.124","30559.287","22403.056","54479.388","58844.21","69185.885","48543.861","93456.379","77059.862","51206.774","94700","45202.831","2270.9556","67868.379","84540.18","67400","85500","7245.7036","76108.9488","83400","65788.379","2256.1768","46591.065","89058.474","117777.289","82400","72298.909","124000","51100","88938.814","8980.0884","96974.362","94224.987","77144.719","72300","43418.263","58159.947","45655.44","39283","244.33572","107504.741","244.33572","5959.8863","1221.6786","13300","8576.482","47799.235","97782.73","81100","131192.9428","36769.608"
"M850.319T935.639","39620.787","19067.712","50375.074","67270.997","76298.47","57623.144","55614.749","97839.827","72086.536","145000","68801.141","1372.0292","85079.168","77007.808","75200","70000","6688.2966","108216.4836","89500","100535.853","5285.0843","43148.978","91940.613","137268.356","89600","89721.06","138000","70500","134634.148","8073.2277","106734.296","82704.149","97489.321","101000","56173.213","64544.326","57044.028","40959.878","5844.3916","112958.464","6682.0333","7583.8152","1198.7751","15100","4019.8709","72499.441","130803.75","91200","242195.3062","39980.688"
"M1049.412T957.42","28524.105","15209.779","42652.168","47184.792","34513.879","38970.935","33821.369","57876.824","51733.581","85900","40142.524","4699.3804","42323.775","44212.027","40200","56700","284.47352","67534.2323","62700","64546.784","1795.9807","25851.871","69037.256","98269.537","65200","55219.849","81300","73800","85689.264","3099.6202","74960.725","75949.172","67733.146","63300","25741.579","41653.176","42090.564","26991.105","284.47352","121031.779","3291.9439","2757.5206","2834.7966","4970","1422.3676","34684.292","68284.711","46300","142231.2897","28608.03"
"M827.321T940.951","66048.253","15473.559","70689.542","59822.863","87743.516","62376.071","58625.898","225160.505","208325.415","406000","130497.666","5142.7749","96983.7","93395.988","125000","108000","820.86108","211683.7744","114000","218980.266","8236.4797","28331.175","65589.414","567895.882","91800","122726.207","499000","89800","299066.541","4104.3054","93727.383","94130.02","105270.271","99900","75718.874","60507.217","55341.757","42955.817","4479.8554","211265.988","6168.4715","10996.981","8606.1765","9120","8377.7488","101586.233","454779.698","88400","391532.8071","54060.257"
"M828.315T926.75","41921.639","8223.669","50506.804","54275.121","55229.599","59959.796","45913.922","102873.379","75125.109","140000","60851.584","4661.8785","73000.834","54221.554","84800","82500","8673.4482","95456.4769","80100","100214.218","3669.6283","27490.071","61858.721","185820.808","72100","84310.96","172000","87500","125039.47","489.8925","86887.905","77294.229","107040.815","89800","31237.159","59061.154","43583.532","21964.902","5096.3207","140537.63","2449.4625","3562.3522","4408.9861","10300","2918.8263","60893.972","168424.303","67700","181261.0047","34567.021"
"M535.409T1440.116","103053.707","95772.601","155253.537","165093.669","122301.887","94899.542","128159.985","141114.973","161054.268","119000","100490.847","72403.752","211272.204","145009.528","128000","162000","48198.5045","131365.0613","166000","171975.474","109958.9858","99747.134","110307.357","168446.347","147000","117830.612","156000","215000","273711.83","52800.0806","218933.963","191143.505","203617.327","165000","122105.602","117429.468","115028.098","137516.351","65383.4421","153624.209","270798.2917","179776.8384","75067.4375","67600","76107.2689","123546.296","180775.763","210000","106348.691","209891.553"
"M902.349T917.809","52709.75","21961.633","56817.969","65784.984","69587.969","65404.376","107723.3","83183.758","71408.091","132000","75142.534","6512.825","73471.852","75931.773","87200","71900","18258.308","75874.6694","78200","84969.039","15545.4986","41370.397","84633.481","103240.245","85900","71746.693","120000","68900","97375.382","10004.5333","66901.203","92810.156","92473.463","79900","56502.433","55278.886","59346.19","51217.877","18784.9155","144358.978","7919.5838","14990.292","10464.9666","25600","9799.9217","64039.283","144138.789","92700","129305.3524","44639.243"
"M806.333T872.624","57623.297","31170.767","72883.992","72393.22","117083.011","91755.529","200079.799","120510.768","133801.249","253000","91378.406","2554.6231","114716.487","123618.471","144000","144000","4262.894","148406.458","124000","167689.157","5073.9528","42257.228","161101.084","287862.183","167000","93197.847","265000","139000","198106.168","3493.2358","127321.466","126475.768","155238.28","141000","57709.189","80922.264","62083.231","43046.024","285.32148","246561.452","2681.382","2939.7847","285.32148","22000","1426.6074","113337.832","495550.973","191000","240927.3256","41618.67"
"M507.18T901.88","59258.951","25839.211","77859.659","65990.869","103330.983","89195.822","112735.024","134693.008","110288.467","126000","94247.259","2475.8061","91745.707","94207.492","131000","116000","5543.7391","130156.5373","114000","139452.296","6310.9202","49391.755","109863.879","122051.718","114000","96256.722","176000","106000","156873.81","3432.7067","115678.478","96055.292","120340.43","107000","76766.284","64215.562","69478.768","56623.128","4982.0863","192766.853","3021.8969","3409.1364","1405.6985","29000","2923.9531","86305.54","171907.557","101000","195367.6853","65183.899"
"M798.337T946.991","76534.166","24299.58","61470.895","79866.33","97359.156","71227.538","102214.117","90310.284","93579.803","169000","92063.728","13914.1967","83161.748","110184.918","129000","136000","11888.6164","125591.6759","131000","134471.5","9618.5984","65215.713","109355.708","158800.071","175000","81883.129","183000","103000","144676.546","4892.6209","130414.008","97612.027","105398.693","111000","57925.102","70646.366","83923.89","49360.935","8047.1386","384490.898","11139.0183","15221.2136","7818.2898","60100","8483.561","69150.065","318964.8","152000","608619.7979","56059.412"
"M511.168T833.583","79394.921","52354.329","101731.347","109524.267","158190.983","140328.175","118421.177","228307.506","156972.081","265000","173793.843","8892.5048","114069.386","125699.131","186000","174000","13485.8438","185742.0648","133000","185225.681","7211.8366","81828.571","142930.08","197648.284","137000","134112.256","240000","142000","206062.84","10129.3216","210119.364","138874.675","159876.917","152000","110159.303","138496.508","114108.285","86163.422","10159.6167","191171.99","6236.4668","9117.5526","9565.5375","50400","7599.2422","130462.446","243845.094","153000","222728.5267","118695.406"
"M718.279T900.968","43820.471","9252.998","41638.159","44637.175","63535.984","61017.406","50565.938","63638.104","53493.408","133000","50976.314","1420.8791","53448.815","59278.454","82200","77500","284.17582","70533.6758","65500","82020.247","1529.2809","36042.538","57260.034","128835.836","83900","45150.419","122000","68700","92938.025","2134.4454","82795.626","73716.045","55156.931","62100","33133.517","41252.485","53108.36","32671.075","284.17582","96968.001","5076.4222","2900.2254","2918.0207","13700","2398.2713","54650.919","91661.917","81300","82601.7865","40469.292"
"M565.21T891.79","144494.457","43628.811","88902.495","80588.786","159315.056","97087.446","119050.595","213223.74","190093.124","279000","139344.936","1392.8638","109132.621","115630.528","163000","181000","3686.54","207532.7488","137000","215345.627","1193.9952","91436.378","149215.38","249256.952","124000","162001.715","386000","145000","197528.004","1619.0948","158937.289","144677.011","159347.139","149000","108068.484","115501.659","89327.663","87100.864","1512.2861","182127.06","1561.0044","238.79904","3183.5568","32600","3967.6141","98114.573","196623.513","178000","549262.6892","97168.589"
"M1023.385T959.199","31513.288","20489.582","44193.022","38419.656","60981.709","43138.582","71509.057","61105.855","81629.955","91100","37777.893","12348.8466","59449.355","61811.823","83400","95300","6059.0017","70665.0009","67100","59349.337","7813.747","29916.029","61928.566","71059.485","71200","56196.785","91000","62100","78296.826","4105.7216","89914.876","79296.834","74760.181","76400","44238.684","49915.419","38261.786","36928.582","8212.9898","131442.54","5934.0686","3967.0789","2619.5994","15200","4912.1138","42485.359","110550.084","68700","114350.7965","33687.585"
"M890.353T1023.188","59914.083","20636.875","69203.418","58662.387","68547.145","59370.793","53309.463","78449.089","76178.063","119000","81779.656","17516.4449","73425.025","78797.901","87800","89500","10398.4899","99907.3797","1e+05","100727.549","12573.3665","45072.171","83170.962","119000.275","68600","88906.188","124000","83100","103860.004","13201.9589","96894.037","74484.392","71837.006","81300","59605.316","58009.874","53632.985","41320.977","10005.1614","163384.43","9716.5017","8474.1102","9210.0747","30900","9408.141","61497.961","79932.387","69300","241808.3689","52135.53"
"M497.195T864.231","233780.676","136914.788","252627.261","228043.244","220580.09","169821.159","136098.304","211448.793","192698.283","316000","204966.991","6620.0641","331769.657","278073.224","253000","208000","8648.6109","251826.8746","305000","274014.955","4017.9153","178802.868","332628.653","276105.231","308000","233808.501","344000","266000","284955.832","8285.6575","276710.054","378623.71","337511.78","306000","197669.018","191686.634","187947.637","99472.996","453.62174","435933.909","3937.2302","5149.1009","9683.3005","116000","2268.1087","197570.374","295143.709","229000","386669.6293","123939.455"
