"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M689.544T1473.566","-0.64744678","-0.60889877","-0.03205957","-0.37422950","-0.01057772","-0.27332854","-0.30338798","-0.27350852"," 0.15581443","-0.14059714","-0.26680520"," 0.11430804"," 0.01402680","-0.29046288"," 0.40063043","-0.11819713"," 0.02080912"," 0.11491976"," 0.42626141"," 0.10647894","-0.29162797"," 0.08185560"," 0.25996045"," 1.37277422"," 0.39747832"," 0.04604817"," 0.11976202"
"M837.33T941.332","-0.60931632","-1.82925097","-0.06400136","-0.21588168","-0.22355021","-0.52126540","-0.22003257"," 0.06296139"," 0.10981181"," 0.62949278","-0.13306261","-0.09744045"," 0.18860451"," 0.22351070","-0.15234795","-0.69204252"," 0.26652570"," 0.53607355"," 0.13769019"," 0.04045375"," 0.55359236"," 0.17695707"," 0.79196581"," 0.59343464"," 0.12113917"," 0.14819050"," 0.17778813"
"M387.25T1406.584","-0.545777811","-0.246432097","-0.330736464","-0.009746963"," 0.071158986"," 0.156865047","-0.156010071","-0.374453018","-0.353540438","-0.024210456","-0.616244720"," 0.111591325","-0.242405635"," 0.435051558"," 0.307725056"," 0.059220005","-0.055496369"," 0.225345800"," 0.214312481","-0.552987069","-0.110789954"," 0.211268332"," 0.369885499"," 0.463387859"," 0.299447502","-0.064192892"," 0.757764508"
"M801.479T1239.153"," 0.22916916","-0.13452462"," 0.02602465"," 0.32107384","-0.22929760","-0.37617106"," 0.35451201","-0.32221093","-0.18304413"," 0.06259221","-0.76307855"," 0.25537740","-0.18396448","-0.43314590","-0.26916523"," 0.57546556"," 0.16785324","-0.20405729"," 0.05502137"," 0.59721522","-0.51527404"," 0.37861458","-0.12809286"," 0.43521200"," 0.11955105"," 0.08582662"," 0.07851779"
"M476.38T1456.538","-0.39695798","-0.57716444"," 0.02776943","-0.07554063","-0.36647243"," 0.01184065","-0.29015112","-0.05790138","-0.39616797","-0.40217315","-0.27548592"," 0.25565883","-0.23370507","-0.27638896"," 0.16562640"," 0.02483972"," 0.41116359"," 0.14911772"," 0.21521368","-0.32501155"," 0.03909701"," 0.34589380"," 0.50236719"," 0.29164489"," 0.42230653"," 0.16354966"," 0.64703150"
"M857.33T957.42","-0.57944455","-0.98948021","-0.21884161","-0.34539091","-0.39425700","-0.38197671"," 0.17130248","-0.01252409","-0.08456651"," 0.57779005"," 0.07052370","-0.11907329"," 0.09166928"," 0.02977895","-0.01375587","-0.52401604"," 0.15865267"," 0.41842992"," 0.03448882"," 0.09650059"," 0.53930992","-0.03515748"," 0.55244817"," 0.41301351"," 0.16814552"," 0.07243102"," 0.30399965"
"M933.368T973.898","-0.24385763","-0.97466466","-0.32177017","-0.20366569","-0.14558409","-0.33768758","-0.44126192"," 0.20280793","-0.07962174"," 0.61297328","-0.12991461"," 0.06107031"," 0.10297370"," 0.07382897"," 0.22153222","-0.63873506"," 0.12074261"," 0.60542300","-0.09153021"," 0.04546297"," 0.48506413","-0.06556661"," 0.51350161"," 0.42290464"," 0.07850962"," 0.06211428"," 0.06495070"
"M549.428T1523.962","-0.446200254","-0.453882021","-0.213061656"," 0.026971653","-0.118641205","-0.101094435","-0.786535723","-0.197981286","-0.004927734","-0.271515925","-0.472664581"," 0.398598654","-0.255184821","-0.155547360"," 0.275601518","-0.316515389","-0.051317932"," 0.146832041"," 0.343028557","-0.354292042"," 0.113447101"," 0.625175212"," 0.505785273"," 0.613268720"," 0.554325798"," 0.257434464"," 0.338893372"
"M824.341T924.482","-0.575539671","-2.237478609","-0.122404150","-0.433748390","-0.026428752","-0.364601674","-0.389096799"," 0.430089511"," 0.325504943"," 0.697905019"," 0.041637926","-0.072650761"," 0.051147975"," 0.001069732"," 0.064591175","-0.729584645"," 0.220296577"," 0.825732408"," 0.354867131"," 0.078045340"," 0.642619411"," 0.180157305"," 0.833446801"," 0.216687390"," 0.037638166","-0.084398679"," 0.034495321"
"M807.348T918.929","-0.05732008","-2.56355913","-0.17466520","-0.64322661"," 0.31979547","-0.26938045","-0.64847134"," 0.84507115"," 0.78447749"," 1.12973188"," 0.61738007","-0.27846452","-0.85663047"," 0.32494417"," 0.28064142","-0.78238841","-0.22829318"," 1.28461783"," 0.07484884"," 0.44633883"," 1.27214484","-0.11496856","-0.63510065"," 0.13000562","-0.42032827"," 0.36217069","-0.19937142"
"M488.187T973.898","-0.181055996","-0.944869529","-0.042514441","-0.295764918","-0.006756141","-0.729272507","-0.558238410"," 0.090204068","-0.059213282"," 0.555166460"," 0.140507048"," 0.133577386"," 0.112322873","-0.032323134"," 0.109559489","-0.473437442","-0.063059764"," 0.471163388","-0.209443001","-0.024371136"," 0.572606964"," 0.278569655"," 0.416733337"," 0.311796918"," 0.051992454"," 0.220441231"," 0.155678428"
"M610.257T918.479","-0.21976233","-1.05404686"," 0.12786232","-0.16479414","-0.46296276","-0.21931831","-0.48391894","-0.05062682","-0.19347634"," 0.16583082"," 0.06936988","-0.12146709"," 0.05639628","-0.16109625","-0.24235467","-0.22314103"," 0.49477295"," 0.25705458"," 0.41492594"," 0.13812690"," 0.29712848"," 0.30128771"," 0.52070462"," 0.11409429"," 0.13114076"," 0.26192480"," 0.24634521"
"M481.361T1422.828","-0.23569855","-0.42565346","-0.38518897","-0.33739907","-0.31137119","-0.81478268","-0.22176554","-0.26633647","-0.17615200"," 0.03259299","-0.40886046"," 0.01945550"," 0.03904256","-0.30306202"," 0.20005922","-0.05449347"," 0.19175788"," 0.57801403"," 0.22514562","-0.12425607"," 0.50756690"," 0.55134955"," 0.71006071"," 0.20691650"," 0.39810011"," 0.31897078"," 0.08598759"
"M821.327T902.328","-0.76767418","-1.76945595","-0.12444288","-0.40896252","-0.22971951","-0.36992216"," 0.30847837"," 0.20259727"," 0.13267998"," 0.48505296","-0.15063138","-0.30241955"," 0.22232784"," 0.13357358"," 0.15066202","-0.99504044"," 0.27016545"," 0.81258187"," 0.23987275"," 0.13510040"," 0.69950894"," 0.13457286"," 0.65600827"," 0.38001924","-0.13846397"," 0.08401711"," 0.20951365"
"M837.318T945.789","-0.55666708","-1.66223189","-0.07172319","-0.26594952","-0.25972989","-0.49194511","-0.52986985"," 0.11970337"," 0.17927335"," 0.66745214","-0.10987554","-0.03357156"," 0.15504952"," 0.23368172","-0.28670758","-0.82882122"," 0.16883571"," 0.59772727"," 0.18342655"," 0.04775441"," 0.60479637"," 0.17474393"," 0.78538538"," 0.70805025"," 0.11313783"," 0.13078736"," 0.22728726"
"M566.424T1474.624","-0.40910428","-0.08974765","-0.22467046"," 0.30159902"," 0.03320394","-0.20547367","-0.24361615","-0.14585119","-0.31329716","-0.32805662","-0.53272060"," 0.32506181","-0.26085562","-0.44157999","-0.12559713","-0.24031647","-0.13314174"," 0.09412173"," 0.14849106","-0.29717926","-0.23571688"," 0.57429936"," 0.12809163"," 1.92946649"," 0.27705304","-0.10411246"," 0.51964923"
"M471.315T1439.847","-0.27249952","-0.46800233","-0.40453578","-0.24692369","-0.07239137","-0.43877220"," 0.01573376","-0.19340160","-0.27198298","-0.20513841","-0.36592541"," 0.15074336","-0.50647351","-0.20357531"," 0.18632368"," 0.04704884"," 0.30608968"," 0.55567307"," 0.25197296","-0.09093267"," 0.25573784"," 0.46236838"," 0.40505669"," 0.27010354"," 0.67260472"," 0.11357155"," 0.04752672"
"M522.261T1109.944","-0.16367105","-0.12949892","-0.26587847","-0.09318287"," 0.41913451"," 0.71565278"," 0.69567483","-0.14474624","-0.36428875"," 0.16457660","-0.42646288","-0.52126416","-0.04786105"," 0.64671263","-0.11297898"," 0.51553782"," 0.71529368","-0.30160990"," 0.19259483","-0.09222076","-0.32686527","-0.31649645","-0.26402867","-0.17602488","-0.52946813","-0.06285891"," 0.27422867"
"M785.299T924.482","-0.34612516","-1.06499859","-0.22000066","-0.39858311","-0.19999633","-0.41502212"," 0.14549747"," 0.10995769","-0.09529119"," 0.47883291"," 0.05821126","-0.23651407"," 0.15271436"," 0.24184485"," 0.13666667","-0.73562710"," 0.22227826"," 0.61121082"," 0.12631370","-0.23088427"," 0.35549219"," 0.03049684"," 0.46858927"," 0.32491024"," 0.12870487"," 0.26081671"," 0.09050450"
"M403.243T1438.94","-0.224535517","-0.276916966","-0.315456221","-0.123298793","-0.261387454","-0.297581897"," 0.103268400","-0.077994729","-0.099139414","-0.248063960","-0.419990648"," 0.009093943","-0.358824428","-0.324359062"," 0.223858850"," 0.135030057","-0.172953695"," 0.603871752"," 0.429456429"," 0.027438098"," 0.207847667"," 0.274704375"," 0.383570383"," 0.278381398"," 0.514226775","-0.041074139"," 0.050828794"
"M662.261T828.514","-0.67480149","-1.03234977","-0.38712618","-0.26812734"," 0.01221427","-0.06623546"," 0.59273259","-0.06036595","-0.01816948"," 0.18491559"," 0.03738958","-0.07826810","-0.02172175"," 0.25424407","-0.05457883","-0.33786586"," 0.28685868"," 0.39489662"," 0.45747523","-0.18540499"," 0.29445069"," 0.03921031"," 0.53128773"," 0.24607967","-0.13448836","-0.06997414"," 0.05772269"
"M547.407T1473.551","-0.18268571","-0.22281159","-0.05973196"," 0.22429949","-0.18603559","-0.06719347","-1.22167826","-0.29940648"," 0.12167755","-0.30911845","-0.03802111"," 0.32851113","-0.02671940","-0.22775877"," 0.01892888","-0.05418746","-0.10765641"," 0.20372579"," 0.27023835","-0.19080961"," 0.06181859"," 0.42625613"," 0.26501173"," 0.41299921"," 0.64198079","-0.02504784"," 0.24341447"
"M734.269T909.479","-0.359899130","-0.932907969","-0.268878407","-0.255357824","-0.240201539","-0.208731864","-0.138603712"," 0.292340320"," 0.204805195"," 0.560224894"," 0.044296793","-0.180959478","-0.278667359","-0.050919903","-0.010673416","-0.537888657","-0.049098673"," 0.787241638","-0.068847914"," 0.339796124"," 0.598017548","-0.069295968"," 0.492436690"," 0.239672434","-0.002754191"," 0.007802549"," 0.087051817"
"M990.389T957.42","-0.56802756","-1.44352499","-0.15305896","-0.28722686"," 0.07462624","-0.14213535"," 0.10409289"," 0.23326080"," 0.14605859"," 0.61013912"," 0.08470877","-0.43278453","-0.31052983"," 0.02947446"," 0.20439340","-0.68520549"," 0.16844033"," 0.62447206"," 0.17003464"," 0.00867677"," 0.87863260","-0.16481936"," 0.34841410"," 0.36567042","-0.01584344","-0.08760046"," 0.23966163"
"M734.266T813.875","-0.537238282","-0.949452353","-0.114937796","-0.410943984","-0.019162431","-0.123379553"," 0.403822438"," 0.100674476","-0.039289824"," 0.605516990"," 0.044871003","-0.005603197","-0.112092797"," 0.202177645"," 0.201820443","-0.602093159"," 0.236302861"," 0.423956448","-0.016487951"," 0.124824005"," 0.445558199","-0.123981140"," 0.232358773"," 0.237520346"," 0.020713665","-0.041963581","-0.183491244"
"M539.369T1423.012","-0.4332406835","-0.2871897291","-0.3154896299"," 0.0138982025","-0.3878799887","-0.3574131906"," 0.0886025676","-0.5048331590"," 0.3267655751","-0.7509469802","-0.7453819212"," 0.4095464942","-0.3408531531","-0.0638713406"," 0.0742521349","-0.1036012584"," 0.0823534815"," 0.3231240551"," 0.3701726129","-0.0836047168"," 0.1363623934"," 0.5483726111"," 0.5726051239"," 0.3573207413"," 0.7596184339"," 0.3120259848","-0.0007146613"
"M847.319T941.78","-0.56990234","-1.18414636","-0.19156819","-0.13755097","-0.32931147","-0.42516331","-0.22987360"," 0.21870398"," 0.06885102"," 0.61223542"," 0.05736829","-0.22455546"," 0.19420335"," 0.08817676"," 0.03569063","-0.91458257"," 0.20501811"," 0.81102630"," 0.12843740"," 0.04769187"," 0.71228609"," 0.07968123"," 0.68330645"," 0.24394288"," 0.09387492","-0.15287981"," 0.07903942"
"M653.412T1258.482"," 0.063205915","-0.638481314","-0.226063901","-0.207118956"," 0.100190280","-0.035282653"," 0.443144425"," 0.005012278","-0.323350999"," 0.128667581","-0.759646514","-0.045195469","-0.404660791","-0.338046701"," 0.208695883","-0.004394013"," 0.168685103"," 0.207880964"," 0.055679668","-0.061921324"," 0.072025566"," 0.411155444"," 0.143507092"," 0.265296772"," 0.312466428"," 0.235011478"," 0.223537758"
"M725.552T1574.274","-0.155311264","-0.162625616","-0.083508212","-0.159672495","-0.152055953","-0.241355136","-0.626442630","-0.406216016"," 0.083959278","-0.234246503","-0.252420864"," 0.252737659","-0.017584545"," 0.001820152","-0.179201143","-0.181487314"," 0.105970993"," 0.056076715"," 0.522300536","-0.120245188","-0.181590340"," 0.296216950"," 0.107730473"," 1.142690867"," 0.426734825"," 0.213139243","-0.055414472"
"M503.18T942.609","-0.27506469","-1.17029043","-0.22024691","-0.34829307","-0.20545212","-0.05410205","-0.44475891"," 0.33159945"," 0.08344745"," 0.42987094"," 0.02178671","-0.31279027"," 0.06979368","-0.01417045","-0.03467127","-0.52819209"," 0.26723309"," 0.62908533","-0.04011700"," 0.25655561"," 0.60263231","-0.15004270"," 0.46769573"," 0.30705243"," 0.15808383"," 0.06681520"," 0.10654021"
"M757.24T725.919"," 0.62591995","-0.96021873","-0.37550684","-0.38273651"," 0.17226137","-0.17478364","-0.23347423"," 0.66760394"," 0.90585813"," 1.01647607"," 0.92959028","-0.35739780","-0.44158578"," 0.04169734","-0.06731468"," 0.15179884","-0.33759633"," 0.92739668","-0.19290094","-0.49666947"," 1.05457072","-0.71496185","-0.37264062","-0.15184320","-0.34084870","-0.56068329","-0.33201069"
"M651.489T1439.586","-0.62194547","-0.39143774","-0.34882671"," 0.12901381","-0.12180421","-0.47066471","-0.67784813","-0.36717986"," 0.63454070","-0.52293727","-1.24553960"," 0.45464437","-0.06123175"," 0.15876825"," 0.17345339","-0.12921471"," 0.17983130"," 0.31921975"," 0.40093210"," 0.17272775","-0.02418546"," 0.47311447"," 0.40324435"," 0.63028298"," 0.52223600"," 0.06612675"," 0.26467968"
"M1037.391T940.951","-0.358353342","-0.769053518","-0.293064342","-0.474861292","-0.042476129","-0.628574451"," 0.023197818"," 0.229042596"," 0.035335479"," 0.318061688"," 0.028318668"," 0.002566155","-0.417643455"," 0.267825485"," 0.229331237","-0.763229886"," 0.183865173"," 0.555145951","-0.035048786"," 0.111545083"," 0.317784465","-0.154660638"," 0.432321757"," 0.267722054"," 0.027801304"," 0.315567806"," 0.591533118"
"M571.411T1441.156"," 0.006910104","-0.329130023","-0.151679207"," 0.015484902"," 0.168393888","-0.335886712","-1.022803498","-0.190457108","-0.122378480","-0.272454635","-0.354298527","-0.090511920","-0.188440924","-0.104249127"," 0.364295310","-0.004569345","-0.010316233"," 0.188090062"," 0.275091937"," 0.040576311"," 0.050825612"," 0.526746588"," 0.320265415"," 0.253460412"," 0.596454891"," 0.048541609"," 0.322038700"
"M653.413T1377.63"," 0.027165096","-0.405605788","-0.124025495","-0.106775245"," 0.106352477"," 0.034922119","-0.975478809","-0.026858428","-0.198169460","-0.001217689","-0.615864291"," 0.082239522","-0.248731652","-0.254710510"," 0.204773597","-0.012666704"," 0.111670080"," 0.285326028"," 0.015679513","-0.260135266"," 0.104038703"," 0.378996437"," 0.229112789"," 0.284756651"," 0.702835459"," 0.353122128"," 0.309248736"
"M481.366T1325.086","-0.36760581","-0.40274101","-0.40734272","-0.51526893","-0.44841901","-0.73154593"," 0.63331286","-0.24469897","-0.25874661"," 0.09154376","-0.48104198"," 0.03782930"," 0.05861783","-0.31052486"," 0.24146486","-0.14853575"," 0.30487863"," 0.55537957"," 0.34565542","-0.15228644"," 0.34171143"," 0.55725867"," 0.61507310"," 0.09225343"," 0.26981586"," 0.28645198"," 0.03751134"
"M609.489T1506.592","-0.568657704","-0.738697909","-0.199270475"," 0.001261392","-0.083643612","-0.163343787","-0.728654464","-0.166599725"," 0.031533348","-0.662025293","-0.721630134"," 0.412813101","-0.511796858"," 0.012305699"," 0.216829156"," 0.278701985"," 0.106398361"," 0.387638193"," 0.256197274"," 0.120556364"," 0.255094630"," 0.799240391"," 0.642478327"," 0.617605268"," 0.485822108","-0.408129538"," 0.327973903"
"M609.485T1523.905","-0.82687395","-0.65012204","-0.03719642","-0.23168888"," 0.10534373","-0.09837634","-0.89861721","-0.17223956"," 0.24968508","-0.46234268","-0.65871393"," 0.35802775","-0.38229173","-0.02174843"," 0.27821417"," 0.04063106"," 0.03519846"," 0.32968236"," 0.23029297"," 0.20723218"," 0.18524168"," 0.68147526"," 0.60822624"," 0.58999319"," 0.41846730","-0.29118020"," 0.41367992"
"M330.263T1492.022","-0.120151137","-0.022835160"," 0.145571163","-0.298702694","-0.233176335"," 0.082813171"," 0.360637783","-0.069453180","-0.150077056"," 0.069894577","-0.005083158","-0.144569996","-0.066016978","-0.031789784"," 0.186285628"," 0.500311490"," 0.553166170","-0.107853509","-0.237955047","-0.112964845","-0.028943527","-0.275536798","-0.009977864"," 0.015588343"," 0.090364234","-0.026462654","-0.063082838"
"M423.148T959.199","-0.09270470","-1.21054601","-0.18371716","-0.73724575"," 0.08106447","-0.40518499"," 0.01137238"," 0.73921699"," 0.80932452"," 0.85463227"," 0.42611315","-0.72035231","-0.42127539"," 0.13317803"," 0.07637544","-0.65125047","-0.53170278"," 1.17459938","-0.29096020"," 0.46493358"," 1.07350108","-0.41063939"," 0.87348793","-0.15293196","-0.73646309"," 0.23230104","-0.40512607"
"M935.358T959.199","-0.45163793","-1.19945373","-0.06565221","-0.56960681","-0.20551312","-0.38037916","-0.33730237"," 0.21766405","-0.10655248"," 0.54070085"," 0.06425719"," 0.04968172","-0.11193051"," 0.07623233"," 0.11699046","-0.59759023"," 0.11482417"," 0.50875888"," 0.15761954"," 0.03450510"," 0.49561243"," 0.26592577"," 0.39802950"," 0.22490229"," 0.11602973"," 0.25808308"," 0.38580144"
"M423.145T941.689","-0.09217793","-1.20919689","-0.18312343","-0.74290131"," 0.08146341","-0.40442834"," 0.01182258"," 0.73711218"," 0.80918770"," 0.85446212"," 0.42625824","-0.73455908","-0.40895163"," 0.13353863"," 0.07677782","-0.65031281","-0.53085306"," 1.17419385","-0.29028758"," 0.46239345"," 1.07754541","-0.41364452"," 0.87330391","-0.15236088","-0.73546274"," 0.23457037","-0.40436946"
"M439.317T1473.604","-0.27057478","-0.49534980","-0.20484833"," 0.15561541","-0.25858814","-0.03070509","-0.48833713","-0.45304926","-0.16316888","-0.26321199","-0.30975824"," 0.41970234","-0.21135568","-0.18074249"," 0.17222985","-0.18308379"," 0.22854993"," 0.28753991"," 0.36975228","-0.52344379"," 0.28873136"," 0.47795347"," 0.47248063"," 0.51649654"," 0.49829182"," 0.08598377"," 0.06289008"
"M847.317T919.58","-0.612689613","-1.109114490","-0.228795580","-0.173756526","-0.292082552","-0.382403938","-0.264844011"," 0.188241114"," 0.058908080"," 0.607885030"," 0.024329547","-0.174414250"," 0.263066918"," 0.118744354"," 0.002314993","-0.962726579"," 0.174714318"," 0.789592662"," 0.114127725"," 0.014283825"," 0.707794856"," 0.107334040"," 0.659759750"," 0.213447090"," 0.110968539","-0.055885981"," 0.101200679"
"M471.218T918.479","-0.34016151","-0.93378344","-0.38618752"," 0.02347426"," 0.02018684","-0.43363567","-0.32796666"," 0.05230107"," 0.05812423"," 0.60066482"," 0.24894398"," 0.26725937"," 0.12556772","-0.23739070","-0.09968592","-0.75500191","-0.06670564"," 0.61739970"," 0.04886686"," 0.21049650"," 0.29804647","-0.03291452"," 0.32671969"," 0.23382031"," 0.45991675"," 0.06829949","-0.04665459"
"M671.411T1339.403","-0.153120840","-0.135400303"," 0.060995698","-0.244351263","-0.064011265","-0.368824830","-0.146138895"," 0.089890456","-0.588660227","-0.261787366","-0.422471670","-0.298070013"," 0.312263253","-0.432194588","-0.142356683"," 0.349215065"," 0.341129306"," 0.140323818"," 0.673646500"," 0.063003330","-0.149738590"," 0.258526751"," 0.181071271","-0.007017343"," 0.441692361"," 0.462936747"," 0.039449318"
"M629.463T1474.173"," 0.03125861","-0.38466246","-0.23979863","-0.07128490","-0.01253657","-0.27573519","-0.15343888","-0.84736629"," 0.31917460","-0.36850663","-0.91934996"," 0.38330623","-0.32982238","-0.10023688"," 0.14381522","-0.04175172"," 0.03624293"," 0.20641681"," 0.21807536"," 0.17410138","-0.11968408"," 0.48638531"," 0.27763583"," 0.68341193"," 0.41669824"," 0.10752212"," 0.38012998"
"M753.276T940.951","-0.7543065513","-1.3509039086","-0.4933261369","-0.3116206630"," 0.3235047624"," 0.0002304002"," 0.0109619247"," 0.0968852444"," 0.1212404377"," 0.6782296646","-0.4726401999","-0.1586493329","-0.2140552150"," 0.4476261565"," 0.2421258557","-0.7030220204"," 0.1140341557"," 0.6168734566"," 0.1917783608","-0.0872095763","-0.0005893598","-0.0665126608"," 0.3818459985"," 0.4962900239"," 0.2185459918"," 0.1367356314"," 0.5359275602"
